"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"HSLMDS [k=11] [kQuality=11] (HSLocalMDS)","HSLMDS [k=11] [kQuality=11] (HSLocalMDS)","HSLMDS (HSLocalMDS)",11,NA,0.73,0.45,1,NA,1327.511,1,NA,NA,NA,NA,NA,40,22.285,0.557,0.394
"HSLMDS [k=11] [kQuality=12] (HSLocalMDS)","HSLMDS [k=11] [kQuality=12] (HSLocalMDS)","HSLMDS (HSLocalMDS)",11,NA,0.73,0.45,1,NA,1326.716,1,NA,NA,NA,NA,NA,40,22.285,0.557,0.394
"HSLMDS [k=11] [kQuality=13] (HSLocalMDS)","HSLMDS [k=11] [kQuality=13] (HSLocalMDS)","HSLMDS (HSLocalMDS)",11,NA,0.73,0.46,1,NA,1012.38,0.986,NA,NA,NA,NA,NA,41,24.008,0.586,0.418
"HSLMDS [k=11] [kQuality=14] (HSLocalMDS)","HSLMDS [k=11] [kQuality=14] (HSLocalMDS)","HSLMDS (HSLocalMDS)",11,NA,0.73,0.46,1,NA,2430.114,0.986,NA,NA,NA,NA,NA,41,23.984,0.585,0.418
"HSLMDS [k=11] [kQuality=8] (HSLocalMDS)","HSLMDS [k=11] [kQuality=8] (HSLocalMDS)","HSLMDS (HSLocalMDS)",11,NA,0.73,0.45,1,NA,1326.937,1,NA,NA,NA,NA,NA,40,22.285,0.557,0.394
"HSLMDS [k=11] [kQuality=9] (HSLocalMDS)","HSLMDS [k=11] [kQuality=9] (HSLocalMDS)","HSLMDS (HSLocalMDS)",11,NA,0.72,0.45,1,NA,2561.359,1,NA,NA,NA,NA,NA,40,22.285,0.557,0.394
"HSLMDS [k=111] [kQuality=108] (HSLocalMDS)","HSLMDS [k=111] [kQuality=108] (HSLocalMDS)","HSLMDS (HSLocalMDS)",111,NA,0.78,0.56,1,NA,232.761,0.89,NA,NA,NA,NA,NA,62,43.967,0.709,0.456
"HSLMDS [k=111] [kQuality=109] (HSLocalMDS)","HSLMDS [k=111] [kQuality=109] (HSLocalMDS)","HSLMDS (HSLocalMDS)",111,NA,0.78,0.56,1,NA,233.742,0.89,NA,NA,NA,NA,NA,62,43.967,0.709,0.456
"HSLMDS [k=111] [kQuality=110] (HSLocalMDS)","HSLMDS [k=111] [kQuality=110] (HSLocalMDS)","HSLMDS (HSLocalMDS)",111,NA,0.78,0.56,1,NA,233.57,0.89,NA,NA,NA,NA,NA,62,43.967,0.709,0.456
"HSLMDS [k=111] [kQuality=111] (HSLocalMDS)","HSLMDS [k=111] [kQuality=111] (HSLocalMDS)","HSLMDS (HSLocalMDS)",111,NA,0.78,0.56,1,NA,232.769,0.89,NA,NA,NA,NA,NA,62,43.967,0.709,0.456
"HSLMDS [k=111] [kQuality=112] (HSLocalMDS)","HSLMDS [k=111] [kQuality=112] (HSLocalMDS)","HSLMDS (HSLocalMDS)",111,NA,0.78,0.56,1,NA,232.593,0.89,NA,NA,NA,NA,NA,62,43.967,0.709,0.456
"HSLMDS [k=111] [kQuality=113] (HSLocalMDS)","HSLMDS [k=111] [kQuality=113] (HSLocalMDS)","HSLMDS (HSLocalMDS)",111,NA,0.78,0.56,1,NA,232.963,0.89,NA,NA,NA,NA,NA,62,43.967,0.709,0.456
"HSLMDS [k=111] [kQuality=114] (HSLocalMDS)","HSLMDS [k=111] [kQuality=114] (HSLocalMDS)","HSLMDS (HSLocalMDS)",111,NA,0.78,0.56,1,NA,233.662,0.89,NA,NA,NA,NA,NA,62,43.967,0.709,0.456
"HSLMDS [k=120] [kQuality=117] (HSLocalMDS)","HSLMDS [k=120] [kQuality=117] (HSLocalMDS)","HSLMDS (HSLocalMDS)",120,NA,0.77,0.54,1,NA,251.865,0.904,NA,NA,NA,NA,NA,69,49.39,0.716,0.434
"HSLMDS [k=120] [kQuality=118] (HSLocalMDS)","HSLMDS [k=120] [kQuality=118] (HSLocalMDS)","HSLMDS (HSLocalMDS)",120,NA,0.77,0.53,1,NA,158.479,0.904,NA,NA,NA,NA,NA,72,51.728,0.718,0.425
"HSLMDS [k=120] [kQuality=119] (HSLocalMDS)","HSLMDS [k=120] [kQuality=119] (HSLocalMDS)","HSLMDS (HSLocalMDS)",120,NA,0.77,0.53,1,NA,157.657,0.904,NA,NA,NA,NA,NA,72,51.728,0.718,0.425
"HSLMDS [k=120] [kQuality=120] (HSLocalMDS)","HSLMDS [k=120] [kQuality=120] (HSLocalMDS)","HSLMDS (HSLocalMDS)",120,NA,0.77,0.53,1,NA,157.872,0.904,NA,NA,NA,NA,NA,72,51.728,0.718,0.425
"HSLMDS [k=120] [kQuality=121] (HSLocalMDS)","HSLMDS [k=120] [kQuality=121] (HSLocalMDS)","HSLMDS (HSLocalMDS)",120,NA,0.77,0.53,1,NA,157.455,0.904,NA,NA,NA,NA,NA,72,51.728,0.718,0.425
"HSLMDS [k=120] [kQuality=122] (HSLocalMDS)","HSLMDS [k=120] [kQuality=122] (HSLocalMDS)","HSLMDS (HSLocalMDS)",120,NA,0.77,0.53,1,NA,157.374,0.904,NA,NA,NA,NA,NA,72,51.728,0.718,0.425
"HSLMDS [k=120] [kQuality=123] (HSLocalMDS)","HSLMDS [k=120] [kQuality=123] (HSLocalMDS)","HSLMDS (HSLocalMDS)",120,NA,0.77,0.53,1,NA,157.5,0.904,NA,NA,NA,NA,NA,72,51.728,0.718,0.425
"HSLMDS [k=128] [kQuality=125] (HSLocalMDS)","HSLMDS [k=128] [kQuality=125] (HSLocalMDS)","HSLMDS (HSLocalMDS)",128,NA,0.77,0.53,1,NA,264.474,0.849,NA,NA,NA,NA,NA,72,51.862,0.72,0.426
"HSLMDS [k=128] [kQuality=126] (HSLocalMDS)","HSLMDS [k=128] [kQuality=126] (HSLocalMDS)","HSLMDS (HSLocalMDS)",128,NA,0.77,0.53,1,NA,264.164,0.849,NA,NA,NA,NA,NA,72,51.862,0.72,0.426
"HSLMDS [k=128] [kQuality=127] (HSLocalMDS)","HSLMDS [k=128] [kQuality=127] (HSLocalMDS)","HSLMDS (HSLocalMDS)",128,NA,0.77,0.53,1,NA,263.468,0.849,NA,NA,NA,NA,NA,72,51.862,0.72,0.426
"HSLMDS [k=128] [kQuality=128] (HSLocalMDS)","HSLMDS [k=128] [kQuality=128] (HSLocalMDS)","HSLMDS (HSLocalMDS)",128,NA,0.77,0.53,1,NA,264.305,0.849,NA,NA,NA,NA,NA,72,51.862,0.72,0.426
"HSLMDS [k=128] [kQuality=129] (HSLocalMDS)","HSLMDS [k=128] [kQuality=129] (HSLocalMDS)","HSLMDS (HSLocalMDS)",128,NA,0.77,0.53,1,NA,264.347,0.849,NA,NA,NA,NA,NA,72,51.862,0.72,0.426
"HSLMDS [k=128] [kQuality=130] (HSLocalMDS)","HSLMDS [k=128] [kQuality=130] (HSLocalMDS)","HSLMDS (HSLocalMDS)",128,NA,0.77,0.53,1,NA,264.118,0.849,NA,NA,NA,NA,NA,72,51.862,0.72,0.426
"HSLMDS [k=128] [kQuality=131] (HSLocalMDS)","HSLMDS [k=128] [kQuality=131] (HSLocalMDS)","HSLMDS (HSLocalMDS)",128,NA,0.77,0.53,1,NA,264.117,0.849,NA,NA,NA,NA,NA,72,51.862,0.72,0.426
"HSLMDS [k=137] [kQuality=134] (HSLocalMDS)","HSLMDS [k=137] [kQuality=134] (HSLocalMDS)","HSLMDS (HSLocalMDS)",137,NA,0.77,0.53,1,NA,255.658,0.863,NA,NA,NA,NA,NA,69,48.402,0.701,0.42
"HSLMDS [k=137] [kQuality=135] (HSLocalMDS)","HSLMDS [k=137] [kQuality=135] (HSLocalMDS)","HSLMDS (HSLocalMDS)",137,NA,0.77,0.53,1,NA,255.316,0.863,NA,NA,NA,NA,NA,69,48.402,0.701,0.42
"HSLMDS [k=137] [kQuality=136] (HSLocalMDS)","HSLMDS [k=137] [kQuality=136] (HSLocalMDS)","HSLMDS (HSLocalMDS)",137,NA,0.77,0.53,1,NA,255.818,0.863,NA,NA,NA,NA,NA,69,48.402,0.701,0.42
"HSLMDS [k=137] [kQuality=137] (HSLocalMDS)","HSLMDS [k=137] [kQuality=137] (HSLocalMDS)","HSLMDS (HSLocalMDS)",137,NA,0.77,0.53,1,NA,255.685,0.863,NA,NA,NA,NA,NA,69,48.402,0.701,0.42
"HSLMDS [k=137] [kQuality=138] (HSLocalMDS)","HSLMDS [k=137] [kQuality=138] (HSLocalMDS)","HSLMDS (HSLocalMDS)",137,NA,0.77,0.53,1,NA,255.572,0.863,NA,NA,NA,NA,NA,69,48.402,0.701,0.42
"HSLMDS [k=137] [kQuality=139] (HSLocalMDS)","HSLMDS [k=137] [kQuality=139] (HSLocalMDS)","HSLMDS (HSLocalMDS)",137,NA,0.77,0.53,1,NA,255.887,0.863,NA,NA,NA,NA,NA,69,48.402,0.701,0.42
"HSLMDS [k=137] [kQuality=140] (HSLocalMDS)","HSLMDS [k=137] [kQuality=140] (HSLocalMDS)","HSLMDS (HSLocalMDS)",137,NA,0.77,0.53,1,NA,255.454,0.863,NA,NA,NA,NA,NA,69,48.402,0.701,0.42
"HSLMDS [k=145] [kQuality=142] (HSLocalMDS)","HSLMDS [k=145] [kQuality=142] (HSLocalMDS)","HSLMDS (HSLocalMDS)",145,NA,0.77,0.54,1,NA,181.707,0.918,NA,NA,NA,NA,NA,68,46.923,0.69,0.412
"HSLMDS [k=145] [kQuality=143] (HSLocalMDS)","HSLMDS [k=145] [kQuality=143] (HSLocalMDS)","HSLMDS (HSLocalMDS)",145,NA,0.77,0.54,1,NA,181.746,0.918,NA,NA,NA,NA,NA,68,46.923,0.69,0.412
"HSLMDS [k=145] [kQuality=144] (HSLocalMDS)","HSLMDS [k=145] [kQuality=144] (HSLocalMDS)","HSLMDS (HSLocalMDS)",145,NA,0.77,0.54,1,NA,181.971,0.918,NA,NA,NA,NA,NA,68,46.923,0.69,0.412
"HSLMDS [k=145] [kQuality=145] (HSLocalMDS)","HSLMDS [k=145] [kQuality=145] (HSLocalMDS)","HSLMDS (HSLocalMDS)",145,NA,0.77,0.54,1,NA,182.081,0.918,NA,NA,NA,NA,NA,68,46.923,0.69,0.412
"HSLMDS [k=145] [kQuality=146] (HSLocalMDS)","HSLMDS [k=145] [kQuality=146] (HSLocalMDS)","HSLMDS (HSLocalMDS)",145,NA,0.77,0.54,1,NA,182.019,0.918,NA,NA,NA,NA,NA,68,46.923,0.69,0.412
"HSLMDS [k=145] [kQuality=147] (HSLocalMDS)","HSLMDS [k=145] [kQuality=147] (HSLocalMDS)","HSLMDS (HSLocalMDS)",145,NA,0.77,0.54,1,NA,181.872,0.918,NA,NA,NA,NA,NA,68,46.923,0.69,0.412
"HSLMDS [k=145] [kQuality=148] (HSLocalMDS)","HSLMDS [k=145] [kQuality=148] (HSLocalMDS)","HSLMDS (HSLocalMDS)",145,NA,0.77,0.54,1,NA,181.91,0.918,NA,NA,NA,NA,NA,68,46.923,0.69,0.412
"HSLMDS [k=153] [kQuality=150] (HSLocalMDS)","HSLMDS [k=153] [kQuality=150] (HSLocalMDS)","HSLMDS (HSLocalMDS)",153,NA,0.77,0.54,1,NA,178.416,0.932,NA,NA,NA,NA,NA,72,50.805,0.706,0.412
"HSLMDS [k=153] [kQuality=151] (HSLocalMDS)","HSLMDS [k=153] [kQuality=151] (HSLocalMDS)","HSLMDS (HSLocalMDS)",153,NA,0.77,0.54,1,NA,178.406,0.932,NA,NA,NA,NA,NA,72,50.805,0.706,0.412
"HSLMDS [k=153] [kQuality=152] (HSLocalMDS)","HSLMDS [k=153] [kQuality=152] (HSLocalMDS)","HSLMDS (HSLocalMDS)",153,NA,0.77,0.54,1,NA,178.624,0.932,NA,NA,NA,NA,NA,72,50.805,0.706,0.412
"HSLMDS [k=153] [kQuality=153] (HSLocalMDS)","HSLMDS [k=153] [kQuality=153] (HSLocalMDS)","HSLMDS (HSLocalMDS)",153,NA,0.77,0.54,1,NA,178.639,0.932,NA,NA,NA,NA,NA,72,50.805,0.706,0.412
"HSLMDS [k=153] [kQuality=154] (HSLocalMDS)","HSLMDS [k=153] [kQuality=154] (HSLocalMDS)","HSLMDS (HSLocalMDS)",153,NA,0.77,0.54,1,NA,178.436,0.932,NA,NA,NA,NA,NA,72,50.805,0.706,0.412
"HSLMDS [k=153] [kQuality=155] (HSLocalMDS)","HSLMDS [k=153] [kQuality=155] (HSLocalMDS)","HSLMDS (HSLocalMDS)",153,NA,0.77,0.54,1,NA,178.445,0.932,NA,NA,NA,NA,NA,72,50.805,0.706,0.412
"HSLMDS [k=153] [kQuality=156] (HSLocalMDS)","HSLMDS [k=153] [kQuality=156] (HSLocalMDS)","HSLMDS (HSLocalMDS)",153,NA,0.77,0.54,1,NA,178.859,0.932,NA,NA,NA,NA,NA,72,50.805,0.706,0.412
"HSLMDS [k=162] [kQuality=159] (HSLocalMDS)","HSLMDS [k=162] [kQuality=159] (HSLocalMDS)","HSLMDS (HSLocalMDS)",162,NA,0.77,0.55,1,NA,251.968,0.904,NA,NA,NA,NA,NA,72,51.289,0.712,0.418
"HSLMDS [k=162] [kQuality=160] (HSLocalMDS)","HSLMDS [k=162] [kQuality=160] (HSLocalMDS)","HSLMDS (HSLocalMDS)",162,NA,0.77,0.55,1,NA,252.17,0.904,NA,NA,NA,NA,NA,72,51.289,0.712,0.418
"HSLMDS [k=162] [kQuality=161] (HSLocalMDS)","HSLMDS [k=162] [kQuality=161] (HSLocalMDS)","HSLMDS (HSLocalMDS)",162,NA,0.77,0.55,1,NA,251.946,0.904,NA,NA,NA,NA,NA,72,51.289,0.712,0.418
"HSLMDS [k=162] [kQuality=162] (HSLocalMDS)","HSLMDS [k=162] [kQuality=162] (HSLocalMDS)","HSLMDS (HSLocalMDS)",162,NA,0.77,0.55,1,NA,252.209,0.904,NA,NA,NA,NA,NA,72,51.289,0.712,0.418
"HSLMDS [k=162] [kQuality=163] (HSLocalMDS)","HSLMDS [k=162] [kQuality=163] (HSLocalMDS)","HSLMDS (HSLocalMDS)",162,NA,0.77,0.55,1,NA,252.047,0.904,NA,NA,NA,NA,NA,72,51.289,0.712,0.418
"HSLMDS [k=162] [kQuality=164] (HSLocalMDS)","HSLMDS [k=162] [kQuality=164] (HSLocalMDS)","HSLMDS (HSLocalMDS)",162,NA,0.77,0.55,1,NA,234.997,0.904,NA,NA,NA,NA,NA,72,51.35,0.713,0.419
"HSLMDS [k=162] [kQuality=165] (HSLocalMDS)","HSLMDS [k=162] [kQuality=165] (HSLocalMDS)","HSLMDS (HSLocalMDS)",162,NA,0.77,0.55,1,NA,234.934,0.904,NA,NA,NA,NA,NA,72,51.35,0.713,0.419
"HSLMDS [k=170] [kQuality=167] (HSLocalMDS)","HSLMDS [k=170] [kQuality=167] (HSLocalMDS)","HSLMDS (HSLocalMDS)",170,NA,0.78,0.55,1,NA,459.957,0.904,NA,NA,NA,NA,NA,72,52.004,0.722,0.428
"HSLMDS [k=170] [kQuality=168] (HSLocalMDS)","HSLMDS [k=170] [kQuality=168] (HSLocalMDS)","HSLMDS (HSLocalMDS)",170,NA,0.78,0.55,1,NA,460.255,0.904,NA,NA,NA,NA,NA,72,52.004,0.722,0.428
"HSLMDS [k=170] [kQuality=169] (HSLocalMDS)","HSLMDS [k=170] [kQuality=169] (HSLocalMDS)","HSLMDS (HSLocalMDS)",170,NA,0.78,0.55,1,NA,460.691,0.904,NA,NA,NA,NA,NA,72,52.004,0.722,0.428
"HSLMDS [k=170] [kQuality=170] (HSLocalMDS)","HSLMDS [k=170] [kQuality=170] (HSLocalMDS)","HSLMDS (HSLocalMDS)",170,NA,0.78,0.55,1,NA,460.123,0.904,NA,NA,NA,NA,NA,72,52.004,0.722,0.428
"HSLMDS [k=170] [kQuality=171] (HSLocalMDS)","HSLMDS [k=170] [kQuality=171] (HSLocalMDS)","HSLMDS (HSLocalMDS)",170,NA,0.78,0.55,1,NA,460.098,0.904,NA,NA,NA,NA,NA,72,52.004,0.722,0.428
"HSLMDS [k=170] [kQuality=172] (HSLocalMDS)","HSLMDS [k=170] [kQuality=172] (HSLocalMDS)","HSLMDS (HSLocalMDS)",170,NA,0.78,0.55,1,NA,460.454,0.904,NA,NA,NA,NA,NA,72,52.004,0.722,0.428
"HSLMDS [k=170] [kQuality=173] (HSLocalMDS)","HSLMDS [k=170] [kQuality=173] (HSLocalMDS)","HSLMDS (HSLocalMDS)",170,NA,0.78,0.55,1,NA,460.235,0.904,NA,NA,NA,NA,NA,72,52.004,0.722,0.428
"HSLMDS [k=178] [kQuality=175] (HSLocalMDS)","HSLMDS [k=178] [kQuality=175] (HSLocalMDS)","HSLMDS (HSLocalMDS)",178,NA,0.78,0.56,1,NA,291.273,0.89,NA,NA,NA,NA,NA,66,47.37,0.718,0.448
"HSLMDS [k=178] [kQuality=176] (HSLocalMDS)","HSLMDS [k=178] [kQuality=176] (HSLocalMDS)","HSLMDS (HSLocalMDS)",178,NA,0.78,0.56,1,NA,291.219,0.89,NA,NA,NA,NA,NA,66,47.37,0.718,0.448
"HSLMDS [k=178] [kQuality=177] (HSLocalMDS)","HSLMDS [k=178] [kQuality=177] (HSLocalMDS)","HSLMDS (HSLocalMDS)",178,NA,0.78,0.56,1,NA,560.371,0.904,NA,NA,NA,NA,NA,69,50.207,0.728,0.446
"HSLMDS [k=178] [kQuality=178] (HSLocalMDS)","HSLMDS [k=178] [kQuality=178] (HSLocalMDS)","HSLMDS (HSLocalMDS)",178,NA,0.78,0.56,1,NA,291.44,0.89,NA,NA,NA,NA,NA,66,47.37,0.718,0.448
"HSLMDS [k=178] [kQuality=179] (HSLocalMDS)","HSLMDS [k=178] [kQuality=179] (HSLocalMDS)","HSLMDS (HSLocalMDS)",178,NA,0.78,0.56,1,NA,291.631,0.89,NA,NA,NA,NA,NA,66,47.37,0.718,0.448
"HSLMDS [k=178] [kQuality=180] (HSLocalMDS)","HSLMDS [k=178] [kQuality=180] (HSLocalMDS)","HSLMDS (HSLocalMDS)",178,NA,0.78,0.56,1,NA,291.366,0.89,NA,NA,NA,NA,NA,66,47.37,0.718,0.448
"HSLMDS [k=178] [kQuality=181] (HSLocalMDS)","HSLMDS [k=178] [kQuality=181] (HSLocalMDS)","HSLMDS (HSLocalMDS)",178,NA,0.78,0.56,1,NA,291.138,0.89,NA,NA,NA,NA,NA,66,47.37,0.718,0.448
"HSLMDS [k=187] [kQuality=184] (HSLocalMDS)","HSLMDS [k=187] [kQuality=184] (HSLocalMDS)","HSLMDS (HSLocalMDS)",187,NA,0.77,0.54,1,NA,197.38,0.89,NA,NA,NA,NA,NA,71,51.272,0.722,0.432
"HSLMDS [k=187] [kQuality=185] (HSLocalMDS)","HSLMDS [k=187] [kQuality=185] (HSLocalMDS)","HSLMDS (HSLocalMDS)",187,NA,0.77,0.54,1,NA,327.904,0.89,NA,NA,NA,NA,NA,71,51.272,0.722,0.432
"HSLMDS [k=187] [kQuality=186] (HSLocalMDS)","HSLMDS [k=187] [kQuality=186] (HSLocalMDS)","HSLMDS (HSLocalMDS)",187,NA,0.77,0.54,1,NA,328.604,0.89,NA,NA,NA,NA,NA,71,51.272,0.722,0.432
"HSLMDS [k=187] [kQuality=187] (HSLocalMDS)","HSLMDS [k=187] [kQuality=187] (HSLocalMDS)","HSLMDS (HSLocalMDS)",187,NA,0.79,0.57,1,NA,319.617,0.904,NA,NA,NA,NA,NA,62,44.419,0.716,0.463
"HSLMDS [k=187] [kQuality=188] (HSLocalMDS)","HSLMDS [k=187] [kQuality=188] (HSLocalMDS)","HSLMDS (HSLocalMDS)",187,NA,0.77,0.54,1,NA,284.712,0.904,NA,NA,NA,NA,NA,71,50.553,0.712,0.422
"HSLMDS [k=187] [kQuality=189] (HSLocalMDS)","HSLMDS [k=187] [kQuality=189] (HSLocalMDS)","HSLMDS (HSLocalMDS)",187,NA,0.77,0.54,1,NA,284.669,0.904,NA,NA,NA,NA,NA,71,50.553,0.712,0.422
"HSLMDS [k=187] [kQuality=190] (HSLocalMDS)","HSLMDS [k=187] [kQuality=190] (HSLocalMDS)","HSLMDS (HSLocalMDS)",187,NA,0.77,0.54,1,NA,284.793,0.904,NA,NA,NA,NA,NA,71,50.553,0.712,0.422
"HSLMDS [k=195] [kQuality=192] (HSLocalMDS)","HSLMDS [k=195] [kQuality=192] (HSLocalMDS)","HSLMDS (HSLocalMDS)",195,NA,0.77,0.55,1,NA,316.321,0.877,NA,NA,NA,NA,NA,72,52.72,0.732,0.438
"HSLMDS [k=195] [kQuality=193] (HSLocalMDS)","HSLMDS [k=195] [kQuality=193] (HSLocalMDS)","HSLMDS (HSLocalMDS)",195,NA,0.77,0.55,1,NA,316.235,0.877,NA,NA,NA,NA,NA,72,52.72,0.732,0.438
"HSLMDS [k=195] [kQuality=194] (HSLocalMDS)","HSLMDS [k=195] [kQuality=194] (HSLocalMDS)","HSLMDS (HSLocalMDS)",195,NA,0.77,0.55,1,NA,316.215,0.877,NA,NA,NA,NA,NA,72,52.72,0.732,0.438
"HSLMDS [k=195] [kQuality=195] (HSLocalMDS)","HSLMDS [k=195] [kQuality=195] (HSLocalMDS)","HSLMDS (HSLocalMDS)",195,NA,0.77,0.55,1,NA,316.249,0.877,NA,NA,NA,NA,NA,72,52.72,0.732,0.438
"HSLMDS [k=195] [kQuality=196] (HSLocalMDS)","HSLMDS [k=195] [kQuality=196] (HSLocalMDS)","HSLMDS (HSLocalMDS)",195,NA,0.77,0.55,1,NA,316.427,0.877,NA,NA,NA,NA,NA,72,52.72,0.732,0.438
"HSLMDS [k=195] [kQuality=197] (HSLocalMDS)","HSLMDS [k=195] [kQuality=197] (HSLocalMDS)","HSLMDS (HSLocalMDS)",195,NA,0.77,0.55,1,NA,316.289,0.877,NA,NA,NA,NA,NA,72,52.72,0.732,0.438
"HSLMDS [k=195] [kQuality=198] (HSLocalMDS)","HSLMDS [k=195] [kQuality=198] (HSLocalMDS)","HSLMDS (HSLocalMDS)",195,NA,0.77,0.55,1,NA,309.432,0.877,NA,NA,NA,NA,NA,72,52.72,0.732,0.438
"HSLMDS [k=20] [kQuality=17] (HSLocalMDS)","HSLMDS [k=20] [kQuality=17] (HSLocalMDS)","HSLMDS (HSLocalMDS)",20,NA,0.73,0.46,1,NA,358.921,0.986,NA,NA,NA,NA,NA,38,21.907,0.576,0.421
"HSLMDS [k=20] [kQuality=18] (HSLocalMDS)","HSLMDS [k=20] [kQuality=18] (HSLocalMDS)","HSLMDS (HSLocalMDS)",20,NA,0.73,0.46,1,NA,1201.827,0.986,NA,NA,NA,NA,NA,38,21.907,0.576,0.421
"HSLMDS [k=20] [kQuality=19] (HSLocalMDS)","HSLMDS [k=20] [kQuality=19] (HSLocalMDS)","HSLMDS (HSLocalMDS)",20,NA,0.73,0.46,1,NA,344.053,0.973,NA,NA,NA,NA,NA,38,21.89,0.576,0.421
"HSLMDS [k=20] [kQuality=20] (HSLocalMDS)","HSLMDS [k=20] [kQuality=20] (HSLocalMDS)","HSLMDS (HSLocalMDS)",20,NA,0.73,0.46,1,NA,393.66,0.986,NA,NA,NA,NA,NA,38,21.911,0.577,0.421
"HSLMDS [k=20] [kQuality=21] (HSLocalMDS)","HSLMDS [k=20] [kQuality=21] (HSLocalMDS)","HSLMDS (HSLocalMDS)",20,NA,0.73,0.46,1,NA,379.371,0.986,NA,NA,NA,NA,NA,43,25.663,0.597,0.421
"HSLMDS [k=20] [kQuality=22] (HSLocalMDS)","HSLMDS [k=20] [kQuality=22] (HSLocalMDS)","HSLMDS (HSLocalMDS)",20,NA,0.73,0.46,1,NA,379.161,0.986,NA,NA,NA,NA,NA,43,25.663,0.597,0.421
"HSLMDS [k=20] [kQuality=23] (HSLocalMDS)","HSLMDS [k=20] [kQuality=23] (HSLocalMDS)","HSLMDS (HSLocalMDS)",20,NA,0.73,0.46,1,NA,343.403,0.973,NA,NA,NA,NA,NA,38,21.89,0.576,0.421
"HSLMDS [k=203] [kQuality=200] (HSLocalMDS)","HSLMDS [k=203] [kQuality=200] (HSLocalMDS)","HSLMDS (HSLocalMDS)",203,NA,0.78,0.56,1,NA,287.442,0.89,NA,NA,NA,NA,NA,68,49.882,0.734,0.456
"HSLMDS [k=203] [kQuality=201] (HSLocalMDS)","HSLMDS [k=203] [kQuality=201] (HSLocalMDS)","HSLMDS (HSLocalMDS)",203,NA,0.78,0.56,1,NA,287.755,0.89,NA,NA,NA,NA,NA,68,49.882,0.734,0.456
"HSLMDS [k=203] [kQuality=202] (HSLocalMDS)","HSLMDS [k=203] [kQuality=202] (HSLocalMDS)","HSLMDS (HSLocalMDS)",203,NA,0.78,0.56,1,NA,287.609,0.89,NA,NA,NA,NA,NA,68,49.882,0.734,0.456
"HSLMDS [k=203] [kQuality=203] (HSLocalMDS)","HSLMDS [k=203] [kQuality=203] (HSLocalMDS)","HSLMDS (HSLocalMDS)",203,NA,0.78,0.56,1,NA,287.983,0.89,NA,NA,NA,NA,NA,68,49.882,0.734,0.456
