"","id","k","Agr","ER(Agr)","AdjNum","AdjDenom","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted","AgrAdj"
"1","DRR",1,0.00813008130081301,0.00408163265306122,0.00404844864775178,0.995918367346939,"DRR",NA,NA,0.53,0.06,3,0.459,4.839,0.452,NA,NA,NA,NA,NA,45,10.545,0.234,0.051,0.00404844864775178
"2","DRR",2,0.00813008130081301,0.00816326530612245,-3.31840053094407e-05,0.991836734693878,"DRR",NA,NA,0.53,0.06,3,0.459,4.839,0.452,NA,NA,NA,NA,NA,45,10.545,0.234,0.051,-3.31840053094407e-05
"3","DRR",3,0.0121951219512195,0.0122448979591837,-4.97760079641602e-05,0.987755102040816,"DRR",NA,NA,0.53,0.06,3,0.459,4.839,0.452,NA,NA,NA,NA,NA,45,10.545,0.234,0.051,-4.97760079641602e-05
"4","DRR",4,0.024390243902439,0.0163265306122449,0.00806371329019413,0.983673469387755,"DRR",NA,NA,0.53,0.06,3,0.459,4.839,0.452,NA,NA,NA,NA,NA,45,10.545,0.234,0.051,0.00806371329019413
"5","DRR",5,0.0300813008130081,0.0204081632653061,0.00967313754770201,0.979591836734694,"DRR",NA,NA,0.53,0.06,3,0.459,4.839,0.452,NA,NA,NA,NA,NA,45,10.545,0.234,0.051,0.00967313754770201
"6","DRR",6,0.0386178861788618,0.0244897959183673,0.0141280902604944,0.975510204081633,"DRR",NA,NA,0.53,0.06,3,0.459,4.839,0.452,NA,NA,NA,NA,NA,45,10.545,0.234,0.051,0.0141280902604944
"7","DRR",7,0.0423925667828107,0.0285714285714286,0.0138211382113821,0.971428571428571,"DRR",NA,NA,0.53,0.06,3,0.459,4.839,0.452,NA,NA,NA,NA,NA,45,10.545,0.234,0.051,0.0138211382113821
"8","DRR",8,0.0492886178861789,0.0326530612244898,0.0166355566616891,0.96734693877551,"DRR",NA,NA,0.53,0.06,3,0.459,4.839,0.452,NA,NA,NA,NA,NA,45,10.545,0.234,0.051,0.0166355566616891
"9","DRR",9,0.0551038843721771,0.036734693877551,0.018369190494626,0.963265306122449,"DRR",NA,NA,0.53,0.06,3,0.459,4.839,0.452,NA,NA,NA,NA,NA,45,10.545,0.234,0.051,0.018369190494626
"10","DRR",10,0.0601626016260163,0.0408163265306122,0.019346275095404,0.959183673469388,"DRR",NA,NA,0.53,0.06,3,0.459,4.839,0.452,NA,NA,NA,NA,NA,45,10.545,0.234,0.051,0.019346275095404
