"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"LMDS [k=62] [kQuality=62] (HSLocalMDS)","LMDS [k=62] [kQuality=62] (HSLocalMDS)","LMDS (HSLocalMDS)",62,NA,0.77,0.53,1,NA,3.758,0.962,0.923,1,1,0.923,0.96,20,12.589,0.629,0.405
"LMDS [k=62] [kQuality=63] (HSLocalMDS)","LMDS [k=62] [kQuality=63] (HSLocalMDS)","LMDS (HSLocalMDS)",62,NA,0.77,0.54,1,NA,3.76,0.923,0.846,1,1,0.846,0.917,20,12.567,0.628,0.404
"LMDS [k=62] [kQuality=64] (HSLocalMDS)","LMDS [k=62] [kQuality=64] (HSLocalMDS)","LMDS (HSLocalMDS)",62,NA,0.77,0.54,1,NA,3.841,0.923,0.846,1,1,0.846,0.917,20,12.567,0.628,0.404
"LMDS [k=62] [kQuality=65] (HSLocalMDS)","LMDS [k=62] [kQuality=65] (HSLocalMDS)","LMDS (HSLocalMDS)",62,NA,0.77,0.54,1,NA,3.729,0.923,0.846,1,1,0.846,0.917,20,12.567,0.628,0.404
"LMDS [k=65] (smacofx)","LMDS [k=65] (smacofx)","LMDS (smacofx)",65,NA,0.74,0.48,1,NA,1.312,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=65] [kQuality=62] (HSLocalMDS)","LMDS [k=65] [kQuality=62] (HSLocalMDS)","LMDS (HSLocalMDS)",65,NA,0.76,0.52,1,NA,3.667,0.808,0.692,0.923,0.9,0.692,0.783,22,13.956,0.634,0.387
"LMDS [k=65] [kQuality=63] (HSLocalMDS)","LMDS [k=65] [kQuality=63] (HSLocalMDS)","LMDS (HSLocalMDS)",65,NA,0.76,0.52,1,NA,3.663,0.808,0.692,0.923,0.9,0.692,0.783,22,13.956,0.634,0.387
"LMDS [k=65] [kQuality=64] (HSLocalMDS)","LMDS [k=65] [kQuality=64] (HSLocalMDS)","LMDS (HSLocalMDS)",65,NA,0.76,0.52,1,NA,3.638,0.808,0.692,0.923,0.9,0.692,0.783,22,13.956,0.634,0.387
"LMDS [k=65] [kQuality=65] (HSLocalMDS)","LMDS [k=65] [kQuality=65] (HSLocalMDS)","LMDS (HSLocalMDS)",65,NA,0.76,0.52,1,NA,3.592,0.808,0.692,0.923,0.9,0.692,0.783,22,13.956,0.634,0.387
"LMDS [k=65] [kQuality=66] (HSLocalMDS)","LMDS [k=65] [kQuality=66] (HSLocalMDS)","LMDS (HSLocalMDS)",65,NA,0.76,0.52,1,NA,3.505,0.808,0.692,0.923,0.9,0.692,0.783,22,13.956,0.634,0.387
"LMDS [k=65] [kQuality=67] (HSLocalMDS)","LMDS [k=65] [kQuality=67] (HSLocalMDS)","LMDS (HSLocalMDS)",65,NA,0.76,0.52,1,NA,3.658,0.808,0.692,0.923,0.9,0.692,0.783,22,13.956,0.634,0.387
"LMDS [k=65] [kQuality=68] (HSLocalMDS)","LMDS [k=65] [kQuality=68] (HSLocalMDS)","LMDS (HSLocalMDS)",65,NA,0.76,0.52,1,NA,3.509,0.808,0.692,0.923,0.9,0.692,0.783,22,13.956,0.634,0.387
"LMDS [k=68] (smacofx)","LMDS [k=68] (smacofx)","LMDS (smacofx)",68,NA,0.74,0.48,1,NA,1.257,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=68] [kQuality=65] (HSLocalMDS)","LMDS [k=68] [kQuality=65] (HSLocalMDS)","LMDS (HSLocalMDS)",68,NA,0.77,0.53,1,NA,2.148,0.808,0.769,0.846,0.833,0.769,0.8,29,21.1,0.728,0.402
"LMDS [k=68] [kQuality=66] (HSLocalMDS)","LMDS [k=68] [kQuality=66] (HSLocalMDS)","LMDS (HSLocalMDS)",68,NA,0.77,0.53,1,NA,2.148,0.808,0.769,0.846,0.833,0.769,0.8,29,21.1,0.728,0.402
"LMDS [k=68] [kQuality=67] (HSLocalMDS)","LMDS [k=68] [kQuality=67] (HSLocalMDS)","LMDS (HSLocalMDS)",68,NA,0.76,0.51,1,NA,2.06,0.731,0.769,0.692,0.714,0.769,0.741,30,21.8,0.727,0.39
"LMDS [k=68] [kQuality=68] (HSLocalMDS)","LMDS [k=68] [kQuality=68] (HSLocalMDS)","LMDS (HSLocalMDS)",68,NA,0.76,0.51,1,NA,2.142,0.731,0.769,0.692,0.714,0.769,0.741,30,21.8,0.727,0.39
"LMDS [k=68] [kQuality=69] (HSLocalMDS)","LMDS [k=68] [kQuality=69] (HSLocalMDS)","LMDS (HSLocalMDS)",68,NA,0.76,0.51,1,NA,2.138,0.731,0.769,0.692,0.714,0.769,0.741,30,21.8,0.727,0.39
"LMDS [k=68] [kQuality=70] (HSLocalMDS)","LMDS [k=68] [kQuality=70] (HSLocalMDS)","LMDS (HSLocalMDS)",68,NA,0.76,0.51,1,NA,2.075,0.731,0.769,0.692,0.714,0.769,0.741,30,21.8,0.727,0.39
"LMDS [k=68] [kQuality=71] (HSLocalMDS)","LMDS [k=68] [kQuality=71] (HSLocalMDS)","LMDS (HSLocalMDS)",68,NA,0.76,0.51,1,NA,2.146,0.731,0.769,0.692,0.714,0.769,0.741,30,21.8,0.727,0.39
"LMDS [k=71] (smacofx)","LMDS [k=71] (smacofx)","LMDS (smacofx)",71,NA,0.74,0.48,1,NA,1.445,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=71] [kQuality=68] (HSLocalMDS)","LMDS [k=71] [kQuality=68] (HSLocalMDS)","LMDS (HSLocalMDS)",71,NA,0.77,0.54,1,NA,10.159,0.885,0.846,0.923,0.917,0.846,0.88,28,19.889,0.71,0.396
"LMDS [k=71] [kQuality=69] (HSLocalMDS)","LMDS [k=71] [kQuality=69] (HSLocalMDS)","LMDS (HSLocalMDS)",71,NA,0.77,0.54,1,NA,10.253,0.885,0.846,0.923,0.917,0.846,0.88,28,19.889,0.71,0.396
"LMDS [k=71] [kQuality=70] (HSLocalMDS)","LMDS [k=71] [kQuality=70] (HSLocalMDS)","LMDS (HSLocalMDS)",71,NA,0.77,0.54,1,NA,10.15,0.885,0.846,0.923,0.917,0.846,0.88,28,19.889,0.71,0.396
"LMDS [k=71] [kQuality=71] (HSLocalMDS)","LMDS [k=71] [kQuality=71] (HSLocalMDS)","LMDS (HSLocalMDS)",71,NA,0.77,0.54,1,NA,10.156,0.885,0.846,0.923,0.917,0.846,0.88,28,19.889,0.71,0.396
"LMDS [k=71] [kQuality=72] (HSLocalMDS)","LMDS [k=71] [kQuality=72] (HSLocalMDS)","LMDS (HSLocalMDS)",71,NA,0.77,0.54,1,NA,10.284,0.885,0.846,0.923,0.917,0.846,0.88,28,19.889,0.71,0.396
"LMDS [k=71] [kQuality=73] (HSLocalMDS)","LMDS [k=71] [kQuality=73] (HSLocalMDS)","LMDS (HSLocalMDS)",71,NA,0.75,0.5,1,NA,10.209,0.846,0.769,0.923,0.909,0.769,0.833,31,22.289,0.719,0.371
"LMDS [k=71] [kQuality=74] (HSLocalMDS)","LMDS [k=71] [kQuality=74] (HSLocalMDS)","LMDS (HSLocalMDS)",71,NA,0.75,0.5,1,NA,10.22,0.846,0.769,0.923,0.909,0.769,0.833,31,22.289,0.719,0.371
"LMDS [k=74] (smacofx)","LMDS [k=74] (smacofx)","LMDS (smacofx)",74,NA,0.74,0.48,1,NA,1.673,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=74] [kQuality=71] (HSLocalMDS)","LMDS [k=74] [kQuality=71] (HSLocalMDS)","LMDS (HSLocalMDS)",74,NA,0.76,0.52,1,NA,2.571,0.538,0.462,0.615,0.545,0.462,0.5,24,15.811,0.659,0.389
"LMDS [k=74] [kQuality=72] (HSLocalMDS)","LMDS [k=74] [kQuality=72] (HSLocalMDS)","LMDS (HSLocalMDS)",74,NA,0.76,0.52,1,NA,2.579,0.538,0.462,0.615,0.545,0.462,0.5,24,15.811,0.659,0.389
"LMDS [k=74] [kQuality=73] (HSLocalMDS)","LMDS [k=74] [kQuality=73] (HSLocalMDS)","LMDS (HSLocalMDS)",74,NA,0.75,0.5,1,NA,2.574,0.808,0.692,0.923,0.9,0.692,0.783,24,15.589,0.65,0.38
"LMDS [k=74] [kQuality=74] (HSLocalMDS)","LMDS [k=74] [kQuality=74] (HSLocalMDS)","LMDS (HSLocalMDS)",74,NA,0.76,0.52,1,NA,2.571,0.538,0.462,0.615,0.545,0.462,0.5,24,15.811,0.659,0.389
"LMDS [k=74] [kQuality=75] (HSLocalMDS)","LMDS [k=74] [kQuality=75] (HSLocalMDS)","LMDS (HSLocalMDS)",74,NA,0.76,0.52,1,NA,2.574,0.538,0.462,0.615,0.545,0.462,0.5,24,15.811,0.659,0.389
"LMDS [k=74] [kQuality=76] (HSLocalMDS)","LMDS [k=74] [kQuality=76] (HSLocalMDS)","LMDS (HSLocalMDS)",74,NA,0.76,0.52,1,NA,2.574,0.538,0.462,0.615,0.545,0.462,0.5,24,15.811,0.659,0.389
"LMDS [k=74] [kQuality=77] (HSLocalMDS)","LMDS [k=74] [kQuality=77] (HSLocalMDS)","LMDS (HSLocalMDS)",74,NA,0.76,0.52,1,NA,2.568,0.538,0.462,0.615,0.545,0.462,0.5,24,15.811,0.659,0.389
"LMDS [k=77] (smacofx)","LMDS [k=77] (smacofx)","LMDS (smacofx)",77,NA,0.74,0.48,1,NA,2.183,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=77] [kQuality=74] (HSLocalMDS)","LMDS [k=77] [kQuality=74] (HSLocalMDS)","LMDS (HSLocalMDS)",77,NA,0.77,0.52,1,NA,3.242,0.615,0.462,0.769,0.667,0.462,0.545,21,13.189,0.628,0.392
"LMDS [k=77] [kQuality=75] (HSLocalMDS)","LMDS [k=77] [kQuality=75] (HSLocalMDS)","LMDS (HSLocalMDS)",77,NA,0.77,0.52,1,NA,3.267,0.615,0.462,0.769,0.667,0.462,0.545,21,13.189,0.628,0.392
"LMDS [k=77] [kQuality=76] (HSLocalMDS)","LMDS [k=77] [kQuality=76] (HSLocalMDS)","LMDS (HSLocalMDS)",77,NA,0.77,0.52,1,NA,3.285,0.615,0.462,0.769,0.667,0.462,0.545,21,13.189,0.628,0.392
"LMDS [k=77] [kQuality=77] (HSLocalMDS)","LMDS [k=77] [kQuality=77] (HSLocalMDS)","LMDS (HSLocalMDS)",77,NA,0.77,0.52,1,NA,3.3,0.615,0.462,0.769,0.667,0.462,0.545,21,13.189,0.628,0.392
"LMDS [k=77] [kQuality=78] (HSLocalMDS)","LMDS [k=77] [kQuality=78] (HSLocalMDS)","LMDS (HSLocalMDS)",77,NA,0.77,0.52,1,NA,3.309,0.615,0.462,0.769,0.667,0.462,0.545,21,13.189,0.628,0.392
"LMDS [k=77] [kQuality=79] (HSLocalMDS)","LMDS [k=77] [kQuality=79] (HSLocalMDS)","LMDS (HSLocalMDS)",77,NA,0.76,0.51,1,NA,3.321,0.615,0.462,0.769,0.667,0.462,0.545,23,14.789,0.643,0.385
"LMDS [k=77] [kQuality=80] (HSLocalMDS)","LMDS [k=77] [kQuality=80] (HSLocalMDS)","LMDS (HSLocalMDS)",77,NA,0.77,0.52,1,NA,3.329,0.615,0.462,0.769,0.667,0.462,0.545,21,13.189,0.628,0.392
"LMDS [k=80] (smacofx)","LMDS [k=80] (smacofx)","LMDS (smacofx)",80,NA,0.74,0.48,1,NA,0.933,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=80] [kQuality=77] (HSLocalMDS)","LMDS [k=80] [kQuality=77] (HSLocalMDS)","LMDS (HSLocalMDS)",80,NA,0.77,0.54,1,NA,5.316,0.885,0.846,0.923,0.917,0.846,0.88,20,12.811,0.641,0.416
"LMDS [k=80] [kQuality=78] (HSLocalMDS)","LMDS [k=80] [kQuality=78] (HSLocalMDS)","LMDS (HSLocalMDS)",80,NA,0.77,0.54,1,NA,5.418,0.885,0.846,0.923,0.917,0.846,0.88,20,12.811,0.641,0.416
"LMDS [k=80] [kQuality=79] (HSLocalMDS)","LMDS [k=80] [kQuality=79] (HSLocalMDS)","LMDS (HSLocalMDS)",80,NA,0.76,0.52,1,NA,5.468,0.654,0.615,0.692,0.667,0.615,0.64,24,15.933,0.664,0.394
"LMDS [k=80] [kQuality=80] (HSLocalMDS)","LMDS [k=80] [kQuality=80] (HSLocalMDS)","LMDS (HSLocalMDS)",80,NA,0.76,0.52,1,NA,5.442,0.654,0.615,0.692,0.667,0.615,0.64,24,15.933,0.664,0.394
"LMDS [k=80] [kQuality=81] (HSLocalMDS)","LMDS [k=80] [kQuality=81] (HSLocalMDS)","LMDS (HSLocalMDS)",80,NA,0.77,0.54,1,NA,5.395,0.885,0.846,0.923,0.917,0.846,0.88,20,12.811,0.641,0.416
"LMDS [k=80] [kQuality=82] (HSLocalMDS)","LMDS [k=80] [kQuality=82] (HSLocalMDS)","LMDS (HSLocalMDS)",80,NA,0.76,0.52,1,NA,5.396,0.654,0.615,0.692,0.667,0.615,0.64,24,15.933,0.664,0.394
"LMDS [k=80] [kQuality=83] (HSLocalMDS)","LMDS [k=80] [kQuality=83] (HSLocalMDS)","LMDS (HSLocalMDS)",80,NA,0.76,0.52,1,NA,5.45,0.654,0.615,0.692,0.667,0.615,0.64,24,15.933,0.664,0.394
"LMDS [k=83] (smacofx)","LMDS [k=83] (smacofx)","LMDS (smacofx)",83,NA,0.74,0.48,1,NA,0.674,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=83] [kQuality=80] (HSLocalMDS)","LMDS [k=83] [kQuality=80] (HSLocalMDS)","LMDS (HSLocalMDS)",83,NA,0.76,0.52,1,NA,4.793,0.692,0.692,0.692,0.692,0.692,0.692,28,19.767,0.706,0.391
"LMDS [k=83] [kQuality=81] (HSLocalMDS)","LMDS [k=83] [kQuality=81] (HSLocalMDS)","LMDS (HSLocalMDS)",83,NA,0.76,0.52,1,NA,4.771,0.692,0.692,0.692,0.692,0.692,0.692,28,19.767,0.706,0.391
"LMDS [k=83] [kQuality=82] (HSLocalMDS)","LMDS [k=83] [kQuality=82] (HSLocalMDS)","LMDS (HSLocalMDS)",83,NA,0.76,0.51,1,NA,4.948,0.808,0.846,0.769,0.786,0.846,0.815,21,13.222,0.63,0.394
"LMDS [k=83] [kQuality=83] (HSLocalMDS)","LMDS [k=83] [kQuality=83] (HSLocalMDS)","LMDS (HSLocalMDS)",83,NA,0.76,0.51,1,NA,4.93,0.808,0.846,0.769,0.786,0.846,0.815,21,13.222,0.63,0.394
"LMDS [k=83] [kQuality=84] (HSLocalMDS)","LMDS [k=83] [kQuality=84] (HSLocalMDS)","LMDS (HSLocalMDS)",83,NA,0.76,0.51,1,NA,4.927,0.808,0.846,0.769,0.786,0.846,0.815,21,13.222,0.63,0.394
"LMDS [k=83] [kQuality=85] (HSLocalMDS)","LMDS [k=83] [kQuality=85] (HSLocalMDS)","LMDS (HSLocalMDS)",83,NA,0.76,0.51,1,NA,4.932,0.808,0.846,0.769,0.786,0.846,0.815,21,13.222,0.63,0.394
"LMDS [k=83] [kQuality=86] (HSLocalMDS)","LMDS [k=83] [kQuality=86] (HSLocalMDS)","LMDS (HSLocalMDS)",83,NA,0.76,0.51,1,NA,4.927,0.808,0.846,0.769,0.786,0.846,0.815,21,13.222,0.63,0.394
"LMDS [k=86] (smacofx)","LMDS [k=86] (smacofx)","LMDS (smacofx)",86,NA,0.74,0.48,1,NA,0.611,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=86] [kQuality=83] (HSLocalMDS)","LMDS [k=86] [kQuality=83] (HSLocalMDS)","LMDS (HSLocalMDS)",86,NA,0.77,0.54,1,NA,2.926,0.769,0.692,0.846,0.818,0.692,0.75,25,17.233,0.689,0.408
"LMDS [k=86] [kQuality=84] (HSLocalMDS)","LMDS [k=86] [kQuality=84] (HSLocalMDS)","LMDS (HSLocalMDS)",86,NA,0.77,0.54,1,NA,3.005,0.769,0.692,0.846,0.818,0.692,0.75,25,17.233,0.689,0.408
"LMDS [k=86] [kQuality=85] (HSLocalMDS)","LMDS [k=86] [kQuality=85] (HSLocalMDS)","LMDS (HSLocalMDS)",86,NA,0.77,0.54,1,NA,2.973,0.769,0.692,0.846,0.818,0.692,0.75,25,17.233,0.689,0.408
"LMDS [k=86] [kQuality=86] (HSLocalMDS)","LMDS [k=86] [kQuality=86] (HSLocalMDS)","LMDS (HSLocalMDS)",86,NA,0.77,0.54,1,NA,3.029,0.769,0.692,0.846,0.818,0.692,0.75,25,17.233,0.689,0.408
"LMDS [k=86] [kQuality=87] (HSLocalMDS)","LMDS [k=86] [kQuality=87] (HSLocalMDS)","LMDS (HSLocalMDS)",86,NA,0.77,0.54,1,NA,2.961,0.769,0.692,0.846,0.818,0.692,0.75,25,17.233,0.689,0.408
"LMDS [k=86] [kQuality=88] (HSLocalMDS)","LMDS [k=86] [kQuality=88] (HSLocalMDS)","LMDS (HSLocalMDS)",86,NA,0.77,0.54,1,NA,3.028,0.769,0.692,0.846,0.818,0.692,0.75,25,17.233,0.689,0.408
"LMDS [k=86] [kQuality=89] (HSLocalMDS)","LMDS [k=86] [kQuality=89] (HSLocalMDS)","LMDS (HSLocalMDS)",86,NA,0.77,0.54,1,NA,2.944,0.769,0.692,0.846,0.818,0.692,0.75,25,17.233,0.689,0.408
"LMDS [k=89] (smacofx)","LMDS [k=89] (smacofx)","LMDS (smacofx)",89,NA,0.74,0.48,1,NA,0.812,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=89] [kQuality=86] (HSLocalMDS)","LMDS [k=89] [kQuality=86] (HSLocalMDS)","LMDS (HSLocalMDS)",89,NA,0.76,0.52,1,NA,2.88,0.577,0.462,0.692,0.6,0.462,0.522,20,12.633,0.632,0.407
"LMDS [k=89] [kQuality=87] (HSLocalMDS)","LMDS [k=89] [kQuality=87] (HSLocalMDS)","LMDS (HSLocalMDS)",89,NA,0.76,0.52,1,NA,2.874,0.577,0.462,0.692,0.6,0.462,0.522,20,12.633,0.632,0.407
"LMDS [k=89] [kQuality=88] (HSLocalMDS)","LMDS [k=89] [kQuality=88] (HSLocalMDS)","LMDS (HSLocalMDS)",89,NA,0.76,0.52,1,NA,2.854,0.692,0.692,0.692,0.692,0.692,0.692,24,16.011,0.667,0.397
"LMDS [k=89] [kQuality=89] (HSLocalMDS)","LMDS [k=89] [kQuality=89] (HSLocalMDS)","LMDS (HSLocalMDS)",89,NA,0.77,0.54,1,NA,2.785,0.769,0.692,0.846,0.818,0.692,0.75,18,11,0.611,0.409
"LMDS [k=9] (smacofx)","LMDS [k=9] (smacofx)","LMDS (smacofx)",9,NA,0.74,0.48,1,NA,6.918,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=9] [kQuality=10] (HSLocalMDS)","LMDS [k=9] [kQuality=10] (HSLocalMDS)","LMDS (HSLocalMDS)",9,NA,0.73,0.46,1,NA,3.042,0.923,0.923,0.923,0.923,0.923,0.923,19,11.822,0.622,0.409
"LMDS [k=9] [kQuality=11] (HSLocalMDS)","LMDS [k=9] [kQuality=11] (HSLocalMDS)","LMDS (HSLocalMDS)",9,NA,0.73,0.46,1,NA,3.088,0.923,0.923,0.923,0.923,0.923,0.923,19,11.822,0.622,0.409
"LMDS [k=9] [kQuality=12] (HSLocalMDS)","LMDS [k=9] [kQuality=12] (HSLocalMDS)","LMDS (HSLocalMDS)",9,NA,0.73,0.46,1,NA,3.038,0.923,0.923,0.923,0.923,0.923,0.923,19,11.822,0.622,0.409
"LMDS [k=9] [kQuality=6] (HSLocalMDS)","LMDS [k=9] [kQuality=6] (HSLocalMDS)","LMDS (HSLocalMDS)",9,NA,0.72,0.44,1,NA,3.103,0.885,0.846,0.923,0.917,0.846,0.88,17,9.956,0.586,0.395
"LMDS [k=9] [kQuality=7] (HSLocalMDS)","LMDS [k=9] [kQuality=7] (HSLocalMDS)","LMDS (HSLocalMDS)",9,NA,0.72,0.43,1,NA,3.025,0.885,0.846,0.923,0.917,0.846,0.88,17,9.767,0.575,0.383
"LMDS [k=9] [kQuality=8] (HSLocalMDS)","LMDS [k=9] [kQuality=8] (HSLocalMDS)","LMDS (HSLocalMDS)",9,NA,0.73,0.46,1,NA,3.117,0.923,0.923,0.923,0.923,0.923,0.923,19,11.822,0.622,0.409
"LMDS [k=9] [kQuality=9] (HSLocalMDS)","LMDS [k=9] [kQuality=9] (HSLocalMDS)","LMDS (HSLocalMDS)",9,NA,0.73,0.46,1,NA,3.055,0.923,0.923,0.923,0.923,0.923,0.923,19,11.822,0.622,0.409
"MDS (HSLocalMDS)","MDS (HSLocalMDS)","MDS (HSLocalMDS)",NA,NA,0.77,0.54,3,0,0.245,0.769,0.692,0.846,0.818,0.692,0.75,18,11,0.611,0.409
"MDS (smacof)","MDS (smacof)","MDS (smacof)",NA,NA,0.73,0.45,3,0,0.007,0.692,0.692,0.692,0.692,0.692,0.692,18,10.056,0.559,0.356
"PCA_SVD","PCA_SVD","PCA_SVD",NA,NA,0.62,0.23,3,0.018,0.503,0.692,0.692,0.692,0.692,0.692,0.692,19,7.722,0.406,0.193
"PPCA","PPCA","PPCA",NA,NA,0.74,0.48,3,0.006,1.103,0.808,0.692,0.923,0.9,0.692,0.783,18,10.278,0.571,0.369
"tSNE [perp=12]","tSNE [perp=12]","tSNE",NA,12,0.74,0.47,1,NA,0.182,0.808,0.769,0.846,0.833,0.769,0.8,1,0.667,0.667,0.655
"tSNE [perp=15]","tSNE [perp=15]","tSNE",NA,15,0.75,0.49,1,NA,0.181,0.846,0.769,0.923,0.909,0.769,0.833,1,0.533,0.533,0.522
"tSNE [perp=18]","tSNE [perp=18]","tSNE",NA,18,0.75,0.5,1,NA,0.189,0.885,0.846,0.923,0.917,0.846,0.88,1,0.544,0.544,0.533
"tSNE [perp=21]","tSNE [perp=21]","tSNE",NA,21,0.76,0.52,1,NA,0.181,0.885,0.846,0.923,0.917,0.846,0.88,10,5.789,0.579,0.467
"tSNE [perp=24]","tSNE [perp=24]","tSNE",NA,24,0.74,0.47,1,NA,0.181,0.654,0.615,0.692,0.667,0.615,0.64,1,0.467,0.467,0.455
"tSNE [perp=27]","tSNE [perp=27]","tSNE",NA,27,0.75,0.49,1,NA,0.183,0.846,0.846,0.846,0.846,0.846,0.846,14,8.211,0.587,0.429
"tSNE [perp=3]","tSNE [perp=3]","tSNE",NA,3,0.72,0.44,1,NA,0.19,0.808,0.692,0.923,0.9,0.692,0.783,1,0.744,0.744,0.733
"tSNE [perp=6]","tSNE [perp=6]","tSNE",NA,6,0.72,0.44,1,NA,0.18,0.808,0.692,0.923,0.9,0.692,0.783,1,0.689,0.689,0.678
"tSNE [perp=9]","tSNE [perp=9]","tSNE",NA,9,0.74,0.48,1,NA,0.189,0.808,0.692,0.923,0.9,0.692,0.783,1,0.656,0.656,0.644
"UMAP [k=12]","UMAP [k=12]","UMAP",12,NA,0.7,0.38,1,NA,0.136,0.923,0.923,0.923,0.923,0.923,0.923,7,2.922,0.417,0.339
"UMAP [k=15]","UMAP [k=15]","UMAP",15,NA,0.71,0.42,1,NA,0.148,0.615,0.462,0.769,0.667,0.462,0.545,15,7.522,0.501,0.333
"UMAP [k=18]","UMAP [k=18]","UMAP",18,NA,0.68,0.36,1,NA,0.161,0.808,0.769,0.846,0.833,0.769,0.8,7,2.844,0.406,0.328
"UMAP [k=21]","UMAP [k=21]","UMAP",21,NA,0.7,0.39,1,NA,0.169,0.769,0.769,0.769,0.769,0.769,0.769,18,9.7,0.539,0.337
"UMAP [k=24]","UMAP [k=24]","UMAP",24,NA,0.7,0.39,1,NA,0.182,0.885,0.846,0.923,0.917,0.846,0.88,18,10.056,0.559,0.356
"UMAP [k=27]","UMAP [k=27]","UMAP",27,NA,0.71,0.41,1,NA,0.187,0.731,0.692,0.769,0.75,0.692,0.72,20,11.256,0.563,0.338
"UMAP [k=3]","UMAP [k=3]","UMAP",3,NA,0.68,0.36,1,NA,0.074,0.654,0.538,0.769,0.7,0.538,0.609,7,3.056,0.437,0.358
"UMAP [k=30]","UMAP [k=30]","UMAP",30,NA,0.68,0.36,1,NA,0.195,0.615,0.462,0.769,0.667,0.462,0.545,20,10.867,0.543,0.319
"UMAP [k=33]","UMAP [k=33]","UMAP",33,NA,0.67,0.34,1,NA,0.216,0.808,0.769,0.846,0.833,0.769,0.8,18,9.189,0.51,0.308
"UMAP [k=36]","UMAP [k=36]","UMAP",36,NA,0.67,0.33,1,NA,0.223,0.731,0.692,0.769,0.75,0.692,0.72,7,2.756,0.394,0.315
"UMAP [k=39]","UMAP [k=39]","UMAP",39,NA,0.69,0.37,1,NA,0.229,0.654,0.462,0.846,0.75,0.462,0.571,17,8.5,0.5,0.309
"UMAP [k=42]","UMAP [k=42]","UMAP",42,NA,0.67,0.33,1,NA,0.236,0.808,0.769,0.846,0.833,0.769,0.8,12,5.211,0.434,0.299
"UMAP [k=45]","UMAP [k=45]","UMAP",45,NA,0.68,0.35,1,NA,0.241,0.769,0.692,0.846,0.818,0.692,0.75,7,2.6,0.371,0.293
"UMAP [k=47]","UMAP [k=47]","UMAP",47,NA,0.67,0.34,1,NA,0.245,0.808,0.769,0.846,0.833,0.769,0.8,18,9.411,0.523,0.321
"UMAP [k=50]","UMAP [k=50]","UMAP",50,NA,0.67,0.33,1,NA,0.252,0.808,0.769,0.846,0.833,0.769,0.8,8,3.378,0.422,0.332
"UMAP [k=53]","UMAP [k=53]","UMAP",53,NA,0.69,0.37,1,NA,0.257,0.808,0.692,0.923,0.9,0.692,0.783,20,10.778,0.539,0.314
"UMAP [k=56]","UMAP [k=56]","UMAP",56,NA,0.67,0.33,1,NA,0.263,0.692,0.615,0.769,0.727,0.615,0.667,15,7.033,0.469,0.3
"UMAP [k=59]","UMAP [k=59]","UMAP",59,NA,0.66,0.32,1,NA,0.266,0.769,0.692,0.846,0.818,0.692,0.75,9,3.411,0.379,0.278
"UMAP [k=6]","UMAP [k=6]","UMAP",6,NA,0.74,0.47,1,NA,0.1,0.923,0.923,0.923,0.923,0.923,0.923,18,10.389,0.577,0.375
"UMAP [k=62]","UMAP [k=62]","UMAP",62,NA,0.68,0.35,1,NA,0.273,0.808,0.769,0.846,0.833,0.769,0.8,18,9.311,0.517,0.315
"UMAP [k=65]","UMAP [k=65]","UMAP",65,NA,0.68,0.36,1,NA,0.278,0.654,0.462,0.846,0.75,0.462,0.571,18,9.544,0.53,0.328
"UMAP [k=68]","UMAP [k=68]","UMAP",68,NA,0.66,0.31,1,NA,0.282,0.808,0.769,0.846,0.833,0.769,0.8,9,3.489,0.388,0.287
"UMAP [k=71]","UMAP [k=71]","UMAP",71,NA,0.66,0.32,1,NA,0.287,0.731,0.615,0.846,0.8,0.615,0.696,7,2.667,0.381,0.302
"UMAP [k=74]","UMAP [k=74]","UMAP",74,NA,0.67,0.33,1,NA,0.292,0.769,0.692,0.846,0.818,0.692,0.75,15,7.056,0.47,0.302
"UMAP [k=77]","UMAP [k=77]","UMAP",77,NA,0.68,0.35,1,NA,0.298,0.731,0.692,0.769,0.75,0.692,0.72,9,3.533,0.393,0.291
"UMAP [k=80]","UMAP [k=80]","UMAP",80,NA,0.68,0.34,1,NA,0.301,0.885,0.769,1,1,0.769,0.87,18,9.022,0.501,0.299
"UMAP [k=83]","UMAP [k=83]","UMAP",83,NA,0.67,0.34,1,NA,0.305,0.769,0.692,0.846,0.818,0.692,0.75,18,8.978,0.499,0.297
