"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"LMDS [k=27] [kQuality=30] (HSLocalMDS)","LMDS [k=27] [kQuality=30] (HSLocalMDS)","LMDS (HSLocalMDS)",27,NA,0.77,0.52,1,NA,14.777,0.769,0.769,0.769,0.769,0.769,0.769,18,11.189,0.622,0.419
"LMDS [k=3] (smacofx)","LMDS [k=3] (smacofx)","LMDS (smacofx)",3,NA,0.74,0.48,1,NA,34.432,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=3] [kQuality=1] (HSLocalMDS)","LMDS [k=3] [kQuality=1] (HSLocalMDS)","LMDS (HSLocalMDS)",3,NA,0.7,0.39,1,NA,10.445,0.923,0.923,0.923,0.923,0.923,0.923,12,5.978,0.498,0.363
"LMDS [k=3] [kQuality=2] (HSLocalMDS)","LMDS [k=3] [kQuality=2] (HSLocalMDS)","LMDS (HSLocalMDS)",3,NA,0.7,0.39,1,NA,10.479,0.923,0.923,0.923,0.923,0.923,0.923,12,5.978,0.498,0.363
"LMDS [k=3] [kQuality=3] (HSLocalMDS)","LMDS [k=3] [kQuality=3] (HSLocalMDS)","LMDS (HSLocalMDS)",3,NA,0.7,0.39,1,NA,10.427,0.923,0.923,0.923,0.923,0.923,0.923,12,5.978,0.498,0.363
"LMDS [k=3] [kQuality=4] (HSLocalMDS)","LMDS [k=3] [kQuality=4] (HSLocalMDS)","LMDS (HSLocalMDS)",3,NA,0.7,0.39,1,NA,10.582,0.923,0.923,0.923,0.923,0.923,0.923,12,5.978,0.498,0.363
"LMDS [k=3] [kQuality=5] (HSLocalMDS)","LMDS [k=3] [kQuality=5] (HSLocalMDS)","LMDS (HSLocalMDS)",3,NA,0.7,0.39,1,NA,10.46,0.923,0.923,0.923,0.923,0.923,0.923,12,5.978,0.498,0.363
"LMDS [k=3] [kQuality=6] (HSLocalMDS)","LMDS [k=3] [kQuality=6] (HSLocalMDS)","LMDS (HSLocalMDS)",3,NA,0.7,0.39,1,NA,10.518,0.923,0.923,0.923,0.923,0.923,0.923,14,7.244,0.517,0.36
"LMDS [k=30] (smacofx)","LMDS [k=30] (smacofx)","LMDS (smacofx)",30,NA,0.74,0.48,1,NA,1.828,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=30] [kQuality=27] (HSLocalMDS)","LMDS [k=30] [kQuality=27] (HSLocalMDS)","LMDS (HSLocalMDS)",30,NA,0.76,0.52,1,NA,3.667,0.769,0.769,0.769,0.769,0.769,0.769,18,11.022,0.612,0.41
"LMDS [k=30] [kQuality=28] (HSLocalMDS)","LMDS [k=30] [kQuality=28] (HSLocalMDS)","LMDS (HSLocalMDS)",30,NA,0.76,0.52,1,NA,3.691,0.769,0.769,0.769,0.769,0.769,0.769,18,11.022,0.612,0.41
"LMDS [k=30] [kQuality=29] (HSLocalMDS)","LMDS [k=30] [kQuality=29] (HSLocalMDS)","LMDS (HSLocalMDS)",30,NA,0.76,0.52,1,NA,3.693,0.769,0.769,0.769,0.769,0.769,0.769,18,11.022,0.612,0.41
"LMDS [k=30] [kQuality=30] (HSLocalMDS)","LMDS [k=30] [kQuality=30] (HSLocalMDS)","LMDS (HSLocalMDS)",30,NA,0.76,0.52,1,NA,3.781,0.769,0.769,0.769,0.769,0.769,0.769,18,11.022,0.612,0.41
"LMDS [k=30] [kQuality=31] (HSLocalMDS)","LMDS [k=30] [kQuality=31] (HSLocalMDS)","LMDS (HSLocalMDS)",30,NA,0.76,0.52,1,NA,3.726,0.769,0.769,0.769,0.769,0.769,0.769,18,11.022,0.612,0.41
"LMDS [k=30] [kQuality=32] (HSLocalMDS)","LMDS [k=30] [kQuality=32] (HSLocalMDS)","LMDS (HSLocalMDS)",30,NA,0.76,0.52,1,NA,3.692,0.769,0.769,0.769,0.769,0.769,0.769,18,11.022,0.612,0.41
"LMDS [k=30] [kQuality=33] (HSLocalMDS)","LMDS [k=30] [kQuality=33] (HSLocalMDS)","LMDS (HSLocalMDS)",30,NA,0.76,0.52,1,NA,3.715,0.769,0.769,0.769,0.769,0.769,0.769,18,11.022,0.612,0.41
"LMDS [k=33] (smacofx)","LMDS [k=33] (smacofx)","LMDS (smacofx)",33,NA,0.74,0.48,1,NA,1.247,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=33] [kQuality=30] (HSLocalMDS)","LMDS [k=33] [kQuality=30] (HSLocalMDS)","LMDS (HSLocalMDS)",33,NA,0.76,0.52,1,NA,2.415,0.731,0.769,0.692,0.714,0.769,0.741,24,16.233,0.676,0.407
"LMDS [k=33] [kQuality=31] (HSLocalMDS)","LMDS [k=33] [kQuality=31] (HSLocalMDS)","LMDS (HSLocalMDS)",33,NA,0.76,0.52,1,NA,2.482,0.731,0.769,0.692,0.714,0.769,0.741,24,16.233,0.676,0.407
"LMDS [k=33] [kQuality=32] (HSLocalMDS)","LMDS [k=33] [kQuality=32] (HSLocalMDS)","LMDS (HSLocalMDS)",33,NA,0.76,0.52,1,NA,2.379,0.731,0.769,0.692,0.714,0.769,0.741,24,16.233,0.676,0.407
"LMDS [k=33] [kQuality=33] (HSLocalMDS)","LMDS [k=33] [kQuality=33] (HSLocalMDS)","LMDS (HSLocalMDS)",33,NA,0.76,0.52,1,NA,2.432,0.731,0.769,0.692,0.714,0.769,0.741,24,16.233,0.676,0.407
"LMDS [k=33] [kQuality=34] (HSLocalMDS)","LMDS [k=33] [kQuality=34] (HSLocalMDS)","LMDS (HSLocalMDS)",33,NA,0.76,0.52,1,NA,2.443,0.731,0.769,0.692,0.714,0.769,0.741,24,16.233,0.676,0.407
"LMDS [k=33] [kQuality=35] (HSLocalMDS)","LMDS [k=33] [kQuality=35] (HSLocalMDS)","LMDS (HSLocalMDS)",33,NA,0.76,0.51,1,NA,2.482,0.731,0.769,0.692,0.714,0.769,0.741,20,12.589,0.629,0.405
"LMDS [k=33] [kQuality=36] (HSLocalMDS)","LMDS [k=33] [kQuality=36] (HSLocalMDS)","LMDS (HSLocalMDS)",33,NA,0.76,0.52,1,NA,2.381,0.731,0.769,0.692,0.714,0.769,0.741,24,16.233,0.676,0.407
"LMDS [k=36] (smacofx)","LMDS [k=36] (smacofx)","LMDS (smacofx)",36,NA,0.74,0.48,1,NA,1.524,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=36] [kQuality=33] (HSLocalMDS)","LMDS [k=36] [kQuality=33] (HSLocalMDS)","LMDS (HSLocalMDS)",36,NA,0.76,0.51,1,NA,3.59,0.692,0.692,0.692,0.692,0.692,0.692,30,21.978,0.733,0.396
"LMDS [k=36] [kQuality=34] (HSLocalMDS)","LMDS [k=36] [kQuality=34] (HSLocalMDS)","LMDS (HSLocalMDS)",36,NA,0.76,0.51,1,NA,3.636,0.692,0.692,0.692,0.692,0.692,0.692,30,21.978,0.733,0.396
"LMDS [k=36] [kQuality=35] (HSLocalMDS)","LMDS [k=36] [kQuality=35] (HSLocalMDS)","LMDS (HSLocalMDS)",36,NA,0.76,0.51,1,NA,3.687,0.692,0.692,0.692,0.692,0.692,0.692,30,21.978,0.733,0.396
"LMDS [k=36] [kQuality=36] (HSLocalMDS)","LMDS [k=36] [kQuality=36] (HSLocalMDS)","LMDS (HSLocalMDS)",36,NA,0.76,0.51,1,NA,3.679,0.692,0.692,0.692,0.692,0.692,0.692,30,21.978,0.733,0.396
"LMDS [k=36] [kQuality=37] (HSLocalMDS)","LMDS [k=36] [kQuality=37] (HSLocalMDS)","LMDS (HSLocalMDS)",36,NA,0.76,0.51,1,NA,3.663,0.692,0.692,0.692,0.692,0.692,0.692,30,21.978,0.733,0.396
"LMDS [k=36] [kQuality=38] (HSLocalMDS)","LMDS [k=36] [kQuality=38] (HSLocalMDS)","LMDS (HSLocalMDS)",36,NA,0.76,0.51,1,NA,3.584,0.692,0.692,0.692,0.692,0.692,0.692,30,21.978,0.733,0.396
"LMDS [k=36] [kQuality=39] (HSLocalMDS)","LMDS [k=36] [kQuality=39] (HSLocalMDS)","LMDS (HSLocalMDS)",36,NA,0.76,0.51,1,NA,3.573,0.692,0.692,0.692,0.692,0.692,0.692,30,21.978,0.733,0.396
"LMDS [k=39] (smacofx)","LMDS [k=39] (smacofx)","LMDS (smacofx)",39,NA,0.74,0.48,1,NA,1.051,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=39] [kQuality=36] (HSLocalMDS)","LMDS [k=39] [kQuality=36] (HSLocalMDS)","LMDS (HSLocalMDS)",39,NA,0.76,0.52,1,NA,4.146,0.615,0.538,0.692,0.636,0.538,0.583,24,15.922,0.663,0.394
"LMDS [k=39] [kQuality=37] (HSLocalMDS)","LMDS [k=39] [kQuality=37] (HSLocalMDS)","LMDS (HSLocalMDS)",39,NA,0.76,0.52,1,NA,4.125,0.615,0.538,0.692,0.636,0.538,0.583,24,15.922,0.663,0.394
"LMDS [k=39] [kQuality=38] (HSLocalMDS)","LMDS [k=39] [kQuality=38] (HSLocalMDS)","LMDS (HSLocalMDS)",39,NA,0.76,0.52,1,NA,4.076,0.615,0.538,0.692,0.636,0.538,0.583,24,15.922,0.663,0.394
"LMDS [k=39] [kQuality=39] (HSLocalMDS)","LMDS [k=39] [kQuality=39] (HSLocalMDS)","LMDS (HSLocalMDS)",39,NA,0.76,0.52,1,NA,4.079,0.615,0.538,0.692,0.636,0.538,0.583,24,15.922,0.663,0.394
"LMDS [k=39] [kQuality=40] (HSLocalMDS)","LMDS [k=39] [kQuality=40] (HSLocalMDS)","LMDS (HSLocalMDS)",39,NA,0.76,0.52,1,NA,4.052,0.615,0.538,0.692,0.636,0.538,0.583,24,15.922,0.663,0.394
"LMDS [k=39] [kQuality=41] (HSLocalMDS)","LMDS [k=39] [kQuality=41] (HSLocalMDS)","LMDS (HSLocalMDS)",39,NA,0.76,0.52,1,NA,4.028,0.615,0.538,0.692,0.636,0.538,0.583,24,15.922,0.663,0.394
"LMDS [k=39] [kQuality=42] (HSLocalMDS)","LMDS [k=39] [kQuality=42] (HSLocalMDS)","LMDS (HSLocalMDS)",39,NA,0.76,0.52,1,NA,4.005,0.615,0.538,0.692,0.636,0.538,0.583,24,15.922,0.663,0.394
"LMDS [k=42] (smacofx)","LMDS [k=42] (smacofx)","LMDS (smacofx)",42,NA,0.74,0.48,1,NA,1.252,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=42] [kQuality=39] (HSLocalMDS)","LMDS [k=42] [kQuality=39] (HSLocalMDS)","LMDS (HSLocalMDS)",42,NA,0.76,0.51,1,NA,10.532,0.769,0.692,0.846,0.818,0.692,0.75,25,16.9,0.676,0.395
"LMDS [k=42] [kQuality=40] (HSLocalMDS)","LMDS [k=42] [kQuality=40] (HSLocalMDS)","LMDS (HSLocalMDS)",42,NA,0.76,0.51,1,NA,10.491,0.769,0.692,0.846,0.818,0.692,0.75,25,16.9,0.676,0.395
"LMDS [k=42] [kQuality=41] (HSLocalMDS)","LMDS [k=42] [kQuality=41] (HSLocalMDS)","LMDS (HSLocalMDS)",42,NA,0.76,0.51,1,NA,10.568,0.769,0.692,0.846,0.818,0.692,0.75,25,16.9,0.676,0.395
"LMDS [k=42] [kQuality=42] (HSLocalMDS)","LMDS [k=42] [kQuality=42] (HSLocalMDS)","LMDS (HSLocalMDS)",42,NA,0.76,0.51,1,NA,10.475,0.769,0.692,0.846,0.818,0.692,0.75,25,16.9,0.676,0.395
"LMDS [k=42] [kQuality=43] (HSLocalMDS)","LMDS [k=42] [kQuality=43] (HSLocalMDS)","LMDS (HSLocalMDS)",42,NA,0.76,0.51,1,NA,10.492,0.769,0.692,0.846,0.818,0.692,0.75,25,16.9,0.676,0.395
"LMDS [k=42] [kQuality=44] (HSLocalMDS)","LMDS [k=42] [kQuality=44] (HSLocalMDS)","LMDS (HSLocalMDS)",42,NA,0.76,0.51,1,NA,10.536,0.769,0.692,0.846,0.818,0.692,0.75,25,16.9,0.676,0.395
"LMDS [k=42] [kQuality=45] (HSLocalMDS)","LMDS [k=42] [kQuality=45] (HSLocalMDS)","LMDS (HSLocalMDS)",42,NA,0.76,0.51,1,NA,10.508,0.769,0.692,0.846,0.818,0.692,0.75,25,16.9,0.676,0.395
"LMDS [k=45] (smacofx)","LMDS [k=45] (smacofx)","LMDS (smacofx)",45,NA,0.74,0.48,1,NA,1.933,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=45] [kQuality=42] (HSLocalMDS)","LMDS [k=45] [kQuality=42] (HSLocalMDS)","LMDS (HSLocalMDS)",45,NA,0.77,0.53,1,NA,6.35,0.885,0.846,0.923,0.917,0.846,0.88,25,16.956,0.678,0.397
"LMDS [k=45] [kQuality=43] (HSLocalMDS)","LMDS [k=45] [kQuality=43] (HSLocalMDS)","LMDS (HSLocalMDS)",45,NA,0.77,0.53,1,NA,6.421,0.885,0.846,0.923,0.917,0.846,0.88,25,16.956,0.678,0.397
"LMDS [k=45] [kQuality=44] (HSLocalMDS)","LMDS [k=45] [kQuality=44] (HSLocalMDS)","LMDS (HSLocalMDS)",45,NA,0.77,0.53,1,NA,6.346,0.885,0.846,0.923,0.917,0.846,0.88,25,16.956,0.678,0.397
"LMDS [k=45] [kQuality=45] (HSLocalMDS)","LMDS [k=45] [kQuality=45] (HSLocalMDS)","LMDS (HSLocalMDS)",45,NA,0.77,0.53,1,NA,6.378,0.885,0.846,0.923,0.917,0.846,0.88,25,16.956,0.678,0.397
"LMDS [k=45] [kQuality=46] (HSLocalMDS)","LMDS [k=45] [kQuality=46] (HSLocalMDS)","LMDS (HSLocalMDS)",45,NA,0.77,0.53,1,NA,6.354,0.885,0.846,0.923,0.917,0.846,0.88,25,16.956,0.678,0.397
"LMDS [k=45] [kQuality=47] (HSLocalMDS)","LMDS [k=45] [kQuality=47] (HSLocalMDS)","LMDS (HSLocalMDS)",45,NA,0.77,0.53,1,NA,6.325,0.885,0.846,0.923,0.917,0.846,0.88,25,16.956,0.678,0.397
"LMDS [k=45] [kQuality=48] (HSLocalMDS)","LMDS [k=45] [kQuality=48] (HSLocalMDS)","LMDS (HSLocalMDS)",45,NA,0.77,0.53,1,NA,6.436,0.885,0.846,0.923,0.917,0.846,0.88,25,16.956,0.678,0.397
"LMDS [k=47] (smacofx)","LMDS [k=47] (smacofx)","LMDS (smacofx)",47,NA,0.74,0.48,1,NA,0.871,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=47] [kQuality=44] (HSLocalMDS)","LMDS [k=47] [kQuality=44] (HSLocalMDS)","LMDS (HSLocalMDS)",47,NA,0.77,0.54,1,NA,5.383,0.5,0.308,0.692,0.5,0.308,0.381,21,13.478,0.642,0.406
"LMDS [k=47] [kQuality=45] (HSLocalMDS)","LMDS [k=47] [kQuality=45] (HSLocalMDS)","LMDS (HSLocalMDS)",47,NA,0.77,0.54,1,NA,5.373,0.5,0.308,0.692,0.5,0.308,0.381,21,13.478,0.642,0.406
"LMDS [k=47] [kQuality=46] (HSLocalMDS)","LMDS [k=47] [kQuality=46] (HSLocalMDS)","LMDS (HSLocalMDS)",47,NA,0.77,0.54,1,NA,5.421,0.5,0.308,0.692,0.5,0.308,0.381,21,13.478,0.642,0.406
"LMDS [k=47] [kQuality=47] (HSLocalMDS)","LMDS [k=47] [kQuality=47] (HSLocalMDS)","LMDS (HSLocalMDS)",47,NA,0.77,0.54,1,NA,5.403,0.5,0.308,0.692,0.5,0.308,0.381,21,13.478,0.642,0.406
"LMDS [k=47] [kQuality=48] (HSLocalMDS)","LMDS [k=47] [kQuality=48] (HSLocalMDS)","LMDS (HSLocalMDS)",47,NA,0.77,0.54,1,NA,5.44,0.5,0.308,0.692,0.5,0.308,0.381,21,13.478,0.642,0.406
"LMDS [k=47] [kQuality=49] (HSLocalMDS)","LMDS [k=47] [kQuality=49] (HSLocalMDS)","LMDS (HSLocalMDS)",47,NA,0.77,0.54,1,NA,5.449,0.5,0.308,0.692,0.5,0.308,0.381,21,13.478,0.642,0.406
"LMDS [k=47] [kQuality=50] (HSLocalMDS)","LMDS [k=47] [kQuality=50] (HSLocalMDS)","LMDS (HSLocalMDS)",47,NA,0.77,0.54,1,NA,5.451,0.5,0.308,0.692,0.5,0.308,0.381,21,13.478,0.642,0.406
"LMDS [k=50] (smacofx)","LMDS [k=50] (smacofx)","LMDS (smacofx)",50,NA,0.74,0.48,1,NA,0.981,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=50] [kQuality=47] (HSLocalMDS)","LMDS [k=50] [kQuality=47] (HSLocalMDS)","LMDS (HSLocalMDS)",50,NA,0.76,0.52,1,NA,3.051,0.692,0.692,0.692,0.692,0.692,0.692,29,20.778,0.716,0.391
"LMDS [k=50] [kQuality=48] (HSLocalMDS)","LMDS [k=50] [kQuality=48] (HSLocalMDS)","LMDS (HSLocalMDS)",50,NA,0.76,0.52,1,NA,3.043,0.692,0.692,0.692,0.692,0.692,0.692,29,20.778,0.716,0.391
"LMDS [k=50] [kQuality=49] (HSLocalMDS)","LMDS [k=50] [kQuality=49] (HSLocalMDS)","LMDS (HSLocalMDS)",50,NA,0.76,0.52,1,NA,3.03,0.692,0.692,0.692,0.692,0.692,0.692,29,20.778,0.716,0.391
"LMDS [k=50] [kQuality=50] (HSLocalMDS)","LMDS [k=50] [kQuality=50] (HSLocalMDS)","LMDS (HSLocalMDS)",50,NA,0.76,0.52,1,NA,3.014,0.692,0.692,0.692,0.692,0.692,0.692,29,20.778,0.716,0.391
"LMDS [k=50] [kQuality=51] (HSLocalMDS)","LMDS [k=50] [kQuality=51] (HSLocalMDS)","LMDS (HSLocalMDS)",50,NA,0.76,0.52,1,NA,3.011,0.692,0.692,0.692,0.692,0.692,0.692,29,20.778,0.716,0.391
"LMDS [k=50] [kQuality=52] (HSLocalMDS)","LMDS [k=50] [kQuality=52] (HSLocalMDS)","LMDS (HSLocalMDS)",50,NA,0.76,0.52,1,NA,2.999,0.692,0.692,0.692,0.692,0.692,0.692,29,20.778,0.716,0.391
"LMDS [k=50] [kQuality=53] (HSLocalMDS)","LMDS [k=50] [kQuality=53] (HSLocalMDS)","LMDS (HSLocalMDS)",50,NA,0.76,0.52,1,NA,2.965,0.692,0.692,0.692,0.692,0.692,0.692,29,20.778,0.716,0.391
"LMDS [k=53] (smacofx)","LMDS [k=53] (smacofx)","LMDS (smacofx)",53,NA,0.74,0.48,1,NA,1.392,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=53] [kQuality=50] (HSLocalMDS)","LMDS [k=53] [kQuality=50] (HSLocalMDS)","LMDS (HSLocalMDS)",53,NA,0.76,0.52,1,NA,2.201,0.808,0.692,0.923,0.9,0.692,0.783,30,21.844,0.728,0.391
"LMDS [k=53] [kQuality=51] (HSLocalMDS)","LMDS [k=53] [kQuality=51] (HSLocalMDS)","LMDS (HSLocalMDS)",53,NA,0.76,0.52,1,NA,2.257,0.808,0.692,0.923,0.9,0.692,0.783,30,21.844,0.728,0.391
"LMDS [k=53] [kQuality=52] (HSLocalMDS)","LMDS [k=53] [kQuality=52] (HSLocalMDS)","LMDS (HSLocalMDS)",53,NA,0.76,0.52,1,NA,2.258,0.808,0.692,0.923,0.9,0.692,0.783,30,21.844,0.728,0.391
"LMDS [k=53] [kQuality=53] (HSLocalMDS)","LMDS [k=53] [kQuality=53] (HSLocalMDS)","LMDS (HSLocalMDS)",53,NA,0.76,0.52,1,NA,2.198,0.808,0.692,0.923,0.9,0.692,0.783,30,21.844,0.728,0.391
"LMDS [k=53] [kQuality=54] (HSLocalMDS)","LMDS [k=53] [kQuality=54] (HSLocalMDS)","LMDS (HSLocalMDS)",53,NA,0.76,0.52,1,NA,2.26,0.808,0.692,0.923,0.9,0.692,0.783,30,21.844,0.728,0.391
"LMDS [k=53] [kQuality=55] (HSLocalMDS)","LMDS [k=53] [kQuality=55] (HSLocalMDS)","LMDS (HSLocalMDS)",53,NA,0.76,0.52,1,NA,2.25,0.808,0.692,0.923,0.9,0.692,0.783,30,21.844,0.728,0.391
"LMDS [k=53] [kQuality=56] (HSLocalMDS)","LMDS [k=53] [kQuality=56] (HSLocalMDS)","LMDS (HSLocalMDS)",53,NA,0.76,0.52,1,NA,2.191,0.808,0.692,0.923,0.9,0.692,0.783,30,21.844,0.728,0.391
"LMDS [k=56] (smacofx)","LMDS [k=56] (smacofx)","LMDS (smacofx)",56,NA,0.74,0.48,1,NA,0.623,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=56] [kQuality=53] (HSLocalMDS)","LMDS [k=56] [kQuality=53] (HSLocalMDS)","LMDS (HSLocalMDS)",56,NA,0.76,0.52,1,NA,2.211,0.808,0.692,0.923,0.9,0.692,0.783,24,15.944,0.664,0.395
"LMDS [k=56] [kQuality=54] (HSLocalMDS)","LMDS [k=56] [kQuality=54] (HSLocalMDS)","LMDS (HSLocalMDS)",56,NA,0.76,0.52,1,NA,2.19,0.808,0.692,0.923,0.9,0.692,0.783,24,15.944,0.664,0.395
"LMDS [k=56] [kQuality=55] (HSLocalMDS)","LMDS [k=56] [kQuality=55] (HSLocalMDS)","LMDS (HSLocalMDS)",56,NA,0.76,0.52,1,NA,2.143,0.808,0.692,0.923,0.9,0.692,0.783,24,15.944,0.664,0.395
"LMDS [k=56] [kQuality=56] (HSLocalMDS)","LMDS [k=56] [kQuality=56] (HSLocalMDS)","LMDS (HSLocalMDS)",56,NA,0.76,0.52,1,NA,2.209,0.808,0.692,0.923,0.9,0.692,0.783,24,15.944,0.664,0.395
"LMDS [k=56] [kQuality=57] (HSLocalMDS)","LMDS [k=56] [kQuality=57] (HSLocalMDS)","LMDS (HSLocalMDS)",56,NA,0.76,0.52,1,NA,2.211,0.808,0.692,0.923,0.9,0.692,0.783,24,15.944,0.664,0.395
"LMDS [k=56] [kQuality=58] (HSLocalMDS)","LMDS [k=56] [kQuality=58] (HSLocalMDS)","LMDS (HSLocalMDS)",56,NA,0.76,0.52,1,NA,2.159,0.808,0.692,0.923,0.9,0.692,0.783,24,15.944,0.664,0.395
"LMDS [k=56] [kQuality=59] (HSLocalMDS)","LMDS [k=56] [kQuality=59] (HSLocalMDS)","LMDS (HSLocalMDS)",56,NA,0.76,0.52,1,NA,2.175,0.808,0.692,0.923,0.9,0.692,0.783,24,15.944,0.664,0.395
"LMDS [k=59] (smacofx)","LMDS [k=59] (smacofx)","LMDS (smacofx)",59,NA,0.74,0.48,1,NA,1.024,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=59] [kQuality=56] (HSLocalMDS)","LMDS [k=59] [kQuality=56] (HSLocalMDS)","LMDS (HSLocalMDS)",59,NA,0.77,0.53,1,NA,4.093,0.808,0.769,0.846,0.833,0.769,0.8,28,19.856,0.709,0.395
"LMDS [k=59] [kQuality=57] (HSLocalMDS)","LMDS [k=59] [kQuality=57] (HSLocalMDS)","LMDS (HSLocalMDS)",59,NA,0.77,0.53,1,NA,4.121,0.808,0.769,0.846,0.833,0.769,0.8,28,19.856,0.709,0.395
"LMDS [k=59] [kQuality=58] (HSLocalMDS)","LMDS [k=59] [kQuality=58] (HSLocalMDS)","LMDS (HSLocalMDS)",59,NA,0.77,0.53,1,NA,4.158,0.808,0.769,0.846,0.833,0.769,0.8,28,19.856,0.709,0.395
"LMDS [k=59] [kQuality=59] (HSLocalMDS)","LMDS [k=59] [kQuality=59] (HSLocalMDS)","LMDS (HSLocalMDS)",59,NA,0.77,0.53,1,NA,4.177,0.808,0.769,0.846,0.833,0.769,0.8,28,19.856,0.709,0.395
"LMDS [k=59] [kQuality=60] (HSLocalMDS)","LMDS [k=59] [kQuality=60] (HSLocalMDS)","LMDS (HSLocalMDS)",59,NA,0.77,0.53,1,NA,4.205,0.808,0.769,0.846,0.833,0.769,0.8,28,19.856,0.709,0.395
"LMDS [k=59] [kQuality=61] (HSLocalMDS)","LMDS [k=59] [kQuality=61] (HSLocalMDS)","LMDS (HSLocalMDS)",59,NA,0.77,0.53,1,NA,4.216,0.808,0.769,0.846,0.833,0.769,0.8,28,19.856,0.709,0.395
"LMDS [k=59] [kQuality=62] (HSLocalMDS)","LMDS [k=59] [kQuality=62] (HSLocalMDS)","LMDS (HSLocalMDS)",59,NA,0.77,0.53,1,NA,4.222,0.808,0.769,0.846,0.833,0.769,0.8,28,19.856,0.709,0.395
"LMDS [k=6] (smacofx)","LMDS [k=6] (smacofx)","LMDS (smacofx)",6,NA,0.74,0.48,1,NA,5.034,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=6] [kQuality=3] (HSLocalMDS)","LMDS [k=6] [kQuality=3] (HSLocalMDS)","LMDS (HSLocalMDS)",6,NA,0.72,0.44,1,NA,2.936,0.923,0.923,0.923,0.923,0.923,0.923,9,4.411,0.49,0.389
"LMDS [k=6] [kQuality=4] (HSLocalMDS)","LMDS [k=6] [kQuality=4] (HSLocalMDS)","LMDS (HSLocalMDS)",6,NA,0.71,0.42,1,NA,2.97,0.923,0.923,0.923,0.923,0.923,0.923,18,10.267,0.57,0.368
"LMDS [k=6] [kQuality=5] (HSLocalMDS)","LMDS [k=6] [kQuality=5] (HSLocalMDS)","LMDS (HSLocalMDS)",6,NA,0.72,0.44,1,NA,2.923,0.923,0.923,0.923,0.923,0.923,0.923,9,4.411,0.49,0.389
"LMDS [k=6] [kQuality=6] (HSLocalMDS)","LMDS [k=6] [kQuality=6] (HSLocalMDS)","LMDS (HSLocalMDS)",6,NA,0.72,0.44,1,NA,2.959,0.923,0.923,0.923,0.923,0.923,0.923,9,4.411,0.49,0.389
"LMDS [k=6] [kQuality=7] (HSLocalMDS)","LMDS [k=6] [kQuality=7] (HSLocalMDS)","LMDS (HSLocalMDS)",6,NA,0.72,0.44,1,NA,2.978,0.923,0.923,0.923,0.923,0.923,0.923,9,4.411,0.49,0.389
"LMDS [k=6] [kQuality=8] (HSLocalMDS)","LMDS [k=6] [kQuality=8] (HSLocalMDS)","LMDS (HSLocalMDS)",6,NA,0.72,0.44,1,NA,2.939,0.923,0.923,0.923,0.923,0.923,0.923,9,4.411,0.49,0.389
"LMDS [k=6] [kQuality=9] (HSLocalMDS)","LMDS [k=6] [kQuality=9] (HSLocalMDS)","LMDS (HSLocalMDS)",6,NA,0.72,0.44,1,NA,2.934,0.923,0.923,0.923,0.923,0.923,0.923,9,4.411,0.49,0.389
"LMDS [k=62] (smacofx)","LMDS [k=62] (smacofx)","LMDS (smacofx)",62,NA,0.74,0.48,1,NA,0.919,0.769,0.692,0.846,0.818,0.692,0.75,18,10.244,0.569,0.367
"LMDS [k=62] [kQuality=59] (HSLocalMDS)","LMDS [k=62] [kQuality=59] (HSLocalMDS)","LMDS (HSLocalMDS)",62,NA,0.77,0.53,1,NA,3.692,0.962,0.923,1,1,0.923,0.96,20,12.589,0.629,0.405
"LMDS [k=62] [kQuality=60] (HSLocalMDS)","LMDS [k=62] [kQuality=60] (HSLocalMDS)","LMDS (HSLocalMDS)",62,NA,0.77,0.53,1,NA,3.718,0.962,0.923,1,1,0.923,0.96,20,12.589,0.629,0.405
"LMDS [k=62] [kQuality=61] (HSLocalMDS)","LMDS [k=62] [kQuality=61] (HSLocalMDS)","LMDS (HSLocalMDS)",62,NA,0.77,0.53,1,NA,3.732,0.962,0.923,1,1,0.923,0.96,20,12.589,0.629,0.405
