"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"HSLMDS [k=115] [kQuality=117] (HSLocalMDS)","HSLMDS [k=115] [kQuality=117] (HSLocalMDS)","HSLMDS (HSLocalMDS)",115,NA,0.82,0.63,1,NA,94.218,0.722,NA,NA,NA,NA,NA,39,27.454,0.704,0.492
"HSLMDS [k=115] [kQuality=118] (HSLocalMDS)","HSLMDS [k=115] [kQuality=118] (HSLocalMDS)","HSLMDS (HSLocalMDS)",115,NA,0.82,0.63,1,NA,94.334,0.722,NA,NA,NA,NA,NA,39,27.454,0.704,0.492
"HSLMDS [k=122] [kQuality=119] (HSLocalMDS)","HSLMDS [k=122] [kQuality=119] (HSLocalMDS)","HSLMDS (HSLocalMDS)",122,NA,0.8,0.6,1,NA,94.477,0.722,NA,NA,NA,NA,NA,39,26.249,0.673,0.461
"HSLMDS [k=122] [kQuality=120] (HSLocalMDS)","HSLMDS [k=122] [kQuality=120] (HSLocalMDS)","HSLMDS (HSLocalMDS)",122,NA,0.8,0.6,1,NA,94.04,0.722,NA,NA,NA,NA,NA,39,26.249,0.673,0.461
"HSLMDS [k=122] [kQuality=121] (HSLocalMDS)","HSLMDS [k=122] [kQuality=121] (HSLocalMDS)","HSLMDS (HSLocalMDS)",122,NA,0.8,0.6,1,NA,94.227,0.722,NA,NA,NA,NA,NA,39,26.249,0.673,0.461
"HSLMDS [k=122] [kQuality=122] (HSLocalMDS)","HSLMDS [k=122] [kQuality=122] (HSLocalMDS)","HSLMDS (HSLocalMDS)",122,NA,0.8,0.6,1,NA,94.611,0.722,NA,NA,NA,NA,NA,39,26.249,0.673,0.461
"HSLMDS [k=122] [kQuality=123] (HSLocalMDS)","HSLMDS [k=122] [kQuality=123] (HSLocalMDS)","HSLMDS (HSLocalMDS)",122,NA,0.8,0.6,1,NA,94.355,0.722,NA,NA,NA,NA,NA,39,26.249,0.673,0.461
"HSLMDS [k=122] [kQuality=124] (HSLocalMDS)","HSLMDS [k=122] [kQuality=124] (HSLocalMDS)","HSLMDS (HSLocalMDS)",122,NA,0.81,0.63,1,NA,89.602,0.722,NA,NA,NA,NA,NA,40,28.011,0.7,0.483
"HSLMDS [k=122] [kQuality=125] (HSLocalMDS)","HSLMDS [k=122] [kQuality=125] (HSLocalMDS)","HSLMDS (HSLocalMDS)",122,NA,0.81,0.63,1,NA,89.556,0.722,NA,NA,NA,NA,NA,40,28.011,0.7,0.483
"HSLMDS [k=128] [kQuality=125] (HSLocalMDS)","HSLMDS [k=128] [kQuality=125] (HSLocalMDS)","HSLMDS (HSLocalMDS)",128,NA,0.82,0.63,1,NA,89.871,0.704,NA,NA,NA,NA,NA,40,28.238,0.706,0.489
"HSLMDS [k=128] [kQuality=126] (HSLocalMDS)","HSLMDS [k=128] [kQuality=126] (HSLocalMDS)","HSLMDS (HSLocalMDS)",128,NA,0.82,0.63,1,NA,89.59,0.704,NA,NA,NA,NA,NA,40,28.238,0.706,0.489
"HSLMDS [k=128] [kQuality=127] (HSLocalMDS)","HSLMDS [k=128] [kQuality=127] (HSLocalMDS)","HSLMDS (HSLocalMDS)",128,NA,0.82,0.63,1,NA,89.681,0.704,NA,NA,NA,NA,NA,40,28.238,0.706,0.489
"HSLMDS [k=128] [kQuality=128] (HSLocalMDS)","HSLMDS [k=128] [kQuality=128] (HSLocalMDS)","HSLMDS (HSLocalMDS)",128,NA,0.82,0.63,1,NA,89.509,0.704,NA,NA,NA,NA,NA,40,28.238,0.706,0.489
"HSLMDS [k=128] [kQuality=129] (HSLocalMDS)","HSLMDS [k=128] [kQuality=129] (HSLocalMDS)","HSLMDS (HSLocalMDS)",128,NA,0.82,0.63,1,NA,89.645,0.704,NA,NA,NA,NA,NA,40,28.238,0.706,0.489
"HSLMDS [k=128] [kQuality=130] (HSLocalMDS)","HSLMDS [k=128] [kQuality=130] (HSLocalMDS)","HSLMDS (HSLocalMDS)",128,NA,0.82,0.63,1,NA,91.941,0.722,NA,NA,NA,NA,NA,39,27.373,0.702,0.49
"HSLMDS [k=128] [kQuality=131] (HSLocalMDS)","HSLMDS [k=128] [kQuality=131] (HSLocalMDS)","HSLMDS (HSLocalMDS)",128,NA,0.82,0.63,1,NA,91.834,0.722,NA,NA,NA,NA,NA,39,27.373,0.702,0.49
"HSLMDS [k=134] [kQuality=131] (HSLocalMDS)","HSLMDS [k=134] [kQuality=131] (HSLocalMDS)","HSLMDS (HSLocalMDS)",134,NA,0.81,0.62,1,NA,88.238,0.704,NA,NA,NA,NA,NA,42,29.395,0.7,0.472
"HSLMDS [k=134] [kQuality=132] (HSLocalMDS)","HSLMDS [k=134] [kQuality=132] (HSLocalMDS)","HSLMDS (HSLocalMDS)",134,NA,0.81,0.61,1,NA,89.648,0.722,NA,NA,NA,NA,NA,46,33.016,0.718,0.468
"HSLMDS [k=134] [kQuality=133] (HSLocalMDS)","HSLMDS [k=134] [kQuality=133] (HSLocalMDS)","HSLMDS (HSLocalMDS)",134,NA,0.81,0.61,1,NA,89.728,0.722,NA,NA,NA,NA,NA,46,33.016,0.718,0.468
"HSLMDS [k=134] [kQuality=134] (HSLocalMDS)","HSLMDS [k=134] [kQuality=134] (HSLocalMDS)","HSLMDS (HSLocalMDS)",134,NA,0.81,0.62,1,NA,88.526,0.704,NA,NA,NA,NA,NA,42,29.395,0.7,0.472
"HSLMDS [k=134] [kQuality=135] (HSLocalMDS)","HSLMDS [k=134] [kQuality=135] (HSLocalMDS)","HSLMDS (HSLocalMDS)",134,NA,0.81,0.61,1,NA,89.69,0.722,NA,NA,NA,NA,NA,46,33.016,0.718,0.468
"HSLMDS [k=134] [kQuality=136] (HSLocalMDS)","HSLMDS [k=134] [kQuality=136] (HSLocalMDS)","HSLMDS (HSLocalMDS)",134,NA,0.81,0.62,1,NA,88.411,0.704,NA,NA,NA,NA,NA,42,29.395,0.7,0.472
"HSLMDS [k=134] [kQuality=137] (HSLocalMDS)","HSLMDS [k=134] [kQuality=137] (HSLocalMDS)","HSLMDS (HSLocalMDS)",134,NA,0.81,0.61,1,NA,89.601,0.722,NA,NA,NA,NA,NA,46,33.016,0.718,0.468
"HSLMDS [k=140] [kQuality=137] (HSLocalMDS)","HSLMDS [k=140] [kQuality=137] (HSLocalMDS)","HSLMDS (HSLocalMDS)",140,NA,0.82,0.63,1,NA,43.734,0.667,NA,NA,NA,NA,NA,47,34.854,0.742,0.486
"HSLMDS [k=140] [kQuality=138] (HSLocalMDS)","HSLMDS [k=140] [kQuality=138] (HSLocalMDS)","HSLMDS (HSLocalMDS)",140,NA,0.82,0.63,1,NA,43.933,0.667,NA,NA,NA,NA,NA,47,34.854,0.742,0.486
"HSLMDS [k=140] [kQuality=139] (HSLocalMDS)","HSLMDS [k=140] [kQuality=139] (HSLocalMDS)","HSLMDS (HSLocalMDS)",140,NA,0.82,0.63,1,NA,55.995,0.648,NA,NA,NA,NA,NA,47,34.838,0.741,0.486
"HSLMDS [k=140] [kQuality=140] (HSLocalMDS)","HSLMDS [k=140] [kQuality=140] (HSLocalMDS)","HSLMDS (HSLocalMDS)",140,NA,0.81,0.62,1,NA,88.509,0.741,NA,NA,NA,NA,NA,41,28.881,0.704,0.482
"HSLMDS [k=140] [kQuality=141] (HSLocalMDS)","HSLMDS [k=140] [kQuality=141] (HSLocalMDS)","HSLMDS (HSLocalMDS)",140,NA,0.82,0.63,1,NA,61.922,0.722,NA,NA,NA,NA,NA,47,34.822,0.741,0.485
"HSLMDS [k=140] [kQuality=142] (HSLocalMDS)","HSLMDS [k=140] [kQuality=142] (HSLocalMDS)","HSLMDS (HSLocalMDS)",140,NA,0.82,0.63,1,NA,60.395,0.722,NA,NA,NA,NA,NA,45,32.832,0.73,0.485
"HSLMDS [k=140] [kQuality=143] (HSLocalMDS)","HSLMDS [k=140] [kQuality=143] (HSLocalMDS)","HSLMDS (HSLocalMDS)",140,NA,0.82,0.63,1,NA,54.336,0.722,NA,NA,NA,NA,NA,47,34.822,0.741,0.485
"HSLMDS [k=147] [kQuality=144] (HSLocalMDS)","HSLMDS [k=147] [kQuality=144] (HSLocalMDS)","HSLMDS (HSLocalMDS)",147,NA,0.81,0.61,1,NA,145.605,0.704,NA,NA,NA,NA,NA,46,33.459,0.727,0.477
"HSLMDS [k=147] [kQuality=145] (HSLocalMDS)","HSLMDS [k=147] [kQuality=145] (HSLocalMDS)","HSLMDS (HSLocalMDS)",147,NA,0.81,0.61,1,NA,145.744,0.704,NA,NA,NA,NA,NA,46,33.459,0.727,0.477
"HSLMDS [k=147] [kQuality=146] (HSLocalMDS)","HSLMDS [k=147] [kQuality=146] (HSLocalMDS)","HSLMDS (HSLocalMDS)",147,NA,0.81,0.61,1,NA,144.529,0.704,NA,NA,NA,NA,NA,46,33.459,0.727,0.477
"HSLMDS [k=147] [kQuality=147] (HSLocalMDS)","HSLMDS [k=147] [kQuality=147] (HSLocalMDS)","HSLMDS (HSLocalMDS)",147,NA,0.81,0.61,1,NA,145.806,0.704,NA,NA,NA,NA,NA,46,33.459,0.727,0.477
"HSLMDS [k=147] [kQuality=148] (HSLocalMDS)","HSLMDS [k=147] [kQuality=148] (HSLocalMDS)","HSLMDS (HSLocalMDS)",147,NA,0.81,0.61,1,NA,146.2,0.704,NA,NA,NA,NA,NA,46,33.459,0.727,0.477
"HSLMDS [k=147] [kQuality=149] (HSLocalMDS)","HSLMDS [k=147] [kQuality=149] (HSLocalMDS)","HSLMDS (HSLocalMDS)",147,NA,0.81,0.61,1,NA,144.587,0.704,NA,NA,NA,NA,NA,46,33.459,0.727,0.477
"HSLMDS [k=147] [kQuality=150] (HSLocalMDS)","HSLMDS [k=147] [kQuality=150] (HSLocalMDS)","HSLMDS (HSLocalMDS)",147,NA,0.82,0.63,1,NA,182.832,0.722,NA,NA,NA,NA,NA,42,30.222,0.72,0.491
"HSLMDS [k=15] [kQuality=12] (HSLocalMDS)","HSLMDS [k=15] [kQuality=12] (HSLocalMDS)","HSLMDS (HSLocalMDS)",15,NA,0.76,0.52,1,NA,55.294,0.722,NA,NA,NA,NA,NA,30,17.562,0.585,0.422
"HSLMDS [k=15] [kQuality=13] (HSLocalMDS)","HSLMDS [k=15] [kQuality=13] (HSLocalMDS)","HSLMDS (HSLocalMDS)",15,NA,0.76,0.52,1,NA,152.24,0.722,NA,NA,NA,NA,NA,30,17.584,0.586,0.423
"HSLMDS [k=15] [kQuality=14] (HSLocalMDS)","HSLMDS [k=15] [kQuality=14] (HSLocalMDS)","HSLMDS (HSLocalMDS)",15,NA,0.76,0.52,1,NA,67.224,0.722,NA,NA,NA,NA,NA,30,17.524,0.584,0.421
"HSLMDS [k=15] [kQuality=15] (HSLocalMDS)","HSLMDS [k=15] [kQuality=15] (HSLocalMDS)","HSLMDS (HSLocalMDS)",15,NA,0.76,0.52,1,NA,67.399,0.722,NA,NA,NA,NA,NA,30,17.524,0.584,0.421
"HSLMDS [k=15] [kQuality=16] (HSLocalMDS)","HSLMDS [k=15] [kQuality=16] (HSLocalMDS)","HSLMDS (HSLocalMDS)",15,NA,0.76,0.52,1,NA,151.524,0.722,NA,NA,NA,NA,NA,30,17.584,0.586,0.423
"HSLMDS [k=15] [kQuality=17] (HSLocalMDS)","HSLMDS [k=15] [kQuality=17] (HSLocalMDS)","HSLMDS (HSLocalMDS)",15,NA,0.76,0.52,1,NA,113.465,0.722,NA,NA,NA,NA,NA,34,20.638,0.607,0.422
"HSLMDS [k=15] [kQuality=18] (HSLocalMDS)","HSLMDS [k=15] [kQuality=18] (HSLocalMDS)","HSLMDS (HSLocalMDS)",15,NA,0.76,0.52,1,NA,113.481,0.722,NA,NA,NA,NA,NA,34,20.638,0.607,0.422
"HSLMDS [k=153] [kQuality=150] (HSLocalMDS)","HSLMDS [k=153] [kQuality=150] (HSLocalMDS)","HSLMDS (HSLocalMDS)",153,NA,0.82,0.64,1,NA,97.221,0.722,NA,NA,NA,NA,NA,42,30.795,0.733,0.505
"HSLMDS [k=153] [kQuality=151] (HSLocalMDS)","HSLMDS [k=153] [kQuality=151] (HSLocalMDS)","HSLMDS (HSLocalMDS)",153,NA,0.82,0.64,1,NA,97.201,0.722,NA,NA,NA,NA,NA,42,30.795,0.733,0.505
"HSLMDS [k=153] [kQuality=152] (HSLocalMDS)","HSLMDS [k=153] [kQuality=152] (HSLocalMDS)","HSLMDS (HSLocalMDS)",153,NA,0.82,0.64,1,NA,97.222,0.722,NA,NA,NA,NA,NA,42,30.795,0.733,0.505
"HSLMDS [k=153] [kQuality=153] (HSLocalMDS)","HSLMDS [k=153] [kQuality=153] (HSLocalMDS)","HSLMDS (HSLocalMDS)",153,NA,0.82,0.64,1,NA,97.252,0.722,NA,NA,NA,NA,NA,42,30.795,0.733,0.505
"HSLMDS [k=153] [kQuality=154] (HSLocalMDS)","HSLMDS [k=153] [kQuality=154] (HSLocalMDS)","HSLMDS (HSLocalMDS)",153,NA,0.82,0.64,1,NA,97.35,0.722,NA,NA,NA,NA,NA,42,30.795,0.733,0.505
"HSLMDS [k=153] [kQuality=155] (HSLocalMDS)","HSLMDS [k=153] [kQuality=155] (HSLocalMDS)","HSLMDS (HSLocalMDS)",153,NA,0.82,0.64,1,NA,97.132,0.722,NA,NA,NA,NA,NA,42,30.795,0.733,0.505
"HSLMDS [k=153] [kQuality=156] (HSLocalMDS)","HSLMDS [k=153] [kQuality=156] (HSLocalMDS)","HSLMDS (HSLocalMDS)",153,NA,0.82,0.64,1,NA,97.013,0.722,NA,NA,NA,NA,NA,42,30.795,0.733,0.505
"HSLMDS [k=159] [kQuality=156] (HSLocalMDS)","HSLMDS [k=159] [kQuality=156] (HSLocalMDS)","HSLMDS (HSLocalMDS)",159,NA,0.81,0.62,1,NA,94.185,0.722,NA,NA,NA,NA,NA,40,27.978,0.699,0.482
"HSLMDS [k=159] [kQuality=157] (HSLocalMDS)","HSLMDS [k=159] [kQuality=157] (HSLocalMDS)","HSLMDS (HSLocalMDS)",159,NA,0.81,0.62,1,NA,94.087,0.722,NA,NA,NA,NA,NA,40,27.978,0.699,0.482
"HSLMDS [k=159] [kQuality=158] (HSLocalMDS)","HSLMDS [k=159] [kQuality=158] (HSLocalMDS)","HSLMDS (HSLocalMDS)",159,NA,0.81,0.62,1,NA,94.236,0.722,NA,NA,NA,NA,NA,40,27.978,0.699,0.482
"HSLMDS [k=159] [kQuality=159] (HSLocalMDS)","HSLMDS [k=159] [kQuality=159] (HSLocalMDS)","HSLMDS (HSLocalMDS)",159,NA,0.81,0.61,1,NA,95.243,0.722,NA,NA,NA,NA,NA,46,33.708,0.733,0.483
"HSLMDS [k=159] [kQuality=160] (HSLocalMDS)","HSLMDS [k=159] [kQuality=160] (HSLocalMDS)","HSLMDS (HSLocalMDS)",159,NA,0.83,0.65,1,NA,309.022,0.722,NA,NA,NA,NA,NA,40,29.254,0.731,0.514
"HSLMDS [k=159] [kQuality=161] (HSLocalMDS)","HSLMDS [k=159] [kQuality=161] (HSLocalMDS)","HSLMDS (HSLocalMDS)",159,NA,0.83,0.65,1,NA,309.125,0.722,NA,NA,NA,NA,NA,40,29.254,0.731,0.514
"HSLMDS [k=159] [kQuality=162] (HSLocalMDS)","HSLMDS [k=159] [kQuality=162] (HSLocalMDS)","HSLMDS (HSLocalMDS)",159,NA,0.83,0.65,1,NA,309.006,0.722,NA,NA,NA,NA,NA,40,29.254,0.731,0.514
"HSLMDS [k=165] [kQuality=162] (HSLocalMDS)","HSLMDS [k=165] [kQuality=162] (HSLocalMDS)","HSLMDS (HSLocalMDS)",165,NA,0.82,0.64,1,NA,93.561,0.741,NA,NA,NA,NA,NA,46,34.714,0.755,0.505
"HSLMDS [k=165] [kQuality=163] (HSLocalMDS)","HSLMDS [k=165] [kQuality=163] (HSLocalMDS)","HSLMDS (HSLocalMDS)",165,NA,0.82,0.64,1,NA,93.38,0.741,NA,NA,NA,NA,NA,46,34.714,0.755,0.505
"HSLMDS [k=165] [kQuality=164] (HSLocalMDS)","HSLMDS [k=165] [kQuality=164] (HSLocalMDS)","HSLMDS (HSLocalMDS)",165,NA,0.82,0.64,1,NA,93.379,0.741,NA,NA,NA,NA,NA,46,34.714,0.755,0.505
"HSLMDS [k=165] [kQuality=165] (HSLocalMDS)","HSLMDS [k=165] [kQuality=165] (HSLocalMDS)","HSLMDS (HSLocalMDS)",165,NA,0.82,0.64,1,NA,93.383,0.741,NA,NA,NA,NA,NA,46,34.714,0.755,0.505
"HSLMDS [k=165] [kQuality=166] (HSLocalMDS)","HSLMDS [k=165] [kQuality=166] (HSLocalMDS)","HSLMDS (HSLocalMDS)",165,NA,0.82,0.64,1,NA,93.508,0.741,NA,NA,NA,NA,NA,46,34.714,0.755,0.505
"HSLMDS [k=165] [kQuality=167] (HSLocalMDS)","HSLMDS [k=165] [kQuality=167] (HSLocalMDS)","HSLMDS (HSLocalMDS)",165,NA,0.82,0.64,1,NA,93.48,0.741,NA,NA,NA,NA,NA,46,34.714,0.755,0.505
"HSLMDS [k=165] [kQuality=168] (HSLocalMDS)","HSLMDS [k=165] [kQuality=168] (HSLocalMDS)","HSLMDS (HSLocalMDS)",165,NA,0.82,0.64,1,NA,93.484,0.741,NA,NA,NA,NA,NA,46,34.714,0.755,0.505
"HSLMDS [k=172] [kQuality=169] (HSLocalMDS)","HSLMDS [k=172] [kQuality=169] (HSLocalMDS)","HSLMDS (HSLocalMDS)",172,NA,0.83,0.65,1,NA,233.304,0.704,NA,NA,NA,NA,NA,40,29.059,0.726,0.509
"HSLMDS [k=172] [kQuality=170] (HSLocalMDS)","HSLMDS [k=172] [kQuality=170] (HSLocalMDS)","HSLMDS (HSLocalMDS)",172,NA,0.83,0.65,1,NA,232.499,0.704,NA,NA,NA,NA,NA,40,29.059,0.726,0.509
"HSLMDS [k=172] [kQuality=171] (HSLocalMDS)","HSLMDS [k=172] [kQuality=171] (HSLocalMDS)","HSLMDS (HSLocalMDS)",172,NA,0.81,0.63,1,NA,113.996,0.685,NA,NA,NA,NA,NA,46,34.162,0.743,0.493
"HSLMDS [k=172] [kQuality=172] (HSLocalMDS)","HSLMDS [k=172] [kQuality=172] (HSLocalMDS)","HSLMDS (HSLocalMDS)",172,NA,0.82,0.64,1,NA,149.899,0.704,NA,NA,NA,NA,NA,45,33.849,0.752,0.508
"HSLMDS [k=172] [kQuality=173] (HSLocalMDS)","HSLMDS [k=172] [kQuality=173] (HSLocalMDS)","HSLMDS (HSLocalMDS)",172,NA,0.8,0.61,1,NA,267.619,0.704,NA,NA,NA,NA,NA,47,34.557,0.735,0.48
"HSLMDS [k=172] [kQuality=174] (HSLocalMDS)","HSLMDS [k=172] [kQuality=174] (HSLocalMDS)","HSLMDS (HSLocalMDS)",172,NA,0.75,0.49,1,NA,124.802,0.685,NA,NA,NA,NA,NA,69,51.622,0.748,0.373
"HSLMDS [k=172] [kQuality=175] (HSLocalMDS)","HSLMDS [k=172] [kQuality=175] (HSLocalMDS)","HSLMDS (HSLocalMDS)",172,NA,0.75,0.49,1,NA,124.854,0.685,NA,NA,NA,NA,NA,69,51.622,0.748,0.373
"HSLMDS [k=178] [kQuality=175] (HSLocalMDS)","HSLMDS [k=178] [kQuality=175] (HSLocalMDS)","HSLMDS (HSLocalMDS)",178,NA,0.81,0.62,1,NA,65.043,0.722,NA,NA,NA,NA,NA,45,32.968,0.733,0.488
"HSLMDS [k=178] [kQuality=176] (HSLocalMDS)","HSLMDS [k=178] [kQuality=176] (HSLocalMDS)","HSLMDS (HSLocalMDS)",178,NA,0.81,0.62,1,NA,98.624,0.704,NA,NA,NA,NA,NA,46,34.119,0.742,0.492
"HSLMDS [k=178] [kQuality=177] (HSLocalMDS)","HSLMDS [k=178] [kQuality=177] (HSLocalMDS)","HSLMDS (HSLocalMDS)",178,NA,0.83,0.65,1,NA,94.025,0.722,NA,NA,NA,NA,NA,46,35.097,0.763,0.513
"HSLMDS [k=178] [kQuality=178] (HSLocalMDS)","HSLMDS [k=178] [kQuality=178] (HSLocalMDS)","HSLMDS (HSLocalMDS)",178,NA,0.82,0.64,1,NA,135.203,0.704,NA,NA,NA,NA,NA,40,28.762,0.719,0.502
"HSLMDS [k=178] [kQuality=179] (HSLocalMDS)","HSLMDS [k=178] [kQuality=179] (HSLocalMDS)","HSLMDS (HSLocalMDS)",178,NA,0.75,0.5,1,NA,141.77,0.704,NA,NA,NA,NA,NA,69,52.211,0.757,0.382
"HSLMDS [k=178] [kQuality=180] (HSLocalMDS)","HSLMDS [k=178] [kQuality=180] (HSLocalMDS)","HSLMDS (HSLocalMDS)",178,NA,0.75,0.5,1,NA,141.663,0.704,NA,NA,NA,NA,NA,69,52.211,0.757,0.382
"HSLMDS [k=178] [kQuality=181] (HSLocalMDS)","HSLMDS [k=178] [kQuality=181] (HSLocalMDS)","HSLMDS (HSLocalMDS)",178,NA,0.75,0.5,1,NA,141.502,0.704,NA,NA,NA,NA,NA,69,52.211,0.757,0.382
"HSLMDS [k=184] [kQuality=181] (HSLocalMDS)","HSLMDS [k=184] [kQuality=181] (HSLocalMDS)","HSLMDS (HSLocalMDS)",184,NA,0.77,0.53,1,NA,86.938,0.741,NA,NA,NA,NA,NA,64,47.465,0.742,0.394
"HSLMDS [k=184] [kQuality=182] (HSLocalMDS)","HSLMDS [k=184] [kQuality=182] (HSLocalMDS)","HSLMDS (HSLocalMDS)",184,NA,0.77,0.53,1,NA,152.947,0.741,NA,NA,NA,NA,NA,65,48.762,0.75,0.397
"HSLMDS [k=184] [kQuality=183] (HSLocalMDS)","HSLMDS [k=184] [kQuality=183] (HSLocalMDS)","HSLMDS (HSLocalMDS)",184,NA,0.77,0.54,1,NA,103.035,0.741,NA,NA,NA,NA,NA,64,47.741,0.746,0.398
"HSLMDS [k=184] [kQuality=184] (HSLocalMDS)","HSLMDS [k=184] [kQuality=184] (HSLocalMDS)","HSLMDS (HSLocalMDS)",184,NA,0.81,0.62,1,NA,95.847,0.722,NA,NA,NA,NA,NA,43,30.865,0.718,0.484
