"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"HSLMDS [k=22] [kQuality=19] (HSLocalMDS)","HSLMDS [k=22] [kQuality=19] (HSLocalMDS)","HSLMDS (HSLocalMDS)",22,NA,0.77,0.54,1,NA,208.391,0.722,NA,NA,NA,NA,NA,30,18.119,0.604,0.441
"HSLMDS [k=22] [kQuality=20] (HSLocalMDS)","HSLMDS [k=22] [kQuality=20] (HSLocalMDS)","HSLMDS (HSLocalMDS)",22,NA,0.77,0.54,1,NA,78.465,0.741,NA,NA,NA,NA,NA,30,18.097,0.603,0.44
"HSLMDS [k=22] [kQuality=21] (HSLocalMDS)","HSLMDS [k=22] [kQuality=21] (HSLocalMDS)","HSLMDS (HSLocalMDS)",22,NA,0.77,0.54,1,NA,118.347,0.741,NA,NA,NA,NA,NA,30,18.141,0.605,0.442
"HSLMDS [k=22] [kQuality=22] (HSLocalMDS)","HSLMDS [k=22] [kQuality=22] (HSLocalMDS)","HSLMDS (HSLocalMDS)",22,NA,0.77,0.54,1,NA,118.321,0.741,NA,NA,NA,NA,NA,30,18.141,0.605,0.442
"HSLMDS [k=22] [kQuality=23] (HSLocalMDS)","HSLMDS [k=22] [kQuality=23] (HSLocalMDS)","HSLMDS (HSLocalMDS)",22,NA,0.77,0.54,1,NA,208.138,0.722,NA,NA,NA,NA,NA,30,18.119,0.604,0.441
"HSLMDS [k=22] [kQuality=24] (HSLocalMDS)","HSLMDS [k=22] [kQuality=24] (HSLocalMDS)","HSLMDS (HSLocalMDS)",22,NA,0.77,0.54,1,NA,118.411,0.741,NA,NA,NA,NA,NA,30,18.141,0.605,0.442
"HSLMDS [k=22] [kQuality=25] (HSLocalMDS)","HSLMDS [k=22] [kQuality=25] (HSLocalMDS)","HSLMDS (HSLocalMDS)",22,NA,0.77,0.54,1,NA,208.519,0.722,NA,NA,NA,NA,NA,30,18.119,0.604,0.441
"HSLMDS [k=28] [kQuality=25] (HSLocalMDS)","HSLMDS [k=28] [kQuality=25] (HSLocalMDS)","HSLMDS (HSLocalMDS)",28,NA,0.77,0.54,1,NA,149.903,0.741,NA,NA,NA,NA,NA,34,21.535,0.633,0.449
"HSLMDS [k=28] [kQuality=26] (HSLocalMDS)","HSLMDS [k=28] [kQuality=26] (HSLocalMDS)","HSLMDS (HSLocalMDS)",28,NA,0.77,0.54,1,NA,129.073,0.722,NA,NA,NA,NA,NA,34,21.524,0.633,0.448
"HSLMDS [k=28] [kQuality=27] (HSLocalMDS)","HSLMDS [k=28] [kQuality=27] (HSLocalMDS)","HSLMDS (HSLocalMDS)",28,NA,0.77,0.54,1,NA,159.574,0.722,NA,NA,NA,NA,NA,34,21.541,0.634,0.449
"HSLMDS [k=28] [kQuality=28] (HSLocalMDS)","HSLMDS [k=28] [kQuality=28] (HSLocalMDS)","HSLMDS (HSLocalMDS)",28,NA,0.77,0.54,1,NA,482.457,0.741,NA,NA,NA,NA,NA,34,21.541,0.634,0.449
"HSLMDS [k=28] [kQuality=29] (HSLocalMDS)","HSLMDS [k=28] [kQuality=29] (HSLocalMDS)","HSLMDS (HSLocalMDS)",28,NA,0.77,0.54,1,NA,482.419,0.741,NA,NA,NA,NA,NA,34,21.541,0.634,0.449
"HSLMDS [k=28] [kQuality=30] (HSLocalMDS)","HSLMDS [k=28] [kQuality=30] (HSLocalMDS)","HSLMDS (HSLocalMDS)",28,NA,0.77,0.54,1,NA,482.699,0.741,NA,NA,NA,NA,NA,34,21.541,0.634,0.449
"HSLMDS [k=28] [kQuality=31] (HSLocalMDS)","HSLMDS [k=28] [kQuality=31] (HSLocalMDS)","HSLMDS (HSLocalMDS)",28,NA,0.77,0.54,1,NA,149.907,0.741,NA,NA,NA,NA,NA,34,21.535,0.633,0.449
"HSLMDS [k=3] [kQuality=1] (HSLocalMDS)","HSLMDS [k=3] [kQuality=1] (HSLocalMDS)","HSLMDS (HSLocalMDS)",3,NA,0.71,0.43,1,NA,756.191,0.796,NA,NA,NA,NA,NA,30,15.173,0.506,0.343
"HSLMDS [k=3] [kQuality=2] (HSLocalMDS)","HSLMDS [k=3] [kQuality=2] (HSLocalMDS)","HSLMDS (HSLocalMDS)",3,NA,0.72,0.44,1,NA,197.456,0.611,NA,NA,NA,NA,NA,39,22.357,0.573,0.361
"HSLMDS [k=3] [kQuality=3] (HSLocalMDS)","HSLMDS [k=3] [kQuality=3] (HSLocalMDS)","HSLMDS (HSLocalMDS)",3,NA,0.72,0.43,1,NA,221.594,0.611,NA,NA,NA,NA,NA,30,15.47,0.516,0.353
"HSLMDS [k=3] [kQuality=4] (HSLocalMDS)","HSLMDS [k=3] [kQuality=4] (HSLocalMDS)","HSLMDS (HSLocalMDS)",3,NA,0.72,0.43,1,NA,116.457,0.667,NA,NA,NA,NA,NA,30,15.319,0.511,0.348
"HSLMDS [k=3] [kQuality=5] (HSLocalMDS)","HSLMDS [k=3] [kQuality=5] (HSLocalMDS)","HSLMDS (HSLocalMDS)",3,NA,0.72,0.43,1,NA,221.223,0.611,NA,NA,NA,NA,NA,30,15.47,0.516,0.353
"HSLMDS [k=3] [kQuality=6] (HSLocalMDS)","HSLMDS [k=3] [kQuality=6] (HSLocalMDS)","HSLMDS (HSLocalMDS)",3,NA,0.72,0.43,1,NA,221.128,0.611,NA,NA,NA,NA,NA,30,15.47,0.516,0.353
"HSLMDS [k=34] [kQuality=31] (HSLocalMDS)","HSLMDS [k=34] [kQuality=31] (HSLocalMDS)","HSLMDS (HSLocalMDS)",34,NA,0.78,0.55,1,NA,245.499,0.722,NA,NA,NA,NA,NA,34,21.903,0.644,0.459
"HSLMDS [k=34] [kQuality=32] (HSLocalMDS)","HSLMDS [k=34] [kQuality=32] (HSLocalMDS)","HSLMDS (HSLocalMDS)",34,NA,0.79,0.58,1,NA,259.267,0.722,NA,NA,NA,NA,NA,39,26.805,0.687,0.475
"HSLMDS [k=34] [kQuality=33] (HSLocalMDS)","HSLMDS [k=34] [kQuality=33] (HSLocalMDS)","HSLMDS (HSLocalMDS)",34,NA,0.79,0.58,1,NA,259.235,0.722,NA,NA,NA,NA,NA,39,26.805,0.687,0.475
"HSLMDS [k=34] [kQuality=34] (HSLocalMDS)","HSLMDS [k=34] [kQuality=34] (HSLocalMDS)","HSLMDS (HSLocalMDS)",34,NA,0.79,0.58,1,NA,259.154,0.722,NA,NA,NA,NA,NA,39,26.805,0.687,0.475
"HSLMDS [k=34] [kQuality=35] (HSLocalMDS)","HSLMDS [k=34] [kQuality=35] (HSLocalMDS)","HSLMDS (HSLocalMDS)",34,NA,0.79,0.58,1,NA,258.928,0.722,NA,NA,NA,NA,NA,39,26.805,0.687,0.475
"HSLMDS [k=34] [kQuality=36] (HSLocalMDS)","HSLMDS [k=34] [kQuality=36] (HSLocalMDS)","HSLMDS (HSLocalMDS)",34,NA,0.79,0.58,1,NA,259.141,0.722,NA,NA,NA,NA,NA,39,26.805,0.687,0.475
"HSLMDS [k=34] [kQuality=37] (HSLocalMDS)","HSLMDS [k=34] [kQuality=37] (HSLocalMDS)","HSLMDS (HSLocalMDS)",34,NA,0.79,0.58,1,NA,259.623,0.722,NA,NA,NA,NA,NA,39,26.805,0.687,0.475
"HSLMDS [k=40] [kQuality=37] (HSLocalMDS)","HSLMDS [k=40] [kQuality=37] (HSLocalMDS)","HSLMDS (HSLocalMDS)",40,NA,0.78,0.55,1,NA,107.767,0.741,NA,NA,NA,NA,NA,39,26.227,0.672,0.461
"HSLMDS [k=40] [kQuality=38] (HSLocalMDS)","HSLMDS [k=40] [kQuality=38] (HSLocalMDS)","HSLMDS (HSLocalMDS)",40,NA,0.78,0.55,1,NA,107.578,0.741,NA,NA,NA,NA,NA,39,26.227,0.672,0.461
"HSLMDS [k=40] [kQuality=39] (HSLocalMDS)","HSLMDS [k=40] [kQuality=39] (HSLocalMDS)","HSLMDS (HSLocalMDS)",40,NA,0.78,0.55,1,NA,116.184,0.722,NA,NA,NA,NA,NA,39,26.265,0.673,0.462
"HSLMDS [k=40] [kQuality=40] (HSLocalMDS)","HSLMDS [k=40] [kQuality=40] (HSLocalMDS)","HSLMDS (HSLocalMDS)",40,NA,0.78,0.55,1,NA,115.919,0.722,NA,NA,NA,NA,NA,39,26.265,0.673,0.462
"HSLMDS [k=40] [kQuality=41] (HSLocalMDS)","HSLMDS [k=40] [kQuality=41] (HSLocalMDS)","HSLMDS (HSLocalMDS)",40,NA,0.78,0.55,1,NA,126.673,0.722,NA,NA,NA,NA,NA,39,26.243,0.673,0.461
"HSLMDS [k=40] [kQuality=42] (HSLocalMDS)","HSLMDS [k=40] [kQuality=42] (HSLocalMDS)","HSLMDS (HSLocalMDS)",40,NA,0.78,0.55,1,NA,181.203,0.741,NA,NA,NA,NA,NA,39,26.259,0.673,0.461
"HSLMDS [k=40] [kQuality=43] (HSLocalMDS)","HSLMDS [k=40] [kQuality=43] (HSLocalMDS)","HSLMDS (HSLocalMDS)",40,NA,0.78,0.55,1,NA,113.603,0.741,NA,NA,NA,NA,NA,39,26.216,0.672,0.46
"HSLMDS [k=47] [kQuality=44] (HSLocalMDS)","HSLMDS [k=47] [kQuality=44] (HSLocalMDS)","HSLMDS (HSLocalMDS)",47,NA,0.79,0.58,1,NA,94.6,0.722,NA,NA,NA,NA,NA,40,27.622,0.691,0.473
"HSLMDS [k=47] [kQuality=45] (HSLocalMDS)","HSLMDS [k=47] [kQuality=45] (HSLocalMDS)","HSLMDS (HSLocalMDS)",47,NA,0.79,0.58,1,NA,94.694,0.722,NA,NA,NA,NA,NA,40,27.622,0.691,0.473
"HSLMDS [k=47] [kQuality=46] (HSLocalMDS)","HSLMDS [k=47] [kQuality=46] (HSLocalMDS)","HSLMDS (HSLocalMDS)",47,NA,0.79,0.58,1,NA,95.501,0.722,NA,NA,NA,NA,NA,39,26.692,0.684,0.472
"HSLMDS [k=47] [kQuality=47] (HSLocalMDS)","HSLMDS [k=47] [kQuality=47] (HSLocalMDS)","HSLMDS (HSLocalMDS)",47,NA,0.79,0.58,1,NA,94.667,0.722,NA,NA,NA,NA,NA,40,27.622,0.691,0.473
"HSLMDS [k=47] [kQuality=48] (HSLocalMDS)","HSLMDS [k=47] [kQuality=48] (HSLocalMDS)","HSLMDS (HSLocalMDS)",47,NA,0.79,0.58,1,NA,94.401,0.722,NA,NA,NA,NA,NA,40,27.622,0.691,0.473
"HSLMDS [k=47] [kQuality=49] (HSLocalMDS)","HSLMDS [k=47] [kQuality=49] (HSLocalMDS)","HSLMDS (HSLocalMDS)",47,NA,0.79,0.58,1,NA,156.598,0.722,NA,NA,NA,NA,NA,39,26.697,0.685,0.473
"HSLMDS [k=47] [kQuality=50] (HSLocalMDS)","HSLMDS [k=47] [kQuality=50] (HSLocalMDS)","HSLMDS (HSLocalMDS)",47,NA,0.79,0.58,1,NA,92.3,0.722,NA,NA,NA,NA,NA,39,26.703,0.685,0.473
"HSLMDS [k=53] [kQuality=50] (HSLocalMDS)","HSLMDS [k=53] [kQuality=50] (HSLocalMDS)","HSLMDS (HSLocalMDS)",53,NA,0.78,0.57,1,NA,114.345,0.722,NA,NA,NA,NA,NA,39,26.67,0.684,0.472
"HSLMDS [k=53] [kQuality=51] (HSLocalMDS)","HSLMDS [k=53] [kQuality=51] (HSLocalMDS)","HSLMDS (HSLocalMDS)",53,NA,0.78,0.57,1,NA,114.471,0.722,NA,NA,NA,NA,NA,39,26.67,0.684,0.472
"HSLMDS [k=53] [kQuality=52] (HSLocalMDS)","HSLMDS [k=53] [kQuality=52] (HSLocalMDS)","HSLMDS (HSLocalMDS)",53,NA,0.78,0.57,1,NA,114.438,0.722,NA,NA,NA,NA,NA,39,26.67,0.684,0.472
"HSLMDS [k=53] [kQuality=53] (HSLocalMDS)","HSLMDS [k=53] [kQuality=53] (HSLocalMDS)","HSLMDS (HSLocalMDS)",53,NA,0.78,0.57,1,NA,246.119,0.722,NA,NA,NA,NA,NA,39,26.67,0.684,0.472
"HSLMDS [k=53] [kQuality=54] (HSLocalMDS)","HSLMDS [k=53] [kQuality=54] (HSLocalMDS)","HSLMDS (HSLocalMDS)",53,NA,0.78,0.57,1,NA,138.768,0.722,NA,NA,NA,NA,NA,39,26.67,0.684,0.472
"HSLMDS [k=53] [kQuality=55] (HSLocalMDS)","HSLMDS [k=53] [kQuality=55] (HSLocalMDS)","HSLMDS (HSLocalMDS)",53,NA,0.78,0.57,1,NA,114.427,0.722,NA,NA,NA,NA,NA,39,26.67,0.684,0.472
"HSLMDS [k=53] [kQuality=56] (HSLocalMDS)","HSLMDS [k=53] [kQuality=56] (HSLocalMDS)","HSLMDS (HSLocalMDS)",53,NA,0.78,0.57,1,NA,205.78,0.722,NA,NA,NA,NA,NA,39,26.659,0.684,0.472
"HSLMDS [k=59] [kQuality=56] (HSLocalMDS)","HSLMDS [k=59] [kQuality=56] (HSLocalMDS)","HSLMDS (HSLocalMDS)",59,NA,0.8,0.59,1,NA,96.764,0.685,NA,NA,NA,NA,NA,39,26.843,0.688,0.476
"HSLMDS [k=59] [kQuality=57] (HSLocalMDS)","HSLMDS [k=59] [kQuality=57] (HSLocalMDS)","HSLMDS (HSLocalMDS)",59,NA,0.8,0.59,1,NA,96.745,0.685,NA,NA,NA,NA,NA,39,26.843,0.688,0.476
"HSLMDS [k=59] [kQuality=58] (HSLocalMDS)","HSLMDS [k=59] [kQuality=58] (HSLocalMDS)","HSLMDS (HSLocalMDS)",59,NA,0.8,0.59,1,NA,96.625,0.685,NA,NA,NA,NA,NA,39,26.843,0.688,0.476
"HSLMDS [k=59] [kQuality=59] (HSLocalMDS)","HSLMDS [k=59] [kQuality=59] (HSLocalMDS)","HSLMDS (HSLocalMDS)",59,NA,0.8,0.59,1,NA,96.266,0.685,NA,NA,NA,NA,NA,39,26.843,0.688,0.476
"HSLMDS [k=59] [kQuality=60] (HSLocalMDS)","HSLMDS [k=59] [kQuality=60] (HSLocalMDS)","HSLMDS (HSLocalMDS)",59,NA,0.8,0.59,1,NA,186.503,0.667,NA,NA,NA,NA,NA,39,26.778,0.687,0.475
"HSLMDS [k=59] [kQuality=61] (HSLocalMDS)","HSLMDS [k=59] [kQuality=61] (HSLocalMDS)","HSLMDS (HSLocalMDS)",59,NA,0.8,0.59,1,NA,118.957,0.667,NA,NA,NA,NA,NA,39,26.778,0.687,0.475
"HSLMDS [k=59] [kQuality=62] (HSLocalMDS)","HSLMDS [k=59] [kQuality=62] (HSLocalMDS)","HSLMDS (HSLocalMDS)",59,NA,0.8,0.59,1,NA,119.05,0.667,NA,NA,NA,NA,NA,39,26.778,0.687,0.475
"HSLMDS [k=65] [kQuality=62] (HSLocalMDS)","HSLMDS [k=65] [kQuality=62] (HSLocalMDS)","HSLMDS (HSLocalMDS)",65,NA,0.8,0.61,1,NA,148.299,0.722,NA,NA,NA,NA,NA,39,27.081,0.694,0.482
"HSLMDS [k=65] [kQuality=63] (HSLocalMDS)","HSLMDS [k=65] [kQuality=63] (HSLocalMDS)","HSLMDS (HSLocalMDS)",65,NA,0.8,0.6,1,NA,148.425,0.722,NA,NA,NA,NA,NA,39,27.038,0.693,0.481
"HSLMDS [k=65] [kQuality=64] (HSLocalMDS)","HSLMDS [k=65] [kQuality=64] (HSLocalMDS)","HSLMDS (HSLocalMDS)",65,NA,0.8,0.61,1,NA,147.597,0.722,NA,NA,NA,NA,NA,39,27.081,0.694,0.482
"HSLMDS [k=65] [kQuality=65] (HSLocalMDS)","HSLMDS [k=65] [kQuality=65] (HSLocalMDS)","HSLMDS (HSLocalMDS)",65,NA,0.8,0.61,1,NA,148.008,0.722,NA,NA,NA,NA,NA,39,27.081,0.694,0.482
"HSLMDS [k=65] [kQuality=66] (HSLocalMDS)","HSLMDS [k=65] [kQuality=66] (HSLocalMDS)","HSLMDS (HSLocalMDS)",65,NA,0.8,0.61,1,NA,148.051,0.722,NA,NA,NA,NA,NA,39,27.081,0.694,0.482
"HSLMDS [k=65] [kQuality=67] (HSLocalMDS)","HSLMDS [k=65] [kQuality=67] (HSLocalMDS)","HSLMDS (HSLocalMDS)",65,NA,0.8,0.61,1,NA,148.129,0.722,NA,NA,NA,NA,NA,39,27.081,0.694,0.482
"HSLMDS [k=65] [kQuality=68] (HSLocalMDS)","HSLMDS [k=65] [kQuality=68] (HSLocalMDS)","HSLMDS (HSLocalMDS)",65,NA,0.8,0.61,1,NA,147.364,0.722,NA,NA,NA,NA,NA,39,27.081,0.694,0.482
"HSLMDS [k=72] [kQuality=69] (HSLocalMDS)","HSLMDS [k=72] [kQuality=69] (HSLocalMDS)","HSLMDS (HSLocalMDS)",72,NA,0.8,0.59,1,NA,96.104,0.722,NA,NA,NA,NA,NA,39,27.265,0.699,0.487
"HSLMDS [k=72] [kQuality=70] (HSLocalMDS)","HSLMDS [k=72] [kQuality=70] (HSLocalMDS)","HSLMDS (HSLocalMDS)",72,NA,0.8,0.59,1,NA,123.312,0.722,NA,NA,NA,NA,NA,39,27.254,0.699,0.487
"HSLMDS [k=72] [kQuality=71] (HSLocalMDS)","HSLMDS [k=72] [kQuality=71] (HSLocalMDS)","HSLMDS (HSLocalMDS)",72,NA,0.8,0.59,1,NA,95.999,0.722,NA,NA,NA,NA,NA,39,27.254,0.699,0.487
"HSLMDS [k=72] [kQuality=72] (HSLocalMDS)","HSLMDS [k=72] [kQuality=72] (HSLocalMDS)","HSLMDS (HSLocalMDS)",72,NA,0.8,0.59,1,NA,197.976,0.722,NA,NA,NA,NA,NA,39,27.265,0.699,0.487
"HSLMDS [k=72] [kQuality=73] (HSLocalMDS)","HSLMDS [k=72] [kQuality=73] (HSLocalMDS)","HSLMDS (HSLocalMDS)",72,NA,0.8,0.59,1,NA,96.257,0.722,NA,NA,NA,NA,NA,39,27.265,0.699,0.487
"HSLMDS [k=72] [kQuality=74] (HSLocalMDS)","HSLMDS [k=72] [kQuality=74] (HSLocalMDS)","HSLMDS (HSLocalMDS)",72,NA,0.8,0.59,1,NA,197.864,0.722,NA,NA,NA,NA,NA,39,27.265,0.699,0.487
"HSLMDS [k=72] [kQuality=75] (HSLocalMDS)","HSLMDS [k=72] [kQuality=75] (HSLocalMDS)","HSLMDS (HSLocalMDS)",72,NA,0.8,0.59,1,NA,106.445,0.722,NA,NA,NA,NA,NA,39,27.254,0.699,0.487
"HSLMDS [k=78] [kQuality=75] (HSLocalMDS)","HSLMDS [k=78] [kQuality=75] (HSLocalMDS)","HSLMDS (HSLocalMDS)",78,NA,0.81,0.62,1,NA,96.117,0.722,NA,NA,NA,NA,NA,39,27.638,0.709,0.497
"HSLMDS [k=78] [kQuality=76] (HSLocalMDS)","HSLMDS [k=78] [kQuality=76] (HSLocalMDS)","HSLMDS (HSLocalMDS)",78,NA,0.81,0.62,1,NA,96.007,0.722,NA,NA,NA,NA,NA,39,27.638,0.709,0.497
"HSLMDS [k=78] [kQuality=77] (HSLocalMDS)","HSLMDS [k=78] [kQuality=77] (HSLocalMDS)","HSLMDS (HSLocalMDS)",78,NA,0.81,0.62,1,NA,95.996,0.722,NA,NA,NA,NA,NA,39,27.638,0.709,0.497
"HSLMDS [k=78] [kQuality=78] (HSLocalMDS)","HSLMDS [k=78] [kQuality=78] (HSLocalMDS)","HSLMDS (HSLocalMDS)",78,NA,0.81,0.62,1,NA,96.009,0.722,NA,NA,NA,NA,NA,39,27.638,0.709,0.497
"HSLMDS [k=78] [kQuality=79] (HSLocalMDS)","HSLMDS [k=78] [kQuality=79] (HSLocalMDS)","HSLMDS (HSLocalMDS)",78,NA,0.81,0.62,1,NA,95.992,0.722,NA,NA,NA,NA,NA,39,27.638,0.709,0.497
"HSLMDS [k=78] [kQuality=80] (HSLocalMDS)","HSLMDS [k=78] [kQuality=80] (HSLocalMDS)","HSLMDS (HSLocalMDS)",78,NA,0.81,0.62,1,NA,95.95,0.722,NA,NA,NA,NA,NA,39,27.638,0.709,0.497
"HSLMDS [k=78] [kQuality=81] (HSLocalMDS)","HSLMDS [k=78] [kQuality=81] (HSLocalMDS)","HSLMDS (HSLocalMDS)",78,NA,0.81,0.62,1,NA,96.13,0.722,NA,NA,NA,NA,NA,39,27.638,0.709,0.497
"HSLMDS [k=84] [kQuality=81] (HSLocalMDS)","HSLMDS [k=84] [kQuality=81] (HSLocalMDS)","HSLMDS (HSLocalMDS)",84,NA,0.81,0.61,1,NA,71.618,0.722,NA,NA,NA,NA,NA,40,28.227,0.706,0.488
"HSLMDS [k=84] [kQuality=82] (HSLocalMDS)","HSLMDS [k=84] [kQuality=82] (HSLocalMDS)","HSLMDS (HSLocalMDS)",84,NA,0.81,0.61,1,NA,71.59,0.722,NA,NA,NA,NA,NA,40,28.227,0.706,0.488
"HSLMDS [k=84] [kQuality=83] (HSLocalMDS)","HSLMDS [k=84] [kQuality=83] (HSLocalMDS)","HSLMDS (HSLocalMDS)",84,NA,0.81,0.61,1,NA,71.673,0.722,NA,NA,NA,NA,NA,40,28.227,0.706,0.488
"HSLMDS [k=84] [kQuality=84] (HSLocalMDS)","HSLMDS [k=84] [kQuality=84] (HSLocalMDS)","HSLMDS (HSLocalMDS)",84,NA,0.8,0.61,1,NA,76.363,0.722,NA,NA,NA,NA,NA,40,28.232,0.706,0.488
"HSLMDS [k=84] [kQuality=85] (HSLocalMDS)","HSLMDS [k=84] [kQuality=85] (HSLocalMDS)","HSLMDS (HSLocalMDS)",84,NA,0.8,0.61,1,NA,76.185,0.722,NA,NA,NA,NA,NA,40,28.232,0.706,0.488
"HSLMDS [k=84] [kQuality=86] (HSLocalMDS)","HSLMDS [k=84] [kQuality=86] (HSLocalMDS)","HSLMDS (HSLocalMDS)",84,NA,0.81,0.61,1,NA,71.686,0.722,NA,NA,NA,NA,NA,40,28.227,0.706,0.488
"HSLMDS [k=84] [kQuality=87] (HSLocalMDS)","HSLMDS [k=84] [kQuality=87] (HSLocalMDS)","HSLMDS (HSLocalMDS)",84,NA,0.81,0.61,1,NA,78.671,0.722,NA,NA,NA,NA,NA,40,28.238,0.706,0.489
"HSLMDS [k=9] [kQuality=10] (HSLocalMDS)","HSLMDS [k=9] [kQuality=10] (HSLocalMDS)","HSLMDS (HSLocalMDS)",9,NA,0.75,0.5,1,NA,65.505,0.722,NA,NA,NA,NA,NA,34,20.022,0.589,0.404
"HSLMDS [k=9] [kQuality=11] (HSLocalMDS)","HSLMDS [k=9] [kQuality=11] (HSLocalMDS)","HSLMDS (HSLocalMDS)",9,NA,0.75,0.5,1,NA,65.503,0.722,NA,NA,NA,NA,NA,34,20.022,0.589,0.404
"HSLMDS [k=9] [kQuality=12] (HSLocalMDS)","HSLMDS [k=9] [kQuality=12] (HSLocalMDS)","HSLMDS (HSLocalMDS)",9,NA,0.75,0.5,1,NA,112.657,0.722,NA,NA,NA,NA,NA,40,24.881,0.622,0.405
"HSLMDS [k=9] [kQuality=6] (HSLocalMDS)","HSLMDS [k=9] [kQuality=6] (HSLocalMDS)","HSLMDS (HSLocalMDS)",9,NA,0.75,0.49,1,NA,164.067,0.722,NA,NA,NA,NA,NA,39,23.778,0.61,0.398
"HSLMDS [k=9] [kQuality=7] (HSLocalMDS)","HSLMDS [k=9] [kQuality=7] (HSLocalMDS)","HSLMDS (HSLocalMDS)",9,NA,0.75,0.5,1,NA,119.521,0.722,NA,NA,NA,NA,NA,39,23.995,0.615,0.403
"HSLMDS [k=9] [kQuality=8] (HSLocalMDS)","HSLMDS [k=9] [kQuality=8] (HSLocalMDS)","HSLMDS (HSLocalMDS)",9,NA,0.75,0.5,1,NA,119.99,0.722,NA,NA,NA,NA,NA,39,23.995,0.615,0.403
"HSLMDS [k=9] [kQuality=9] (HSLocalMDS)","HSLMDS [k=9] [kQuality=9] (HSLocalMDS)","HSLMDS (HSLocalMDS)",9,NA,0.75,0.5,1,NA,60.727,0.722,NA,NA,NA,NA,NA,32,18.541,0.579,0.405
"HSLMDS [k=90] [kQuality=87] (HSLocalMDS)","HSLMDS [k=90] [kQuality=87] (HSLocalMDS)","HSLMDS (HSLocalMDS)",90,NA,0.82,0.63,1,NA,181.181,0.722,NA,NA,NA,NA,NA,39,27.611,0.708,0.496
"HSLMDS [k=90] [kQuality=88] (HSLocalMDS)","HSLMDS [k=90] [kQuality=88] (HSLocalMDS)","HSLMDS (HSLocalMDS)",90,NA,0.82,0.63,1,NA,180.795,0.722,NA,NA,NA,NA,NA,39,27.611,0.708,0.496
"HSLMDS [k=90] [kQuality=89] (HSLocalMDS)","HSLMDS [k=90] [kQuality=89] (HSLocalMDS)","HSLMDS (HSLocalMDS)",90,NA,0.82,0.63,1,NA,180.836,0.722,NA,NA,NA,NA,NA,39,27.611,0.708,0.496
"HSLMDS [k=90] [kQuality=90] (HSLocalMDS)","HSLMDS [k=90] [kQuality=90] (HSLocalMDS)","HSLMDS (HSLocalMDS)",90,NA,0.82,0.63,1,NA,180.844,0.722,NA,NA,NA,NA,NA,39,27.611,0.708,0.496
"HSLMDS [k=90] [kQuality=91] (HSLocalMDS)","HSLMDS [k=90] [kQuality=91] (HSLocalMDS)","HSLMDS (HSLocalMDS)",90,NA,0.82,0.63,1,NA,180.839,0.722,NA,NA,NA,NA,NA,39,27.611,0.708,0.496
"HSLMDS [k=90] [kQuality=92] (HSLocalMDS)","HSLMDS [k=90] [kQuality=92] (HSLocalMDS)","HSLMDS (HSLocalMDS)",90,NA,0.82,0.63,1,NA,180.656,0.722,NA,NA,NA,NA,NA,39,27.611,0.708,0.496
"HSLMDS [k=90] [kQuality=93] (HSLocalMDS)","HSLMDS [k=90] [kQuality=93] (HSLocalMDS)","HSLMDS (HSLocalMDS)",90,NA,0.82,0.63,1,NA,180.614,0.722,NA,NA,NA,NA,NA,39,27.611,0.708,0.496
"HSLMDS [k=97] [kQuality=100] (HSLocalMDS)","HSLMDS [k=97] [kQuality=100] (HSLocalMDS)","HSLMDS (HSLocalMDS)",97,NA,0.82,0.64,1,NA,104.739,0.722,NA,NA,NA,NA,NA,39,27.735,0.711,0.499
"HSLMDS [k=97] [kQuality=94] (HSLocalMDS)","HSLMDS [k=97] [kQuality=94] (HSLocalMDS)","HSLMDS (HSLocalMDS)",97,NA,0.82,0.64,1,NA,104.921,0.722,NA,NA,NA,NA,NA,39,27.735,0.711,0.499
"HSLMDS [k=97] [kQuality=95] (HSLocalMDS)","HSLMDS [k=97] [kQuality=95] (HSLocalMDS)","HSLMDS (HSLocalMDS)",97,NA,0.82,0.64,1,NA,105.121,0.722,NA,NA,NA,NA,NA,39,27.735,0.711,0.499
"HSLMDS [k=97] [kQuality=96] (HSLocalMDS)","HSLMDS [k=97] [kQuality=96] (HSLocalMDS)","HSLMDS (HSLocalMDS)",97,NA,0.82,0.64,1,NA,104.908,0.722,NA,NA,NA,NA,NA,39,27.735,0.711,0.499
"HSLMDS [k=97] [kQuality=97] (HSLocalMDS)","HSLMDS [k=97] [kQuality=97] (HSLocalMDS)","HSLMDS (HSLocalMDS)",97,NA,0.82,0.64,1,NA,105.098,0.722,NA,NA,NA,NA,NA,39,27.735,0.711,0.499
"HSLMDS [k=97] [kQuality=98] (HSLocalMDS)","HSLMDS [k=97] [kQuality=98] (HSLocalMDS)","HSLMDS (HSLocalMDS)",97,NA,0.82,0.64,1,NA,105.073,0.722,NA,NA,NA,NA,NA,39,27.735,0.711,0.499
"HSLMDS [k=97] [kQuality=99] (HSLocalMDS)","HSLMDS [k=97] [kQuality=99] (HSLocalMDS)","HSLMDS (HSLocalMDS)",97,NA,0.82,0.64,1,NA,104.896,0.722,NA,NA,NA,NA,NA,39,27.735,0.711,0.499
