"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"HSLMDS [k=112] [kQuality=110] (HSLocalMDS)","HSLMDS [k=112] [kQuality=110] (HSLocalMDS)","HSLMDS (HSLocalMDS)",112,NA,0.7,0.4,1,NA,1.997,0.65,0.9,0.4,0.6,0.9,0.72,1,0.828,0.828,0.825
"HSLMDS [k=112] [kQuality=111] (HSLocalMDS)","HSLMDS [k=112] [kQuality=111] (HSLocalMDS)","HSLMDS (HSLocalMDS)",112,NA,0.7,0.4,1,NA,2.002,0.65,0.9,0.4,0.6,0.9,0.72,1,0.828,0.828,0.825
"HSLMDS [k=112] [kQuality=112] (HSLocalMDS)","HSLMDS [k=112] [kQuality=112] (HSLocalMDS)","HSLMDS (HSLocalMDS)",112,NA,0.7,0.4,1,NA,2.002,0.65,0.9,0.4,0.6,0.9,0.72,1,0.828,0.828,0.825
"HSLMDS [k=112] [kQuality=113] (HSLocalMDS)","HSLMDS [k=112] [kQuality=113] (HSLocalMDS)","HSLMDS (HSLocalMDS)",112,NA,0.7,0.4,1,NA,1.987,0.65,0.9,0.4,0.6,0.9,0.72,1,0.828,0.828,0.825
"HSLMDS [k=112] [kQuality=114] (HSLocalMDS)","HSLMDS [k=112] [kQuality=114] (HSLocalMDS)","HSLMDS (HSLocalMDS)",112,NA,0.7,0.4,1,NA,1.996,0.65,0.9,0.4,0.6,0.9,0.72,1,0.828,0.828,0.825
"HSLMDS [k=112] [kQuality=115] (HSLocalMDS)","HSLMDS [k=112] [kQuality=115] (HSLocalMDS)","HSLMDS (HSLocalMDS)",112,NA,0.7,0.4,1,NA,1.998,0.65,0.9,0.4,0.6,0.9,0.72,1,0.828,0.828,0.825
"HSLMDS [k=12] [kQuality=10] (HSLocalMDS)","HSLMDS [k=12] [kQuality=10] (HSLocalMDS)","HSLMDS (HSLocalMDS)",12,NA,0.78,0.57,1,NA,80.641,0.838,0.825,0.85,0.846,0.825,0.835,123,116.694,0.949,0.488
"HSLMDS [k=12] [kQuality=11] (HSLocalMDS)","HSLMDS [k=12] [kQuality=11] (HSLocalMDS)","HSLMDS (HSLocalMDS)",12,NA,0.78,0.57,1,NA,80.689,0.838,0.825,0.85,0.846,0.825,0.835,123,116.694,0.949,0.488
"HSLMDS [k=12] [kQuality=12] (HSLocalMDS)","HSLMDS [k=12] [kQuality=12] (HSLocalMDS)","HSLMDS (HSLocalMDS)",12,NA,0.78,0.57,1,NA,80.444,0.838,0.825,0.85,0.846,0.825,0.835,123,116.694,0.949,0.488
"HSLMDS [k=12] [kQuality=13] (HSLocalMDS)","HSLMDS [k=12] [kQuality=13] (HSLocalMDS)","HSLMDS (HSLocalMDS)",12,NA,0.78,0.57,1,NA,80.471,0.838,0.825,0.85,0.846,0.825,0.835,123,116.694,0.949,0.488
"HSLMDS [k=12] [kQuality=14] (HSLocalMDS)","HSLMDS [k=12] [kQuality=14] (HSLocalMDS)","HSLMDS (HSLocalMDS)",12,NA,0.78,0.57,1,NA,80.486,0.838,0.825,0.85,0.846,0.825,0.835,123,116.694,0.949,0.488
"HSLMDS [k=12] [kQuality=15] (HSLocalMDS)","HSLMDS [k=12] [kQuality=15] (HSLocalMDS)","HSLMDS (HSLocalMDS)",12,NA,0.78,0.57,1,NA,80.652,0.838,0.825,0.85,0.846,0.825,0.835,123,116.694,0.949,0.488
"HSLMDS [k=12] [kQuality=9] (HSLocalMDS)","HSLMDS [k=12] [kQuality=9] (HSLocalMDS)","HSLMDS (HSLocalMDS)",12,NA,0.78,0.57,1,NA,80.304,0.838,0.825,0.85,0.846,0.825,0.835,123,116.694,0.949,0.488
"HSLMDS [k=121] [kQuality=118] (HSLocalMDS)","HSLMDS [k=121] [kQuality=118] (HSLocalMDS)","HSLMDS (HSLocalMDS)",121,NA,0.85,0.7,1,NA,304.361,0.925,0.95,0.9,0.905,0.95,0.927,55,46.358,0.843,0.637
"HSLMDS [k=121] [kQuality=119] (HSLocalMDS)","HSLMDS [k=121] [kQuality=119] (HSLocalMDS)","HSLMDS (HSLocalMDS)",121,NA,0.85,0.7,1,NA,304.463,0.925,0.95,0.9,0.905,0.95,0.927,55,46.358,0.843,0.637
"HSLMDS [k=121] [kQuality=120] (HSLocalMDS)","HSLMDS [k=121] [kQuality=120] (HSLocalMDS)","HSLMDS (HSLocalMDS)",121,NA,0.85,0.7,1,NA,304.403,0.925,0.95,0.9,0.905,0.95,0.927,55,46.358,0.843,0.637
"HSLMDS [k=121] [kQuality=121] (HSLocalMDS)","HSLMDS [k=121] [kQuality=121] (HSLocalMDS)","HSLMDS (HSLocalMDS)",121,NA,0.85,0.7,1,NA,304.182,0.925,0.95,0.9,0.905,0.95,0.927,55,46.358,0.843,0.637
"HSLMDS [k=121] [kQuality=122] (HSLocalMDS)","HSLMDS [k=121] [kQuality=122] (HSLocalMDS)","HSLMDS (HSLocalMDS)",121,NA,0.85,0.7,1,NA,304.692,0.925,0.95,0.9,0.905,0.95,0.927,55,46.358,0.843,0.637
"HSLMDS [k=121] [kQuality=123] (HSLocalMDS)","HSLMDS [k=121] [kQuality=123] (HSLocalMDS)","HSLMDS (HSLocalMDS)",121,NA,0.85,0.7,1,NA,304.377,0.925,0.95,0.9,0.905,0.95,0.927,55,46.358,0.843,0.637
"HSLMDS [k=121] [kQuality=124] (HSLocalMDS)","HSLMDS [k=121] [kQuality=124] (HSLocalMDS)","HSLMDS (HSLocalMDS)",121,NA,0.85,0.7,1,NA,304.145,0.925,0.95,0.9,0.905,0.95,0.927,55,46.358,0.843,0.637
"HSLMDS [k=130] [kQuality=127] (HSLocalMDS)","HSLMDS [k=130] [kQuality=127] (HSLocalMDS)","HSLMDS (HSLocalMDS)",130,NA,0.83,0.65,1,NA,97.603,0.925,0.95,0.9,0.905,0.95,0.927,72,57.534,0.799,0.529
"HSLMDS [k=130] [kQuality=128] (HSLocalMDS)","HSLMDS [k=130] [kQuality=128] (HSLocalMDS)","HSLMDS (HSLocalMDS)",130,NA,0.83,0.65,1,NA,204.888,0.925,0.95,0.9,0.905,0.95,0.927,72,57.515,0.799,0.529
"HSLMDS [k=130] [kQuality=129] (HSLocalMDS)","HSLMDS [k=130] [kQuality=129] (HSLocalMDS)","HSLMDS (HSLocalMDS)",130,NA,0.83,0.65,1,NA,244.258,0.938,0.975,0.9,0.907,0.975,0.94,71,56.47,0.795,0.529
"HSLMDS [k=130] [kQuality=130] (HSLocalMDS)","HSLMDS [k=130] [kQuality=130] (HSLocalMDS)","HSLMDS (HSLocalMDS)",130,NA,0.83,0.66,1,NA,115.355,0.938,0.975,0.9,0.907,0.975,0.94,71,56.866,0.801,0.535
"HSLMDS [k=130] [kQuality=131] (HSLocalMDS)","HSLMDS [k=130] [kQuality=131] (HSLocalMDS)","HSLMDS (HSLocalMDS)",130,NA,0.83,0.66,1,NA,135.239,0.925,0.95,0.9,0.905,0.95,0.927,72,57.582,0.8,0.53
"HSLMDS [k=130] [kQuality=132] (HSLocalMDS)","HSLMDS [k=130] [kQuality=132] (HSLocalMDS)","HSLMDS (HSLocalMDS)",130,NA,0.83,0.65,1,NA,128.947,0.938,0.975,0.9,0.907,0.975,0.94,72,57.515,0.799,0.529
"HSLMDS [k=130] [kQuality=133] (HSLocalMDS)","HSLMDS [k=130] [kQuality=133] (HSLocalMDS)","HSLMDS (HSLocalMDS)",130,NA,0.83,0.66,1,NA,148.831,0.938,0.975,0.9,0.907,0.975,0.94,72,57.631,0.8,0.531
"HSLMDS [k=140] [kQuality=137] (HSLocalMDS)","HSLMDS [k=140] [kQuality=137] (HSLocalMDS)","HSLMDS (HSLocalMDS)",140,NA,0.81,0.62,1,NA,357.852,0.912,0.9,0.925,0.923,0.9,0.911,76,58.313,0.767,0.483
"HSLMDS [k=140] [kQuality=138] (HSLocalMDS)","HSLMDS [k=140] [kQuality=138] (HSLocalMDS)","HSLMDS (HSLocalMDS)",140,NA,0.8,0.6,1,NA,314.613,0.875,0.875,0.875,0.875,0.875,0.875,123,115.28,0.937,0.477
"HSLMDS [k=140] [kQuality=139] (HSLocalMDS)","HSLMDS [k=140] [kQuality=139] (HSLocalMDS)","HSLMDS (HSLocalMDS)",140,NA,0.78,0.56,1,NA,1823.599,0.825,0.85,0.8,0.81,0.85,0.829,123,114.556,0.931,0.471
"HSLMDS [k=140] [kQuality=140] (HSLocalMDS)","HSLMDS [k=140] [kQuality=140] (HSLocalMDS)","HSLMDS (HSLocalMDS)",140,NA,0.78,0.55,1,NA,253.44,0.875,0.875,0.875,0.875,0.875,0.875,123,114.537,0.931,0.471
"HSLMDS [k=140] [kQuality=141] (HSLocalMDS)","HSLMDS [k=140] [kQuality=141] (HSLocalMDS)","HSLMDS (HSLocalMDS)",140,NA,0.78,0.55,1,NA,253.337,0.875,0.875,0.875,0.875,0.875,0.875,123,114.537,0.931,0.471
"HSLMDS [k=140] [kQuality=142] (HSLocalMDS)","HSLMDS [k=140] [kQuality=142] (HSLocalMDS)","HSLMDS (HSLocalMDS)",140,NA,0.78,0.56,1,NA,788.363,0.838,0.85,0.825,0.829,0.85,0.84,123,114.586,0.932,0.471
"HSLMDS [k=140] [kQuality=143] (HSLocalMDS)","HSLMDS [k=140] [kQuality=143] (HSLocalMDS)","HSLMDS (HSLocalMDS)",140,NA,0.73,0.45,1,NA,573.001,0.762,0.85,0.675,0.723,0.85,0.782,123,113.634,0.924,0.463
"HSLMDS [k=149] [kQuality=146] (HSLocalMDS)","HSLMDS [k=149] [kQuality=146] (HSLocalMDS)","HSLMDS (HSLocalMDS)",149,NA,0.72,0.44,1,NA,825.597,0.55,0.5,0.6,0.556,0.5,0.526,123,112.937,0.918,0.458
"HSLMDS [k=149] [kQuality=147] (HSLocalMDS)","HSLMDS [k=149] [kQuality=147] (HSLocalMDS)","HSLMDS (HSLocalMDS)",149,NA,0.72,0.44,1,NA,826.078,0.55,0.5,0.6,0.556,0.5,0.526,123,112.937,0.918,0.458
"HSLMDS [k=149] [kQuality=148] (HSLocalMDS)","HSLMDS [k=149] [kQuality=148] (HSLocalMDS)","HSLMDS (HSLocalMDS)",149,NA,0.72,0.44,1,NA,633.491,0.6,0.575,0.625,0.605,0.575,0.59,123,112.937,0.918,0.458
"HSLMDS [k=149] [kQuality=149] (HSLocalMDS)","HSLMDS [k=149] [kQuality=149] (HSLocalMDS)","HSLMDS (HSLocalMDS)",149,NA,0.72,0.44,1,NA,633.149,0.6,0.575,0.625,0.605,0.575,0.59,123,112.937,0.918,0.458
"HSLMDS [k=149] [kQuality=150] (HSLocalMDS)","HSLMDS [k=149] [kQuality=150] (HSLocalMDS)","HSLMDS (HSLocalMDS)",149,NA,0.72,0.44,1,NA,634.058,0.6,0.575,0.625,0.605,0.575,0.59,123,112.937,0.918,0.458
"HSLMDS [k=149] [kQuality=151] (HSLocalMDS)","HSLMDS [k=149] [kQuality=151] (HSLocalMDS)","HSLMDS (HSLocalMDS)",149,NA,0.72,0.44,1,NA,631.276,0.6,0.575,0.625,0.605,0.575,0.59,123,112.937,0.918,0.458
"HSLMDS [k=149] [kQuality=152] (HSLocalMDS)","HSLMDS [k=149] [kQuality=152] (HSLocalMDS)","HSLMDS (HSLocalMDS)",149,NA,0.72,0.44,1,NA,631.415,0.6,0.575,0.625,0.605,0.575,0.59,123,112.937,0.918,0.458
"HSLMDS [k=158] [kQuality=155] (HSLocalMDS)","HSLMDS [k=158] [kQuality=155] (HSLocalMDS)","HSLMDS (HSLocalMDS)",158,NA,0.73,0.46,1,NA,641.98,0.488,0.5,0.475,0.488,0.5,0.494,123,112.414,0.914,0.453
"HSLMDS [k=158] [kQuality=156] (HSLocalMDS)","HSLMDS [k=158] [kQuality=156] (HSLocalMDS)","HSLMDS (HSLocalMDS)",158,NA,0.73,0.46,1,NA,642.179,0.488,0.5,0.475,0.488,0.5,0.494,123,112.414,0.914,0.453
"HSLMDS [k=158] [kQuality=157] (HSLocalMDS)","HSLMDS [k=158] [kQuality=157] (HSLocalMDS)","HSLMDS (HSLocalMDS)",158,NA,0.74,0.49,1,NA,615.645,0.512,0.4,0.625,0.516,0.4,0.451,123,113.888,0.926,0.465
"HSLMDS [k=158] [kQuality=158] (HSLocalMDS)","HSLMDS [k=158] [kQuality=158] (HSLocalMDS)","HSLMDS (HSLocalMDS)",158,NA,0.74,0.49,1,NA,615.616,0.512,0.4,0.625,0.516,0.4,0.451,123,113.888,0.926,0.465
"HSLMDS [k=158] [kQuality=159] (HSLocalMDS)","HSLMDS [k=158] [kQuality=159] (HSLocalMDS)","HSLMDS (HSLocalMDS)",158,NA,0.74,0.49,1,NA,615.715,0.512,0.4,0.625,0.516,0.4,0.451,123,113.888,0.926,0.465
"HSLMDS [k=158] [kQuality=160] (HSLocalMDS)","HSLMDS [k=158] [kQuality=160] (HSLocalMDS)","HSLMDS (HSLocalMDS)",158,NA,0.74,0.49,1,NA,616.666,0.512,0.4,0.625,0.516,0.4,0.451,123,113.888,0.926,0.465
"HSLMDS [k=158] [kQuality=161] (HSLocalMDS)","HSLMDS [k=158] [kQuality=161] (HSLocalMDS)","HSLMDS (HSLocalMDS)",158,NA,0.74,0.49,1,NA,615.297,0.512,0.4,0.625,0.516,0.4,0.451,123,113.888,0.926,0.465
"HSLMDS [k=167] [kQuality=164] (HSLocalMDS)","HSLMDS [k=167] [kQuality=164] (HSLocalMDS)","HSLMDS (HSLocalMDS)",167,NA,0.8,0.59,1,NA,536.666,0.912,0.9,0.925,0.923,0.9,0.911,123,112.791,0.917,0.456
"HSLMDS [k=167] [kQuality=165] (HSLocalMDS)","HSLMDS [k=167] [kQuality=165] (HSLocalMDS)","HSLMDS (HSLocalMDS)",167,NA,0.8,0.59,1,NA,537.012,0.912,0.9,0.925,0.923,0.9,0.911,123,112.791,0.917,0.456
"HSLMDS [k=167] [kQuality=166] (HSLocalMDS)","HSLMDS [k=167] [kQuality=166] (HSLocalMDS)","HSLMDS (HSLocalMDS)",167,NA,0.8,0.59,1,NA,523.714,0.925,0.925,0.925,0.925,0.925,0.925,123,112.802,0.917,0.456
"HSLMDS [k=167] [kQuality=167] (HSLocalMDS)","HSLMDS [k=167] [kQuality=167] (HSLocalMDS)","HSLMDS (HSLocalMDS)",167,NA,0.8,0.59,1,NA,1738.132,0.925,0.925,0.925,0.925,0.925,0.925,123,112.806,0.917,0.456
"HSLMDS [k=167] [kQuality=168] (HSLocalMDS)","HSLMDS [k=167] [kQuality=168] (HSLocalMDS)","HSLMDS (HSLocalMDS)",167,NA,0.8,0.59,1,NA,482.889,0.925,0.925,0.925,0.925,0.925,0.925,123,112.806,0.917,0.456
"HSLMDS [k=167] [kQuality=169] (HSLocalMDS)","HSLMDS [k=167] [kQuality=169] (HSLocalMDS)","HSLMDS (HSLocalMDS)",167,NA,0.8,0.59,1,NA,483.351,0.925,0.925,0.925,0.925,0.925,0.925,123,112.806,0.917,0.456
"HSLMDS [k=167] [kQuality=170] (HSLocalMDS)","HSLMDS [k=167] [kQuality=170] (HSLocalMDS)","HSLMDS (HSLocalMDS)",167,NA,0.8,0.59,1,NA,482.496,0.925,0.925,0.925,0.925,0.925,0.925,123,112.806,0.917,0.456
"HSLMDS [k=176] [kQuality=173] (HSLocalMDS)","HSLMDS [k=176] [kQuality=173] (HSLocalMDS)","HSLMDS (HSLocalMDS)",176,NA,0.8,0.6,1,NA,334.274,0.9,0.9,0.9,0.9,0.9,0.9,123,111.937,0.91,0.449
"HSLMDS [k=176] [kQuality=174] (HSLocalMDS)","HSLMDS [k=176] [kQuality=174] (HSLocalMDS)","HSLMDS (HSLocalMDS)",176,NA,0.8,0.6,1,NA,278.466,0.9,0.9,0.9,0.9,0.9,0.9,123,111.937,0.91,0.449
"HSLMDS [k=176] [kQuality=175] (HSLocalMDS)","HSLMDS [k=176] [kQuality=175] (HSLocalMDS)","HSLMDS (HSLocalMDS)",176,NA,0.8,0.6,1,NA,598.381,0.9,0.9,0.9,0.9,0.9,0.9,123,112,0.911,0.45
"HSLMDS [k=176] [kQuality=176] (HSLocalMDS)","HSLMDS [k=176] [kQuality=176] (HSLocalMDS)","HSLMDS (HSLocalMDS)",176,NA,0.8,0.6,1,NA,334.065,0.9,0.9,0.9,0.9,0.9,0.9,123,111.937,0.91,0.449
"HSLMDS [k=176] [kQuality=177] (HSLocalMDS)","HSLMDS [k=176] [kQuality=177] (HSLocalMDS)","HSLMDS (HSLocalMDS)",176,NA,0.8,0.6,1,NA,278.514,0.9,0.9,0.9,0.9,0.9,0.9,123,111.937,0.91,0.449
"HSLMDS [k=176] [kQuality=178] (HSLocalMDS)","HSLMDS [k=176] [kQuality=178] (HSLocalMDS)","HSLMDS (HSLocalMDS)",176,NA,0.8,0.6,1,NA,277.937,0.9,0.9,0.9,0.9,0.9,0.9,123,111.937,0.91,0.449
"HSLMDS [k=176] [kQuality=179] (HSLocalMDS)","HSLMDS [k=176] [kQuality=179] (HSLocalMDS)","HSLMDS (HSLocalMDS)",176,NA,0.8,0.6,1,NA,365.295,0.912,0.9,0.925,0.923,0.9,0.911,123,111.918,0.91,0.449
"HSLMDS [k=185] [kQuality=182] (HSLocalMDS)","HSLMDS [k=185] [kQuality=182] (HSLocalMDS)","HSLMDS (HSLocalMDS)",185,NA,0.8,0.61,1,NA,236.257,0.925,0.95,0.9,0.905,0.95,0.927,112,97.433,0.87,0.45
"HSLMDS [k=185] [kQuality=183] (HSLocalMDS)","HSLMDS [k=185] [kQuality=183] (HSLocalMDS)","HSLMDS (HSLocalMDS)",185,NA,0.8,0.6,1,NA,221.149,0.912,0.95,0.875,0.884,0.95,0.916,112,97.34,0.869,0.45
"HSLMDS [k=185] [kQuality=184] (HSLocalMDS)","HSLMDS [k=185] [kQuality=184] (HSLocalMDS)","HSLMDS (HSLocalMDS)",185,NA,0.8,0.61,1,NA,222.571,0.925,0.95,0.9,0.905,0.95,0.927,112,97.433,0.87,0.45
"HSLMDS [k=185] [kQuality=185] (HSLocalMDS)","HSLMDS [k=185] [kQuality=185] (HSLocalMDS)","HSLMDS (HSLocalMDS)",185,NA,0.8,0.61,1,NA,236.013,0.925,0.95,0.9,0.905,0.95,0.927,112,97.433,0.87,0.45
"HSLMDS [k=185] [kQuality=186] (HSLocalMDS)","HSLMDS [k=185] [kQuality=186] (HSLocalMDS)","HSLMDS (HSLocalMDS)",185,NA,0.8,0.61,1,NA,236.068,0.925,0.95,0.9,0.905,0.95,0.927,112,97.433,0.87,0.45
"HSLMDS [k=185] [kQuality=187] (HSLocalMDS)","HSLMDS [k=185] [kQuality=187] (HSLocalMDS)","HSLMDS (HSLocalMDS)",185,NA,0.8,0.61,1,NA,235.787,0.925,0.95,0.9,0.905,0.95,0.927,112,97.433,0.87,0.45
"HSLMDS [k=185] [kQuality=188] (HSLocalMDS)","HSLMDS [k=185] [kQuality=188] (HSLocalMDS)","HSLMDS (HSLocalMDS)",185,NA,0.8,0.61,1,NA,235.921,0.925,0.95,0.9,0.905,0.95,0.927,112,97.433,0.87,0.45
"HSLMDS [k=194] [kQuality=191] (HSLocalMDS)","HSLMDS [k=194] [kQuality=191] (HSLocalMDS)","HSLMDS (HSLocalMDS)",194,NA,0.83,0.66,1,NA,142.643,0.912,0.925,0.9,0.902,0.925,0.914,73,58.265,0.798,0.525
"HSLMDS [k=194] [kQuality=192] (HSLocalMDS)","HSLMDS [k=194] [kQuality=192] (HSLocalMDS)","HSLMDS (HSLocalMDS)",194,NA,0.83,0.66,1,NA,293.457,0.912,0.925,0.9,0.902,0.925,0.914,79,64.81,0.82,0.524
"HSLMDS [k=194] [kQuality=193] (HSLocalMDS)","HSLMDS [k=194] [kQuality=193] (HSLocalMDS)","HSLMDS (HSLocalMDS)",194,NA,0.83,0.66,1,NA,174.217,0.912,0.925,0.9,0.902,0.925,0.914,79,64.828,0.821,0.525
"HSLMDS [k=194] [kQuality=194] (HSLocalMDS)","HSLMDS [k=194] [kQuality=194] (HSLocalMDS)","HSLMDS (HSLocalMDS)",194,NA,0.83,0.66,1,NA,202.605,0.912,0.925,0.9,0.902,0.925,0.914,73,58.276,0.798,0.525
"HSLMDS [k=194] [kQuality=195] (HSLocalMDS)","HSLMDS [k=194] [kQuality=195] (HSLocalMDS)","HSLMDS (HSLocalMDS)",194,NA,0.83,0.66,1,NA,150.52,0.912,0.925,0.9,0.902,0.925,0.914,73,58.276,0.798,0.525
"HSLMDS [k=194] [kQuality=196] (HSLocalMDS)","HSLMDS [k=194] [kQuality=196] (HSLocalMDS)","HSLMDS (HSLocalMDS)",194,NA,0.83,0.66,1,NA,369.115,0.912,0.925,0.9,0.902,0.925,0.914,79,64.81,0.82,0.524
"HSLMDS [k=194] [kQuality=197] (HSLocalMDS)","HSLMDS [k=194] [kQuality=197] (HSLocalMDS)","HSLMDS (HSLocalMDS)",194,NA,0.83,0.66,1,NA,369.199,0.912,0.925,0.9,0.902,0.925,0.914,79,64.81,0.82,0.524
"HSLMDS [k=203] [kQuality=200] (HSLocalMDS)","HSLMDS [k=203] [kQuality=200] (HSLocalMDS)","HSLMDS (HSLocalMDS)",203,NA,0.84,0.69,1,NA,269.277,0.938,0.975,0.9,0.907,0.975,0.94,80,68.187,0.852,0.553
"HSLMDS [k=203] [kQuality=201] (HSLocalMDS)","HSLMDS [k=203] [kQuality=201] (HSLocalMDS)","HSLMDS (HSLocalMDS)",203,NA,0.84,0.69,1,NA,268.838,0.938,0.975,0.9,0.907,0.975,0.94,80,68.187,0.852,0.553
"HSLMDS [k=203] [kQuality=202] (HSLocalMDS)","HSLMDS [k=203] [kQuality=202] (HSLocalMDS)","HSLMDS (HSLocalMDS)",203,NA,0.84,0.69,1,NA,268.832,0.938,0.975,0.9,0.907,0.975,0.94,80,68.187,0.852,0.553
"HSLMDS [k=203] [kQuality=203] (HSLocalMDS)","HSLMDS [k=203] [kQuality=203] (HSLocalMDS)","HSLMDS (HSLocalMDS)",203,NA,0.84,0.69,1,NA,268.38,0.938,0.975,0.9,0.907,0.975,0.94,80,68.187,0.852,0.553
"HSLMDS [k=203] [kQuality=204] (HSLocalMDS)","HSLMDS [k=203] [kQuality=204] (HSLocalMDS)","HSLMDS (HSLocalMDS)",203,NA,0.81,0.62,1,NA,261.093,0.912,0.925,0.9,0.902,0.925,0.914,80,62.228,0.778,0.478
"HSLMDS [k=203] [kQuality=205] (HSLocalMDS)","HSLMDS [k=203] [kQuality=205] (HSLocalMDS)","HSLMDS (HSLocalMDS)",203,NA,0.81,0.62,1,NA,261.253,0.912,0.925,0.9,0.902,0.925,0.914,80,62.228,0.778,0.478
"HSLMDS [k=203] [kQuality=206] (HSLocalMDS)","HSLMDS [k=203] [kQuality=206] (HSLocalMDS)","HSLMDS (HSLocalMDS)",203,NA,0.81,0.62,1,NA,439.027,0.9,0.975,0.825,0.848,0.975,0.907,80,62.243,0.778,0.478
"HSLMDS [k=21] [kQuality=18] (HSLocalMDS)","HSLMDS [k=21] [kQuality=18] (HSLocalMDS)","HSLMDS (HSLocalMDS)",21,NA,0.75,0.49,1,NA,29.592,0.688,0.575,0.8,0.742,0.575,0.648,27,18.414,0.682,0.581
"HSLMDS [k=21] [kQuality=19] (HSLocalMDS)","HSLMDS [k=21] [kQuality=19] (HSLocalMDS)","HSLMDS (HSLocalMDS)",21,NA,0.75,0.49,1,NA,29.627,0.688,0.575,0.8,0.742,0.575,0.648,27,18.414,0.682,0.581
"HSLMDS [k=21] [kQuality=20] (HSLocalMDS)","HSLMDS [k=21] [kQuality=20] (HSLocalMDS)","HSLMDS (HSLocalMDS)",21,NA,0.75,0.49,1,NA,29.682,0.688,0.575,0.8,0.742,0.575,0.648,27,18.414,0.682,0.581
"HSLMDS [k=21] [kQuality=21] (HSLocalMDS)","HSLMDS [k=21] [kQuality=21] (HSLocalMDS)","HSLMDS (HSLocalMDS)",21,NA,0.75,0.49,1,NA,29.589,0.688,0.575,0.8,0.742,0.575,0.648,27,18.414,0.682,0.581
"HSLMDS [k=21] [kQuality=22] (HSLocalMDS)","HSLMDS [k=21] [kQuality=22] (HSLocalMDS)","HSLMDS (HSLocalMDS)",21,NA,0.75,0.49,1,NA,29.777,0.688,0.575,0.8,0.742,0.575,0.648,27,18.414,0.682,0.581
"HSLMDS [k=21] [kQuality=23] (HSLocalMDS)","HSLMDS [k=21] [kQuality=23] (HSLocalMDS)","HSLMDS (HSLocalMDS)",21,NA,0.75,0.49,1,NA,29.632,0.688,0.575,0.8,0.742,0.575,0.648,27,18.414,0.682,0.581
"HSLMDS [k=21] [kQuality=24] (HSLocalMDS)","HSLMDS [k=21] [kQuality=24] (HSLocalMDS)","HSLMDS (HSLocalMDS)",21,NA,0.75,0.49,1,NA,29.639,0.688,0.575,0.8,0.742,0.575,0.648,27,18.414,0.682,0.581
