"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"HSLMDS [k=51] [kQuality=48] (NLDR)","HSLMDS [k=51] [kQuality=48] (NLDR)","HSLMDS (NLDR)",51,NA,0.74,0.48,1,NA,1.264,0.923,1,0.846,0.867,1,0.929,22,13.593,0.618,0.373
"HSLMDS [k=51] [kQuality=49] (NLDR)","HSLMDS [k=51] [kQuality=49] (NLDR)","HSLMDS (NLDR)",51,NA,0.74,0.48,1,NA,1.131,0.923,1,0.846,0.867,1,0.929,26,17.231,0.663,0.374
"HSLMDS [k=51] [kQuality=50] (NLDR)","HSLMDS [k=51] [kQuality=50] (NLDR)","HSLMDS (NLDR)",51,NA,0.74,0.48,1,NA,1.234,0.923,1,0.846,0.867,1,0.929,22,13.593,0.618,0.373
"HSLMDS [k=51] [kQuality=51] (NLDR)","HSLMDS [k=51] [kQuality=51] (NLDR)","HSLMDS (NLDR)",51,NA,0.74,0.48,1,NA,1.265,0.923,1,0.846,0.867,1,0.929,22,13.593,0.618,0.373
"HSLMDS [k=51] [kQuality=52] (NLDR)","HSLMDS [k=51] [kQuality=52] (NLDR)","HSLMDS (NLDR)",51,NA,0.74,0.48,1,NA,1.257,0.923,1,0.846,0.867,1,0.929,22,13.593,0.618,0.373
"HSLMDS [k=51] [kQuality=53] (NLDR)","HSLMDS [k=51] [kQuality=53] (NLDR)","HSLMDS (NLDR)",51,NA,0.74,0.48,1,NA,1.1,0.923,1,0.846,0.867,1,0.929,26,17.231,0.663,0.374
"HSLMDS [k=51] [kQuality=54] (NLDR)","HSLMDS [k=51] [kQuality=54] (NLDR)","HSLMDS (NLDR)",51,NA,0.74,0.48,1,NA,1.264,0.923,1,0.846,0.867,1,0.929,22,13.593,0.618,0.373
"HSLMDS [k=54] (rNLDR)","HSLMDS [k=54] (rNLDR)","HSLMDS (rNLDR)",54,NA,0.78,0.55,1,NA,51.152,0.923,1,0.846,0.867,1,0.929,13,7.143,0.549,0.405
"HSLMDS [k=54] [kQuality=51] (NLDR)","HSLMDS [k=54] [kQuality=51] (NLDR)","HSLMDS (NLDR)",54,NA,0.77,0.53,1,NA,0.677,0.885,1,0.769,0.812,1,0.897,13,6.901,0.531,0.386
"HSLMDS [k=54] [kQuality=52] (NLDR)","HSLMDS [k=54] [kQuality=52] (NLDR)","HSLMDS (NLDR)",54,NA,0.77,0.53,1,NA,0.616,0.885,1,0.769,0.812,1,0.897,13,6.901,0.531,0.386
"HSLMDS [k=54] [kQuality=53] (NLDR)","HSLMDS [k=54] [kQuality=53] (NLDR)","HSLMDS (NLDR)",54,NA,0.77,0.53,1,NA,0.677,0.885,1,0.769,0.812,1,0.897,13,6.901,0.531,0.386
"HSLMDS [k=54] [kQuality=54] (NLDR)","HSLMDS [k=54] [kQuality=54] (NLDR)","HSLMDS (NLDR)",54,NA,0.76,0.52,1,NA,0.653,0.885,0.923,0.846,0.857,0.923,0.889,27,18.484,0.685,0.385
"HSLMDS [k=54] [kQuality=55] (NLDR)","HSLMDS [k=54] [kQuality=55] (NLDR)","HSLMDS (NLDR)",54,NA,0.76,0.52,1,NA,0.638,0.885,0.923,0.846,0.857,0.923,0.889,27,18.484,0.685,0.385
"HSLMDS [k=54] [kQuality=56] (NLDR)","HSLMDS [k=54] [kQuality=56] (NLDR)","HSLMDS (NLDR)",54,NA,0.76,0.52,1,NA,0.638,0.885,0.923,0.846,0.857,0.923,0.889,27,18.484,0.685,0.385
"HSLMDS [k=54] [kQuality=57] (NLDR)","HSLMDS [k=54] [kQuality=57] (NLDR)","HSLMDS (NLDR)",54,NA,0.76,0.52,1,NA,0.645,0.885,0.923,0.846,0.857,0.923,0.889,27,18.484,0.685,0.385
"HSLMDS [k=57] (rNLDR)","HSLMDS [k=57] (rNLDR)","HSLMDS (rNLDR)",57,NA,0.79,0.58,1,NA,70.01,0.962,1,0.923,0.929,1,0.963,26,18.824,0.724,0.435
"HSLMDS [k=57] [kQuality=54] (NLDR)","HSLMDS [k=57] [kQuality=54] (NLDR)","HSLMDS (NLDR)",57,NA,0.75,0.5,1,NA,1.816,0.923,1,0.846,0.867,1,0.929,21,12.626,0.601,0.368
"HSLMDS [k=57] [kQuality=55] (NLDR)","HSLMDS [k=57] [kQuality=55] (NLDR)","HSLMDS (NLDR)",57,NA,0.75,0.5,1,NA,1.784,0.923,1,0.846,0.867,1,0.929,21,12.626,0.601,0.368
"HSLMDS [k=57] [kQuality=56] (NLDR)","HSLMDS [k=57] [kQuality=56] (NLDR)","HSLMDS (NLDR)",57,NA,0.75,0.5,1,NA,1.797,0.923,1,0.846,0.867,1,0.929,21,12.626,0.601,0.368
"HSLMDS [k=57] [kQuality=57] (NLDR)","HSLMDS [k=57] [kQuality=57] (NLDR)","HSLMDS (NLDR)",57,NA,0.75,0.5,1,NA,1.791,0.923,1,0.846,0.867,1,0.929,21,12.626,0.601,0.368
"HSLMDS [k=57] [kQuality=58] (NLDR)","HSLMDS [k=57] [kQuality=58] (NLDR)","HSLMDS (NLDR)",57,NA,0.75,0.5,1,NA,3.188,0.923,1,0.846,0.867,1,0.929,21,12.637,0.602,0.368
"HSLMDS [k=57] [kQuality=59] (NLDR)","HSLMDS [k=57] [kQuality=59] (NLDR)","HSLMDS (NLDR)",57,NA,0.75,0.5,1,NA,3.226,0.923,1,0.846,0.867,1,0.929,21,12.637,0.602,0.368
"HSLMDS [k=57] [kQuality=60] (NLDR)","HSLMDS [k=57] [kQuality=60] (NLDR)","HSLMDS (NLDR)",57,NA,0.75,0.5,1,NA,1.758,0.923,1,0.846,0.867,1,0.929,21,12.626,0.601,0.368
"HSLMDS [k=6] (rNLDR)","HSLMDS [k=6] (rNLDR)","HSLMDS (rNLDR)",6,NA,0.71,0.41,1,NA,72.647,0.923,1,0.846,0.867,1,0.929,25,16.066,0.643,0.365
"HSLMDS [k=6] [kQuality=3] (NLDR)","HSLMDS [k=6] [kQuality=3] (NLDR)","HSLMDS (NLDR)",6,NA,0.71,0.41,1,NA,0.889,0.923,1,0.846,0.867,1,0.929,25,16.066,0.643,0.365
"HSLMDS [k=6] [kQuality=4] (NLDR)","HSLMDS [k=6] [kQuality=4] (NLDR)","HSLMDS (NLDR)",6,NA,0.7,0.4,1,NA,1.837,0.923,1,0.846,0.867,1,0.929,26,16.692,0.642,0.353
"HSLMDS [k=6] [kQuality=5] (NLDR)","HSLMDS [k=6] [kQuality=5] (NLDR)","HSLMDS (NLDR)",6,NA,0.71,0.41,1,NA,1.067,0.923,1,0.846,0.867,1,0.929,21,12.571,0.599,0.365
"HSLMDS [k=6] [kQuality=6] (NLDR)","HSLMDS [k=6] [kQuality=6] (NLDR)","HSLMDS (NLDR)",6,NA,0.72,0.44,1,NA,4.435,0.923,1,0.846,0.867,1,0.929,21,13.231,0.63,0.397
"HSLMDS [k=6] [kQuality=7] (NLDR)","HSLMDS [k=6] [kQuality=7] (NLDR)","HSLMDS (NLDR)",6,NA,0.72,0.44,1,NA,0.889,0.923,1,0.846,0.867,1,0.929,21,13.253,0.631,0.398
"HSLMDS [k=6] [kQuality=8] (NLDR)","HSLMDS [k=6] [kQuality=8] (NLDR)","HSLMDS (NLDR)",6,NA,0.71,0.41,1,NA,0.916,0.923,1,0.846,0.867,1,0.929,25,16.066,0.643,0.365
"HSLMDS [k=6] [kQuality=9] (NLDR)","HSLMDS [k=6] [kQuality=9] (NLDR)","HSLMDS (NLDR)",6,NA,0.72,0.44,1,NA,1.125,0.923,1,0.846,0.867,1,0.929,21,13.231,0.63,0.397
"HSLMDS [k=60] (rNLDR)","HSLMDS [k=60] (rNLDR)","HSLMDS (rNLDR)",60,NA,0.78,0.56,1,NA,57.137,0.962,1,0.923,0.929,1,0.963,27,19.286,0.714,0.414
"HSLMDS [k=60] [kQuality=57] (NLDR)","HSLMDS [k=60] [kQuality=57] (NLDR)","HSLMDS (NLDR)",60,NA,0.75,0.5,1,NA,1.956,0.885,1,0.769,0.812,1,0.897,24,15.22,0.634,0.367
"HSLMDS [k=60] [kQuality=58] (NLDR)","HSLMDS [k=60] [kQuality=58] (NLDR)","HSLMDS (NLDR)",60,NA,0.75,0.5,1,NA,1.909,0.885,1,0.769,0.812,1,0.897,24,15.22,0.634,0.367
"HSLMDS [k=60] [kQuality=59] (NLDR)","HSLMDS [k=60] [kQuality=59] (NLDR)","HSLMDS (NLDR)",60,NA,0.75,0.5,1,NA,1.07,0.885,1,0.769,0.812,1,0.897,26,17.033,0.655,0.366
"HSLMDS [k=60] [kQuality=60] (NLDR)","HSLMDS [k=60] [kQuality=60] (NLDR)","HSLMDS (NLDR)",60,NA,0.75,0.5,1,NA,1.063,0.885,1,0.769,0.812,1,0.897,26,17.033,0.655,0.366
"HSLMDS [k=60] [kQuality=61] (NLDR)","HSLMDS [k=60] [kQuality=61] (NLDR)","HSLMDS (NLDR)",60,NA,0.75,0.5,1,NA,1.958,0.885,1,0.769,0.812,1,0.897,24,15.22,0.634,0.367
"HSLMDS [k=60] [kQuality=62] (NLDR)","HSLMDS [k=60] [kQuality=62] (NLDR)","HSLMDS (NLDR)",60,NA,0.75,0.5,1,NA,1.052,0.885,1,0.769,0.812,1,0.897,26,17.033,0.655,0.366
"HSLMDS [k=60] [kQuality=63] (NLDR)","HSLMDS [k=60] [kQuality=63] (NLDR)","HSLMDS (NLDR)",60,NA,0.73,0.46,1,NA,1.097,0.885,1,0.769,0.812,1,0.897,25,15.363,0.615,0.337
"HSLMDS [k=63] (rNLDR)","HSLMDS [k=63] (rNLDR)","HSLMDS (rNLDR)",63,NA,0.78,0.56,1,NA,70.37,0.846,1,0.692,0.765,1,0.867,17,10.396,0.612,0.423
"HSLMDS [k=63] [kQuality=60] (NLDR)","HSLMDS [k=63] [kQuality=60] (NLDR)","HSLMDS (NLDR)",63,NA,0.75,0.5,1,NA,1.474,0.885,1,0.769,0.812,1,0.897,25,16.121,0.645,0.367
"HSLMDS [k=63] [kQuality=61] (NLDR)","HSLMDS [k=63] [kQuality=61] (NLDR)","HSLMDS (NLDR)",63,NA,0.75,0.5,1,NA,1.414,0.885,1,0.769,0.812,1,0.897,25,16.121,0.645,0.367
"HSLMDS [k=63] [kQuality=62] (NLDR)","HSLMDS [k=63] [kQuality=62] (NLDR)","HSLMDS (NLDR)",63,NA,0.75,0.5,1,NA,1.454,0.885,1,0.769,0.812,1,0.897,25,16.121,0.645,0.367
"HSLMDS [k=63] [kQuality=63] (NLDR)","HSLMDS [k=63] [kQuality=63] (NLDR)","HSLMDS (NLDR)",63,NA,0.75,0.5,1,NA,1.469,0.885,1,0.769,0.812,1,0.897,25,16.121,0.645,0.367
"HSLMDS [k=63] [kQuality=64] (NLDR)","HSLMDS [k=63] [kQuality=64] (NLDR)","HSLMDS (NLDR)",63,NA,0.75,0.5,1,NA,1.376,0.885,1,0.769,0.812,1,0.897,25,16.121,0.645,0.367
"HSLMDS [k=63] [kQuality=65] (NLDR)","HSLMDS [k=63] [kQuality=65] (NLDR)","HSLMDS (NLDR)",63,NA,0.75,0.5,1,NA,1.587,0.885,1,0.769,0.812,1,0.897,24,15.22,0.634,0.367
"HSLMDS [k=63] [kQuality=66] (NLDR)","HSLMDS [k=63] [kQuality=66] (NLDR)","HSLMDS (NLDR)",63,NA,0.75,0.5,1,NA,1.462,0.885,1,0.769,0.812,1,0.897,25,16.121,0.645,0.367
"HSLMDS [k=66] (rNLDR)","HSLMDS [k=66] (rNLDR)","HSLMDS (rNLDR)",66,NA,0.77,0.53,1,NA,53.22,0.962,1,0.923,0.929,1,0.963,13,7.066,0.544,0.399
"HSLMDS [k=66] [kQuality=63] (NLDR)","HSLMDS [k=66] [kQuality=63] (NLDR)","HSLMDS (NLDR)",66,NA,0.76,0.51,1,NA,1.724,0.962,1,0.923,0.929,1,0.963,15,8.165,0.544,0.378
"HSLMDS [k=66] [kQuality=64] (NLDR)","HSLMDS [k=66] [kQuality=64] (NLDR)","HSLMDS (NLDR)",66,NA,0.76,0.51,1,NA,0.859,0.885,1,0.769,0.812,1,0.897,14,7.527,0.538,0.382
"HSLMDS [k=66] [kQuality=65] (NLDR)","HSLMDS [k=66] [kQuality=65] (NLDR)","HSLMDS (NLDR)",66,NA,0.76,0.51,1,NA,1.568,0.962,1,0.923,0.929,1,0.963,15,8.187,0.546,0.379
"HSLMDS [k=66] [kQuality=66] (NLDR)","HSLMDS [k=66] [kQuality=66] (NLDR)","HSLMDS (NLDR)",66,NA,0.76,0.51,1,NA,0.67,0.962,1,0.923,0.929,1,0.963,14,7.505,0.536,0.381
"HSLMDS [k=66] [kQuality=67] (NLDR)","HSLMDS [k=66] [kQuality=67] (NLDR)","HSLMDS (NLDR)",66,NA,0.76,0.51,1,NA,0.671,0.962,1,0.923,0.929,1,0.963,14,7.505,0.536,0.381
"HSLMDS [k=66] [kQuality=68] (NLDR)","HSLMDS [k=66] [kQuality=68] (NLDR)","HSLMDS (NLDR)",66,NA,0.76,0.51,1,NA,2.28,0.885,1,0.769,0.812,1,0.897,14,7.505,0.536,0.381
"HSLMDS [k=66] [kQuality=69] (NLDR)","HSLMDS [k=66] [kQuality=69] (NLDR)","HSLMDS (NLDR)",66,NA,0.76,0.51,1,NA,0.86,0.885,1,0.769,0.812,1,0.897,14,7.527,0.538,0.382
"HSLMDS [k=69] (rNLDR)","HSLMDS [k=69] (rNLDR)","HSLMDS (rNLDR)",69,NA,0.77,0.54,1,NA,55.044,0.923,1,0.846,0.867,1,0.929,25,17.11,0.684,0.407
"HSLMDS [k=69] [kQuality=66] (NLDR)","HSLMDS [k=69] [kQuality=66] (NLDR)","HSLMDS (NLDR)",69,NA,0.76,0.51,1,NA,1.381,0.923,1,0.846,0.867,1,0.929,15,8.286,0.552,0.386
"HSLMDS [k=69] [kQuality=67] (NLDR)","HSLMDS [k=69] [kQuality=67] (NLDR)","HSLMDS (NLDR)",69,NA,0.76,0.51,1,NA,2.666,0.923,1,0.846,0.867,1,0.929,15,8.231,0.549,0.382
"HSLMDS [k=69] [kQuality=68] (NLDR)","HSLMDS [k=69] [kQuality=68] (NLDR)","HSLMDS (NLDR)",69,NA,0.76,0.51,1,NA,2.575,0.923,1,0.846,0.867,1,0.929,15,8.231,0.549,0.382
"HSLMDS [k=69] [kQuality=69] (NLDR)","HSLMDS [k=69] [kQuality=69] (NLDR)","HSLMDS (NLDR)",69,NA,0.76,0.51,1,NA,2.621,0.923,1,0.846,0.867,1,0.929,15,8.231,0.549,0.382
"HSLMDS [k=69] [kQuality=70] (NLDR)","HSLMDS [k=69] [kQuality=70] (NLDR)","HSLMDS (NLDR)",69,NA,0.76,0.51,1,NA,1.575,0.923,1,0.846,0.867,1,0.929,15,8.275,0.552,0.385
"HSLMDS [k=69] [kQuality=71] (NLDR)","HSLMDS [k=69] [kQuality=71] (NLDR)","HSLMDS (NLDR)",69,NA,0.76,0.51,1,NA,1.253,0.923,1,0.846,0.867,1,0.929,15,8.264,0.551,0.384
"HSLMDS [k=69] [kQuality=72] (NLDR)","HSLMDS [k=69] [kQuality=72] (NLDR)","HSLMDS (NLDR)",69,NA,0.76,0.51,1,NA,1.517,0.923,1,0.846,0.867,1,0.929,15,8.275,0.552,0.385
"HSLMDS [k=72] (rNLDR)","HSLMDS [k=72] (rNLDR)","HSLMDS (rNLDR)",72,NA,0.76,0.52,1,NA,108.065,0.923,1,0.846,0.867,1,0.929,25,16.912,0.676,0.399
"HSLMDS [k=72] [kQuality=69] (NLDR)","HSLMDS [k=72] [kQuality=69] (NLDR)","HSLMDS (NLDR)",72,NA,0.76,0.51,1,NA,0.687,0.923,1,0.846,0.867,1,0.929,24,16,0.667,0.4
"HSLMDS [k=72] [kQuality=70] (NLDR)","HSLMDS [k=72] [kQuality=70] (NLDR)","HSLMDS (NLDR)",72,NA,0.76,0.51,1,NA,0.688,0.923,1,0.846,0.867,1,0.929,24,16,0.667,0.4
"HSLMDS [k=72] [kQuality=71] (NLDR)","HSLMDS [k=72] [kQuality=71] (NLDR)","HSLMDS (NLDR)",72,NA,0.76,0.51,1,NA,0.686,0.923,1,0.846,0.867,1,0.929,24,16,0.667,0.4
"HSLMDS [k=72] [kQuality=72] (NLDR)","HSLMDS [k=72] [kQuality=72] (NLDR)","HSLMDS (NLDR)",72,NA,0.76,0.52,1,NA,1.248,0.923,1,0.846,0.867,1,0.929,25,16.945,0.678,0.4
"HSLMDS [k=72] [kQuality=73] (NLDR)","HSLMDS [k=72] [kQuality=73] (NLDR)","HSLMDS (NLDR)",72,NA,0.76,0.51,1,NA,0.695,0.923,1,0.846,0.867,1,0.929,24,16,0.667,0.4
"HSLMDS [k=72] [kQuality=74] (NLDR)","HSLMDS [k=72] [kQuality=74] (NLDR)","HSLMDS (NLDR)",72,NA,0.76,0.51,1,NA,0.685,0.923,1,0.846,0.867,1,0.929,24,16,0.667,0.4
"HSLMDS [k=72] [kQuality=75] (NLDR)","HSLMDS [k=72] [kQuality=75] (NLDR)","HSLMDS (NLDR)",72,NA,0.76,0.51,1,NA,0.692,0.923,1,0.846,0.867,1,0.929,24,16,0.667,0.4
"HSLMDS [k=75] (rNLDR)","HSLMDS [k=75] (rNLDR)","HSLMDS (rNLDR)",75,NA,0.78,0.56,1,NA,68.925,0.923,1,0.846,0.867,1,0.929,25,18.132,0.725,0.447
"HSLMDS [k=75] [kQuality=72] (NLDR)","HSLMDS [k=75] [kQuality=72] (NLDR)","HSLMDS (NLDR)",75,NA,0.75,0.49,1,NA,1.03,0.962,1,0.923,0.929,1,0.963,23,15.011,0.653,0.397
"HSLMDS [k=75] [kQuality=73] (NLDR)","HSLMDS [k=75] [kQuality=73] (NLDR)","HSLMDS (NLDR)",75,NA,0.75,0.49,1,NA,0.908,0.962,1,0.923,0.929,1,0.963,23,14.945,0.65,0.394
"HSLMDS [k=75] [kQuality=74] (NLDR)","HSLMDS [k=75] [kQuality=74] (NLDR)","HSLMDS (NLDR)",75,NA,0.75,0.49,1,NA,0.958,0.962,1,0.923,0.929,1,0.963,23,15,0.652,0.397
"HSLMDS [k=75] [kQuality=75] (NLDR)","HSLMDS [k=75] [kQuality=75] (NLDR)","HSLMDS (NLDR)",75,NA,0.75,0.49,1,NA,1.059,0.962,1,0.923,0.929,1,0.963,23,15.011,0.653,0.397
"HSLMDS [k=75] [kQuality=76] (NLDR)","HSLMDS [k=75] [kQuality=76] (NLDR)","HSLMDS (NLDR)",75,NA,0.75,0.49,1,NA,0.961,0.962,1,0.923,0.929,1,0.963,23,15,0.652,0.397
"HSLMDS [k=75] [kQuality=77] (NLDR)","HSLMDS [k=75] [kQuality=77] (NLDR)","HSLMDS (NLDR)",75,NA,0.75,0.49,1,NA,0.968,0.962,1,0.923,0.929,1,0.963,23,15,0.652,0.397
"HSLMDS [k=75] [kQuality=78] (NLDR)","HSLMDS [k=75] [kQuality=78] (NLDR)","HSLMDS (NLDR)",75,NA,0.75,0.49,1,NA,1.959,0.962,1,0.923,0.929,1,0.963,23,14.934,0.649,0.394
"HSLMDS [k=78] (rNLDR)","HSLMDS [k=78] (rNLDR)","HSLMDS (rNLDR)",78,NA,0.79,0.58,1,NA,56.334,1,1,1,1,1,1,25,18.253,0.73,0.452
"HSLMDS [k=78] [kQuality=75] (NLDR)","HSLMDS [k=78] [kQuality=75] (NLDR)","HSLMDS (NLDR)",78,NA,0.75,0.5,1,NA,0.905,1,1,1,1,1,1,22,14.308,0.65,0.406
"HSLMDS [k=78] [kQuality=76] (NLDR)","HSLMDS [k=78] [kQuality=76] (NLDR)","HSLMDS (NLDR)",78,NA,0.75,0.5,1,NA,0.936,0.962,0.923,1,1,0.923,0.96,25,17.165,0.687,0.409
"HSLMDS [k=78] [kQuality=77] (NLDR)","HSLMDS [k=78] [kQuality=77] (NLDR)","HSLMDS (NLDR)",78,NA,0.75,0.5,1,NA,0.881,1,1,1,1,1,1,22,14.308,0.65,0.406
"HSLMDS [k=78] [kQuality=78] (NLDR)","HSLMDS [k=78] [kQuality=78] (NLDR)","HSLMDS (NLDR)",78,NA,0.75,0.5,1,NA,0.927,0.962,0.923,1,1,0.923,0.96,25,17.165,0.687,0.409
"HSLMDS [k=78] [kQuality=79] (NLDR)","HSLMDS [k=78] [kQuality=79] (NLDR)","HSLMDS (NLDR)",78,NA,0.75,0.5,1,NA,0.905,1,1,1,1,1,1,22,14.308,0.65,0.406
"HSLMDS [k=78] [kQuality=80] (NLDR)","HSLMDS [k=78] [kQuality=80] (NLDR)","HSLMDS (NLDR)",78,NA,0.75,0.5,1,NA,1.07,0.962,0.923,1,1,0.923,0.96,25,17.231,0.689,0.411
"HSLMDS [k=78] [kQuality=81] (NLDR)","HSLMDS [k=78] [kQuality=81] (NLDR)","HSLMDS (NLDR)",78,NA,0.75,0.5,1,NA,0.91,1,1,1,1,1,1,23,15.198,0.661,0.405
"HSLMDS [k=81] (rNLDR)","HSLMDS [k=81] (rNLDR)","HSLMDS (rNLDR)",81,NA,0.78,0.55,1,NA,54.747,0.962,1,0.923,0.929,1,0.963,25,17.879,0.715,0.437
"HSLMDS [k=81] [kQuality=78] (NLDR)","HSLMDS [k=81] [kQuality=78] (NLDR)","HSLMDS (NLDR)",81,NA,0.78,0.55,1,NA,0.962,0.962,1,0.923,0.929,1,0.963,25,17.879,0.715,0.437
"HSLMDS [k=81] [kQuality=79] (NLDR)","HSLMDS [k=81] [kQuality=79] (NLDR)","HSLMDS (NLDR)",81,NA,0.78,0.55,1,NA,0.968,0.962,1,0.923,0.929,1,0.963,25,17.879,0.715,0.437
"HSLMDS [k=81] [kQuality=80] (NLDR)","HSLMDS [k=81] [kQuality=80] (NLDR)","HSLMDS (NLDR)",81,NA,0.78,0.55,1,NA,0.946,0.962,1,0.923,0.929,1,0.963,25,17.879,0.715,0.437
"HSLMDS [k=81] [kQuality=81] (NLDR)","HSLMDS [k=81] [kQuality=81] (NLDR)","HSLMDS (NLDR)",81,NA,0.78,0.55,1,NA,0.96,0.962,1,0.923,0.929,1,0.963,25,17.879,0.715,0.437
"HSLMDS [k=81] [kQuality=82] (NLDR)","HSLMDS [k=81] [kQuality=82] (NLDR)","HSLMDS (NLDR)",81,NA,0.78,0.55,1,NA,0.962,0.962,1,0.923,0.929,1,0.963,25,17.879,0.715,0.437
"HSLMDS [k=81] [kQuality=83] (NLDR)","HSLMDS [k=81] [kQuality=83] (NLDR)","HSLMDS (NLDR)",81,NA,0.78,0.55,1,NA,0.967,0.962,1,0.923,0.929,1,0.963,25,17.879,0.715,0.437
"HSLMDS [k=81] [kQuality=84] (NLDR)","HSLMDS [k=81] [kQuality=84] (NLDR)","HSLMDS (NLDR)",81,NA,0.78,0.55,1,NA,0.939,0.962,1,0.923,0.929,1,0.963,25,17.879,0.715,0.437
"HSLMDS [k=84] (rNLDR)","HSLMDS [k=84] (rNLDR)","HSLMDS (rNLDR)",84,NA,0.79,0.57,1,NA,206.525,1,1,1,1,1,1,23,16.055,0.698,0.442
"HSLMDS [k=84] [kQuality=81] (NLDR)","HSLMDS [k=84] [kQuality=81] (NLDR)","HSLMDS (NLDR)",84,NA,0.79,0.57,1,NA,1.779,1,1,1,1,1,1,23,16.055,0.698,0.442
"HSLMDS [k=84] [kQuality=82] (NLDR)","HSLMDS [k=84] [kQuality=82] (NLDR)","HSLMDS (NLDR)",84,NA,0.79,0.57,1,NA,1.754,1,1,1,1,1,1,23,16.055,0.698,0.442
"HSLMDS [k=84] [kQuality=83] (NLDR)","HSLMDS [k=84] [kQuality=83] (NLDR)","HSLMDS (NLDR)",84,NA,0.79,0.57,1,NA,1.82,1,1,1,1,1,1,23,16.055,0.698,0.442
"HSLMDS [k=84] [kQuality=84] (NLDR)","HSLMDS [k=84] [kQuality=84] (NLDR)","HSLMDS (NLDR)",84,NA,0.79,0.57,1,NA,1.817,1,1,1,1,1,1,23,16.055,0.698,0.442
"HSLMDS [k=84] [kQuality=85] (NLDR)","HSLMDS [k=84] [kQuality=85] (NLDR)","HSLMDS (NLDR)",84,NA,0.79,0.57,1,NA,1.804,1,1,1,1,1,1,23,16.055,0.698,0.442
"HSLMDS [k=84] [kQuality=86] (NLDR)","HSLMDS [k=84] [kQuality=86] (NLDR)","HSLMDS (NLDR)",84,NA,0.8,0.6,1,NA,2.262,0.923,1,0.846,0.867,1,0.929,25,18.802,0.752,0.474
"HSLMDS [k=84] [kQuality=87] (NLDR)","HSLMDS [k=84] [kQuality=87] (NLDR)","HSLMDS (NLDR)",84,NA,0.78,0.55,1,NA,1.847,0.962,1,0.923,0.929,1,0.963,15,8.945,0.596,0.43
"HSLMDS [k=87] (rNLDR)","HSLMDS [k=87] (rNLDR)","HSLMDS (rNLDR)",87,NA,0.79,0.57,1,NA,55.912,0.962,1,0.923,0.929,1,0.963,21,14.077,0.67,0.437
"HSLMDS [k=87] [kQuality=84] (NLDR)","HSLMDS [k=87] [kQuality=84] (NLDR)","HSLMDS (NLDR)",87,NA,0.79,0.57,1,NA,0.738,1,1,1,1,1,1,15,9.176,0.612,0.445
"HSLMDS [k=87] [kQuality=85] (NLDR)","HSLMDS [k=87] [kQuality=85] (NLDR)","HSLMDS (NLDR)",87,NA,0.79,0.57,1,NA,0.711,0.962,1,0.923,0.929,1,0.963,21,14.077,0.67,0.437
"HSLMDS [k=87] [kQuality=86] (NLDR)","HSLMDS [k=87] [kQuality=86] (NLDR)","HSLMDS (NLDR)",87,NA,0.79,0.57,1,NA,0.711,0.962,1,0.923,0.929,1,0.963,21,14.077,0.67,0.437
"HSLMDS [k=87] [kQuality=87] (NLDR)","HSLMDS [k=87] [kQuality=87] (NLDR)","HSLMDS (NLDR)",87,NA,0.79,0.57,1,NA,0.712,0.962,1,0.923,0.929,1,0.963,21,14.077,0.67,0.437
"HSLMDS [k=87] [kQuality=88] (NLDR)","HSLMDS [k=87] [kQuality=88] (NLDR)","HSLMDS (NLDR)",87,NA,0.8,0.59,1,NA,0.893,0.962,1,0.923,0.929,1,0.963,27,20.571,0.762,0.462
"HSLMDS [k=87] [kQuality=89] (NLDR)","HSLMDS [k=87] [kQuality=89] (NLDR)","HSLMDS (NLDR)",87,NA,0.8,0.6,1,NA,0.753,0.923,1,0.846,0.867,1,0.929,26,19.703,0.758,0.469
"HSLMDS [k=87] [kQuality=90] (NLDR)","HSLMDS [k=87] [kQuality=90] (NLDR)","HSLMDS (NLDR)",87,NA,0.78,0.55,1,NA,0.843,1,1,1,1,1,1,16,9.637,0.602,0.425
"HSLMDS [k=9] (rNLDR)","HSLMDS [k=9] (rNLDR)","HSLMDS (rNLDR)",9,NA,0.74,0.48,1,NA,58.557,0.962,1,0.923,0.929,1,0.963,16,9.769,0.611,0.433
"HSLMDS [k=9] [kQuality=10] (NLDR)","HSLMDS [k=9] [kQuality=10] (NLDR)","HSLMDS (NLDR)",9,NA,0.72,0.43,1,NA,1.832,0.962,1,0.923,0.929,1,0.963,20,11.978,0.599,0.377
"HSLMDS [k=9] [kQuality=11] (NLDR)","HSLMDS [k=9] [kQuality=11] (NLDR)","HSLMDS (NLDR)",9,NA,0.72,0.44,1,NA,1.208,0.962,1,0.923,0.929,1,0.963,19,11.429,0.602,0.39
"HSLMDS [k=9] [kQuality=12] (NLDR)","HSLMDS [k=9] [kQuality=12] (NLDR)","HSLMDS (NLDR)",9,NA,0.72,0.44,1,NA,1.175,0.962,1,0.923,0.929,1,0.963,19,11.429,0.602,0.39
"HSLMDS [k=9] [kQuality=6] (NLDR)","HSLMDS [k=9] [kQuality=6] (NLDR)","HSLMDS (NLDR)",9,NA,0.72,0.43,1,NA,1.885,0.962,1,0.923,0.929,1,0.963,20,11.978,0.599,0.377
