"","id","k","Agr","ER(Agr)","AdjNum","AdjDenom","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted","AgrAdj"
"1","DRR",1,0.0216216216216216,0.00543478260869565,0.016186839012926,0.994565217391304,"DRR",NA,NA,0.61,0.22,3,0.029,4.192,0.722,NA,NA,NA,NA,NA,39,15.081,0.387,0.175,0.016186839012926
"2","DRR",2,0.0567567567567568,0.0108695652173913,0.0458871915393655,0.989130434782609,"DRR",NA,NA,0.61,0.22,3,0.029,4.192,0.722,NA,NA,NA,NA,NA,39,15.081,0.387,0.175,0.0458871915393655
"3","DRR",3,0.0972972972972973,0.016304347826087,0.0809929494712103,0.983695652173913,"DRR",NA,NA,0.61,0.22,3,0.029,4.192,0.722,NA,NA,NA,NA,NA,39,15.081,0.387,0.175,0.0809929494712103
"4","DRR",4,0.109459459459459,0.0217391304347826,0.0877203290246769,0.978260869565217,"DRR",NA,NA,0.61,0.22,3,0.029,4.192,0.722,NA,NA,NA,NA,NA,39,15.081,0.387,0.175,0.0877203290246769
"5","DRR",5,0.128648648648649,0.0271739130434783,0.10147473560517,0.972826086956522,"DRR",NA,NA,0.61,0.22,3,0.029,4.192,0.722,NA,NA,NA,NA,NA,39,15.081,0.387,0.175,0.10147473560517
"6","DRR",6,0.137837837837838,0.0326086956521739,0.105229142185664,0.967391304347826,"DRR",NA,NA,0.61,0.22,3,0.029,4.192,0.722,NA,NA,NA,NA,NA,39,15.081,0.387,0.175,0.105229142185664
"7","DRR",7,0.155984555984556,0.0380434782608696,0.117941077723686,0.96195652173913,"DRR",NA,NA,0.61,0.22,3,0.029,4.192,0.722,NA,NA,NA,NA,NA,39,15.081,0.387,0.175,0.117941077723686
"8","DRR",8,0.168918918918919,0.0434782608695652,0.125440658049354,0.956521739130435,"DRR",NA,NA,0.61,0.22,3,0.029,4.192,0.722,NA,NA,NA,NA,NA,39,15.081,0.387,0.175,0.125440658049354
"9","DRR",9,0.178378378378378,0.0489130434782609,0.129465334900118,0.951086956521739,"DRR",NA,NA,0.61,0.22,3,0.029,4.192,0.722,NA,NA,NA,NA,NA,39,15.081,0.387,0.175,0.129465334900118
"10","DRR",10,0.19027027027027,0.0543478260869565,0.135922444183314,0.945652173913043,"DRR",NA,NA,0.61,0.22,3,0.029,4.192,0.722,NA,NA,NA,NA,NA,39,15.081,0.387,0.175,0.135922444183314
"11","DRR",11,0.201474201474201,0.0597826086956522,0.141691592778549,0.940217391304348,"DRR",NA,NA,0.61,0.22,3,0.029,4.192,0.722,NA,NA,NA,NA,NA,39,15.081,0.387,0.175,0.141691592778549
"12","DRR",12,0.206306306306306,0.0652173913043478,0.141088915001958,0.934782608695652,"DRR",NA,NA,0.61,0.22,3,0.029,4.192,0.722,NA,NA,NA,NA,NA,39,15.081,0.387,0.175,0.141088915001958
"13","DRR",13,0.218711018711019,0.0706521739130435,0.148058844797975,0.929347826086957,"DRR",NA,NA,0.61,0.22,3,0.029,4.192,0.722,NA,NA,NA,NA,NA,39,15.081,0.387,0.175,0.148058844797975
