"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"HSLMDS [k=97] [kQuality=100] (NLDR)","HSLMDS [k=97] [kQuality=100] (NLDR)","HSLMDS (NLDR)",97,NA,0.78,0.57,1,NA,5.934,0.722,NA,NA,NA,NA,NA,39,25.222,0.647,0.435
"HSLMDS [k=97] [kQuality=94] (NLDR)","HSLMDS [k=97] [kQuality=94] (NLDR)","HSLMDS (NLDR)",97,NA,0.78,0.57,1,NA,6.558,0.722,NA,NA,NA,NA,NA,42,27.73,0.66,0.432
"HSLMDS [k=97] [kQuality=95] (NLDR)","HSLMDS [k=97] [kQuality=95] (NLDR)","HSLMDS (NLDR)",97,NA,0.78,0.57,1,NA,6.568,0.704,NA,NA,NA,NA,NA,41,26.989,0.658,0.435
"HSLMDS [k=97] [kQuality=96] (NLDR)","HSLMDS [k=97] [kQuality=96] (NLDR)","HSLMDS (NLDR)",97,NA,0.78,0.57,1,NA,6.592,0.722,NA,NA,NA,NA,NA,42,27.73,0.66,0.432
"HSLMDS [k=97] [kQuality=97] (NLDR)","HSLMDS [k=97] [kQuality=97] (NLDR)","HSLMDS (NLDR)",97,NA,0.78,0.57,1,NA,6.607,0.722,NA,NA,NA,NA,NA,42,27.73,0.66,0.432
"HSLMDS [k=97] [kQuality=98] (NLDR)","HSLMDS [k=97] [kQuality=98] (NLDR)","HSLMDS (NLDR)",97,NA,0.78,0.57,1,NA,6.526,0.722,NA,NA,NA,NA,NA,42,27.73,0.66,0.432
"HSLMDS [k=97] [kQuality=99] (NLDR)","HSLMDS [k=97] [kQuality=99] (NLDR)","HSLMDS (NLDR)",97,NA,0.78,0.57,1,NA,6.547,0.704,NA,NA,NA,NA,NA,41,26.989,0.658,0.435
"HSMDS (NLDR)","HSMDS (NLDR)","HSMDS (NLDR)",NA,NA,0.83,0.66,3,0.001,14.476,0.722,NA,NA,NA,NA,NA,39,28.665,0.735,0.523
"Isomap [k=103]","Isomap [k=103]","Isomap",103,NA,0.79,0.59,1,NA,1.357,0.704,NA,NA,NA,NA,NA,40,27.308,0.683,0.465
"Isomap [k=109]","Isomap [k=109]","Isomap",109,NA,0.8,0.59,1,NA,1.532,0.685,NA,NA,NA,NA,NA,39,26.195,0.672,0.46
"Isomap [k=115]","Isomap [k=115]","Isomap",115,NA,0.8,0.59,1,NA,1.386,0.722,NA,NA,NA,NA,NA,40,26.973,0.674,0.457
"Isomap [k=122]","Isomap [k=122]","Isomap",122,NA,0.8,0.6,1,NA,1.58,0.704,NA,NA,NA,NA,NA,40,27.092,0.677,0.46
"Isomap [k=128]","Isomap [k=128]","Isomap",128,NA,0.8,0.6,1,NA,1.411,0.722,NA,NA,NA,NA,NA,41,27.919,0.681,0.458
"Isomap [k=134]","Isomap [k=134]","Isomap",134,NA,0.8,0.6,1,NA,1.607,0.722,NA,NA,NA,NA,NA,42,28.984,0.69,0.462
"Isomap [k=140]","Isomap [k=140]","Isomap",140,NA,0.8,0.6,1,NA,1.42,0.722,NA,NA,NA,NA,NA,42,29.011,0.691,0.462
"Isomap [k=147]","Isomap [k=147]","Isomap",147,NA,0.8,0.6,1,NA,1.438,0.722,NA,NA,NA,NA,NA,39,26.686,0.684,0.472
"Isomap [k=15]","Isomap [k=15]","Isomap",15,NA,0.77,0.55,1,NA,1.012,0.722,NA,NA,NA,NA,NA,40,26.373,0.659,0.442
"Isomap [k=153]","Isomap [k=153]","Isomap",153,NA,0.8,0.6,1,NA,1.628,0.722,NA,NA,NA,NA,NA,39,26.697,0.685,0.473
"Isomap [k=159]","Isomap [k=159]","Isomap",159,NA,0.8,0.6,1,NA,1.631,0.722,NA,NA,NA,NA,NA,40,27.616,0.69,0.473
"Isomap [k=165]","Isomap [k=165]","Isomap",165,NA,0.8,0.59,1,NA,1.64,0.722,NA,NA,NA,NA,NA,40,27.4,0.685,0.468
"Isomap [k=172]","Isomap [k=172]","Isomap",172,NA,0.79,0.58,1,NA,1.618,0.722,NA,NA,NA,NA,NA,40,26.778,0.669,0.452
"Isomap [k=178]","Isomap [k=178]","Isomap",178,NA,0.79,0.58,1,NA,1.456,0.722,NA,NA,NA,NA,NA,39,26.076,0.669,0.457
"Isomap [k=184]","Isomap [k=184]","Isomap",184,NA,0.79,0.57,1,NA,1.462,0.704,NA,NA,NA,NA,NA,34,21.762,0.64,0.455
"Isomap [k=22]","Isomap [k=22]","Isomap",22,NA,0.78,0.55,1,NA,1.195,0.722,NA,NA,NA,NA,NA,43,29.097,0.677,0.443
"Isomap [k=28]","Isomap [k=28]","Isomap",28,NA,0.78,0.55,1,NA,1.105,0.704,NA,NA,NA,NA,NA,35,22.351,0.639,0.448
"Isomap [k=3]","Isomap [k=3]","Isomap",3,NA,0.75,0.49,1,NA,0.863,0.704,NA,NA,NA,NA,NA,38,22.978,0.605,0.398
"Isomap [k=34]","Isomap [k=34]","Isomap",34,NA,0.78,0.56,1,NA,1.138,0.722,NA,NA,NA,NA,NA,35,22.492,0.643,0.452
"Isomap [k=40]","Isomap [k=40]","Isomap",40,NA,0.78,0.56,1,NA,1.165,0.722,NA,NA,NA,NA,NA,37,24.189,0.654,0.453
"Isomap [k=47]","Isomap [k=47]","Isomap",47,NA,0.78,0.56,1,NA,1.344,0.722,NA,NA,NA,NA,NA,34,21.795,0.641,0.456
"Isomap [k=53]","Isomap [k=53]","Isomap",53,NA,0.78,0.56,1,NA,1.209,0.722,NA,NA,NA,NA,NA,39,26.319,0.675,0.463
"Isomap [k=59]","Isomap [k=59]","Isomap",59,NA,0.78,0.56,1,NA,1.236,0.722,NA,NA,NA,NA,NA,39,26.395,0.677,0.465
"Isomap [k=65]","Isomap [k=65]","Isomap",65,NA,0.78,0.56,1,NA,1.294,0.722,NA,NA,NA,NA,NA,39,26.416,0.677,0.465
"Isomap [k=72]","Isomap [k=72]","Isomap",72,NA,0.78,0.56,1,NA,1.274,0.685,NA,NA,NA,NA,NA,39,26.378,0.676,0.464
"Isomap [k=78]","Isomap [k=78]","Isomap",78,NA,0.78,0.56,1,NA,1.303,0.722,NA,NA,NA,NA,NA,39,26.389,0.677,0.465
"Isomap [k=84]","Isomap [k=84]","Isomap",84,NA,0.79,0.57,1,NA,1.477,0.704,NA,NA,NA,NA,NA,39,26.546,0.681,0.469
"Isomap [k=9]","Isomap [k=9]","Isomap",9,NA,0.77,0.53,1,NA,0.941,0.722,NA,NA,NA,NA,NA,37,23.373,0.632,0.431
"Isomap [k=90]","Isomap [k=90]","Isomap",90,NA,0.79,0.57,1,NA,1.327,0.722,NA,NA,NA,NA,NA,40,27.427,0.686,0.468
"Isomap [k=97]","Isomap [k=97]","Isomap",97,NA,0.79,0.58,1,NA,1.519,0.722,NA,NA,NA,NA,NA,39,26.519,0.68,0.468
"kPCA","kPCA","kPCA",NA,NA,0.51,0.02,3,0,0.226,0.722,NA,NA,NA,NA,NA,64,23.503,0.367,0.019
"LMDS [k=103] (rNLDR)","LMDS [k=103] (rNLDR)","LMDS (rNLDR)",103,NA,0.82,0.64,1,NA,128.32,0.722,NA,NA,NA,NA,NA,40,28.897,0.722,0.505
"LMDS [k=103] (smacofx)","LMDS [k=103] (smacofx)","LMDS (smacofx)",103,NA,0.63,0.25,1,NA,6.526,0.722,NA,NA,NA,NA,NA,34,12.811,0.377,0.192
"LMDS [k=103] [kQuality=100] (NLDR)","LMDS [k=103] [kQuality=100] (NLDR)","LMDS (NLDR)",103,NA,0.81,0.62,1,NA,1.329,0.722,NA,NA,NA,NA,NA,39,27.265,0.699,0.487
"LMDS [k=103] [kQuality=101] (NLDR)","LMDS [k=103] [kQuality=101] (NLDR)","LMDS (NLDR)",103,NA,0.81,0.62,1,NA,1.362,0.722,NA,NA,NA,NA,NA,39,27.265,0.699,0.487
"LMDS [k=103] [kQuality=102] (NLDR)","LMDS [k=103] [kQuality=102] (NLDR)","LMDS (NLDR)",103,NA,0.81,0.62,1,NA,1.348,0.722,NA,NA,NA,NA,NA,39,27.265,0.699,0.487
"LMDS [k=103] [kQuality=103] (NLDR)","LMDS [k=103] [kQuality=103] (NLDR)","LMDS (NLDR)",103,NA,0.81,0.62,1,NA,1.367,0.722,NA,NA,NA,NA,NA,39,27.265,0.699,0.487
"LMDS [k=103] [kQuality=104] (NLDR)","LMDS [k=103] [kQuality=104] (NLDR)","LMDS (NLDR)",103,NA,0.81,0.62,1,NA,1.367,0.722,NA,NA,NA,NA,NA,39,27.265,0.699,0.487
"LMDS [k=103] [kQuality=105] (NLDR)","LMDS [k=103] [kQuality=105] (NLDR)","LMDS (NLDR)",103,NA,0.81,0.62,1,NA,1.361,0.722,NA,NA,NA,NA,NA,39,27.265,0.699,0.487
"LMDS [k=103] [kQuality=106] (NLDR)","LMDS [k=103] [kQuality=106] (NLDR)","LMDS (NLDR)",103,NA,0.81,0.62,1,NA,1.314,0.722,NA,NA,NA,NA,NA,39,27.265,0.699,0.487
"LMDS [k=109] (rNLDR)","LMDS [k=109] (rNLDR)","LMDS (rNLDR)",109,NA,0.82,0.64,1,NA,160.415,0.722,NA,NA,NA,NA,NA,39,27.843,0.714,0.502
"LMDS [k=109] (smacofx)","LMDS [k=109] (smacofx)","LMDS (smacofx)",109,NA,0.63,0.25,1,NA,12.599,0.722,NA,NA,NA,NA,NA,34,12.811,0.377,0.192
"LMDS [k=109] [kQuality=106] (NLDR)","LMDS [k=109] [kQuality=106] (NLDR)","LMDS (NLDR)",109,NA,0.81,0.62,1,NA,1.327,0.722,NA,NA,NA,NA,NA,39,27.114,0.695,0.483
"LMDS [k=109] [kQuality=107] (NLDR)","LMDS [k=109] [kQuality=107] (NLDR)","LMDS (NLDR)",109,NA,0.73,0.45,1,NA,29.632,0.722,NA,NA,NA,NA,NA,39,21.238,0.545,0.333
"LMDS [k=109] [kQuality=108] (NLDR)","LMDS [k=109] [kQuality=108] (NLDR)","LMDS (NLDR)",109,NA,0.73,0.45,1,NA,29.727,0.722,NA,NA,NA,NA,NA,39,21.238,0.545,0.333
"LMDS [k=109] [kQuality=109] (NLDR)","LMDS [k=109] [kQuality=109] (NLDR)","LMDS (NLDR)",109,NA,0.73,0.45,1,NA,29.649,0.722,NA,NA,NA,NA,NA,39,21.238,0.545,0.333
"LMDS [k=109] [kQuality=110] (NLDR)","LMDS [k=109] [kQuality=110] (NLDR)","LMDS (NLDR)",109,NA,0.73,0.45,1,NA,29.79,0.722,NA,NA,NA,NA,NA,39,21.238,0.545,0.333
"LMDS [k=109] [kQuality=111] (NLDR)","LMDS [k=109] [kQuality=111] (NLDR)","LMDS (NLDR)",109,NA,0.73,0.45,1,NA,29.66,0.722,NA,NA,NA,NA,NA,39,21.238,0.545,0.333
"LMDS [k=109] [kQuality=112] (NLDR)","LMDS [k=109] [kQuality=112] (NLDR)","LMDS (NLDR)",109,NA,0.73,0.45,1,NA,29.718,0.722,NA,NA,NA,NA,NA,39,21.238,0.545,0.333
"LMDS [k=115] (rNLDR)","LMDS [k=115] (rNLDR)","LMDS (rNLDR)",115,NA,0.82,0.64,1,NA,138.8,0.722,NA,NA,NA,NA,NA,42,30.789,0.733,0.505
"LMDS [k=115] (smacofx)","LMDS [k=115] (smacofx)","LMDS (smacofx)",115,NA,0.63,0.25,1,NA,7.119,0.722,NA,NA,NA,NA,NA,34,12.811,0.377,0.192
"LMDS [k=115] [kQuality=112] (NLDR)","LMDS [k=115] [kQuality=112] (NLDR)","LMDS (NLDR)",115,NA,0.79,0.59,1,NA,1.597,0.722,NA,NA,NA,NA,NA,34,21.697,0.638,0.453
"LMDS [k=115] [kQuality=113] (NLDR)","LMDS [k=115] [kQuality=113] (NLDR)","LMDS (NLDR)",115,NA,0.79,0.59,1,NA,1.612,0.722,NA,NA,NA,NA,NA,34,21.697,0.638,0.453
"LMDS [k=115] [kQuality=114] (NLDR)","LMDS [k=115] [kQuality=114] (NLDR)","LMDS (NLDR)",115,NA,0.79,0.59,1,NA,1.599,0.722,NA,NA,NA,NA,NA,34,21.697,0.638,0.453
"LMDS [k=115] [kQuality=115] (NLDR)","LMDS [k=115] [kQuality=115] (NLDR)","LMDS (NLDR)",115,NA,0.79,0.59,1,NA,1.565,0.722,NA,NA,NA,NA,NA,34,21.697,0.638,0.453
"LMDS [k=115] [kQuality=116] (NLDR)","LMDS [k=115] [kQuality=116] (NLDR)","LMDS (NLDR)",115,NA,0.79,0.59,1,NA,1.575,0.722,NA,NA,NA,NA,NA,34,21.697,0.638,0.453
"LMDS [k=115] [kQuality=117] (NLDR)","LMDS [k=115] [kQuality=117] (NLDR)","LMDS (NLDR)",115,NA,0.79,0.59,1,NA,1.633,0.722,NA,NA,NA,NA,NA,34,21.697,0.638,0.453
"LMDS [k=115] [kQuality=118] (NLDR)","LMDS [k=115] [kQuality=118] (NLDR)","LMDS (NLDR)",115,NA,0.79,0.59,1,NA,1.607,0.722,NA,NA,NA,NA,NA,34,21.697,0.638,0.453
"LMDS [k=122] (rNLDR)","LMDS [k=122] (rNLDR)","LMDS (rNLDR)",122,NA,0.81,0.63,1,NA,122.463,0.722,NA,NA,NA,NA,NA,40,28.254,0.706,0.489
"LMDS [k=122] (smacofx)","LMDS [k=122] (smacofx)","LMDS (smacofx)",122,NA,0.63,0.25,1,NA,6.848,0.722,NA,NA,NA,NA,NA,34,12.811,0.377,0.192
"LMDS [k=122] [kQuality=119] (NLDR)","LMDS [k=122] [kQuality=119] (NLDR)","LMDS (NLDR)",122,NA,0.8,0.59,1,NA,1.679,0.722,NA,NA,NA,NA,NA,39,26.054,0.668,0.456
"LMDS [k=122] [kQuality=120] (NLDR)","LMDS [k=122] [kQuality=120] (NLDR)","LMDS (NLDR)",122,NA,0.8,0.59,1,NA,1.676,0.722,NA,NA,NA,NA,NA,39,26.054,0.668,0.456
"LMDS [k=122] [kQuality=121] (NLDR)","LMDS [k=122] [kQuality=121] (NLDR)","LMDS (NLDR)",122,NA,0.8,0.59,1,NA,1.695,0.722,NA,NA,NA,NA,NA,39,26.054,0.668,0.456
"LMDS [k=122] [kQuality=122] (NLDR)","LMDS [k=122] [kQuality=122] (NLDR)","LMDS (NLDR)",122,NA,0.8,0.59,1,NA,1.673,0.722,NA,NA,NA,NA,NA,39,26.054,0.668,0.456
"LMDS [k=122] [kQuality=123] (NLDR)","LMDS [k=122] [kQuality=123] (NLDR)","LMDS (NLDR)",122,NA,0.8,0.59,1,NA,1.735,0.722,NA,NA,NA,NA,NA,39,26.054,0.668,0.456
"LMDS [k=122] [kQuality=124] (NLDR)","LMDS [k=122] [kQuality=124] (NLDR)","LMDS (NLDR)",122,NA,0.8,0.59,1,NA,1.661,0.722,NA,NA,NA,NA,NA,39,26.054,0.668,0.456
"LMDS [k=122] [kQuality=125] (NLDR)","LMDS [k=122] [kQuality=125] (NLDR)","LMDS (NLDR)",122,NA,0.8,0.59,1,NA,1.689,0.722,NA,NA,NA,NA,NA,39,26.054,0.668,0.456
"LMDS [k=128] (rNLDR)","LMDS [k=128] (rNLDR)","LMDS (rNLDR)",128,NA,0.82,0.63,1,NA,825.722,0.741,NA,NA,NA,NA,NA,41,29.432,0.718,0.495
"LMDS [k=128] (smacofx)","LMDS [k=128] (smacofx)","LMDS (smacofx)",128,NA,0.63,0.25,1,NA,9.52,0.722,NA,NA,NA,NA,NA,34,12.811,0.377,0.192
"LMDS [k=128] [kQuality=125] (NLDR)","LMDS [k=128] [kQuality=125] (NLDR)","LMDS (NLDR)",128,NA,0.77,0.54,1,NA,1.56,0.722,NA,NA,NA,NA,NA,29,16.032,0.553,0.395
"LMDS [k=128] [kQuality=126] (NLDR)","LMDS [k=128] [kQuality=126] (NLDR)","LMDS (NLDR)",128,NA,0.77,0.54,1,NA,1.54,0.722,NA,NA,NA,NA,NA,29,16.032,0.553,0.395
"LMDS [k=128] [kQuality=127] (NLDR)","LMDS [k=128] [kQuality=127] (NLDR)","LMDS (NLDR)",128,NA,0.77,0.54,1,NA,1.6,0.722,NA,NA,NA,NA,NA,29,16.032,0.553,0.395
"LMDS [k=128] [kQuality=128] (NLDR)","LMDS [k=128] [kQuality=128] (NLDR)","LMDS (NLDR)",128,NA,0.77,0.54,1,NA,1.602,0.722,NA,NA,NA,NA,NA,29,16.032,0.553,0.395
"LMDS [k=128] [kQuality=129] (NLDR)","LMDS [k=128] [kQuality=129] (NLDR)","LMDS (NLDR)",128,NA,0.77,0.54,1,NA,1.567,0.722,NA,NA,NA,NA,NA,29,16.032,0.553,0.395
"LMDS [k=128] [kQuality=130] (NLDR)","LMDS [k=128] [kQuality=130] (NLDR)","LMDS (NLDR)",128,NA,0.77,0.54,1,NA,1.55,0.722,NA,NA,NA,NA,NA,29,16.032,0.553,0.395
"LMDS [k=128] [kQuality=131] (NLDR)","LMDS [k=128] [kQuality=131] (NLDR)","LMDS (NLDR)",128,NA,0.77,0.54,1,NA,1.603,0.722,NA,NA,NA,NA,NA,29,16.032,0.553,0.395
"LMDS [k=134] (rNLDR)","LMDS [k=134] (rNLDR)","LMDS (rNLDR)",134,NA,0.82,0.63,1,NA,150.487,0.722,NA,NA,NA,NA,NA,40,28.432,0.711,0.493
"LMDS [k=134] (smacofx)","LMDS [k=134] (smacofx)","LMDS (smacofx)",134,NA,0.63,0.25,1,NA,9.373,0.722,NA,NA,NA,NA,NA,34,12.811,0.377,0.192
"LMDS [k=134] [kQuality=131] (NLDR)","LMDS [k=134] [kQuality=131] (NLDR)","LMDS (NLDR)",134,NA,0.78,0.56,1,NA,3.497,0.704,NA,NA,NA,NA,NA,50,34.222,0.684,0.413
"LMDS [k=134] [kQuality=132] (NLDR)","LMDS [k=134] [kQuality=132] (NLDR)","LMDS (NLDR)",134,NA,0.78,0.56,1,NA,3.552,0.704,NA,NA,NA,NA,NA,50,34.222,0.684,0.413
"LMDS [k=134] [kQuality=133] (NLDR)","LMDS [k=134] [kQuality=133] (NLDR)","LMDS (NLDR)",134,NA,0.78,0.56,1,NA,3.527,0.704,NA,NA,NA,NA,NA,50,34.222,0.684,0.413
"LMDS [k=134] [kQuality=134] (NLDR)","LMDS [k=134] [kQuality=134] (NLDR)","LMDS (NLDR)",134,NA,0.78,0.56,1,NA,3.493,0.704,NA,NA,NA,NA,NA,50,34.222,0.684,0.413
"LMDS [k=134] [kQuality=135] (NLDR)","LMDS [k=134] [kQuality=135] (NLDR)","LMDS (NLDR)",134,NA,0.78,0.56,1,NA,3.571,0.704,NA,NA,NA,NA,NA,50,34.222,0.684,0.413
"LMDS [k=134] [kQuality=136] (NLDR)","LMDS [k=134] [kQuality=136] (NLDR)","LMDS (NLDR)",134,NA,0.78,0.56,1,NA,3.498,0.704,NA,NA,NA,NA,NA,50,34.222,0.684,0.413
"LMDS [k=134] [kQuality=137] (NLDR)","LMDS [k=134] [kQuality=137] (NLDR)","LMDS (NLDR)",134,NA,0.78,0.56,1,NA,3.651,0.704,NA,NA,NA,NA,NA,50,34.222,0.684,0.413
"LMDS [k=140] (rNLDR)","LMDS [k=140] (rNLDR)","LMDS (rNLDR)",140,NA,0.78,0.57,1,NA,180.315,0.722,NA,NA,NA,NA,NA,44,29.405,0.668,0.429
"LMDS [k=140] (smacofx)","LMDS [k=140] (smacofx)","LMDS (smacofx)",140,NA,0.63,0.25,1,NA,4.908,0.722,NA,NA,NA,NA,NA,34,12.811,0.377,0.192
"LMDS [k=140] [kQuality=137] (NLDR)","LMDS [k=140] [kQuality=137] (NLDR)","LMDS (NLDR)",140,NA,0.79,0.57,1,NA,27.822,0.722,NA,NA,NA,NA,NA,50,35.157,0.703,0.431
"LMDS [k=140] [kQuality=138] (NLDR)","LMDS [k=140] [kQuality=138] (NLDR)","LMDS (NLDR)",140,NA,0.79,0.57,1,NA,27.765,0.722,NA,NA,NA,NA,NA,50,35.157,0.703,0.431
"LMDS [k=140] [kQuality=139] (NLDR)","LMDS [k=140] [kQuality=139] (NLDR)","LMDS (NLDR)",140,NA,0.79,0.57,1,NA,27.819,0.722,NA,NA,NA,NA,NA,50,35.157,0.703,0.431
"LMDS [k=140] [kQuality=140] (NLDR)","LMDS [k=140] [kQuality=140] (NLDR)","LMDS (NLDR)",140,NA,0.79,0.57,1,NA,27.76,0.722,NA,NA,NA,NA,NA,50,35.157,0.703,0.431
"LMDS [k=140] [kQuality=141] (NLDR)","LMDS [k=140] [kQuality=141] (NLDR)","LMDS (NLDR)",140,NA,0.79,0.57,1,NA,27.863,0.722,NA,NA,NA,NA,NA,50,35.157,0.703,0.431
"LMDS [k=140] [kQuality=142] (NLDR)","LMDS [k=140] [kQuality=142] (NLDR)","LMDS (NLDR)",140,NA,0.79,0.57,1,NA,27.847,0.722,NA,NA,NA,NA,NA,50,35.157,0.703,0.431
"LMDS [k=140] [kQuality=143] (NLDR)","LMDS [k=140] [kQuality=143] (NLDR)","LMDS (NLDR)",140,NA,0.79,0.57,1,NA,27.817,0.722,NA,NA,NA,NA,NA,50,35.157,0.703,0.431
"LMDS [k=147] (rNLDR)","LMDS [k=147] (rNLDR)","LMDS (rNLDR)",147,NA,0.78,0.55,1,NA,549.269,0.722,NA,NA,NA,NA,NA,50,34.919,0.698,0.427
"LMDS [k=147] (smacofx)","LMDS [k=147] (smacofx)","LMDS (smacofx)",147,NA,0.63,0.25,1,NA,4.338,0.722,NA,NA,NA,NA,NA,34,12.811,0.377,0.192
"LMDS [k=147] [kQuality=144] (NLDR)","LMDS [k=147] [kQuality=144] (NLDR)","LMDS (NLDR)",147,NA,0.8,0.59,1,NA,2.349,0.722,NA,NA,NA,NA,NA,47,33.568,0.714,0.459
"LMDS [k=147] [kQuality=145] (NLDR)","LMDS [k=147] [kQuality=145] (NLDR)","LMDS (NLDR)",147,NA,0.8,0.59,1,NA,2.308,0.722,NA,NA,NA,NA,NA,47,33.568,0.714,0.459
"LMDS [k=147] [kQuality=146] (NLDR)","LMDS [k=147] [kQuality=146] (NLDR)","LMDS (NLDR)",147,NA,0.8,0.59,1,NA,2.33,0.722,NA,NA,NA,NA,NA,47,33.568,0.714,0.459
"LMDS [k=147] [kQuality=147] (NLDR)","LMDS [k=147] [kQuality=147] (NLDR)","LMDS (NLDR)",147,NA,0.8,0.59,1,NA,2.374,0.722,NA,NA,NA,NA,NA,47,33.568,0.714,0.459
"LMDS [k=147] [kQuality=148] (NLDR)","LMDS [k=147] [kQuality=148] (NLDR)","LMDS (NLDR)",147,NA,0.8,0.59,1,NA,2.384,0.722,NA,NA,NA,NA,NA,47,33.568,0.714,0.459
"LMDS [k=147] [kQuality=149] (NLDR)","LMDS [k=147] [kQuality=149] (NLDR)","LMDS (NLDR)",147,NA,0.8,0.59,1,NA,2.309,0.722,NA,NA,NA,NA,NA,47,33.568,0.714,0.459
"LMDS [k=147] [kQuality=150] (NLDR)","LMDS [k=147] [kQuality=150] (NLDR)","LMDS (NLDR)",147,NA,0.8,0.59,1,NA,2.304,0.722,NA,NA,NA,NA,NA,47,33.568,0.714,0.459
"LMDS [k=15] (rNLDR)","LMDS [k=15] (rNLDR)","LMDS (rNLDR)",15,NA,0.78,0.56,1,NA,196.681,0.722,NA,NA,NA,NA,NA,34,21.919,0.645,0.46
"LMDS [k=15] (smacofx)","LMDS [k=15] (smacofx)","LMDS (smacofx)",15,NA,0.63,0.25,1,NA,24.354,0.722,NA,NA,NA,NA,NA,34,12.811,0.377,0.192
"LMDS [k=15] [kQuality=12] (NLDR)","LMDS [k=15] [kQuality=12] (NLDR)","LMDS (NLDR)",15,NA,0.76,0.52,1,NA,1.867,0.704,NA,NA,NA,NA,NA,30,17.611,0.587,0.424
"LMDS [k=15] [kQuality=13] (NLDR)","LMDS [k=15] [kQuality=13] (NLDR)","LMDS (NLDR)",15,NA,0.76,0.52,1,NA,1.853,0.704,NA,NA,NA,NA,NA,30,17.611,0.587,0.424
"LMDS [k=15] [kQuality=14] (NLDR)","LMDS [k=15] [kQuality=14] (NLDR)","LMDS (NLDR)",15,NA,0.76,0.52,1,NA,1.885,0.704,NA,NA,NA,NA,NA,30,17.611,0.587,0.424
"LMDS [k=15] [kQuality=15] (NLDR)","LMDS [k=15] [kQuality=15] (NLDR)","LMDS (NLDR)",15,NA,0.76,0.52,1,NA,1.88,0.704,NA,NA,NA,NA,NA,30,17.611,0.587,0.424
"LMDS [k=15] [kQuality=16] (NLDR)","LMDS [k=15] [kQuality=16] (NLDR)","LMDS (NLDR)",15,NA,0.76,0.52,1,NA,1.887,0.704,NA,NA,NA,NA,NA,30,17.611,0.587,0.424
"LMDS [k=15] [kQuality=17] (NLDR)","LMDS [k=15] [kQuality=17] (NLDR)","LMDS (NLDR)",15,NA,0.76,0.52,1,NA,1.822,0.704,NA,NA,NA,NA,NA,30,17.611,0.587,0.424
"LMDS [k=15] [kQuality=18] (NLDR)","LMDS [k=15] [kQuality=18] (NLDR)","LMDS (NLDR)",15,NA,0.76,0.52,1,NA,1.838,0.704,NA,NA,NA,NA,NA,30,17.611,0.587,0.424
"LMDS [k=153] (rNLDR)","LMDS [k=153] (rNLDR)","LMDS (rNLDR)",153,NA,0.79,0.58,1,NA,245.049,0.685,NA,NA,NA,NA,NA,47,33.173,0.706,0.45
"LMDS [k=153] (smacofx)","LMDS [k=153] (smacofx)","LMDS (smacofx)",153,NA,0.63,0.25,1,NA,3.84,0.722,NA,NA,NA,NA,NA,34,12.811,0.377,0.192
"LMDS [k=153] [kQuality=150] (NLDR)","LMDS [k=153] [kQuality=150] (NLDR)","LMDS (NLDR)",153,NA,0.79,0.57,1,NA,2.22,0.611,NA,NA,NA,NA,NA,50,35.962,0.719,0.448
"LMDS [k=153] [kQuality=151] (NLDR)","LMDS [k=153] [kQuality=151] (NLDR)","LMDS (NLDR)",153,NA,0.79,0.57,1,NA,2.222,0.611,NA,NA,NA,NA,NA,50,35.962,0.719,0.448
"LMDS [k=153] [kQuality=152] (NLDR)","LMDS [k=153] [kQuality=152] (NLDR)","LMDS (NLDR)",153,NA,0.79,0.57,1,NA,2.126,0.611,NA,NA,NA,NA,NA,50,35.962,0.719,0.448
"LMDS [k=153] [kQuality=153] (NLDR)","LMDS [k=153] [kQuality=153] (NLDR)","LMDS (NLDR)",153,NA,0.79,0.57,1,NA,2.162,0.611,NA,NA,NA,NA,NA,50,35.962,0.719,0.448
"LMDS [k=153] [kQuality=154] (NLDR)","LMDS [k=153] [kQuality=154] (NLDR)","LMDS (NLDR)",153,NA,0.79,0.57,1,NA,2.143,0.611,NA,NA,NA,NA,NA,50,35.962,0.719,0.448
"LMDS [k=153] [kQuality=155] (NLDR)","LMDS [k=153] [kQuality=155] (NLDR)","LMDS (NLDR)",153,NA,0.79,0.57,1,NA,2.221,0.611,NA,NA,NA,NA,NA,50,35.962,0.719,0.448
"LMDS [k=153] [kQuality=156] (NLDR)","LMDS [k=153] [kQuality=156] (NLDR)","LMDS (NLDR)",153,NA,0.79,0.57,1,NA,2.221,0.611,NA,NA,NA,NA,NA,50,35.962,0.719,0.448
"LMDS [k=159] (rNLDR)","LMDS [k=159] (rNLDR)","LMDS (rNLDR)",159,NA,0.82,0.64,1,NA,82.54,0.704,NA,NA,NA,NA,NA,46,34.881,0.758,0.508
"LMDS [k=159] (smacofx)","LMDS [k=159] (smacofx)","LMDS (smacofx)",159,NA,0.63,0.25,1,NA,3.835,0.722,NA,NA,NA,NA,NA,34,12.811,0.377,0.192
"LMDS [k=159] [kQuality=156] (NLDR)","LMDS [k=159] [kQuality=156] (NLDR)","LMDS (NLDR)",159,NA,0.76,0.52,1,NA,14.413,0.611,NA,NA,NA,NA,NA,51,34.973,0.686,0.409
