"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"HSLMDS [k=203] [kQuality=201] (NLDR)","HSLMDS [k=203] [kQuality=201] (NLDR)","HSLMDS (NLDR)",203,NA,0.78,0.56,1,NA,9.891,0.89,NA,NA,NA,NA,NA,68,49.882,0.734,0.456
"HSLMDS [k=203] [kQuality=202] (NLDR)","HSLMDS [k=203] [kQuality=202] (NLDR)","HSLMDS (NLDR)",203,NA,0.78,0.56,1,NA,10.02,0.89,NA,NA,NA,NA,NA,68,49.882,0.734,0.456
"HSLMDS [k=203] [kQuality=203] (NLDR)","HSLMDS [k=203] [kQuality=203] (NLDR)","HSLMDS (NLDR)",203,NA,0.78,0.56,1,NA,9.938,0.89,NA,NA,NA,NA,NA,68,49.882,0.734,0.456
"HSLMDS [k=203] [kQuality=204] (NLDR)","HSLMDS [k=203] [kQuality=204] (NLDR)","HSLMDS (NLDR)",203,NA,0.78,0.56,1,NA,9.99,0.89,NA,NA,NA,NA,NA,68,49.882,0.734,0.456
"HSLMDS [k=203] [kQuality=205] (NLDR)","HSLMDS [k=203] [kQuality=205] (NLDR)","HSLMDS (NLDR)",203,NA,0.78,0.56,1,NA,9.874,0.89,NA,NA,NA,NA,NA,68,49.882,0.734,0.456
"HSLMDS [k=203] [kQuality=206] (NLDR)","HSLMDS [k=203] [kQuality=206] (NLDR)","HSLMDS (NLDR)",203,NA,0.78,0.56,1,NA,10.001,0.89,NA,NA,NA,NA,NA,68,49.882,0.734,0.456
"HSLMDS [k=212] (rNLDR)","HSLMDS [k=212] (rNLDR)","HSLMDS (rNLDR)",212,NA,0.76,0.53,1,NA,817.329,0.822,NA,NA,NA,NA,NA,72,52.199,0.725,0.431
"HSLMDS [k=212] [kQuality=209] (NLDR)","HSLMDS [k=212] [kQuality=209] (NLDR)","HSLMDS (NLDR)",212,NA,0.75,0.49,1,NA,11.649,0.849,NA,NA,NA,NA,NA,71,48.841,0.688,0.398
"HSLMDS [k=212] [kQuality=210] (NLDR)","HSLMDS [k=212] [kQuality=210] (NLDR)","HSLMDS (NLDR)",212,NA,0.75,0.49,1,NA,11.749,0.849,NA,NA,NA,NA,NA,71,48.841,0.688,0.398
"HSLMDS [k=212] [kQuality=211] (NLDR)","HSLMDS [k=212] [kQuality=211] (NLDR)","HSLMDS (NLDR)",212,NA,0.75,0.49,1,NA,11.739,0.849,NA,NA,NA,NA,NA,71,48.841,0.688,0.398
"HSLMDS [k=212] [kQuality=212] (NLDR)","HSLMDS [k=212] [kQuality=212] (NLDR)","HSLMDS (NLDR)",212,NA,0.75,0.49,1,NA,14.138,0.849,NA,NA,NA,NA,NA,71,48.866,0.688,0.398
"HSLMDS [k=212] [kQuality=213] (NLDR)","HSLMDS [k=212] [kQuality=213] (NLDR)","HSLMDS (NLDR)",212,NA,0.75,0.49,1,NA,10.782,0.849,NA,NA,NA,NA,NA,71,48.911,0.689,0.399
"HSLMDS [k=212] [kQuality=214] (NLDR)","HSLMDS [k=212] [kQuality=214] (NLDR)","HSLMDS (NLDR)",212,NA,0.75,0.49,1,NA,10.825,0.849,NA,NA,NA,NA,NA,71,48.911,0.689,0.399
"HSLMDS [k=212] [kQuality=215] (NLDR)","HSLMDS [k=212] [kQuality=215] (NLDR)","HSLMDS (NLDR)",212,NA,0.75,0.49,1,NA,11.918,0.849,NA,NA,NA,NA,NA,72,50.033,0.695,0.401
"HSLMDS [k=220] (rNLDR)","HSLMDS [k=220] (rNLDR)","HSLMDS (rNLDR)",220,NA,0.78,0.56,1,NA,699.822,0.863,NA,NA,NA,NA,NA,69,51.248,0.743,0.461
"HSLMDS [k=220] [kQuality=217] (NLDR)","HSLMDS [k=220] [kQuality=217] (NLDR)","HSLMDS (NLDR)",220,NA,0.77,0.53,1,NA,8.065,0.877,NA,NA,NA,NA,NA,63,44.012,0.699,0.441
"HSLMDS [k=220] [kQuality=218] (NLDR)","HSLMDS [k=220] [kQuality=218] (NLDR)","HSLMDS (NLDR)",220,NA,0.77,0.53,1,NA,8.065,0.877,NA,NA,NA,NA,NA,63,44.012,0.699,0.441
"HSLMDS [k=220] [kQuality=219] (NLDR)","HSLMDS [k=220] [kQuality=219] (NLDR)","HSLMDS (NLDR)",220,NA,0.77,0.53,1,NA,8.07,0.877,NA,NA,NA,NA,NA,63,44.012,0.699,0.441
"HSLMDS [k=220] [kQuality=220] (NLDR)","HSLMDS [k=220] [kQuality=220] (NLDR)","HSLMDS (NLDR)",220,NA,0.77,0.53,1,NA,8.149,0.877,NA,NA,NA,NA,NA,63,44.012,0.699,0.441
"HSLMDS [k=220] [kQuality=221] (NLDR)","HSLMDS [k=220] [kQuality=221] (NLDR)","HSLMDS (NLDR)",220,NA,0.77,0.53,1,NA,8.115,0.877,NA,NA,NA,NA,NA,63,44.012,0.699,0.441
"HSLMDS [k=220] [kQuality=222] (NLDR)","HSLMDS [k=220] [kQuality=222] (NLDR)","HSLMDS (NLDR)",220,NA,0.77,0.53,1,NA,8.214,0.877,NA,NA,NA,NA,NA,63,44.012,0.699,0.441
"HSLMDS [k=220] [kQuality=223] (NLDR)","HSLMDS [k=220] [kQuality=223] (NLDR)","HSLMDS (NLDR)",220,NA,0.77,0.53,1,NA,8.103,0.877,NA,NA,NA,NA,NA,63,44.012,0.699,0.441
"HSLMDS [k=228] (rNLDR)","HSLMDS [k=228] (rNLDR)","HSLMDS (rNLDR)",228,NA,0.78,0.56,1,NA,669.782,0.849,NA,NA,NA,NA,NA,68,50.248,0.739,0.461
"HSLMDS [k=228] [kQuality=225] (NLDR)","HSLMDS [k=228] [kQuality=225] (NLDR)","HSLMDS (NLDR)",228,NA,0.78,0.56,1,NA,7.449,0.863,NA,NA,NA,NA,NA,69,51.236,0.743,0.461
"HSLMDS [k=228] [kQuality=226] (NLDR)","HSLMDS [k=228] [kQuality=226] (NLDR)","HSLMDS (NLDR)",228,NA,0.78,0.56,1,NA,7.465,0.863,NA,NA,NA,NA,NA,69,51.236,0.743,0.461
"HSLMDS [k=228] [kQuality=227] (NLDR)","HSLMDS [k=228] [kQuality=227] (NLDR)","HSLMDS (NLDR)",228,NA,0.78,0.56,1,NA,7.44,0.863,NA,NA,NA,NA,NA,69,51.236,0.743,0.461
"HSLMDS [k=228] [kQuality=228] (NLDR)","HSLMDS [k=228] [kQuality=228] (NLDR)","HSLMDS (NLDR)",228,NA,0.78,0.56,1,NA,7.427,0.863,NA,NA,NA,NA,NA,69,51.236,0.743,0.461
"HSLMDS [k=228] [kQuality=229] (NLDR)","HSLMDS [k=228] [kQuality=229] (NLDR)","HSLMDS (NLDR)",228,NA,0.76,0.52,1,NA,8.879,0.877,NA,NA,NA,NA,NA,60,40.508,0.675,0.43
"HSLMDS [k=228] [kQuality=230] (NLDR)","HSLMDS [k=228] [kQuality=230] (NLDR)","HSLMDS (NLDR)",228,NA,0.76,0.52,1,NA,8.105,0.877,NA,NA,NA,NA,NA,60,40.736,0.679,0.434
"HSLMDS [k=228] [kQuality=231] (NLDR)","HSLMDS [k=228] [kQuality=231] (NLDR)","HSLMDS (NLDR)",228,NA,0.77,0.53,1,NA,25.718,0.877,NA,NA,NA,NA,NA,61,41.976,0.688,0.439
"HSLMDS [k=237] (rNLDR)","HSLMDS [k=237] (rNLDR)","HSLMDS (rNLDR)",237,NA,0.77,0.54,1,NA,508.45,0.753,NA,NA,NA,NA,NA,78,57.744,0.74,0.422
"HSLMDS [k=237] [kQuality=234] (NLDR)","HSLMDS [k=237] [kQuality=234] (NLDR)","HSLMDS (NLDR)",237,NA,0.77,0.55,1,NA,10.216,0.877,NA,NA,NA,NA,NA,52,34.398,0.662,0.449
"HSLMDS [k=237] [kQuality=235] (NLDR)","HSLMDS [k=237] [kQuality=235] (NLDR)","HSLMDS (NLDR)",237,NA,0.77,0.55,1,NA,10.245,0.877,NA,NA,NA,NA,NA,52,34.398,0.662,0.449
"HSLMDS [k=237] [kQuality=236] (NLDR)","HSLMDS [k=237] [kQuality=236] (NLDR)","HSLMDS (NLDR)",237,NA,0.78,0.55,1,NA,8.11,0.863,NA,NA,NA,NA,NA,52,34.573,0.665,0.453
"HSLMDS [k=237] [kQuality=237] (NLDR)","HSLMDS [k=237] [kQuality=237] (NLDR)","HSLMDS (NLDR)",237,NA,0.77,0.54,1,NA,5.781,0.753,NA,NA,NA,NA,NA,76,55.634,0.732,0.422
"HSLMDS [k=237] [kQuality=238] (NLDR)","HSLMDS [k=237] [kQuality=238] (NLDR)","HSLMDS (NLDR)",237,NA,0.77,0.54,1,NA,5.765,0.753,NA,NA,NA,NA,NA,76,55.634,0.732,0.422
"HSLMDS [k=237] [kQuality=239] (NLDR)","HSLMDS [k=237] [kQuality=239] (NLDR)","HSLMDS (NLDR)",237,NA,0.77,0.54,1,NA,5.72,0.753,NA,NA,NA,NA,NA,76,55.634,0.732,0.422
"HSLMDS [k=237] [kQuality=240] (NLDR)","HSLMDS [k=237] [kQuality=240] (NLDR)","HSLMDS (NLDR)",237,NA,0.77,0.55,1,NA,10.122,0.877,NA,NA,NA,NA,NA,52,34.398,0.662,0.449
"HSLMDS [k=245] (rNLDR)","HSLMDS [k=245] (rNLDR)","HSLMDS (rNLDR)",245,NA,0.75,0.49,1,NA,719.422,0.863,NA,NA,NA,NA,NA,55,33.809,0.615,0.39
"HSLMDS [k=245] [kQuality=242] (NLDR)","HSLMDS [k=245] [kQuality=242] (NLDR)","HSLMDS (NLDR)",245,NA,0.78,0.55,1,NA,7.338,0.822,NA,NA,NA,NA,NA,79,58.829,0.745,0.422
"HSLMDS [k=245] [kQuality=243] (NLDR)","HSLMDS [k=245] [kQuality=243] (NLDR)","HSLMDS (NLDR)",245,NA,0.78,0.55,1,NA,7.427,0.822,NA,NA,NA,NA,NA,79,58.829,0.745,0.422
"HSLMDS [k=245] [kQuality=244] (NLDR)","HSLMDS [k=245] [kQuality=244] (NLDR)","HSLMDS (NLDR)",245,NA,0.78,0.55,1,NA,7.328,0.822,NA,NA,NA,NA,NA,79,58.829,0.745,0.422
"HSLMDS [k=245] [kQuality=245] (NLDR)","HSLMDS [k=245] [kQuality=245] (NLDR)","HSLMDS (NLDR)",245,NA,0.77,0.55,1,NA,8.646,0.932,NA,NA,NA,NA,NA,58,39.776,0.686,0.449
"HSLMDS [k=28] (rNLDR)","HSLMDS [k=28] (rNLDR)","HSLMDS (rNLDR)",28,NA,0.73,0.46,1,NA,590.779,0.986,NA,NA,NA,NA,NA,38,21.988,0.579,0.424
"HSLMDS [k=28] [kQuality=25] (NLDR)","HSLMDS [k=28] [kQuality=25] (NLDR)","HSLMDS (NLDR)",28,NA,0.73,0.47,1,NA,10.117,0.973,NA,NA,NA,NA,NA,41,24.37,0.594,0.427
"HSLMDS [k=28] [kQuality=26] (NLDR)","HSLMDS [k=28] [kQuality=26] (NLDR)","HSLMDS (NLDR)",28,NA,0.73,0.47,1,NA,9.163,0.973,NA,NA,NA,NA,NA,41,24.37,0.594,0.427
"HSLMDS [k=28] [kQuality=27] (NLDR)","HSLMDS [k=28] [kQuality=27] (NLDR)","HSLMDS (NLDR)",28,NA,0.73,0.47,1,NA,8.593,0.973,NA,NA,NA,NA,NA,41,24.37,0.594,0.427
"HSLMDS [k=28] [kQuality=28] (NLDR)","HSLMDS [k=28] [kQuality=28] (NLDR)","HSLMDS (NLDR)",28,NA,0.73,0.47,1,NA,9.139,0.973,NA,NA,NA,NA,NA,41,24.37,0.594,0.427
"HSLMDS [k=28] [kQuality=29] (NLDR)","HSLMDS [k=28] [kQuality=29] (NLDR)","HSLMDS (NLDR)",28,NA,0.73,0.47,1,NA,9.113,0.973,NA,NA,NA,NA,NA,41,24.37,0.594,0.427
"HSLMDS [k=28] [kQuality=30] (NLDR)","HSLMDS [k=28] [kQuality=30] (NLDR)","HSLMDS (NLDR)",28,NA,0.73,0.47,1,NA,10.472,0.973,NA,NA,NA,NA,NA,41,24.35,0.594,0.427
"HSLMDS [k=28] [kQuality=31] (NLDR)","HSLMDS [k=28] [kQuality=31] (NLDR)","HSLMDS (NLDR)",28,NA,0.73,0.47,1,NA,9.156,0.973,NA,NA,NA,NA,NA,41,24.37,0.594,0.427
"HSLMDS [k=3] (rNLDR)","HSLMDS [k=3] (rNLDR)","HSLMDS (rNLDR)",3,NA,0.71,0.42,1,NA,647.29,0.986,NA,NA,NA,NA,NA,40,21.098,0.527,0.364
"HSLMDS [k=3] [kQuality=1] (NLDR)","HSLMDS [k=3] [kQuality=1] (NLDR)","HSLMDS (NLDR)",3,NA,0.71,0.42,1,NA,4.543,0.986,NA,NA,NA,NA,NA,40,21.077,0.527,0.364
"HSLMDS [k=3] [kQuality=2] (NLDR)","HSLMDS [k=3] [kQuality=2] (NLDR)","HSLMDS (NLDR)",3,NA,0.71,0.42,1,NA,5.493,0.986,NA,NA,NA,NA,NA,40,21.106,0.528,0.364
"HSLMDS [k=3] [kQuality=3] (NLDR)","HSLMDS [k=3] [kQuality=3] (NLDR)","HSLMDS (NLDR)",3,NA,0.71,0.42,1,NA,5.339,0.986,NA,NA,NA,NA,NA,40,21.106,0.528,0.364
"HSLMDS [k=3] [kQuality=4] (NLDR)","HSLMDS [k=3] [kQuality=4] (NLDR)","HSLMDS (NLDR)",3,NA,0.71,0.42,1,NA,5.508,0.986,NA,NA,NA,NA,NA,40,21.106,0.528,0.364
"HSLMDS [k=3] [kQuality=5] (NLDR)","HSLMDS [k=3] [kQuality=5] (NLDR)","HSLMDS (NLDR)",3,NA,0.71,0.42,1,NA,5.419,0.986,NA,NA,NA,NA,NA,40,21.106,0.528,0.364
"HSLMDS [k=3] [kQuality=6] (NLDR)","HSLMDS [k=3] [kQuality=6] (NLDR)","HSLMDS (NLDR)",3,NA,0.71,0.42,1,NA,5.393,0.986,NA,NA,NA,NA,NA,40,21.106,0.528,0.364
"HSLMDS [k=36] (rNLDR)","HSLMDS [k=36] (rNLDR)","HSLMDS (rNLDR)",36,NA,0.75,0.49,1,NA,792.619,0.973,NA,NA,NA,NA,NA,46,28.423,0.618,0.43
"HSLMDS [k=36] [kQuality=33] (NLDR)","HSLMDS [k=36] [kQuality=33] (NLDR)","HSLMDS (NLDR)",36,NA,0.74,0.48,1,NA,9.931,0.973,NA,NA,NA,NA,NA,42,25.313,0.603,0.431
"HSLMDS [k=36] [kQuality=34] (NLDR)","HSLMDS [k=36] [kQuality=34] (NLDR)","HSLMDS (NLDR)",36,NA,0.74,0.48,1,NA,9.848,0.973,NA,NA,NA,NA,NA,42,25.313,0.603,0.431
"HSLMDS [k=36] [kQuality=35] (NLDR)","HSLMDS [k=36] [kQuality=35] (NLDR)","HSLMDS (NLDR)",36,NA,0.74,0.48,1,NA,9.94,0.973,NA,NA,NA,NA,NA,42,25.313,0.603,0.431
"HSLMDS [k=36] [kQuality=36] (NLDR)","HSLMDS [k=36] [kQuality=36] (NLDR)","HSLMDS (NLDR)",36,NA,0.74,0.48,1,NA,9.842,0.973,NA,NA,NA,NA,NA,42,25.313,0.603,0.431
"HSLMDS [k=36] [kQuality=37] (NLDR)","HSLMDS [k=36] [kQuality=37] (NLDR)","HSLMDS (NLDR)",36,NA,0.74,0.48,1,NA,6.219,0.973,NA,NA,NA,NA,NA,43,26.093,0.607,0.431
"HSLMDS [k=36] [kQuality=38] (NLDR)","HSLMDS [k=36] [kQuality=38] (NLDR)","HSLMDS (NLDR)",36,NA,0.74,0.48,1,NA,6.433,0.973,NA,NA,NA,NA,NA,43,26.093,0.607,0.431
"HSLMDS [k=36] [kQuality=39] (NLDR)","HSLMDS [k=36] [kQuality=39] (NLDR)","HSLMDS (NLDR)",36,NA,0.74,0.48,1,NA,6.427,0.973,NA,NA,NA,NA,NA,43,26.093,0.607,0.431
"HSLMDS [k=45] (rNLDR)","HSLMDS [k=45] (rNLDR)","HSLMDS (rNLDR)",45,NA,0.76,0.52,1,NA,744.162,0.959,NA,NA,NA,NA,NA,56,38.11,0.681,0.452
"HSLMDS [k=45] [kQuality=42] (NLDR)","HSLMDS [k=45] [kQuality=42] (NLDR)","HSLMDS (NLDR)",45,NA,0.75,0.5,1,NA,6.412,0.973,NA,NA,NA,NA,NA,46,28.626,0.622,0.435
"HSLMDS [k=45] [kQuality=43] (NLDR)","HSLMDS [k=45] [kQuality=43] (NLDR)","HSLMDS (NLDR)",45,NA,0.75,0.5,1,NA,5.406,0.973,NA,NA,NA,NA,NA,43,26.248,0.61,0.435
"HSLMDS [k=45] [kQuality=44] (NLDR)","HSLMDS [k=45] [kQuality=44] (NLDR)","HSLMDS (NLDR)",45,NA,0.75,0.5,1,NA,6.507,0.973,NA,NA,NA,NA,NA,46,28.626,0.622,0.435
"HSLMDS [k=45] [kQuality=45] (NLDR)","HSLMDS [k=45] [kQuality=45] (NLDR)","HSLMDS (NLDR)",45,NA,0.75,0.5,1,NA,6.827,0.973,NA,NA,NA,NA,NA,46,28.61,0.622,0.434
"HSLMDS [k=45] [kQuality=46] (NLDR)","HSLMDS [k=45] [kQuality=46] (NLDR)","HSLMDS (NLDR)",45,NA,0.75,0.5,1,NA,6.791,0.973,NA,NA,NA,NA,NA,46,28.61,0.622,0.434
"HSLMDS [k=45] [kQuality=47] (NLDR)","HSLMDS [k=45] [kQuality=47] (NLDR)","HSLMDS (NLDR)",45,NA,0.75,0.5,1,NA,5.47,0.973,NA,NA,NA,NA,NA,43,26.248,0.61,0.435
"HSLMDS [k=45] [kQuality=48] (NLDR)","HSLMDS [k=45] [kQuality=48] (NLDR)","HSLMDS (NLDR)",45,NA,0.75,0.5,1,NA,5.727,0.973,NA,NA,NA,NA,NA,43,26.244,0.61,0.435
"HSLMDS [k=53] (rNLDR)","HSLMDS [k=53] (rNLDR)","HSLMDS (rNLDR)",53,NA,0.77,0.53,1,NA,663.956,0.904,NA,NA,NA,NA,NA,57,39.325,0.69,0.457
"HSLMDS [k=53] [kQuality=50] (NLDR)","HSLMDS [k=53] [kQuality=50] (NLDR)","HSLMDS (NLDR)",53,NA,0.75,0.5,1,NA,10.007,0.959,NA,NA,NA,NA,NA,53,34.65,0.654,0.437
"HSLMDS [k=53] [kQuality=51] (NLDR)","HSLMDS [k=53] [kQuality=51] (NLDR)","HSLMDS (NLDR)",53,NA,0.75,0.5,1,NA,4.387,0.959,NA,NA,NA,NA,NA,54,35.528,0.658,0.438
"HSLMDS [k=53] [kQuality=52] (NLDR)","HSLMDS [k=53] [kQuality=52] (NLDR)","HSLMDS (NLDR)",53,NA,0.75,0.5,1,NA,6.638,0.959,NA,NA,NA,NA,NA,53,34.654,0.654,0.438
"HSLMDS [k=53] [kQuality=53] (NLDR)","HSLMDS [k=53] [kQuality=53] (NLDR)","HSLMDS (NLDR)",53,NA,0.75,0.5,1,NA,28.584,0.959,NA,NA,NA,NA,NA,56,37.309,0.666,0.438
"HSLMDS [k=53] [kQuality=54] (NLDR)","HSLMDS [k=53] [kQuality=54] (NLDR)","HSLMDS (NLDR)",53,NA,0.75,0.5,1,NA,56.092,0.959,NA,NA,NA,NA,NA,54,35.533,0.658,0.438
"HSLMDS [k=53] [kQuality=55] (NLDR)","HSLMDS [k=53] [kQuality=55] (NLDR)","HSLMDS (NLDR)",53,NA,0.75,0.5,1,NA,6.547,0.959,NA,NA,NA,NA,NA,53,34.654,0.654,0.438
"HSLMDS [k=53] [kQuality=56] (NLDR)","HSLMDS [k=53] [kQuality=56] (NLDR)","HSLMDS (NLDR)",53,NA,0.75,0.5,1,NA,28.429,0.959,NA,NA,NA,NA,NA,56,37.309,0.666,0.438
"HSLMDS [k=61] (rNLDR)","HSLMDS [k=61] (rNLDR)","HSLMDS (rNLDR)",61,NA,0.77,0.53,1,NA,698.131,0.945,NA,NA,NA,NA,NA,63,44.671,0.709,0.452
"HSLMDS [k=61] [kQuality=58] (NLDR)","HSLMDS [k=61] [kQuality=58] (NLDR)","HSLMDS (NLDR)",61,NA,0.76,0.51,1,NA,8.419,0.918,NA,NA,NA,NA,NA,58,39.207,0.676,0.439
"HSLMDS [k=61] [kQuality=59] (NLDR)","HSLMDS [k=61] [kQuality=59] (NLDR)","HSLMDS (NLDR)",61,NA,0.76,0.51,1,NA,21.466,0.918,NA,NA,NA,NA,NA,58,39.203,0.676,0.439
"HSLMDS [k=61] [kQuality=60] (NLDR)","HSLMDS [k=61] [kQuality=60] (NLDR)","HSLMDS (NLDR)",61,NA,0.76,0.51,1,NA,8.384,0.918,NA,NA,NA,NA,NA,58,39.207,0.676,0.439
"HSLMDS [k=61] [kQuality=61] (NLDR)","HSLMDS [k=61] [kQuality=61] (NLDR)","HSLMDS (NLDR)",61,NA,0.76,0.51,1,NA,8.438,0.918,NA,NA,NA,NA,NA,58,39.207,0.676,0.439
"HSLMDS [k=61] [kQuality=62] (NLDR)","HSLMDS [k=61] [kQuality=62] (NLDR)","HSLMDS (NLDR)",61,NA,0.76,0.51,1,NA,8.43,0.918,NA,NA,NA,NA,NA,58,39.207,0.676,0.439
"HSLMDS [k=61] [kQuality=63] (NLDR)","HSLMDS [k=61] [kQuality=63] (NLDR)","HSLMDS (NLDR)",61,NA,0.76,0.51,1,NA,8.436,0.918,NA,NA,NA,NA,NA,58,39.207,0.676,0.439
"HSLMDS [k=61] [kQuality=64] (NLDR)","HSLMDS [k=61] [kQuality=64] (NLDR)","HSLMDS (NLDR)",61,NA,0.76,0.51,1,NA,8.384,0.918,NA,NA,NA,NA,NA,58,39.207,0.676,0.439
"HSLMDS [k=70] (rNLDR)","HSLMDS [k=70] (rNLDR)","HSLMDS (rNLDR)",70,NA,0.78,0.55,1,NA,587.996,0.945,NA,NA,NA,NA,NA,69,51.435,0.745,0.464
"HSLMDS [k=70] [kQuality=67] (NLDR)","HSLMDS [k=70] [kQuality=67] (NLDR)","HSLMDS (NLDR)",70,NA,0.74,0.48,1,NA,32.625,0.918,NA,NA,NA,NA,NA,69,46.972,0.681,0.399
"HSLMDS [k=70] [kQuality=68] (NLDR)","HSLMDS [k=70] [kQuality=68] (NLDR)","HSLMDS (NLDR)",70,NA,0.74,0.48,1,NA,32.653,0.918,NA,NA,NA,NA,NA,69,46.972,0.681,0.399
"HSLMDS [k=70] [kQuality=69] (NLDR)","HSLMDS [k=70] [kQuality=69] (NLDR)","HSLMDS (NLDR)",70,NA,0.74,0.48,1,NA,32.646,0.918,NA,NA,NA,NA,NA,69,46.972,0.681,0.399
"HSLMDS [k=70] [kQuality=70] (NLDR)","HSLMDS [k=70] [kQuality=70] (NLDR)","HSLMDS (NLDR)",70,NA,0.74,0.48,1,NA,32.691,0.918,NA,NA,NA,NA,NA,69,46.972,0.681,0.399
"HSLMDS [k=70] [kQuality=71] (NLDR)","HSLMDS [k=70] [kQuality=71] (NLDR)","HSLMDS (NLDR)",70,NA,0.74,0.48,1,NA,32.59,0.918,NA,NA,NA,NA,NA,69,46.972,0.681,0.399
"HSLMDS [k=70] [kQuality=72] (NLDR)","HSLMDS [k=70] [kQuality=72] (NLDR)","HSLMDS (NLDR)",70,NA,0.74,0.48,1,NA,32.627,0.918,NA,NA,NA,NA,NA,69,46.972,0.681,0.399
"HSLMDS [k=70] [kQuality=73] (NLDR)","HSLMDS [k=70] [kQuality=73] (NLDR)","HSLMDS (NLDR)",70,NA,0.74,0.48,1,NA,32.696,0.918,NA,NA,NA,NA,NA,69,46.972,0.681,0.399
"HSLMDS [k=78] (rNLDR)","HSLMDS [k=78] (rNLDR)","HSLMDS (rNLDR)",78,NA,0.78,0.55,1,NA,633.321,0.932,NA,NA,NA,NA,NA,61,43.537,0.714,0.465
"HSLMDS [k=78] [kQuality=75] (NLDR)","HSLMDS [k=78] [kQuality=75] (NLDR)","HSLMDS (NLDR)",78,NA,0.74,0.48,1,NA,5.835,0.89,NA,NA,NA,NA,NA,69,47,0.681,0.4
"HSLMDS [k=78] [kQuality=76] (NLDR)","HSLMDS [k=78] [kQuality=76] (NLDR)","HSLMDS (NLDR)",78,NA,0.74,0.48,1,NA,5.846,0.89,NA,NA,NA,NA,NA,69,47,0.681,0.4
"HSLMDS [k=78] [kQuality=77] (NLDR)","HSLMDS [k=78] [kQuality=77] (NLDR)","HSLMDS (NLDR)",78,NA,0.74,0.48,1,NA,5.779,0.89,NA,NA,NA,NA,NA,69,47,0.681,0.4
"HSLMDS [k=78] [kQuality=78] (NLDR)","HSLMDS [k=78] [kQuality=78] (NLDR)","HSLMDS (NLDR)",78,NA,0.74,0.48,1,NA,5.831,0.89,NA,NA,NA,NA,NA,69,47,0.681,0.4
"HSLMDS [k=78] [kQuality=79] (NLDR)","HSLMDS [k=78] [kQuality=79] (NLDR)","HSLMDS (NLDR)",78,NA,0.74,0.48,1,NA,5.823,0.89,NA,NA,NA,NA,NA,69,47,0.681,0.4
"HSLMDS [k=78] [kQuality=80] (NLDR)","HSLMDS [k=78] [kQuality=80] (NLDR)","HSLMDS (NLDR)",78,NA,0.74,0.48,1,NA,5.775,0.89,NA,NA,NA,NA,NA,69,47,0.681,0.4
"HSLMDS [k=78] [kQuality=81] (NLDR)","HSLMDS [k=78] [kQuality=81] (NLDR)","HSLMDS (NLDR)",78,NA,0.74,0.48,1,NA,5.836,0.89,NA,NA,NA,NA,NA,69,47,0.681,0.4
"HSLMDS [k=86] (rNLDR)","HSLMDS [k=86] (rNLDR)","HSLMDS (rNLDR)",86,NA,0.78,0.56,1,NA,687.899,0.918,NA,NA,NA,NA,NA,66,48.065,0.728,0.459
"HSLMDS [k=86] [kQuality=83] (NLDR)","HSLMDS [k=86] [kQuality=83] (NLDR)","HSLMDS (NLDR)",86,NA,0.74,0.49,1,NA,11.724,0.904,NA,NA,NA,NA,NA,72,49.996,0.694,0.401
"HSLMDS [k=86] [kQuality=84] (NLDR)","HSLMDS [k=86] [kQuality=84] (NLDR)","HSLMDS (NLDR)",86,NA,0.74,0.49,1,NA,11.796,0.904,NA,NA,NA,NA,NA,72,49.996,0.694,0.401
"HSLMDS [k=86] [kQuality=85] (NLDR)","HSLMDS [k=86] [kQuality=85] (NLDR)","HSLMDS (NLDR)",86,NA,0.74,0.49,1,NA,11.716,0.904,NA,NA,NA,NA,NA,72,49.996,0.694,0.401
"HSLMDS [k=86] [kQuality=86] (NLDR)","HSLMDS [k=86] [kQuality=86] (NLDR)","HSLMDS (NLDR)",86,NA,0.74,0.49,1,NA,11.796,0.904,NA,NA,NA,NA,NA,72,49.996,0.694,0.401
"HSLMDS [k=86] [kQuality=87] (NLDR)","HSLMDS [k=86] [kQuality=87] (NLDR)","HSLMDS (NLDR)",86,NA,0.74,0.48,1,NA,10.056,0.904,NA,NA,NA,NA,NA,65,43.22,0.665,0.4
"HSLMDS [k=86] [kQuality=88] (NLDR)","HSLMDS [k=86] [kQuality=88] (NLDR)","HSLMDS (NLDR)",86,NA,0.74,0.49,1,NA,11.755,0.904,NA,NA,NA,NA,NA,72,49.996,0.694,0.401
"HSLMDS [k=86] [kQuality=89] (NLDR)","HSLMDS [k=86] [kQuality=89] (NLDR)","HSLMDS (NLDR)",86,NA,0.74,0.49,1,NA,11.79,0.904,NA,NA,NA,NA,NA,72,49.996,0.694,0.401
"HSLMDS [k=95] (rNLDR)","HSLMDS [k=95] (rNLDR)","HSLMDS (rNLDR)",95,NA,0.78,0.56,1,NA,640.932,0.904,NA,NA,NA,NA,NA,72,54.215,0.753,0.459
"HSLMDS [k=95] [kQuality=92] (NLDR)","HSLMDS [k=95] [kQuality=92] (NLDR)","HSLMDS (NLDR)",95,NA,0.74,0.49,1,NA,6.6,0.904,NA,NA,NA,NA,NA,72,49.894,0.693,0.399
