"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"HSLMDS [k=11] [kQuality=8] (NLDR)","HSLMDS [k=11] [kQuality=8] (NLDR)","HSLMDS (NLDR)",11,NA,0.72,0.45,1,NA,81.562,1,NA,NA,NA,NA,NA,40,22.26,0.557,0.393
"HSLMDS [k=11] [kQuality=9] (NLDR)","HSLMDS [k=11] [kQuality=9] (NLDR)","HSLMDS (NLDR)",11,NA,0.73,0.45,1,NA,4.732,1,NA,NA,NA,NA,NA,40,22.289,0.557,0.394
"HSLMDS [k=111] (rNLDR)","HSLMDS [k=111] (rNLDR)","HSLMDS (rNLDR)",111,NA,0.78,0.56,1,NA,536.915,0.918,NA,NA,NA,NA,NA,70,51.78,0.74,0.454
"HSLMDS [k=111] [kQuality=108] (NLDR)","HSLMDS [k=111] [kQuality=108] (NLDR)","HSLMDS (NLDR)",111,NA,0.75,0.49,1,NA,22.598,0.932,NA,NA,NA,NA,NA,72,49.691,0.69,0.396
"HSLMDS [k=111] [kQuality=109] (NLDR)","HSLMDS [k=111] [kQuality=109] (NLDR)","HSLMDS (NLDR)",111,NA,0.75,0.49,1,NA,22.426,0.932,NA,NA,NA,NA,NA,72,49.691,0.69,0.396
"HSLMDS [k=111] [kQuality=110] (NLDR)","HSLMDS [k=111] [kQuality=110] (NLDR)","HSLMDS (NLDR)",111,NA,0.75,0.49,1,NA,22.425,0.932,NA,NA,NA,NA,NA,72,49.691,0.69,0.396
"HSLMDS [k=111] [kQuality=111] (NLDR)","HSLMDS [k=111] [kQuality=111] (NLDR)","HSLMDS (NLDR)",111,NA,0.75,0.49,1,NA,22.56,0.932,NA,NA,NA,NA,NA,72,49.691,0.69,0.396
"HSLMDS [k=111] [kQuality=112] (NLDR)","HSLMDS [k=111] [kQuality=112] (NLDR)","HSLMDS (NLDR)",111,NA,0.75,0.49,1,NA,22.48,0.932,NA,NA,NA,NA,NA,72,49.691,0.69,0.396
"HSLMDS [k=111] [kQuality=113] (NLDR)","HSLMDS [k=111] [kQuality=113] (NLDR)","HSLMDS (NLDR)",111,NA,0.75,0.49,1,NA,22.397,0.932,NA,NA,NA,NA,NA,72,49.691,0.69,0.396
"HSLMDS [k=111] [kQuality=114] (NLDR)","HSLMDS [k=111] [kQuality=114] (NLDR)","HSLMDS (NLDR)",111,NA,0.75,0.49,1,NA,22.564,0.932,NA,NA,NA,NA,NA,72,49.691,0.69,0.396
"HSLMDS [k=120] (rNLDR)","HSLMDS [k=120] (rNLDR)","HSLMDS (rNLDR)",120,NA,0.77,0.54,1,NA,862.043,0.89,NA,NA,NA,NA,NA,72,52.077,0.723,0.429
"HSLMDS [k=120] [kQuality=117] (NLDR)","HSLMDS [k=120] [kQuality=117] (NLDR)","HSLMDS (NLDR)",120,NA,0.77,0.53,1,NA,5.294,0.89,NA,NA,NA,NA,NA,72,51.988,0.722,0.428
"HSLMDS [k=120] [kQuality=118] (NLDR)","HSLMDS [k=120] [kQuality=118] (NLDR)","HSLMDS (NLDR)",120,NA,0.77,0.53,1,NA,5.318,0.89,NA,NA,NA,NA,NA,72,51.988,0.722,0.428
"HSLMDS [k=120] [kQuality=119] (NLDR)","HSLMDS [k=120] [kQuality=119] (NLDR)","HSLMDS (NLDR)",120,NA,0.77,0.53,1,NA,5.319,0.89,NA,NA,NA,NA,NA,72,51.988,0.722,0.428
"HSLMDS [k=120] [kQuality=120] (NLDR)","HSLMDS [k=120] [kQuality=120] (NLDR)","HSLMDS (NLDR)",120,NA,0.76,0.52,1,NA,5.304,0.877,NA,NA,NA,NA,NA,72,51.366,0.713,0.42
"HSLMDS [k=120] [kQuality=121] (NLDR)","HSLMDS [k=120] [kQuality=121] (NLDR)","HSLMDS (NLDR)",120,NA,0.76,0.52,1,NA,5.319,0.877,NA,NA,NA,NA,NA,72,51.366,0.713,0.42
"HSLMDS [k=120] [kQuality=122] (NLDR)","HSLMDS [k=120] [kQuality=122] (NLDR)","HSLMDS (NLDR)",120,NA,0.76,0.52,1,NA,5.337,0.877,NA,NA,NA,NA,NA,72,51.366,0.713,0.42
"HSLMDS [k=120] [kQuality=123] (NLDR)","HSLMDS [k=120] [kQuality=123] (NLDR)","HSLMDS (NLDR)",120,NA,0.76,0.52,1,NA,5.341,0.877,NA,NA,NA,NA,NA,72,51.366,0.713,0.42
"HSLMDS [k=128] (rNLDR)","HSLMDS [k=128] (rNLDR)","HSLMDS (rNLDR)",128,NA,0.77,0.53,1,NA,542.79,0.849,NA,NA,NA,NA,NA,71,50.728,0.714,0.425
"HSLMDS [k=128] [kQuality=125] (NLDR)","HSLMDS [k=128] [kQuality=125] (NLDR)","HSLMDS (NLDR)",128,NA,0.76,0.52,1,NA,9.69,0.89,NA,NA,NA,NA,NA,69,47.927,0.695,0.413
"HSLMDS [k=128] [kQuality=126] (NLDR)","HSLMDS [k=128] [kQuality=126] (NLDR)","HSLMDS (NLDR)",128,NA,0.76,0.52,1,NA,9.75,0.89,NA,NA,NA,NA,NA,69,47.927,0.695,0.413
"HSLMDS [k=128] [kQuality=127] (NLDR)","HSLMDS [k=128] [kQuality=127] (NLDR)","HSLMDS (NLDR)",128,NA,0.76,0.52,1,NA,9.7,0.89,NA,NA,NA,NA,NA,69,47.927,0.695,0.413
"HSLMDS [k=128] [kQuality=128] (NLDR)","HSLMDS [k=128] [kQuality=128] (NLDR)","HSLMDS (NLDR)",128,NA,0.76,0.52,1,NA,9.766,0.89,NA,NA,NA,NA,NA,69,47.927,0.695,0.413
"HSLMDS [k=128] [kQuality=129] (NLDR)","HSLMDS [k=128] [kQuality=129] (NLDR)","HSLMDS (NLDR)",128,NA,0.76,0.52,1,NA,9.759,0.89,NA,NA,NA,NA,NA,69,47.927,0.695,0.413
"HSLMDS [k=128] [kQuality=130] (NLDR)","HSLMDS [k=128] [kQuality=130] (NLDR)","HSLMDS (NLDR)",128,NA,0.76,0.52,1,NA,9.748,0.89,NA,NA,NA,NA,NA,69,47.927,0.695,0.413
"HSLMDS [k=128] [kQuality=131] (NLDR)","HSLMDS [k=128] [kQuality=131] (NLDR)","HSLMDS (NLDR)",128,NA,0.76,0.52,1,NA,9.857,0.89,NA,NA,NA,NA,NA,69,47.927,0.695,0.413
"HSLMDS [k=137] (rNLDR)","HSLMDS [k=137] (rNLDR)","HSLMDS (rNLDR)",137,NA,0.77,0.53,1,NA,521.591,0.863,NA,NA,NA,NA,NA,69,48.207,0.699,0.417
"HSLMDS [k=137] [kQuality=134] (NLDR)","HSLMDS [k=137] [kQuality=134] (NLDR)","HSLMDS (NLDR)",137,NA,0.77,0.53,1,NA,6.928,0.836,NA,NA,NA,NA,NA,72,51.106,0.71,0.416
"HSLMDS [k=137] [kQuality=135] (NLDR)","HSLMDS [k=137] [kQuality=135] (NLDR)","HSLMDS (NLDR)",137,NA,0.77,0.53,1,NA,7.025,0.836,NA,NA,NA,NA,NA,72,51.106,0.71,0.416
"HSLMDS [k=137] [kQuality=136] (NLDR)","HSLMDS [k=137] [kQuality=136] (NLDR)","HSLMDS (NLDR)",137,NA,0.74,0.48,1,NA,28.255,0.822,NA,NA,NA,NA,NA,70,46.606,0.666,0.38
"HSLMDS [k=137] [kQuality=137] (NLDR)","HSLMDS [k=137] [kQuality=137] (NLDR)","HSLMDS (NLDR)",137,NA,0.74,0.48,1,NA,28.185,0.822,NA,NA,NA,NA,NA,70,46.606,0.666,0.38
"HSLMDS [k=137] [kQuality=138] (NLDR)","HSLMDS [k=137] [kQuality=138] (NLDR)","HSLMDS (NLDR)",137,NA,0.74,0.48,1,NA,28.226,0.822,NA,NA,NA,NA,NA,70,46.606,0.666,0.38
"HSLMDS [k=137] [kQuality=139] (NLDR)","HSLMDS [k=137] [kQuality=139] (NLDR)","HSLMDS (NLDR)",137,NA,0.74,0.48,1,NA,28.141,0.822,NA,NA,NA,NA,NA,70,46.606,0.666,0.38
"HSLMDS [k=137] [kQuality=140] (NLDR)","HSLMDS [k=137] [kQuality=140] (NLDR)","HSLMDS (NLDR)",137,NA,0.74,0.48,1,NA,28.266,0.822,NA,NA,NA,NA,NA,70,46.606,0.666,0.38
"HSLMDS [k=145] (rNLDR)","HSLMDS [k=145] (rNLDR)","HSLMDS (rNLDR)",145,NA,0.77,0.53,1,NA,523.714,0.918,NA,NA,NA,NA,NA,75,53.793,0.717,0.411
"HSLMDS [k=145] [kQuality=142] (NLDR)","HSLMDS [k=145] [kQuality=142] (NLDR)","HSLMDS (NLDR)",145,NA,0.75,0.49,1,NA,6.059,0.89,NA,NA,NA,NA,NA,72,48.508,0.674,0.38
"HSLMDS [k=145] [kQuality=143] (NLDR)","HSLMDS [k=145] [kQuality=143] (NLDR)","HSLMDS (NLDR)",145,NA,0.75,0.49,1,NA,4.334,0.89,NA,NA,NA,NA,NA,72,48.5,0.674,0.38
"HSLMDS [k=145] [kQuality=144] (NLDR)","HSLMDS [k=145] [kQuality=144] (NLDR)","HSLMDS (NLDR)",145,NA,0.74,0.49,1,NA,9.484,0.904,NA,NA,NA,NA,NA,75,51.008,0.68,0.374
"HSLMDS [k=145] [kQuality=145] (NLDR)","HSLMDS [k=145] [kQuality=145] (NLDR)","HSLMDS (NLDR)",145,NA,0.74,0.49,1,NA,9.473,0.904,NA,NA,NA,NA,NA,75,51.008,0.68,0.374
"HSLMDS [k=145] [kQuality=146] (NLDR)","HSLMDS [k=145] [kQuality=146] (NLDR)","HSLMDS (NLDR)",145,NA,0.74,0.49,1,NA,9.505,0.904,NA,NA,NA,NA,NA,75,51.008,0.68,0.374
"HSLMDS [k=145] [kQuality=147] (NLDR)","HSLMDS [k=145] [kQuality=147] (NLDR)","HSLMDS (NLDR)",145,NA,0.74,0.49,1,NA,9.527,0.904,NA,NA,NA,NA,NA,75,51.008,0.68,0.374
"HSLMDS [k=145] [kQuality=148] (NLDR)","HSLMDS [k=145] [kQuality=148] (NLDR)","HSLMDS (NLDR)",145,NA,0.74,0.49,1,NA,9.58,0.904,NA,NA,NA,NA,NA,75,51.008,0.68,0.374
"HSLMDS [k=153] (rNLDR)","HSLMDS [k=153] (rNLDR)","HSLMDS (rNLDR)",153,NA,0.77,0.54,1,NA,570.376,0.945,NA,NA,NA,NA,NA,71,49.606,0.699,0.409
"HSLMDS [k=153] [kQuality=150] (NLDR)","HSLMDS [k=153] [kQuality=150] (NLDR)","HSLMDS (NLDR)",153,NA,0.75,0.51,1,NA,6.262,0.904,NA,NA,NA,NA,NA,67,43.866,0.655,0.381
"HSLMDS [k=153] [kQuality=151] (NLDR)","HSLMDS [k=153] [kQuality=151] (NLDR)","HSLMDS (NLDR)",153,NA,0.75,0.51,1,NA,6.307,0.904,NA,NA,NA,NA,NA,67,43.866,0.655,0.381
"HSLMDS [k=153] [kQuality=152] (NLDR)","HSLMDS [k=153] [kQuality=152] (NLDR)","HSLMDS (NLDR)",153,NA,0.75,0.49,1,NA,14.643,0.89,NA,NA,NA,NA,NA,62,38.598,0.623,0.369
"HSLMDS [k=153] [kQuality=153] (NLDR)","HSLMDS [k=153] [kQuality=153] (NLDR)","HSLMDS (NLDR)",153,NA,0.75,0.49,1,NA,14.662,0.89,NA,NA,NA,NA,NA,62,38.598,0.623,0.369
"HSLMDS [k=153] [kQuality=154] (NLDR)","HSLMDS [k=153] [kQuality=154] (NLDR)","HSLMDS (NLDR)",153,NA,0.75,0.49,1,NA,14.642,0.89,NA,NA,NA,NA,NA,62,38.598,0.623,0.369
"HSLMDS [k=153] [kQuality=155] (NLDR)","HSLMDS [k=153] [kQuality=155] (NLDR)","HSLMDS (NLDR)",153,NA,0.75,0.5,1,NA,8.688,0.89,NA,NA,NA,NA,NA,68,44.248,0.651,0.373
"HSLMDS [k=153] [kQuality=156] (NLDR)","HSLMDS [k=153] [kQuality=156] (NLDR)","HSLMDS (NLDR)",153,NA,0.75,0.49,1,NA,14.698,0.89,NA,NA,NA,NA,NA,62,38.598,0.623,0.369
"HSLMDS [k=162] (rNLDR)","HSLMDS [k=162] (rNLDR)","HSLMDS (rNLDR)",162,NA,0.77,0.54,1,NA,551.339,0.945,NA,NA,NA,NA,NA,72,51.069,0.709,0.415
"HSLMDS [k=162] [kQuality=159] (NLDR)","HSLMDS [k=162] [kQuality=159] (NLDR)","HSLMDS (NLDR)",162,NA,0.73,0.45,1,NA,7.355,0.877,NA,NA,NA,NA,NA,94,67.016,0.713,0.329
"HSLMDS [k=162] [kQuality=160] (NLDR)","HSLMDS [k=162] [kQuality=160] (NLDR)","HSLMDS (NLDR)",162,NA,0.73,0.45,1,NA,7.363,0.877,NA,NA,NA,NA,NA,94,67.016,0.713,0.329
"HSLMDS [k=162] [kQuality=161] (NLDR)","HSLMDS [k=162] [kQuality=161] (NLDR)","HSLMDS (NLDR)",162,NA,0.73,0.45,1,NA,7.315,0.877,NA,NA,NA,NA,NA,94,67.016,0.713,0.329
"HSLMDS [k=162] [kQuality=162] (NLDR)","HSLMDS [k=162] [kQuality=162] (NLDR)","HSLMDS (NLDR)",162,NA,0.73,0.45,1,NA,72.302,0.877,NA,NA,NA,NA,NA,94,67.02,0.713,0.329
"HSLMDS [k=162] [kQuality=163] (NLDR)","HSLMDS [k=162] [kQuality=163] (NLDR)","HSLMDS (NLDR)",162,NA,0.73,0.45,1,NA,9.238,0.877,NA,NA,NA,NA,NA,93,65.931,0.709,0.329
"HSLMDS [k=162] [kQuality=164] (NLDR)","HSLMDS [k=162] [kQuality=164] (NLDR)","HSLMDS (NLDR)",162,NA,0.73,0.45,1,NA,9.152,0.877,NA,NA,NA,NA,NA,93,65.931,0.709,0.329
"HSLMDS [k=162] [kQuality=165] (NLDR)","HSLMDS [k=162] [kQuality=165] (NLDR)","HSLMDS (NLDR)",162,NA,0.73,0.45,1,NA,9.231,0.877,NA,NA,NA,NA,NA,93,65.931,0.709,0.329
"HSLMDS [k=170] (rNLDR)","HSLMDS [k=170] (rNLDR)","HSLMDS (rNLDR)",170,NA,0.78,0.55,1,NA,501.844,0.932,NA,NA,NA,NA,NA,70,50.114,0.716,0.43
"HSLMDS [k=170] [kQuality=167] (NLDR)","HSLMDS [k=170] [kQuality=167] (NLDR)","HSLMDS (NLDR)",170,NA,0.76,0.52,1,NA,30.611,0.904,NA,NA,NA,NA,NA,66,43.654,0.661,0.392
"HSLMDS [k=170] [kQuality=168] (NLDR)","HSLMDS [k=170] [kQuality=168] (NLDR)","HSLMDS (NLDR)",170,NA,0.76,0.52,1,NA,30.544,0.904,NA,NA,NA,NA,NA,66,43.654,0.661,0.392
"HSLMDS [k=170] [kQuality=169] (NLDR)","HSLMDS [k=170] [kQuality=169] (NLDR)","HSLMDS (NLDR)",170,NA,0.76,0.52,1,NA,4.997,0.918,NA,NA,NA,NA,NA,72,49.687,0.69,0.396
"HSLMDS [k=170] [kQuality=170] (NLDR)","HSLMDS [k=170] [kQuality=170] (NLDR)","HSLMDS (NLDR)",170,NA,0.76,0.52,1,NA,5.936,0.918,NA,NA,NA,NA,NA,72,49.728,0.691,0.397
"HSLMDS [k=170] [kQuality=171] (NLDR)","HSLMDS [k=170] [kQuality=171] (NLDR)","HSLMDS (NLDR)",170,NA,0.76,0.52,1,NA,5.91,0.918,NA,NA,NA,NA,NA,72,49.728,0.691,0.397
"HSLMDS [k=170] [kQuality=172] (NLDR)","HSLMDS [k=170] [kQuality=172] (NLDR)","HSLMDS (NLDR)",170,NA,0.76,0.52,1,NA,5.37,0.918,NA,NA,NA,NA,NA,71,48.764,0.687,0.397
"HSLMDS [k=170] [kQuality=173] (NLDR)","HSLMDS [k=170] [kQuality=173] (NLDR)","HSLMDS (NLDR)",170,NA,0.76,0.52,1,NA,5.361,0.918,NA,NA,NA,NA,NA,71,48.764,0.687,0.397
"HSLMDS [k=178] (rNLDR)","HSLMDS [k=178] (rNLDR)","HSLMDS (rNLDR)",178,NA,0.78,0.56,1,NA,500.462,0.918,NA,NA,NA,NA,NA,61,42.415,0.695,0.446
"HSLMDS [k=178] [kQuality=175] (NLDR)","HSLMDS [k=178] [kQuality=175] (NLDR)","HSLMDS (NLDR)",178,NA,0.74,0.47,1,NA,8.048,0.877,NA,NA,NA,NA,NA,88,62.187,0.707,0.347
"HSLMDS [k=178] [kQuality=176] (NLDR)","HSLMDS [k=178] [kQuality=176] (NLDR)","HSLMDS (NLDR)",178,NA,0.74,0.47,1,NA,5.973,0.877,NA,NA,NA,NA,NA,88,62.171,0.706,0.347
"HSLMDS [k=178] [kQuality=177] (NLDR)","HSLMDS [k=178] [kQuality=177] (NLDR)","HSLMDS (NLDR)",178,NA,0.74,0.47,1,NA,6.127,0.877,NA,NA,NA,NA,NA,88,62.191,0.707,0.348
"HSLMDS [k=178] [kQuality=178] (NLDR)","HSLMDS [k=178] [kQuality=178] (NLDR)","HSLMDS (NLDR)",178,NA,0.74,0.47,1,NA,6.079,0.877,NA,NA,NA,NA,NA,84,57.947,0.69,0.347
"HSLMDS [k=178] [kQuality=179] (NLDR)","HSLMDS [k=178] [kQuality=179] (NLDR)","HSLMDS (NLDR)",178,NA,0.74,0.48,1,NA,14.789,0.877,NA,NA,NA,NA,NA,55,31.65,0.575,0.351
"HSLMDS [k=178] [kQuality=180] (NLDR)","HSLMDS [k=178] [kQuality=180] (NLDR)","HSLMDS (NLDR)",178,NA,0.74,0.48,1,NA,14.865,0.877,NA,NA,NA,NA,NA,55,31.65,0.575,0.351
"HSLMDS [k=178] [kQuality=181] (NLDR)","HSLMDS [k=178] [kQuality=181] (NLDR)","HSLMDS (NLDR)",178,NA,0.74,0.48,1,NA,14.781,0.877,NA,NA,NA,NA,NA,55,31.65,0.575,0.351
"HSLMDS [k=187] (rNLDR)","HSLMDS [k=187] (rNLDR)","HSLMDS (rNLDR)",187,NA,0.79,0.57,1,NA,620.302,0.904,NA,NA,NA,NA,NA,62,44.419,0.716,0.463
"HSLMDS [k=187] [kQuality=184] (NLDR)","HSLMDS [k=187] [kQuality=184] (NLDR)","HSLMDS (NLDR)",187,NA,0.79,0.57,1,NA,6.938,0.89,NA,NA,NA,NA,NA,63,45.325,0.719,0.462
"HSLMDS [k=187] [kQuality=185] (NLDR)","HSLMDS [k=187] [kQuality=185] (NLDR)","HSLMDS (NLDR)",187,NA,0.79,0.57,1,NA,7.05,0.89,NA,NA,NA,NA,NA,63,45.325,0.719,0.462
"HSLMDS [k=187] [kQuality=186] (NLDR)","HSLMDS [k=187] [kQuality=186] (NLDR)","HSLMDS (NLDR)",187,NA,0.79,0.57,1,NA,6.983,0.89,NA,NA,NA,NA,NA,63,45.325,0.719,0.462
"HSLMDS [k=187] [kQuality=187] (NLDR)","HSLMDS [k=187] [kQuality=187] (NLDR)","HSLMDS (NLDR)",187,NA,0.79,0.57,1,NA,7.019,0.89,NA,NA,NA,NA,NA,63,45.325,0.719,0.462
"HSLMDS [k=187] [kQuality=188] (NLDR)","HSLMDS [k=187] [kQuality=188] (NLDR)","HSLMDS (NLDR)",187,NA,0.79,0.57,1,NA,6.998,0.89,NA,NA,NA,NA,NA,63,45.325,0.719,0.462
"HSLMDS [k=187] [kQuality=189] (NLDR)","HSLMDS [k=187] [kQuality=189] (NLDR)","HSLMDS (NLDR)",187,NA,0.79,0.57,1,NA,7.046,0.89,NA,NA,NA,NA,NA,63,45.325,0.719,0.462
"HSLMDS [k=187] [kQuality=190] (NLDR)","HSLMDS [k=187] [kQuality=190] (NLDR)","HSLMDS (NLDR)",187,NA,0.79,0.57,1,NA,6.977,0.89,NA,NA,NA,NA,NA,63,45.325,0.719,0.462
"HSLMDS [k=195] (rNLDR)","HSLMDS [k=195] (rNLDR)","HSLMDS (rNLDR)",195,NA,0.77,0.54,1,NA,1572.612,0.822,NA,NA,NA,NA,NA,78,57.654,0.739,0.421
"HSLMDS [k=195] [kQuality=192] (NLDR)","HSLMDS [k=195] [kQuality=192] (NLDR)","HSLMDS (NLDR)",195,NA,0.73,0.46,1,NA,14.456,0.849,NA,NA,NA,NA,NA,71,44.988,0.634,0.344
"HSLMDS [k=195] [kQuality=193] (NLDR)","HSLMDS [k=195] [kQuality=193] (NLDR)","HSLMDS (NLDR)",195,NA,0.73,0.46,1,NA,14.574,0.849,NA,NA,NA,NA,NA,71,44.988,0.634,0.344
"HSLMDS [k=195] [kQuality=194] (NLDR)","HSLMDS [k=195] [kQuality=194] (NLDR)","HSLMDS (NLDR)",195,NA,0.73,0.45,1,NA,13.238,0.849,NA,NA,NA,NA,NA,79,52.638,0.666,0.344
"HSLMDS [k=195] [kQuality=195] (NLDR)","HSLMDS [k=195] [kQuality=195] (NLDR)","HSLMDS (NLDR)",195,NA,0.73,0.45,1,NA,13.208,0.849,NA,NA,NA,NA,NA,79,52.638,0.666,0.344
"HSLMDS [k=195] [kQuality=196] (NLDR)","HSLMDS [k=195] [kQuality=196] (NLDR)","HSLMDS (NLDR)",195,NA,0.73,0.45,1,NA,16.641,0.849,NA,NA,NA,NA,NA,79,52.63,0.666,0.344
"HSLMDS [k=195] [kQuality=197] (NLDR)","HSLMDS [k=195] [kQuality=197] (NLDR)","HSLMDS (NLDR)",195,NA,0.73,0.45,1,NA,12.115,0.849,NA,NA,NA,NA,NA,79,52.626,0.666,0.344
"HSLMDS [k=195] [kQuality=198] (NLDR)","HSLMDS [k=195] [kQuality=198] (NLDR)","HSLMDS (NLDR)",195,NA,0.73,0.45,1,NA,13.247,0.849,NA,NA,NA,NA,NA,79,52.638,0.666,0.344
"HSLMDS [k=20] (rNLDR)","HSLMDS [k=20] (rNLDR)","HSLMDS (rNLDR)",20,NA,0.74,0.48,1,NA,716.718,0.959,NA,NA,NA,NA,NA,43,26.24,0.61,0.435
"HSLMDS [k=20] [kQuality=17] (NLDR)","HSLMDS [k=20] [kQuality=17] (NLDR)","HSLMDS (NLDR)",20,NA,0.73,0.46,1,NA,12.328,0.973,NA,NA,NA,NA,NA,43,25.638,0.596,0.421
"HSLMDS [k=20] [kQuality=18] (NLDR)","HSLMDS [k=20] [kQuality=18] (NLDR)","HSLMDS (NLDR)",20,NA,0.73,0.46,1,NA,8.965,0.973,NA,NA,NA,NA,NA,38,21.89,0.576,0.421
"HSLMDS [k=20] [kQuality=19] (NLDR)","HSLMDS [k=20] [kQuality=19] (NLDR)","HSLMDS (NLDR)",20,NA,0.73,0.46,1,NA,9.017,0.973,NA,NA,NA,NA,NA,38,21.89,0.576,0.421
"HSLMDS [k=20] [kQuality=20] (NLDR)","HSLMDS [k=20] [kQuality=20] (NLDR)","HSLMDS (NLDR)",20,NA,0.73,0.46,1,NA,12.422,0.973,NA,NA,NA,NA,NA,43,25.638,0.596,0.421
"HSLMDS [k=20] [kQuality=21] (NLDR)","HSLMDS [k=20] [kQuality=21] (NLDR)","HSLMDS (NLDR)",20,NA,0.73,0.46,1,NA,9.001,0.973,NA,NA,NA,NA,NA,38,21.89,0.576,0.421
"HSLMDS [k=20] [kQuality=22] (NLDR)","HSLMDS [k=20] [kQuality=22] (NLDR)","HSLMDS (NLDR)",20,NA,0.73,0.46,1,NA,9.023,0.973,NA,NA,NA,NA,NA,38,21.89,0.576,0.421
"HSLMDS [k=20] [kQuality=23] (NLDR)","HSLMDS [k=20] [kQuality=23] (NLDR)","HSLMDS (NLDR)",20,NA,0.73,0.46,1,NA,12.426,0.973,NA,NA,NA,NA,NA,43,25.638,0.596,0.421
"HSLMDS [k=203] (rNLDR)","HSLMDS [k=203] (rNLDR)","HSLMDS (rNLDR)",203,NA,0.78,0.56,1,NA,602.613,0.89,NA,NA,NA,NA,NA,68,49.882,0.734,0.456
"HSLMDS [k=203] [kQuality=200] (NLDR)","HSLMDS [k=203] [kQuality=200] (NLDR)","HSLMDS (NLDR)",203,NA,0.78,0.56,1,NA,9.943,0.89,NA,NA,NA,NA,NA,68,49.882,0.734,0.456
