"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"LMDS [k=185] [kQuality=186] (NLDR)","LMDS [k=185] [kQuality=186] (NLDR)","LMDS (NLDR)",185,NA,0.8,0.61,1,NA,2.855,0.912,0.95,0.875,0.884,0.95,0.916,63,43.31,0.687,0.452
"LMDS [k=185] [kQuality=187] (NLDR)","LMDS [k=185] [kQuality=187] (NLDR)","LMDS (NLDR)",185,NA,0.8,0.61,1,NA,2.927,0.912,0.95,0.875,0.884,0.95,0.916,63,43.31,0.687,0.452
"LMDS [k=185] [kQuality=188] (NLDR)","LMDS [k=185] [kQuality=188] (NLDR)","LMDS (NLDR)",185,NA,0.8,0.61,1,NA,2.849,0.912,0.95,0.875,0.884,0.95,0.916,63,43.31,0.687,0.452
"LMDS [k=194] (rNLDR)","LMDS [k=194] (rNLDR)","LMDS (rNLDR)",194,NA,0.83,0.66,1,NA,915.241,0.912,0.925,0.9,0.902,0.925,0.914,73,58.246,0.798,0.524
"LMDS [k=194] (smacofx)","LMDS [k=194] (smacofx)","LMDS (smacofx)",194,NA,0.63,0.27,1,NA,14.905,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=194] [kQuality=191] (NLDR)","LMDS [k=194] [kQuality=191] (NLDR)","LMDS (NLDR)",194,NA,0.81,0.61,1,NA,3.265,0.9,0.95,0.85,0.864,0.95,0.905,88,69.201,0.786,0.457
"LMDS [k=194] [kQuality=192] (NLDR)","LMDS [k=194] [kQuality=192] (NLDR)","LMDS (NLDR)",194,NA,0.81,0.61,1,NA,3.317,0.9,0.95,0.85,0.864,0.95,0.905,88,69.201,0.786,0.457
"LMDS [k=194] [kQuality=193] (NLDR)","LMDS [k=194] [kQuality=193] (NLDR)","LMDS (NLDR)",194,NA,0.81,0.61,1,NA,3.353,0.9,0.95,0.85,0.864,0.95,0.905,88,69.201,0.786,0.457
"LMDS [k=194] [kQuality=194] (NLDR)","LMDS [k=194] [kQuality=194] (NLDR)","LMDS (NLDR)",194,NA,0.81,0.61,1,NA,3.357,0.9,0.95,0.85,0.864,0.95,0.905,88,69.201,0.786,0.457
"LMDS [k=194] [kQuality=195] (NLDR)","LMDS [k=194] [kQuality=195] (NLDR)","LMDS (NLDR)",194,NA,0.81,0.61,1,NA,3.292,0.9,0.95,0.85,0.864,0.95,0.905,88,69.201,0.786,0.457
"LMDS [k=194] [kQuality=196] (NLDR)","LMDS [k=194] [kQuality=196] (NLDR)","LMDS (NLDR)",194,NA,0.81,0.61,1,NA,3.304,0.9,0.95,0.85,0.864,0.95,0.905,88,69.201,0.786,0.457
"LMDS [k=194] [kQuality=197] (NLDR)","LMDS [k=194] [kQuality=197] (NLDR)","LMDS (NLDR)",194,NA,0.81,0.61,1,NA,3.35,0.9,0.95,0.85,0.864,0.95,0.905,88,69.201,0.786,0.457
"LMDS [k=203] (rNLDR)","LMDS [k=203] (rNLDR)","LMDS (rNLDR)",203,NA,0.83,0.67,1,NA,258.249,0.912,0.925,0.9,0.902,0.925,0.914,77,63.228,0.821,0.533
"LMDS [k=203] (smacofx)","LMDS [k=203] (smacofx)","LMDS (smacofx)",203,NA,0.63,0.27,1,NA,12.603,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=203] [kQuality=200] (NLDR)","LMDS [k=203] [kQuality=200] (NLDR)","LMDS (NLDR)",203,NA,0.81,0.62,1,NA,3.012,0.912,0.925,0.9,0.902,0.925,0.914,81,63.317,0.782,0.478
"LMDS [k=203] [kQuality=201] (NLDR)","LMDS [k=203] [kQuality=201] (NLDR)","LMDS (NLDR)",203,NA,0.81,0.62,1,NA,3.081,0.912,0.925,0.9,0.902,0.925,0.914,81,63.317,0.782,0.478
"LMDS [k=203] [kQuality=202] (NLDR)","LMDS [k=203] [kQuality=202] (NLDR)","LMDS (NLDR)",203,NA,0.81,0.62,1,NA,3.082,0.912,0.925,0.9,0.902,0.925,0.914,81,63.317,0.782,0.478
"LMDS [k=203] [kQuality=203] (NLDR)","LMDS [k=203] [kQuality=203] (NLDR)","LMDS (NLDR)",203,NA,0.81,0.62,1,NA,3.043,0.912,0.925,0.9,0.902,0.925,0.914,81,63.317,0.782,0.478
"LMDS [k=203] [kQuality=204] (NLDR)","LMDS [k=203] [kQuality=204] (NLDR)","LMDS (NLDR)",203,NA,0.81,0.62,1,NA,3.088,0.912,0.925,0.9,0.902,0.925,0.914,81,63.317,0.782,0.478
"LMDS [k=203] [kQuality=205] (NLDR)","LMDS [k=203] [kQuality=205] (NLDR)","LMDS (NLDR)",203,NA,0.81,0.62,1,NA,3.082,0.912,0.925,0.9,0.902,0.925,0.914,81,63.317,0.782,0.478
"LMDS [k=203] [kQuality=206] (NLDR)","LMDS [k=203] [kQuality=206] (NLDR)","LMDS (NLDR)",203,NA,0.81,0.62,1,NA,3.034,0.912,0.925,0.9,0.902,0.925,0.914,81,63.317,0.782,0.478
"LMDS [k=21] (rNLDR)","LMDS [k=21] (rNLDR)","LMDS (rNLDR)",21,NA,0.76,0.52,1,NA,203.709,0.787,0.7,0.875,0.848,0.7,0.767,123,114.474,0.931,0.47
"LMDS [k=21] (smacofx)","LMDS [k=21] (smacofx)","LMDS (smacofx)",21,NA,0.63,0.27,1,NA,342.696,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=21] [kQuality=18] (NLDR)","LMDS [k=21] [kQuality=18] (NLDR)","LMDS (NLDR)",21,NA,0.75,0.51,1,NA,2.378,0.812,0.925,0.7,0.755,0.925,0.831,123,114.813,0.933,0.473
"LMDS [k=21] [kQuality=19] (NLDR)","LMDS [k=21] [kQuality=19] (NLDR)","LMDS (NLDR)",21,NA,0.75,0.51,1,NA,2.368,0.812,0.925,0.7,0.755,0.925,0.831,123,114.813,0.933,0.473
"LMDS [k=21] [kQuality=20] (NLDR)","LMDS [k=21] [kQuality=20] (NLDR)","LMDS (NLDR)",21,NA,0.75,0.51,1,NA,2.364,0.812,0.925,0.7,0.755,0.925,0.831,123,114.813,0.933,0.473
"LMDS [k=21] [kQuality=21] (NLDR)","LMDS [k=21] [kQuality=21] (NLDR)","LMDS (NLDR)",21,NA,0.75,0.51,1,NA,2.375,0.812,0.925,0.7,0.755,0.925,0.831,123,114.813,0.933,0.473
"LMDS [k=21] [kQuality=22] (NLDR)","LMDS [k=21] [kQuality=22] (NLDR)","LMDS (NLDR)",21,NA,0.75,0.51,1,NA,2.37,0.812,0.925,0.7,0.755,0.925,0.831,123,114.813,0.933,0.473
"LMDS [k=21] [kQuality=23] (NLDR)","LMDS [k=21] [kQuality=23] (NLDR)","LMDS (NLDR)",21,NA,0.75,0.51,1,NA,2.37,0.812,0.925,0.7,0.755,0.925,0.831,123,114.813,0.933,0.473
"LMDS [k=21] [kQuality=24] (NLDR)","LMDS [k=21] [kQuality=24] (NLDR)","LMDS (NLDR)",21,NA,0.75,0.51,1,NA,2.37,0.812,0.925,0.7,0.755,0.925,0.831,123,114.813,0.933,0.473
"LMDS [k=212] (rNLDR)","LMDS [k=212] (rNLDR)","LMDS (rNLDR)",212,NA,0.84,0.67,1,NA,317.944,0.95,0.975,0.925,0.929,0.975,0.951,73,59.481,0.815,0.541
"LMDS [k=212] (smacofx)","LMDS [k=212] (smacofx)","LMDS (smacofx)",212,NA,0.63,0.27,1,NA,13.252,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=212] [kQuality=209] (NLDR)","LMDS [k=212] [kQuality=209] (NLDR)","LMDS (NLDR)",212,NA,0.77,0.54,1,NA,4.844,0.912,0.925,0.9,0.902,0.925,0.914,59,36.892,0.625,0.404
"LMDS [k=212] [kQuality=210] (NLDR)","LMDS [k=212] [kQuality=210] (NLDR)","LMDS (NLDR)",212,NA,0.77,0.54,1,NA,4.837,0.912,0.925,0.9,0.902,0.925,0.914,59,36.892,0.625,0.404
"LMDS [k=212] [kQuality=211] (NLDR)","LMDS [k=212] [kQuality=211] (NLDR)","LMDS (NLDR)",212,NA,0.77,0.54,1,NA,4.909,0.912,0.925,0.9,0.902,0.925,0.914,59,36.892,0.625,0.404
"LMDS [k=212] [kQuality=212] (NLDR)","LMDS [k=212] [kQuality=212] (NLDR)","LMDS (NLDR)",212,NA,0.77,0.54,1,NA,4.818,0.912,0.925,0.9,0.902,0.925,0.914,59,36.892,0.625,0.404
"LMDS [k=212] [kQuality=213] (NLDR)","LMDS [k=212] [kQuality=213] (NLDR)","LMDS (NLDR)",212,NA,0.77,0.54,1,NA,4.951,0.912,0.925,0.9,0.902,0.925,0.914,59,36.892,0.625,0.404
"LMDS [k=212] [kQuality=214] (NLDR)","LMDS [k=212] [kQuality=214] (NLDR)","LMDS (NLDR)",212,NA,0.77,0.54,1,NA,4.891,0.912,0.925,0.9,0.902,0.925,0.914,59,36.892,0.625,0.404
"LMDS [k=212] [kQuality=215] (NLDR)","LMDS [k=212] [kQuality=215] (NLDR)","LMDS (NLDR)",212,NA,0.77,0.54,1,NA,4.843,0.912,0.925,0.9,0.902,0.925,0.914,59,36.892,0.625,0.404
"LMDS [k=221] (rNLDR)","LMDS [k=221] (rNLDR)","LMDS (rNLDR)",221,NA,0.84,0.67,1,NA,226.603,0.925,0.95,0.9,0.905,0.95,0.927,73,60.06,0.823,0.549
"LMDS [k=221] (smacofx)","LMDS [k=221] (smacofx)","LMDS (smacofx)",221,NA,0.63,0.27,1,NA,18.122,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=221] [kQuality=218] (NLDR)","LMDS [k=221] [kQuality=218] (NLDR)","LMDS (NLDR)",221,NA,0.82,0.64,1,NA,3.444,0.925,0.95,0.9,0.905,0.95,0.927,80,65.69,0.821,0.522
"LMDS [k=221] [kQuality=219] (NLDR)","LMDS [k=221] [kQuality=219] (NLDR)","LMDS (NLDR)",221,NA,0.82,0.64,1,NA,3.435,0.925,0.95,0.9,0.905,0.95,0.927,80,65.69,0.821,0.522
"LMDS [k=221] [kQuality=220] (NLDR)","LMDS [k=221] [kQuality=220] (NLDR)","LMDS (NLDR)",221,NA,0.82,0.64,1,NA,3.448,0.925,0.95,0.9,0.905,0.95,0.927,80,65.69,0.821,0.522
"LMDS [k=221] [kQuality=221] (NLDR)","LMDS [k=221] [kQuality=221] (NLDR)","LMDS (NLDR)",221,NA,0.82,0.64,1,NA,3.444,0.925,0.95,0.9,0.905,0.95,0.927,80,65.69,0.821,0.522
"LMDS [k=221] [kQuality=222] (NLDR)","LMDS [k=221] [kQuality=222] (NLDR)","LMDS (NLDR)",221,NA,0.82,0.64,1,NA,3.438,0.925,0.95,0.9,0.905,0.95,0.927,80,65.69,0.821,0.522
"LMDS [k=221] [kQuality=223] (NLDR)","LMDS [k=221] [kQuality=223] (NLDR)","LMDS (NLDR)",221,NA,0.82,0.64,1,NA,3.431,0.925,0.95,0.9,0.905,0.95,0.927,80,65.69,0.821,0.522
"LMDS [k=221] [kQuality=224] (NLDR)","LMDS [k=221] [kQuality=224] (NLDR)","LMDS (NLDR)",221,NA,0.82,0.64,1,NA,3.444,0.925,0.95,0.9,0.905,0.95,0.927,80,65.69,0.821,0.522
"LMDS [k=231] (rNLDR)","LMDS [k=231] (rNLDR)","LMDS (rNLDR)",231,NA,0.84,0.68,1,NA,247.31,0.938,0.95,0.925,0.927,0.95,0.938,70,56.94,0.813,0.551
"LMDS [k=231] (smacofx)","LMDS [k=231] (smacofx)","LMDS (smacofx)",231,NA,0.63,0.27,1,NA,15.922,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=231] [kQuality=228] (NLDR)","LMDS [k=231] [kQuality=228] (NLDR)","LMDS (NLDR)",231,NA,0.83,0.66,1,NA,4.578,0.925,0.95,0.9,0.905,0.95,0.927,79,65.974,0.835,0.539
"LMDS [k=231] [kQuality=229] (NLDR)","LMDS [k=231] [kQuality=229] (NLDR)","LMDS (NLDR)",231,NA,0.83,0.66,1,NA,4.513,0.925,0.95,0.9,0.905,0.95,0.927,79,65.974,0.835,0.539
"LMDS [k=231] [kQuality=230] (NLDR)","LMDS [k=231] [kQuality=230] (NLDR)","LMDS (NLDR)",231,NA,0.83,0.66,1,NA,4.564,0.925,0.95,0.9,0.905,0.95,0.927,79,65.974,0.835,0.539
"LMDS [k=231] [kQuality=231] (NLDR)","LMDS [k=231] [kQuality=231] (NLDR)","LMDS (NLDR)",231,NA,0.83,0.66,1,NA,4.543,0.925,0.95,0.9,0.905,0.95,0.927,79,65.974,0.835,0.539
"LMDS [k=231] [kQuality=232] (NLDR)","LMDS [k=231] [kQuality=232] (NLDR)","LMDS (NLDR)",231,NA,0.83,0.66,1,NA,4.609,0.925,0.95,0.9,0.905,0.95,0.927,79,65.974,0.835,0.539
"LMDS [k=231] [kQuality=233] (NLDR)","LMDS [k=231] [kQuality=233] (NLDR)","LMDS (NLDR)",231,NA,0.83,0.66,1,NA,4.515,0.925,0.95,0.9,0.905,0.95,0.927,79,65.974,0.835,0.539
"LMDS [k=231] [kQuality=234] (NLDR)","LMDS [k=231] [kQuality=234] (NLDR)","LMDS (NLDR)",231,NA,0.83,0.66,1,NA,4.565,0.925,0.95,0.9,0.905,0.95,0.927,79,65.974,0.835,0.539
"LMDS [k=240] (rNLDR)","LMDS [k=240] (rNLDR)","LMDS (rNLDR)",240,NA,0.84,0.67,1,NA,319.763,0.925,0.925,0.925,0.925,0.925,0.925,72,58.705,0.815,0.546
"LMDS [k=240] (smacofx)","LMDS [k=240] (smacofx)","LMDS (smacofx)",240,NA,0.63,0.27,1,NA,11.245,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=240] [kQuality=237] (NLDR)","LMDS [k=240] [kQuality=237] (NLDR)","LMDS (NLDR)",240,NA,0.84,0.67,1,NA,10.024,0.95,0.975,0.925,0.929,0.975,0.951,80,67.608,0.845,0.545
"LMDS [k=240] [kQuality=238] (NLDR)","LMDS [k=240] [kQuality=238] (NLDR)","LMDS (NLDR)",240,NA,0.84,0.67,1,NA,10.016,0.95,0.975,0.925,0.929,0.975,0.951,80,67.608,0.845,0.545
"LMDS [k=240] [kQuality=239] (NLDR)","LMDS [k=240] [kQuality=239] (NLDR)","LMDS (NLDR)",240,NA,0.84,0.67,1,NA,10.117,0.95,0.975,0.925,0.929,0.975,0.951,80,67.608,0.845,0.545
"LMDS [k=240] [kQuality=240] (NLDR)","LMDS [k=240] [kQuality=240] (NLDR)","LMDS (NLDR)",240,NA,0.84,0.67,1,NA,10.046,0.95,0.975,0.925,0.929,0.975,0.951,80,67.608,0.845,0.545
"LMDS [k=240] [kQuality=241] (NLDR)","LMDS [k=240] [kQuality=241] (NLDR)","LMDS (NLDR)",240,NA,0.84,0.67,1,NA,10.122,0.95,0.975,0.925,0.929,0.975,0.951,80,67.608,0.845,0.545
"LMDS [k=240] [kQuality=242] (NLDR)","LMDS [k=240] [kQuality=242] (NLDR)","LMDS (NLDR)",240,NA,0.84,0.67,1,NA,10.016,0.95,0.975,0.925,0.929,0.975,0.951,80,67.608,0.845,0.545
"LMDS [k=240] [kQuality=243] (NLDR)","LMDS [k=240] [kQuality=243] (NLDR)","LMDS (NLDR)",240,NA,0.84,0.67,1,NA,10.049,0.95,0.975,0.925,0.929,0.975,0.951,80,67.608,0.845,0.545
"LMDS [k=249] (rNLDR)","LMDS [k=249] (rNLDR)","LMDS (rNLDR)",249,NA,0.84,0.68,1,NA,867.934,0.95,0.975,0.925,0.929,0.975,0.951,66,52.437,0.794,0.547
"LMDS [k=249] (smacofx)","LMDS [k=249] (smacofx)","LMDS (smacofx)",249,NA,0.63,0.27,1,NA,11.679,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=249] [kQuality=246] (NLDR)","LMDS [k=249] [kQuality=246] (NLDR)","LMDS (NLDR)",249,NA,0.84,0.67,1,NA,4.372,0.912,0.975,0.85,0.867,0.975,0.918,69,55.459,0.804,0.545
"LMDS [k=249] [kQuality=247] (NLDR)","LMDS [k=249] [kQuality=247] (NLDR)","LMDS (NLDR)",249,NA,0.84,0.67,1,NA,4.315,0.912,0.975,0.85,0.867,0.975,0.918,69,55.459,0.804,0.545
"LMDS [k=249] [kQuality=248] (NLDR)","LMDS [k=249] [kQuality=248] (NLDR)","LMDS (NLDR)",249,NA,0.84,0.67,1,NA,4.371,0.912,0.975,0.85,0.867,0.975,0.918,69,55.459,0.804,0.545
"LMDS [k=249] [kQuality=249] (NLDR)","LMDS [k=249] [kQuality=249] (NLDR)","LMDS (NLDR)",249,NA,0.84,0.67,1,NA,4.334,0.912,0.975,0.85,0.867,0.975,0.918,69,55.459,0.804,0.545
"LMDS [k=249] [kQuality=250] (NLDR)","LMDS [k=249] [kQuality=250] (NLDR)","LMDS (NLDR)",249,NA,0.84,0.67,1,NA,4.376,0.912,0.975,0.85,0.867,0.975,0.918,69,55.459,0.804,0.545
"LMDS [k=249] [kQuality=251] (NLDR)","LMDS [k=249] [kQuality=251] (NLDR)","LMDS (NLDR)",249,NA,0.84,0.67,1,NA,4.272,0.912,0.975,0.85,0.867,0.975,0.918,69,55.459,0.804,0.545
"LMDS [k=249] [kQuality=252] (NLDR)","LMDS [k=249] [kQuality=252] (NLDR)","LMDS (NLDR)",249,NA,0.84,0.67,1,NA,4.33,0.912,0.975,0.85,0.867,0.975,0.918,69,55.459,0.804,0.545
"LMDS [k=258] (rNLDR)","LMDS [k=258] (rNLDR)","LMDS (rNLDR)",258,NA,0.83,0.66,1,NA,536.479,0.912,0.925,0.9,0.902,0.925,0.914,66,51.369,0.778,0.531
"LMDS [k=258] (smacofx)","LMDS [k=258] (smacofx)","LMDS (smacofx)",258,NA,0.63,0.27,1,NA,28.247,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=258] [kQuality=255] (NLDR)","LMDS [k=258] [kQuality=255] (NLDR)","LMDS (NLDR)",258,NA,0.83,0.66,1,NA,3.696,0.912,0.925,0.9,0.902,0.925,0.914,67,53.448,0.798,0.547
"LMDS [k=258] [kQuality=256] (NLDR)","LMDS [k=258] [kQuality=256] (NLDR)","LMDS (NLDR)",258,NA,0.83,0.66,1,NA,3.697,0.912,0.925,0.9,0.902,0.925,0.914,67,53.448,0.798,0.547
"LMDS [k=258] [kQuality=257] (NLDR)","LMDS [k=258] [kQuality=257] (NLDR)","LMDS (NLDR)",258,NA,0.83,0.66,1,NA,3.699,0.912,0.925,0.9,0.902,0.925,0.914,67,53.448,0.798,0.547
"LMDS [k=258] [kQuality=258] (NLDR)","LMDS [k=258] [kQuality=258] (NLDR)","LMDS (NLDR)",258,NA,0.83,0.66,1,NA,3.654,0.912,0.925,0.9,0.902,0.925,0.914,67,53.448,0.798,0.547
"LMDS [k=258] [kQuality=259] (NLDR)","LMDS [k=258] [kQuality=259] (NLDR)","LMDS (NLDR)",258,NA,0.83,0.66,1,NA,3.665,0.912,0.925,0.9,0.902,0.925,0.914,67,53.448,0.798,0.547
"LMDS [k=258] [kQuality=260] (NLDR)","LMDS [k=258] [kQuality=260] (NLDR)","LMDS (NLDR)",258,NA,0.81,0.61,1,NA,26.403,0.887,0.9,0.875,0.878,0.9,0.889,73,59.026,0.809,0.535
"LMDS [k=258] [kQuality=261] (NLDR)","LMDS [k=258] [kQuality=261] (NLDR)","LMDS (NLDR)",258,NA,0.81,0.61,1,NA,26.413,0.887,0.9,0.875,0.878,0.9,0.889,73,59.026,0.809,0.535
"LMDS [k=267] (rNLDR)","LMDS [k=267] (rNLDR)","LMDS (rNLDR)",267,NA,0.82,0.64,1,NA,332.638,0.863,0.925,0.8,0.822,0.925,0.871,80,63.765,0.797,0.497
"LMDS [k=267] (smacofx)","LMDS [k=267] (smacofx)","LMDS (smacofx)",267,NA,0.63,0.27,1,NA,12.154,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=267] [kQuality=264] (NLDR)","LMDS [k=267] [kQuality=264] (NLDR)","LMDS (NLDR)",267,NA,0.84,0.67,1,NA,6.225,0.912,0.925,0.9,0.902,0.925,0.914,67,53.586,0.8,0.549
"LMDS [k=267] [kQuality=265] (NLDR)","LMDS [k=267] [kQuality=265] (NLDR)","LMDS (NLDR)",267,NA,0.84,0.67,1,NA,6.354,0.912,0.925,0.9,0.902,0.925,0.914,67,53.586,0.8,0.549
"LMDS [k=267] [kQuality=266] (NLDR)","LMDS [k=267] [kQuality=266] (NLDR)","LMDS (NLDR)",267,NA,0.84,0.67,1,NA,6.256,0.912,0.925,0.9,0.902,0.925,0.914,67,53.586,0.8,0.549
"LMDS [k=267] [kQuality=267] (NLDR)","LMDS [k=267] [kQuality=267] (NLDR)","LMDS (NLDR)",267,NA,0.83,0.67,1,NA,7.219,0.925,0.925,0.925,0.925,0.925,0.925,67,52.795,0.788,0.537
"LMDS [k=3] (rNLDR)","LMDS [k=3] (rNLDR)","LMDS (rNLDR)",3,NA,0.74,0.48,1,NA,842.678,0.825,0.85,0.8,0.81,0.85,0.829,122,112.007,0.918,0.461
"LMDS [k=3] (smacofx)","LMDS [k=3] (smacofx)","LMDS (smacofx)",3,NA,0.63,0.27,1,NA,455.951,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=3] [kQuality=1] (NLDR)","LMDS [k=3] [kQuality=1] (NLDR)","LMDS (NLDR)",3,NA,0.76,0.52,1,NA,3.822,0.812,0.725,0.9,0.879,0.725,0.795,123,114.037,0.927,0.466
"LMDS [k=3] [kQuality=2] (NLDR)","LMDS [k=3] [kQuality=2] (NLDR)","LMDS (NLDR)",3,NA,0.76,0.52,1,NA,3.867,0.812,0.725,0.9,0.879,0.725,0.795,123,114.037,0.927,0.466
"LMDS [k=3] [kQuality=3] (NLDR)","LMDS [k=3] [kQuality=3] (NLDR)","LMDS (NLDR)",3,NA,0.76,0.52,1,NA,3.928,0.812,0.725,0.9,0.879,0.725,0.795,123,114.037,0.927,0.466
"LMDS [k=3] [kQuality=4] (NLDR)","LMDS [k=3] [kQuality=4] (NLDR)","LMDS (NLDR)",3,NA,0.76,0.52,1,NA,3.901,0.812,0.725,0.9,0.879,0.725,0.795,123,114.037,0.927,0.466
"LMDS [k=3] [kQuality=5] (NLDR)","LMDS [k=3] [kQuality=5] (NLDR)","LMDS (NLDR)",3,NA,0.76,0.52,1,NA,3.872,0.812,0.725,0.9,0.879,0.725,0.795,123,114.037,0.927,0.466
"LMDS [k=3] [kQuality=6] (NLDR)","LMDS [k=3] [kQuality=6] (NLDR)","LMDS (NLDR)",3,NA,0.76,0.52,1,NA,3.848,0.812,0.725,0.9,0.879,0.725,0.795,123,114.037,0.927,0.466
"LMDS [k=30] (rNLDR)","LMDS [k=30] (rNLDR)","LMDS (rNLDR)",30,NA,0.75,0.49,1,NA,209.651,0.713,0.65,0.775,0.743,0.65,0.693,123,115.713,0.941,0.48
"LMDS [k=30] (smacofx)","LMDS [k=30] (smacofx)","LMDS (smacofx)",30,NA,0.63,0.27,1,NA,356.895,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=30] [kQuality=27] (NLDR)","LMDS [k=30] [kQuality=27] (NLDR)","LMDS (NLDR)",30,NA,0.77,0.54,1,NA,2.41,0.738,0.6,0.875,0.828,0.6,0.696,123,115.16,0.936,0.476
"LMDS [k=30] [kQuality=28] (NLDR)","LMDS [k=30] [kQuality=28] (NLDR)","LMDS (NLDR)",30,NA,0.77,0.54,1,NA,2.407,0.738,0.6,0.875,0.828,0.6,0.696,123,115.16,0.936,0.476
"LMDS [k=30] [kQuality=29] (NLDR)","LMDS [k=30] [kQuality=29] (NLDR)","LMDS (NLDR)",30,NA,0.74,0.48,1,NA,2.739,0.7,0.7,0.7,0.7,0.7,0.7,123,115.437,0.939,0.478
"LMDS [k=30] [kQuality=30] (NLDR)","LMDS [k=30] [kQuality=30] (NLDR)","LMDS (NLDR)",30,NA,0.74,0.48,1,NA,2.706,0.7,0.7,0.7,0.7,0.7,0.7,123,115.437,0.939,0.478
"LMDS [k=30] [kQuality=31] (NLDR)","LMDS [k=30] [kQuality=31] (NLDR)","LMDS (NLDR)",30,NA,0.74,0.48,1,NA,2.675,0.7,0.7,0.7,0.7,0.7,0.7,123,115.437,0.939,0.478
"LMDS [k=30] [kQuality=32] (NLDR)","LMDS [k=30] [kQuality=32] (NLDR)","LMDS (NLDR)",30,NA,0.74,0.48,1,NA,2.738,0.7,0.7,0.7,0.7,0.7,0.7,123,115.437,0.939,0.478
"LMDS [k=30] [kQuality=33] (NLDR)","LMDS [k=30] [kQuality=33] (NLDR)","LMDS (NLDR)",30,NA,0.74,0.48,1,NA,2.737,0.7,0.7,0.7,0.7,0.7,0.7,123,115.437,0.939,0.478
"LMDS [k=39] (rNLDR)","LMDS [k=39] (rNLDR)","LMDS (rNLDR)",39,NA,0.74,0.48,1,NA,115.239,0.688,0.675,0.7,0.692,0.675,0.684,123,115.522,0.939,0.479
"LMDS [k=39] (smacofx)","LMDS [k=39] (smacofx)","LMDS (smacofx)",39,NA,0.63,0.27,1,NA,338.803,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=39] [kQuality=36] (NLDR)","LMDS [k=39] [kQuality=36] (NLDR)","LMDS (NLDR)",39,NA,0.74,0.49,1,NA,1.967,0.688,0.8,0.575,0.653,0.8,0.719,123,114.343,0.93,0.469
"LMDS [k=39] [kQuality=37] (NLDR)","LMDS [k=39] [kQuality=37] (NLDR)","LMDS (NLDR)",39,NA,0.74,0.49,1,NA,1.974,0.688,0.8,0.575,0.653,0.8,0.719,123,114.343,0.93,0.469
"LMDS [k=39] [kQuality=38] (NLDR)","LMDS [k=39] [kQuality=38] (NLDR)","LMDS (NLDR)",39,NA,0.74,0.49,1,NA,1.973,0.688,0.8,0.575,0.653,0.8,0.719,123,114.343,0.93,0.469
"LMDS [k=39] [kQuality=39] (NLDR)","LMDS [k=39] [kQuality=39] (NLDR)","LMDS (NLDR)",39,NA,0.74,0.49,1,NA,1.967,0.688,0.8,0.575,0.653,0.8,0.719,123,114.343,0.93,0.469
"LMDS [k=39] [kQuality=40] (NLDR)","LMDS [k=39] [kQuality=40] (NLDR)","LMDS (NLDR)",39,NA,0.74,0.49,1,NA,1.969,0.688,0.8,0.575,0.653,0.8,0.719,123,114.343,0.93,0.469
"LMDS [k=39] [kQuality=41] (NLDR)","LMDS [k=39] [kQuality=41] (NLDR)","LMDS (NLDR)",39,NA,0.74,0.49,1,NA,1.947,0.688,0.8,0.575,0.653,0.8,0.719,123,114.343,0.93,0.469
"LMDS [k=39] [kQuality=42] (NLDR)","LMDS [k=39] [kQuality=42] (NLDR)","LMDS (NLDR)",39,NA,0.74,0.49,1,NA,1.96,0.688,0.8,0.575,0.653,0.8,0.719,123,114.343,0.93,0.469
"LMDS [k=49] (rNLDR)","LMDS [k=49] (rNLDR)","LMDS (rNLDR)",49,NA,0.72,0.45,1,NA,2733.382,0.7,0.75,0.65,0.682,0.75,0.714,123,115.743,0.941,0.48
"LMDS [k=49] (smacofx)","LMDS [k=49] (smacofx)","LMDS (smacofx)",49,NA,0.63,0.27,1,NA,353.934,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
