"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"HSLMDS [k=76] [kQuality=76] (NLDR)","HSLMDS [k=76] [kQuality=76] (NLDR)","HSLMDS (NLDR)",76,NA,0.69,0.38,1,NA,8.908,0.462,0.2,0.725,0.421,0.2,0.271,1,1,1,0.996
"HSLMDS [k=76] [kQuality=77] (NLDR)","HSLMDS [k=76] [kQuality=77] (NLDR)","HSLMDS (NLDR)",76,NA,0.69,0.38,1,NA,8.945,0.462,0.2,0.725,0.421,0.2,0.271,1,1,1,0.996
"HSLMDS [k=76] [kQuality=78] (NLDR)","HSLMDS [k=76] [kQuality=78] (NLDR)","HSLMDS (NLDR)",76,NA,0.69,0.38,1,NA,8.92,0.462,0.2,0.725,0.421,0.2,0.271,1,1,1,0.996
"HSLMDS [k=76] [kQuality=79] (NLDR)","HSLMDS [k=76] [kQuality=79] (NLDR)","HSLMDS (NLDR)",76,NA,0.69,0.38,1,NA,8.921,0.462,0.2,0.725,0.421,0.2,0.271,1,1,1,0.996
"HSLMDS [k=85] (rNLDR)","HSLMDS [k=85] (rNLDR)","HSLMDS (rNLDR)",85,NA,0.74,0.47,1,NA,502.343,0.588,0.675,0.5,0.574,0.675,0.621,123,114.978,0.935,0.474
"HSLMDS [k=85] [kQuality=82] (NLDR)","HSLMDS [k=85] [kQuality=82] (NLDR)","HSLMDS (NLDR)",85,NA,0.71,0.42,1,NA,46.392,0.525,0.675,0.375,0.519,0.675,0.587,123,114.948,0.935,0.474
"HSLMDS [k=85] [kQuality=83] (NLDR)","HSLMDS [k=85] [kQuality=83] (NLDR)","HSLMDS (NLDR)",85,NA,0.71,0.42,1,NA,46.378,0.525,0.675,0.375,0.519,0.675,0.587,123,114.948,0.935,0.474
"HSLMDS [k=85] [kQuality=84] (NLDR)","HSLMDS [k=85] [kQuality=84] (NLDR)","HSLMDS (NLDR)",85,NA,0.71,0.42,1,NA,46.242,0.525,0.675,0.375,0.519,0.675,0.587,123,114.948,0.935,0.474
"HSLMDS [k=85] [kQuality=85] (NLDR)","HSLMDS [k=85] [kQuality=85] (NLDR)","HSLMDS (NLDR)",85,NA,0.71,0.42,1,NA,46.142,0.525,0.675,0.375,0.519,0.675,0.587,123,114.948,0.935,0.474
"HSLMDS [k=85] [kQuality=86] (NLDR)","HSLMDS [k=85] [kQuality=86] (NLDR)","HSLMDS (NLDR)",85,NA,0.72,0.43,1,NA,46.315,0.512,0.725,0.3,0.509,0.725,0.598,123,115.66,0.94,0.48
"HSLMDS [k=85] [kQuality=87] (NLDR)","HSLMDS [k=85] [kQuality=87] (NLDR)","HSLMDS (NLDR)",85,NA,0.72,0.43,1,NA,46.264,0.512,0.725,0.3,0.509,0.725,0.598,123,115.66,0.94,0.48
"HSLMDS [k=85] [kQuality=88] (NLDR)","HSLMDS [k=85] [kQuality=88] (NLDR)","HSLMDS (NLDR)",85,NA,0.72,0.43,1,NA,46.232,0.512,0.725,0.3,0.509,0.725,0.598,123,115.66,0.94,0.48
"HSLMDS [k=94] (rNLDR)","HSLMDS [k=94] (rNLDR)","HSLMDS (rNLDR)",94,NA,0.74,0.48,1,NA,491.098,0.7,0.875,0.525,0.648,0.875,0.745,123,116.384,0.946,0.486
"HSLMDS [k=94] [kQuality=91] (NLDR)","HSLMDS [k=94] [kQuality=91] (NLDR)","HSLMDS (NLDR)",94,NA,0.69,0.38,1,NA,8.206,0.462,0.2,0.725,0.421,0.2,0.271,1,1,1,0.996
"HSLMDS [k=94] [kQuality=92] (NLDR)","HSLMDS [k=94] [kQuality=92] (NLDR)","HSLMDS (NLDR)",94,NA,0.69,0.38,1,NA,8.194,0.462,0.2,0.725,0.421,0.2,0.271,1,1,1,0.996
"HSLMDS [k=94] [kQuality=93] (NLDR)","HSLMDS [k=94] [kQuality=93] (NLDR)","HSLMDS (NLDR)",94,NA,0.69,0.38,1,NA,8.181,0.462,0.2,0.725,0.421,0.2,0.271,1,1,1,0.996
"HSLMDS [k=94] [kQuality=94] (NLDR)","HSLMDS [k=94] [kQuality=94] (NLDR)","HSLMDS (NLDR)",94,NA,0.69,0.38,1,NA,8.197,0.462,0.2,0.725,0.421,0.2,0.271,1,1,1,0.996
"HSLMDS [k=94] [kQuality=95] (NLDR)","HSLMDS [k=94] [kQuality=95] (NLDR)","HSLMDS (NLDR)",94,NA,0.69,0.38,1,NA,8.184,0.462,0.2,0.725,0.421,0.2,0.271,1,1,1,0.996
"HSLMDS [k=94] [kQuality=96] (NLDR)","HSLMDS [k=94] [kQuality=96] (NLDR)","HSLMDS (NLDR)",94,NA,0.69,0.38,1,NA,8.207,0.462,0.2,0.725,0.421,0.2,0.271,1,1,1,0.996
"HSLMDS [k=94] [kQuality=97] (NLDR)","HSLMDS [k=94] [kQuality=97] (NLDR)","HSLMDS (NLDR)",94,NA,0.69,0.38,1,NA,8.192,0.462,0.2,0.725,0.421,0.2,0.271,1,1,1,0.996
"HSMDS (NLDR)","HSMDS (NLDR)","HSMDS (NLDR)",NA,NA,0.84,0.68,3,0.011,30.548,0.95,0.975,0.925,0.929,0.975,0.951,84,72.116,0.859,0.544
"kPCA","kPCA","kPCA",NA,NA,0.51,0.01,3,0.002,0.231,0.588,0.65,0.525,0.578,0.65,0.612,12,0.746,0.062,0.017
"LMDS [k=103] (rNLDR)","LMDS [k=103] (rNLDR)","LMDS (rNLDR)",103,NA,0.74,0.48,1,NA,12.347,0.588,0.7,0.475,0.571,0.7,0.629,123,114.937,0.934,0.474
"LMDS [k=103] (smacofx)","LMDS [k=103] (smacofx)","LMDS (smacofx)",103,NA,0.63,0.27,1,NA,344.253,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=103] [kQuality=100] (NLDR)","LMDS [k=103] [kQuality=100] (NLDR)","LMDS (NLDR)",103,NA,0.71,0.42,1,NA,39.607,0.562,0.7,0.425,0.549,0.7,0.615,123,115.179,0.936,0.476
"LMDS [k=103] [kQuality=101] (NLDR)","LMDS [k=103] [kQuality=101] (NLDR)","LMDS (NLDR)",103,NA,0.71,0.42,1,NA,39.607,0.562,0.7,0.425,0.549,0.7,0.615,123,115.179,0.936,0.476
"LMDS [k=103] [kQuality=102] (NLDR)","LMDS [k=103] [kQuality=102] (NLDR)","LMDS (NLDR)",103,NA,0.71,0.42,1,NA,39.588,0.562,0.7,0.425,0.549,0.7,0.615,123,115.179,0.936,0.476
"LMDS [k=103] [kQuality=103] (NLDR)","LMDS [k=103] [kQuality=103] (NLDR)","LMDS (NLDR)",103,NA,0.71,0.42,1,NA,39.602,0.562,0.7,0.425,0.549,0.7,0.615,123,115.179,0.936,0.476
"LMDS [k=103] [kQuality=104] (NLDR)","LMDS [k=103] [kQuality=104] (NLDR)","LMDS (NLDR)",103,NA,0.71,0.42,1,NA,39.611,0.562,0.7,0.425,0.549,0.7,0.615,123,115.179,0.936,0.476
"LMDS [k=103] [kQuality=105] (NLDR)","LMDS [k=103] [kQuality=105] (NLDR)","LMDS (NLDR)",103,NA,0.71,0.42,1,NA,39.628,0.562,0.7,0.425,0.549,0.7,0.615,123,115.179,0.936,0.476
"LMDS [k=103] [kQuality=106] (NLDR)","LMDS [k=103] [kQuality=106] (NLDR)","LMDS (NLDR)",103,NA,0.71,0.42,1,NA,39.736,0.562,0.7,0.425,0.549,0.7,0.615,123,115.179,0.936,0.476
"LMDS [k=112] (rNLDR)","LMDS [k=112] (rNLDR)","LMDS (rNLDR)",112,NA,0.72,0.44,1,NA,96.137,0.6,0.9,0.3,0.562,0.9,0.692,123,116.056,0.944,0.483
"LMDS [k=112] (smacofx)","LMDS [k=112] (smacofx)","LMDS (smacofx)",112,NA,0.63,0.27,1,NA,363.172,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=112] [kQuality=109] (NLDR)","LMDS [k=112] [kQuality=109] (NLDR)","LMDS (NLDR)",112,NA,0.74,0.47,1,NA,1.015,0.625,0.65,0.6,0.619,0.65,0.634,123,116.683,0.949,0.488
"LMDS [k=112] [kQuality=110] (NLDR)","LMDS [k=112] [kQuality=110] (NLDR)","LMDS (NLDR)",112,NA,0.74,0.47,1,NA,1.018,0.625,0.65,0.6,0.619,0.65,0.634,123,116.683,0.949,0.488
"LMDS [k=112] [kQuality=111] (NLDR)","LMDS [k=112] [kQuality=111] (NLDR)","LMDS (NLDR)",112,NA,0.74,0.47,1,NA,1.022,0.625,0.65,0.6,0.619,0.65,0.634,123,116.683,0.949,0.488
"LMDS [k=112] [kQuality=112] (NLDR)","LMDS [k=112] [kQuality=112] (NLDR)","LMDS (NLDR)",112,NA,0.74,0.47,1,NA,1.021,0.625,0.65,0.6,0.619,0.65,0.634,123,116.683,0.949,0.488
"LMDS [k=112] [kQuality=113] (NLDR)","LMDS [k=112] [kQuality=113] (NLDR)","LMDS (NLDR)",112,NA,0.74,0.47,1,NA,1.016,0.625,0.65,0.6,0.619,0.65,0.634,123,116.683,0.949,0.488
"LMDS [k=112] [kQuality=114] (NLDR)","LMDS [k=112] [kQuality=114] (NLDR)","LMDS (NLDR)",112,NA,0.74,0.47,1,NA,1.022,0.625,0.65,0.6,0.619,0.65,0.634,123,116.683,0.949,0.488
"LMDS [k=112] [kQuality=115] (NLDR)","LMDS [k=112] [kQuality=115] (NLDR)","LMDS (NLDR)",112,NA,0.74,0.47,1,NA,1.017,0.625,0.65,0.6,0.619,0.65,0.634,123,116.683,0.949,0.488
"LMDS [k=12] (rNLDR)","LMDS [k=12] (rNLDR)","LMDS (rNLDR)",12,NA,0.73,0.47,1,NA,215.518,0.637,0.725,0.55,0.617,0.725,0.667,123,114.94,0.934,0.474
"LMDS [k=12] (smacofx)","LMDS [k=12] (smacofx)","LMDS (smacofx)",12,NA,0.63,0.27,1,NA,372.689,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=12] [kQuality=10] (NLDR)","LMDS [k=12] [kQuality=10] (NLDR)","LMDS (NLDR)",12,NA,0.73,0.47,1,NA,3.208,0.65,0.65,0.65,0.65,0.65,0.65,123,113.903,0.926,0.465
"LMDS [k=12] [kQuality=11] (NLDR)","LMDS [k=12] [kQuality=11] (NLDR)","LMDS (NLDR)",12,NA,0.73,0.47,1,NA,3.233,0.65,0.65,0.65,0.65,0.65,0.65,123,113.903,0.926,0.465
"LMDS [k=12] [kQuality=12] (NLDR)","LMDS [k=12] [kQuality=12] (NLDR)","LMDS (NLDR)",12,NA,0.73,0.47,1,NA,3.211,0.65,0.65,0.65,0.65,0.65,0.65,123,113.903,0.926,0.465
"LMDS [k=12] [kQuality=13] (NLDR)","LMDS [k=12] [kQuality=13] (NLDR)","LMDS (NLDR)",12,NA,0.73,0.47,1,NA,3.262,0.65,0.65,0.65,0.65,0.65,0.65,123,113.903,0.926,0.465
"LMDS [k=12] [kQuality=14] (NLDR)","LMDS [k=12] [kQuality=14] (NLDR)","LMDS (NLDR)",12,NA,0.73,0.47,1,NA,3.258,0.65,0.65,0.65,0.65,0.65,0.65,123,113.903,0.926,0.465
"LMDS [k=12] [kQuality=15] (NLDR)","LMDS [k=12] [kQuality=15] (NLDR)","LMDS (NLDR)",12,NA,0.73,0.47,1,NA,3.176,0.65,0.65,0.65,0.65,0.65,0.65,123,113.903,0.926,0.465
"LMDS [k=12] [kQuality=9] (NLDR)","LMDS [k=12] [kQuality=9] (NLDR)","LMDS (NLDR)",12,NA,0.75,0.49,1,NA,3.208,0.662,0.825,0.5,0.623,0.825,0.71,123,116.813,0.95,0.489
"LMDS [k=121] (rNLDR)","LMDS [k=121] (rNLDR)","LMDS (rNLDR)",121,NA,0.84,0.67,1,NA,2809.598,0.863,0.925,0.8,0.822,0.925,0.871,52,40.724,0.783,0.588
"LMDS [k=121] (smacofx)","LMDS [k=121] (smacofx)","LMDS (smacofx)",121,NA,0.63,0.27,1,NA,223.381,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=121] [kQuality=118] (NLDR)","LMDS [k=121] [kQuality=118] (NLDR)","LMDS (NLDR)",121,NA,0.84,0.68,1,NA,4.219,0.9,0.95,0.85,0.864,0.95,0.905,56,45.519,0.813,0.603
"LMDS [k=121] [kQuality=119] (NLDR)","LMDS [k=121] [kQuality=119] (NLDR)","LMDS (NLDR)",121,NA,0.84,0.68,1,NA,4.17,0.9,0.95,0.85,0.864,0.95,0.905,56,45.519,0.813,0.603
"LMDS [k=121] [kQuality=120] (NLDR)","LMDS [k=121] [kQuality=120] (NLDR)","LMDS (NLDR)",121,NA,0.84,0.68,1,NA,4.123,0.9,0.95,0.85,0.864,0.95,0.905,56,45.519,0.813,0.603
"LMDS [k=121] [kQuality=121] (NLDR)","LMDS [k=121] [kQuality=121] (NLDR)","LMDS (NLDR)",121,NA,0.84,0.68,1,NA,4.236,0.9,0.95,0.85,0.864,0.95,0.905,56,45.519,0.813,0.603
"LMDS [k=121] [kQuality=122] (NLDR)","LMDS [k=121] [kQuality=122] (NLDR)","LMDS (NLDR)",121,NA,0.84,0.68,1,NA,4.172,0.9,0.95,0.85,0.864,0.95,0.905,56,45.519,0.813,0.603
"LMDS [k=121] [kQuality=123] (NLDR)","LMDS [k=121] [kQuality=123] (NLDR)","LMDS (NLDR)",121,NA,0.84,0.68,1,NA,4.123,0.9,0.95,0.85,0.864,0.95,0.905,56,45.519,0.813,0.603
"LMDS [k=121] [kQuality=124] (NLDR)","LMDS [k=121] [kQuality=124] (NLDR)","LMDS (NLDR)",121,NA,0.84,0.68,1,NA,4.133,0.9,0.95,0.85,0.864,0.95,0.905,56,45.519,0.813,0.603
"LMDS [k=130] (rNLDR)","LMDS [k=130] (rNLDR)","LMDS (rNLDR)",130,NA,0.83,0.66,1,NA,264.931,0.95,1,0.9,0.909,1,0.952,72,57.563,0.799,0.53
"LMDS [k=130] (smacofx)","LMDS [k=130] (smacofx)","LMDS (smacofx)",130,NA,0.63,0.27,1,NA,40.344,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=130] [kQuality=127] (NLDR)","LMDS [k=130] [kQuality=127] (NLDR)","LMDS (NLDR)",130,NA,0.83,0.66,1,NA,3.862,0.9,0.9,0.9,0.9,0.9,0.9,71,56.802,0.8,0.534
"LMDS [k=130] [kQuality=128] (NLDR)","LMDS [k=130] [kQuality=128] (NLDR)","LMDS (NLDR)",130,NA,0.83,0.66,1,NA,3.93,0.9,0.9,0.9,0.9,0.9,0.9,71,56.802,0.8,0.534
"LMDS [k=130] [kQuality=129] (NLDR)","LMDS [k=130] [kQuality=129] (NLDR)","LMDS (NLDR)",130,NA,0.83,0.66,1,NA,3.946,0.9,0.9,0.9,0.9,0.9,0.9,71,56.802,0.8,0.534
"LMDS [k=130] [kQuality=130] (NLDR)","LMDS [k=130] [kQuality=130] (NLDR)","LMDS (NLDR)",130,NA,0.83,0.66,1,NA,3.992,0.9,0.9,0.9,0.9,0.9,0.9,71,56.802,0.8,0.534
"LMDS [k=130] [kQuality=131] (NLDR)","LMDS [k=130] [kQuality=131] (NLDR)","LMDS (NLDR)",130,NA,0.83,0.66,1,NA,3.913,0.9,0.9,0.9,0.9,0.9,0.9,71,56.802,0.8,0.534
"LMDS [k=130] [kQuality=132] (NLDR)","LMDS [k=130] [kQuality=132] (NLDR)","LMDS (NLDR)",130,NA,0.83,0.66,1,NA,3.982,0.9,0.9,0.9,0.9,0.9,0.9,71,56.802,0.8,0.534
"LMDS [k=130] [kQuality=133] (NLDR)","LMDS [k=130] [kQuality=133] (NLDR)","LMDS (NLDR)",130,NA,0.83,0.66,1,NA,3.887,0.9,0.9,0.9,0.9,0.9,0.9,71,56.802,0.8,0.534
"LMDS [k=140] (rNLDR)","LMDS [k=140] (rNLDR)","LMDS (rNLDR)",140,NA,0.78,0.57,1,NA,528.296,0.875,0.925,0.825,0.841,0.925,0.881,123,114.541,0.931,0.471
"LMDS [k=140] (smacofx)","LMDS [k=140] (smacofx)","LMDS (smacofx)",140,NA,0.63,0.27,1,NA,20.75,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=140] [kQuality=137] (NLDR)","LMDS [k=140] [kQuality=137] (NLDR)","LMDS (NLDR)",140,NA,0.78,0.57,1,NA,17.704,0.838,0.825,0.85,0.846,0.825,0.835,123,114.534,0.931,0.47
"LMDS [k=140] [kQuality=138] (NLDR)","LMDS [k=140] [kQuality=138] (NLDR)","LMDS (NLDR)",140,NA,0.78,0.57,1,NA,17.637,0.838,0.825,0.85,0.846,0.825,0.835,123,114.534,0.931,0.47
"LMDS [k=140] [kQuality=139] (NLDR)","LMDS [k=140] [kQuality=139] (NLDR)","LMDS (NLDR)",140,NA,0.78,0.57,1,NA,17.607,0.838,0.825,0.85,0.846,0.825,0.835,123,114.534,0.931,0.47
"LMDS [k=140] [kQuality=140] (NLDR)","LMDS [k=140] [kQuality=140] (NLDR)","LMDS (NLDR)",140,NA,0.78,0.57,1,NA,17.638,0.838,0.825,0.85,0.846,0.825,0.835,123,114.534,0.931,0.47
"LMDS [k=140] [kQuality=141] (NLDR)","LMDS [k=140] [kQuality=141] (NLDR)","LMDS (NLDR)",140,NA,0.78,0.57,1,NA,17.701,0.838,0.825,0.85,0.846,0.825,0.835,123,114.534,0.931,0.47
"LMDS [k=140] [kQuality=142] (NLDR)","LMDS [k=140] [kQuality=142] (NLDR)","LMDS (NLDR)",140,NA,0.76,0.52,1,NA,5.825,0.762,0.825,0.7,0.733,0.825,0.776,123,114.067,0.927,0.467
"LMDS [k=140] [kQuality=143] (NLDR)","LMDS [k=140] [kQuality=143] (NLDR)","LMDS (NLDR)",140,NA,0.74,0.47,1,NA,4.108,0.738,0.8,0.675,0.711,0.8,0.753,123,113.772,0.925,0.464
"LMDS [k=149] (rNLDR)","LMDS [k=149] (rNLDR)","LMDS (rNLDR)",149,NA,0.72,0.44,1,NA,208.351,0.562,0.525,0.6,0.568,0.525,0.545,123,112.937,0.918,0.458
"LMDS [k=149] (smacofx)","LMDS [k=149] (smacofx)","LMDS (smacofx)",149,NA,0.63,0.27,1,NA,14.368,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=149] [kQuality=146] (NLDR)","LMDS [k=149] [kQuality=146] (NLDR)","LMDS (NLDR)",149,NA,0.72,0.45,1,NA,3.128,0.575,0.55,0.6,0.579,0.55,0.564,123,112.937,0.918,0.458
"LMDS [k=149] [kQuality=147] (NLDR)","LMDS [k=149] [kQuality=147] (NLDR)","LMDS (NLDR)",149,NA,0.72,0.45,1,NA,3.044,0.575,0.55,0.6,0.579,0.55,0.564,123,112.937,0.918,0.458
"LMDS [k=149] [kQuality=148] (NLDR)","LMDS [k=149] [kQuality=148] (NLDR)","LMDS (NLDR)",149,NA,0.73,0.46,1,NA,3.81,0.713,0.75,0.675,0.698,0.75,0.723,123,113.455,0.922,0.462
"LMDS [k=149] [kQuality=149] (NLDR)","LMDS [k=149] [kQuality=149] (NLDR)","LMDS (NLDR)",149,NA,0.73,0.46,1,NA,3.731,0.713,0.75,0.675,0.698,0.75,0.723,123,113.455,0.922,0.462
"LMDS [k=149] [kQuality=150] (NLDR)","LMDS [k=149] [kQuality=150] (NLDR)","LMDS (NLDR)",149,NA,0.73,0.46,1,NA,3.804,0.713,0.75,0.675,0.698,0.75,0.723,123,113.455,0.922,0.462
"LMDS [k=149] [kQuality=151] (NLDR)","LMDS [k=149] [kQuality=151] (NLDR)","LMDS (NLDR)",149,NA,0.72,0.45,1,NA,3.071,0.575,0.55,0.6,0.579,0.55,0.564,123,112.937,0.918,0.458
"LMDS [k=149] [kQuality=152] (NLDR)","LMDS [k=149] [kQuality=152] (NLDR)","LMDS (NLDR)",149,NA,0.72,0.45,1,NA,3.119,0.575,0.55,0.6,0.579,0.55,0.564,123,112.937,0.918,0.458
"LMDS [k=158] (rNLDR)","LMDS [k=158] (rNLDR)","LMDS (rNLDR)",158,NA,0.79,0.58,1,NA,266.061,0.863,0.8,0.925,0.914,0.8,0.853,123,113.69,0.924,0.464
"LMDS [k=158] (smacofx)","LMDS [k=158] (smacofx)","LMDS (smacofx)",158,NA,0.63,0.27,1,NA,15.947,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=158] [kQuality=155] (NLDR)","LMDS [k=158] [kQuality=155] (NLDR)","LMDS (NLDR)",158,NA,0.73,0.45,1,NA,3.988,0.488,0.5,0.475,0.488,0.5,0.494,123,112.414,0.914,0.453
"LMDS [k=158] [kQuality=156] (NLDR)","LMDS [k=158] [kQuality=156] (NLDR)","LMDS (NLDR)",158,NA,0.73,0.45,1,NA,3.978,0.488,0.5,0.475,0.488,0.5,0.494,123,112.414,0.914,0.453
"LMDS [k=158] [kQuality=157] (NLDR)","LMDS [k=158] [kQuality=157] (NLDR)","LMDS (NLDR)",158,NA,0.73,0.45,1,NA,3.88,0.488,0.5,0.475,0.488,0.5,0.494,123,112.414,0.914,0.453
"LMDS [k=158] [kQuality=158] (NLDR)","LMDS [k=158] [kQuality=158] (NLDR)","LMDS (NLDR)",158,NA,0.73,0.45,1,NA,3.899,0.488,0.5,0.475,0.488,0.5,0.494,123,112.414,0.914,0.453
"LMDS [k=158] [kQuality=159] (NLDR)","LMDS [k=158] [kQuality=159] (NLDR)","LMDS (NLDR)",158,NA,0.73,0.45,1,NA,3.935,0.488,0.5,0.475,0.488,0.5,0.494,123,112.414,0.914,0.453
"LMDS [k=158] [kQuality=160] (NLDR)","LMDS [k=158] [kQuality=160] (NLDR)","LMDS (NLDR)",158,NA,0.79,0.57,1,NA,21.406,0.85,0.8,0.9,0.889,0.8,0.842,123,113.795,0.925,0.464
"LMDS [k=158] [kQuality=161] (NLDR)","LMDS [k=158] [kQuality=161] (NLDR)","LMDS (NLDR)",158,NA,0.79,0.57,1,NA,21.349,0.85,0.8,0.9,0.889,0.8,0.842,123,113.795,0.925,0.464
"LMDS [k=167] (rNLDR)","LMDS [k=167] (rNLDR)","LMDS (rNLDR)",167,NA,0.79,0.59,1,NA,240.472,0.925,0.925,0.925,0.925,0.925,0.925,123,112.623,0.916,0.455
"LMDS [k=167] (smacofx)","LMDS [k=167] (smacofx)","LMDS (smacofx)",167,NA,0.63,0.27,1,NA,30.834,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=167] [kQuality=164] (NLDR)","LMDS [k=167] [kQuality=164] (NLDR)","LMDS (NLDR)",167,NA,0.8,0.59,1,NA,3.797,0.912,0.9,0.925,0.923,0.9,0.911,123,112.791,0.917,0.456
"LMDS [k=167] [kQuality=165] (NLDR)","LMDS [k=167] [kQuality=165] (NLDR)","LMDS (NLDR)",167,NA,0.8,0.59,1,NA,3.818,0.912,0.9,0.925,0.923,0.9,0.911,123,112.791,0.917,0.456
"LMDS [k=167] [kQuality=166] (NLDR)","LMDS [k=167] [kQuality=166] (NLDR)","LMDS (NLDR)",167,NA,0.8,0.59,1,NA,3.824,0.912,0.9,0.925,0.923,0.9,0.911,123,112.791,0.917,0.456
"LMDS [k=167] [kQuality=167] (NLDR)","LMDS [k=167] [kQuality=167] (NLDR)","LMDS (NLDR)",167,NA,0.8,0.59,1,NA,3.837,0.912,0.9,0.925,0.923,0.9,0.911,123,112.791,0.917,0.456
"LMDS [k=167] [kQuality=168] (NLDR)","LMDS [k=167] [kQuality=168] (NLDR)","LMDS (NLDR)",167,NA,0.8,0.59,1,NA,3.857,0.912,0.9,0.925,0.923,0.9,0.911,123,112.791,0.917,0.456
"LMDS [k=167] [kQuality=169] (NLDR)","LMDS [k=167] [kQuality=169] (NLDR)","LMDS (NLDR)",167,NA,0.8,0.59,1,NA,3.834,0.912,0.9,0.925,0.923,0.9,0.911,123,112.791,0.917,0.456
"LMDS [k=167] [kQuality=170] (NLDR)","LMDS [k=167] [kQuality=170] (NLDR)","LMDS (NLDR)",167,NA,0.8,0.59,1,NA,3.839,0.912,0.9,0.925,0.923,0.9,0.911,123,112.791,0.917,0.456
"LMDS [k=176] (rNLDR)","LMDS [k=176] (rNLDR)","LMDS (rNLDR)",176,NA,0.83,0.65,1,NA,412.427,0.938,0.95,0.925,0.927,0.95,0.938,71,55.149,0.777,0.511
"LMDS [k=176] (smacofx)","LMDS [k=176] (smacofx)","LMDS (smacofx)",176,NA,0.63,0.27,1,NA,22.968,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=176] [kQuality=173] (NLDR)","LMDS [k=176] [kQuality=173] (NLDR)","LMDS (NLDR)",176,NA,0.8,0.6,1,NA,5.534,0.912,0.9,0.925,0.923,0.9,0.911,123,111.918,0.91,0.449
"LMDS [k=176] [kQuality=174] (NLDR)","LMDS [k=176] [kQuality=174] (NLDR)","LMDS (NLDR)",176,NA,0.8,0.6,1,NA,5.578,0.912,0.9,0.925,0.923,0.9,0.911,123,111.918,0.91,0.449
"LMDS [k=176] [kQuality=175] (NLDR)","LMDS [k=176] [kQuality=175] (NLDR)","LMDS (NLDR)",176,NA,0.8,0.6,1,NA,5.483,0.912,0.9,0.925,0.923,0.9,0.911,123,111.918,0.91,0.449
"LMDS [k=176] [kQuality=176] (NLDR)","LMDS [k=176] [kQuality=176] (NLDR)","LMDS (NLDR)",176,NA,0.8,0.6,1,NA,5.512,0.912,0.9,0.925,0.923,0.9,0.911,123,111.918,0.91,0.449
"LMDS [k=176] [kQuality=177] (NLDR)","LMDS [k=176] [kQuality=177] (NLDR)","LMDS (NLDR)",176,NA,0.8,0.6,1,NA,5.573,0.912,0.9,0.925,0.923,0.9,0.911,123,111.918,0.91,0.449
"LMDS [k=176] [kQuality=178] (NLDR)","LMDS [k=176] [kQuality=178] (NLDR)","LMDS (NLDR)",176,NA,0.8,0.6,1,NA,5.465,0.912,0.9,0.925,0.923,0.9,0.911,123,111.918,0.91,0.449
"LMDS [k=176] [kQuality=179] (NLDR)","LMDS [k=176] [kQuality=179] (NLDR)","LMDS (NLDR)",176,NA,0.8,0.6,1,NA,5.515,0.912,0.9,0.925,0.923,0.9,0.911,123,111.918,0.91,0.449
"LMDS [k=185] (rNLDR)","LMDS [k=185] (rNLDR)","LMDS (rNLDR)",185,NA,0.83,0.66,1,NA,244.913,0.938,0.95,0.925,0.927,0.95,0.938,70,54.623,0.78,0.518
"LMDS [k=185] (smacofx)","LMDS [k=185] (smacofx)","LMDS (smacofx)",185,NA,0.63,0.27,1,NA,16.199,0.675,0.65,0.7,0.684,0.65,0.667,114,76.347,0.67,0.243
"LMDS [k=185] [kQuality=182] (NLDR)","LMDS [k=185] [kQuality=182] (NLDR)","LMDS (NLDR)",185,NA,0.8,0.61,1,NA,2.906,0.912,0.95,0.875,0.884,0.95,0.916,63,43.31,0.687,0.452
"LMDS [k=185] [kQuality=183] (NLDR)","LMDS [k=185] [kQuality=183] (NLDR)","LMDS (NLDR)",185,NA,0.8,0.61,1,NA,2.889,0.912,0.95,0.875,0.884,0.95,0.916,63,43.31,0.687,0.452
"LMDS [k=185] [kQuality=184] (NLDR)","LMDS [k=185] [kQuality=184] (NLDR)","LMDS (NLDR)",185,NA,0.8,0.61,1,NA,2.918,0.912,0.95,0.875,0.884,0.95,0.916,63,43.31,0.687,0.452
"LMDS [k=185] [kQuality=185] (NLDR)","LMDS [k=185] [kQuality=185] (NLDR)","LMDS (NLDR)",185,NA,0.8,0.61,1,NA,2.917,0.912,0.95,0.875,0.884,0.95,0.916,63,43.31,0.687,0.452
