"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"HSLMDS [k=21] [kQuality=19] (HSLocalMDS)","HSLMDS [k=21] [kQuality=19] (HSLocalMDS)","HSLMDS (HSLocalMDS)",21,NA,0.77,0.53,1,NA,23.784,0.923,1,0.846,0.867,1,0.929,21,14.582,0.694,0.461
"HSLMDS [k=21] [kQuality=20] (HSLocalMDS)","HSLMDS [k=21] [kQuality=20] (HSLocalMDS)","HSLMDS (HSLocalMDS)",21,NA,0.77,0.53,1,NA,23.847,0.923,1,0.846,0.867,1,0.929,21,14.582,0.694,0.461
"HSLMDS [k=21] [kQuality=21] (HSLocalMDS)","HSLMDS [k=21] [kQuality=21] (HSLocalMDS)","HSLMDS (HSLocalMDS)",21,NA,0.77,0.53,1,NA,23.738,0.923,1,0.846,0.867,1,0.929,21,14.582,0.694,0.461
"HSLMDS [k=21] [kQuality=22] (HSLocalMDS)","HSLMDS [k=21] [kQuality=22] (HSLocalMDS)","HSLMDS (HSLocalMDS)",21,NA,0.77,0.53,1,NA,23.807,0.923,1,0.846,0.867,1,0.929,21,14.582,0.694,0.461
"HSLMDS [k=21] [kQuality=23] (HSLocalMDS)","HSLMDS [k=21] [kQuality=23] (HSLocalMDS)","HSLMDS (HSLocalMDS)",21,NA,0.77,0.53,1,NA,23.665,0.885,1,0.769,0.812,1,0.897,21,14.495,0.69,0.457
"HSLMDS [k=21] [kQuality=24] (HSLocalMDS)","HSLMDS [k=21] [kQuality=24] (HSLocalMDS)","HSLMDS (HSLocalMDS)",21,NA,0.77,0.53,1,NA,20.344,0.846,0.923,0.769,0.8,0.923,0.857,22,15.385,0.699,0.455
"HSLMDS [k=24] [kQuality=21] (HSLocalMDS)","HSLMDS [k=24] [kQuality=21] (HSLocalMDS)","HSLMDS (HSLocalMDS)",24,NA,0.77,0.54,1,NA,15.863,0.923,1,0.846,0.867,1,0.929,21,14.615,0.696,0.463
"HSLMDS [k=24] [kQuality=22] (HSLocalMDS)","HSLMDS [k=24] [kQuality=22] (HSLocalMDS)","HSLMDS (HSLocalMDS)",24,NA,0.77,0.54,1,NA,15.851,0.923,1,0.846,0.867,1,0.929,21,14.615,0.696,0.463
"HSLMDS [k=24] [kQuality=23] (HSLocalMDS)","HSLMDS [k=24] [kQuality=23] (HSLocalMDS)","HSLMDS (HSLocalMDS)",24,NA,0.77,0.54,1,NA,15.873,0.923,1,0.846,0.867,1,0.929,21,14.615,0.696,0.463
"HSLMDS [k=24] [kQuality=24] (HSLocalMDS)","HSLMDS [k=24] [kQuality=24] (HSLocalMDS)","HSLMDS (HSLocalMDS)",24,NA,0.77,0.54,1,NA,15.797,0.923,1,0.846,0.867,1,0.929,21,14.615,0.696,0.463
"HSLMDS [k=24] [kQuality=25] (HSLocalMDS)","HSLMDS [k=24] [kQuality=25] (HSLocalMDS)","HSLMDS (HSLocalMDS)",24,NA,0.77,0.54,1,NA,27.458,0.923,1,0.846,0.867,1,0.929,21,14.549,0.693,0.459
"HSLMDS [k=24] [kQuality=26] (HSLocalMDS)","HSLMDS [k=24] [kQuality=26] (HSLocalMDS)","HSLMDS (HSLocalMDS)",24,NA,0.77,0.54,1,NA,27.455,0.923,1,0.846,0.867,1,0.929,21,14.549,0.693,0.459
"HSLMDS [k=24] [kQuality=27] (HSLocalMDS)","HSLMDS [k=24] [kQuality=27] (HSLocalMDS)","HSLMDS (HSLocalMDS)",24,NA,0.77,0.54,1,NA,15.857,0.923,1,0.846,0.867,1,0.929,21,14.615,0.696,0.463
"HSLMDS [k=27] [kQuality=24] (HSLocalMDS)","HSLMDS [k=27] [kQuality=24] (HSLocalMDS)","HSLMDS (HSLocalMDS)",27,NA,0.77,0.54,1,NA,13.275,0.885,1,0.769,0.812,1,0.897,21,14.582,0.694,0.461
"HSLMDS [k=27] [kQuality=25] (HSLocalMDS)","HSLMDS [k=27] [kQuality=25] (HSLocalMDS)","HSLMDS (HSLocalMDS)",27,NA,0.77,0.54,1,NA,19.452,0.885,1,0.769,0.812,1,0.897,21,14.582,0.694,0.461
"HSLMDS [k=27] [kQuality=26] (HSLocalMDS)","HSLMDS [k=27] [kQuality=26] (HSLocalMDS)","HSLMDS (HSLocalMDS)",27,NA,0.77,0.54,1,NA,14.762,0.885,1,0.769,0.812,1,0.897,21,14.538,0.692,0.459
"HSLMDS [k=27] [kQuality=27] (HSLocalMDS)","HSLMDS [k=27] [kQuality=27] (HSLocalMDS)","HSLMDS (HSLocalMDS)",27,NA,0.77,0.54,1,NA,15.6,0.885,1,0.769,0.812,1,0.897,22,15.549,0.707,0.462
"HSLMDS [k=27] [kQuality=28] (HSLocalMDS)","HSLMDS [k=27] [kQuality=28] (HSLocalMDS)","HSLMDS (HSLocalMDS)",27,NA,0.77,0.54,1,NA,13.327,0.885,1,0.769,0.812,1,0.897,21,14.582,0.694,0.461
"HSLMDS [k=27] [kQuality=29] (HSLocalMDS)","HSLMDS [k=27] [kQuality=29] (HSLocalMDS)","HSLMDS (HSLocalMDS)",27,NA,0.77,0.54,1,NA,17.297,0.885,1,0.769,0.812,1,0.897,21,14.582,0.694,0.461
"HSLMDS [k=27] [kQuality=30] (HSLocalMDS)","HSLMDS [k=27] [kQuality=30] (HSLocalMDS)","HSLMDS (HSLocalMDS)",27,NA,0.77,0.54,1,NA,19.457,0.885,1,0.769,0.812,1,0.897,21,14.582,0.694,0.461
"HSLMDS [k=3] [kQuality=1] (HSLocalMDS)","HSLMDS [k=3] [kQuality=1] (HSLocalMDS)","HSLMDS (HSLocalMDS)",3,NA,0.7,0.4,1,NA,23.889,0.923,1,0.846,0.867,1,0.929,26,16.835,0.648,0.359
"HSLMDS [k=3] [kQuality=2] (HSLocalMDS)","HSLMDS [k=3] [kQuality=2] (HSLocalMDS)","HSLMDS (HSLocalMDS)",3,NA,0.7,0.4,1,NA,23.748,0.923,1,0.846,0.867,1,0.929,26,16.835,0.648,0.359
"HSLMDS [k=3] [kQuality=3] (HSLocalMDS)","HSLMDS [k=3] [kQuality=3] (HSLocalMDS)","HSLMDS (HSLocalMDS)",3,NA,0.7,0.4,1,NA,35.577,0.923,1,0.846,0.867,1,0.929,26,16.868,0.649,0.36
"HSLMDS [k=3] [kQuality=4] (HSLocalMDS)","HSLMDS [k=3] [kQuality=4] (HSLocalMDS)","HSLMDS (HSLocalMDS)",3,NA,0.7,0.4,1,NA,23.772,0.923,1,0.846,0.867,1,0.929,26,16.835,0.648,0.359
"HSLMDS [k=3] [kQuality=5] (HSLocalMDS)","HSLMDS [k=3] [kQuality=5] (HSLocalMDS)","HSLMDS (HSLocalMDS)",3,NA,0.71,0.41,1,NA,31.586,0.923,1,0.846,0.867,1,0.929,14,7.352,0.525,0.37
"HSLMDS [k=3] [kQuality=6] (HSLocalMDS)","HSLMDS [k=3] [kQuality=6] (HSLocalMDS)","HSLMDS (HSLocalMDS)",3,NA,0.71,0.42,1,NA,30.935,0.923,1,0.846,0.867,1,0.929,13,6.945,0.534,0.39
"HSLMDS [k=30] [kQuality=27] (HSLocalMDS)","HSLMDS [k=30] [kQuality=27] (HSLocalMDS)","HSLMDS (HSLocalMDS)",30,NA,0.78,0.56,1,NA,19.039,0.962,1,0.923,0.929,1,0.963,15,9.451,0.63,0.463
"HSLMDS [k=30] [kQuality=28] (HSLocalMDS)","HSLMDS [k=30] [kQuality=28] (HSLocalMDS)","HSLMDS (HSLocalMDS)",30,NA,0.78,0.56,1,NA,46.098,0.923,1,0.846,0.867,1,0.929,15,9.473,0.632,0.465
"HSLMDS [k=30] [kQuality=29] (HSLocalMDS)","HSLMDS [k=30] [kQuality=29] (HSLocalMDS)","HSLMDS (HSLocalMDS)",30,NA,0.78,0.56,1,NA,46.118,0.923,1,0.846,0.867,1,0.929,15,9.473,0.632,0.465
"HSLMDS [k=30] [kQuality=30] (HSLocalMDS)","HSLMDS [k=30] [kQuality=30] (HSLocalMDS)","HSLMDS (HSLocalMDS)",30,NA,0.78,0.56,1,NA,46.142,0.923,1,0.846,0.867,1,0.929,15,9.473,0.632,0.465
"HSLMDS [k=30] [kQuality=31] (HSLocalMDS)","HSLMDS [k=30] [kQuality=31] (HSLocalMDS)","HSLMDS (HSLocalMDS)",30,NA,0.78,0.56,1,NA,46.096,0.923,1,0.846,0.867,1,0.929,15,9.473,0.632,0.465
"HSLMDS [k=30] [kQuality=32] (HSLocalMDS)","HSLMDS [k=30] [kQuality=32] (HSLocalMDS)","HSLMDS (HSLocalMDS)",30,NA,0.78,0.56,1,NA,46.157,0.923,1,0.846,0.867,1,0.929,15,9.473,0.632,0.465
"HSLMDS [k=30] [kQuality=33] (HSLocalMDS)","HSLMDS [k=30] [kQuality=33] (HSLocalMDS)","HSLMDS (HSLocalMDS)",30,NA,0.78,0.56,1,NA,46.054,0.923,1,0.846,0.867,1,0.929,15,9.473,0.632,0.465
"HSLMDS [k=33] [kQuality=30] (HSLocalMDS)","HSLMDS [k=33] [kQuality=30] (HSLocalMDS)","HSLMDS (HSLocalMDS)",33,NA,0.77,0.53,1,NA,21.501,0.923,1,0.846,0.867,1,0.929,14,8.385,0.599,0.443
"HSLMDS [k=33] [kQuality=31] (HSLocalMDS)","HSLMDS [k=33] [kQuality=31] (HSLocalMDS)","HSLMDS (HSLocalMDS)",33,NA,0.77,0.53,1,NA,21.206,0.923,1,0.846,0.867,1,0.929,14,8.385,0.599,0.443
"HSLMDS [k=33] [kQuality=32] (HSLocalMDS)","HSLMDS [k=33] [kQuality=32] (HSLocalMDS)","HSLMDS (HSLocalMDS)",33,NA,0.77,0.53,1,NA,22.929,0.923,1,0.846,0.867,1,0.929,15,9.176,0.612,0.445
"HSLMDS [k=33] [kQuality=33] (HSLocalMDS)","HSLMDS [k=33] [kQuality=33] (HSLocalMDS)","HSLMDS (HSLocalMDS)",33,NA,0.77,0.53,1,NA,31.356,0.923,1,0.846,0.867,1,0.929,13,7.692,0.592,0.447
"HSLMDS [k=33] [kQuality=34] (HSLocalMDS)","HSLMDS [k=33] [kQuality=34] (HSLocalMDS)","HSLMDS (HSLocalMDS)",33,NA,0.77,0.53,1,NA,21.189,0.923,1,0.846,0.867,1,0.929,14,8.385,0.599,0.443
"HSLMDS [k=33] [kQuality=35] (HSLocalMDS)","HSLMDS [k=33] [kQuality=35] (HSLocalMDS)","HSLMDS (HSLocalMDS)",33,NA,0.77,0.53,1,NA,21.04,0.923,1,0.846,0.867,1,0.929,14,8.385,0.599,0.443
"HSLMDS [k=33] [kQuality=36] (HSLocalMDS)","HSLMDS [k=33] [kQuality=36] (HSLocalMDS)","HSLMDS (HSLocalMDS)",33,NA,0.77,0.53,1,NA,23.016,0.923,1,0.846,0.867,1,0.929,15,9.176,0.612,0.445
"HSLMDS [k=36] [kQuality=33] (HSLocalMDS)","HSLMDS [k=36] [kQuality=33] (HSLocalMDS)","HSLMDS (HSLocalMDS)",36,NA,0.77,0.54,1,NA,23.828,0.923,1,0.846,0.867,1,0.929,16,9.934,0.621,0.443
"HSLMDS [k=36] [kQuality=34] (HSLocalMDS)","HSLMDS [k=36] [kQuality=34] (HSLocalMDS)","HSLMDS (HSLocalMDS)",36,NA,0.77,0.54,1,NA,23.679,0.923,1,0.846,0.867,1,0.929,16,9.934,0.621,0.443
"HSLMDS [k=36] [kQuality=35] (HSLocalMDS)","HSLMDS [k=36] [kQuality=35] (HSLocalMDS)","HSLMDS (HSLocalMDS)",36,NA,0.77,0.54,1,NA,12.51,0.923,1,0.846,0.867,1,0.929,16,9.89,0.618,0.44
"HSLMDS [k=36] [kQuality=36] (HSLocalMDS)","HSLMDS [k=36] [kQuality=36] (HSLocalMDS)","HSLMDS (HSLocalMDS)",36,NA,0.77,0.54,1,NA,12.493,0.923,1,0.846,0.867,1,0.929,16,9.89,0.618,0.44
"HSLMDS [k=36] [kQuality=37] (HSLocalMDS)","HSLMDS [k=36] [kQuality=37] (HSLocalMDS)","HSLMDS (HSLocalMDS)",36,NA,0.77,0.54,1,NA,27.329,0.923,1,0.846,0.867,1,0.929,16,9.923,0.62,0.442
"HSLMDS [k=36] [kQuality=38] (HSLocalMDS)","HSLMDS [k=36] [kQuality=38] (HSLocalMDS)","HSLMDS (HSLocalMDS)",36,NA,0.77,0.54,1,NA,12.512,0.923,1,0.846,0.867,1,0.929,16,9.89,0.618,0.44
"HSLMDS [k=36] [kQuality=39] (HSLocalMDS)","HSLMDS [k=36] [kQuality=39] (HSLocalMDS)","HSLMDS (HSLocalMDS)",36,NA,0.77,0.54,1,NA,12.482,0.923,1,0.846,0.867,1,0.929,16,9.89,0.618,0.44
"HSLMDS [k=39] [kQuality=36] (HSLocalMDS)","HSLMDS [k=39] [kQuality=36] (HSLocalMDS)","HSLMDS (HSLocalMDS)",39,NA,0.79,0.57,1,NA,17.596,0.885,1,0.769,0.812,1,0.897,25,18.165,0.727,0.449
"HSLMDS [k=39] [kQuality=37] (HSLocalMDS)","HSLMDS [k=39] [kQuality=37] (HSLocalMDS)","HSLMDS (HSLocalMDS)",39,NA,0.79,0.57,1,NA,17.708,0.885,1,0.769,0.812,1,0.897,25,18.165,0.727,0.449
"HSLMDS [k=39] [kQuality=38] (HSLocalMDS)","HSLMDS [k=39] [kQuality=38] (HSLocalMDS)","HSLMDS (HSLocalMDS)",39,NA,0.79,0.57,1,NA,17.621,0.885,1,0.769,0.812,1,0.897,25,18.165,0.727,0.449
"HSLMDS [k=39] [kQuality=39] (HSLocalMDS)","HSLMDS [k=39] [kQuality=39] (HSLocalMDS)","HSLMDS (HSLocalMDS)",39,NA,0.79,0.57,1,NA,17.689,0.885,1,0.769,0.812,1,0.897,25,18.165,0.727,0.449
"HSLMDS [k=39] [kQuality=40] (HSLocalMDS)","HSLMDS [k=39] [kQuality=40] (HSLocalMDS)","HSLMDS (HSLocalMDS)",39,NA,0.79,0.57,1,NA,17.581,0.885,1,0.769,0.812,1,0.897,25,18.165,0.727,0.449
"HSLMDS [k=39] [kQuality=41] (HSLocalMDS)","HSLMDS [k=39] [kQuality=41] (HSLocalMDS)","HSLMDS (HSLocalMDS)",39,NA,0.79,0.57,1,NA,17.657,0.885,1,0.769,0.812,1,0.897,25,18.165,0.727,0.449
"HSLMDS [k=39] [kQuality=42] (HSLocalMDS)","HSLMDS [k=39] [kQuality=42] (HSLocalMDS)","HSLMDS (HSLocalMDS)",39,NA,0.79,0.57,1,NA,9.211,0.923,1,0.846,0.867,1,0.929,13,7.659,0.589,0.445
"HSLMDS [k=42] [kQuality=39] (HSLocalMDS)","HSLMDS [k=42] [kQuality=39] (HSLocalMDS)","HSLMDS (HSLocalMDS)",42,NA,0.78,0.55,1,NA,7.621,0.923,1,0.846,0.867,1,0.929,22,14.89,0.677,0.432
"HSLMDS [k=42] [kQuality=40] (HSLocalMDS)","HSLMDS [k=42] [kQuality=40] (HSLocalMDS)","HSLMDS (HSLocalMDS)",42,NA,0.78,0.55,1,NA,10.009,0.923,1,0.846,0.867,1,0.929,13,7.505,0.577,0.433
"HSLMDS [k=42] [kQuality=41] (HSLocalMDS)","HSLMDS [k=42] [kQuality=41] (HSLocalMDS)","HSLMDS (HSLocalMDS)",42,NA,0.78,0.55,1,NA,7.638,0.923,1,0.846,0.867,1,0.929,22,14.89,0.677,0.432
"HSLMDS [k=42] [kQuality=42] (HSLocalMDS)","HSLMDS [k=42] [kQuality=42] (HSLocalMDS)","HSLMDS (HSLocalMDS)",42,NA,0.78,0.55,1,NA,7.613,0.923,1,0.846,0.867,1,0.929,22,14.89,0.677,0.432
"HSLMDS [k=42] [kQuality=43] (HSLocalMDS)","HSLMDS [k=42] [kQuality=43] (HSLocalMDS)","HSLMDS (HSLocalMDS)",42,NA,0.78,0.55,1,NA,10.002,0.923,1,0.846,0.867,1,0.929,13,7.505,0.577,0.433
"HSLMDS [k=42] [kQuality=44] (HSLocalMDS)","HSLMDS [k=42] [kQuality=44] (HSLocalMDS)","HSLMDS (HSLocalMDS)",42,NA,0.78,0.55,1,NA,7.613,0.923,1,0.846,0.867,1,0.929,22,14.89,0.677,0.432
"HSLMDS [k=42] [kQuality=45] (HSLocalMDS)","HSLMDS [k=42] [kQuality=45] (HSLocalMDS)","HSLMDS (HSLocalMDS)",42,NA,0.78,0.55,1,NA,7.582,0.923,1,0.846,0.867,1,0.929,22,14.89,0.677,0.432
"HSLMDS [k=45] [kQuality=42] (HSLocalMDS)","HSLMDS [k=45] [kQuality=42] (HSLocalMDS)","HSLMDS (HSLocalMDS)",45,NA,0.79,0.57,1,NA,31.677,0.885,1,0.769,0.812,1,0.897,15,9.066,0.604,0.438
"HSLMDS [k=45] [kQuality=43] (HSLocalMDS)","HSLMDS [k=45] [kQuality=43] (HSLocalMDS)","HSLMDS (HSLocalMDS)",45,NA,0.79,0.57,1,NA,31.674,0.885,1,0.769,0.812,1,0.897,15,9.066,0.604,0.438
"HSLMDS [k=45] [kQuality=44] (HSLocalMDS)","HSLMDS [k=45] [kQuality=44] (HSLocalMDS)","HSLMDS (HSLocalMDS)",45,NA,0.79,0.57,1,NA,31.556,0.885,1,0.769,0.812,1,0.897,15,9.066,0.604,0.438
"HSLMDS [k=45] [kQuality=45] (HSLocalMDS)","HSLMDS [k=45] [kQuality=45] (HSLocalMDS)","HSLMDS (HSLocalMDS)",45,NA,0.79,0.57,1,NA,31.636,0.885,1,0.769,0.812,1,0.897,15,9.066,0.604,0.438
"HSLMDS [k=45] [kQuality=46] (HSLocalMDS)","HSLMDS [k=45] [kQuality=46] (HSLocalMDS)","HSLMDS (HSLocalMDS)",45,NA,0.79,0.57,1,NA,31.646,0.885,1,0.769,0.812,1,0.897,15,9.066,0.604,0.438
"HSLMDS [k=45] [kQuality=47] (HSLocalMDS)","HSLMDS [k=45] [kQuality=47] (HSLocalMDS)","HSLMDS (HSLocalMDS)",45,NA,0.79,0.57,1,NA,31.574,0.885,1,0.769,0.812,1,0.897,15,9.066,0.604,0.438
"HSLMDS [k=45] [kQuality=48] (HSLocalMDS)","HSLMDS [k=45] [kQuality=48] (HSLocalMDS)","HSLMDS (HSLocalMDS)",45,NA,0.79,0.57,1,NA,31.584,0.885,1,0.769,0.812,1,0.897,15,9.066,0.604,0.438
"HSLMDS [k=48] [kQuality=45] (HSLocalMDS)","HSLMDS [k=48] [kQuality=45] (HSLocalMDS)","HSLMDS (HSLocalMDS)",48,NA,0.78,0.55,1,NA,30.6,0.885,0.923,0.846,0.857,0.923,0.889,13,7.297,0.561,0.417
"HSLMDS [k=48] [kQuality=46] (HSLocalMDS)","HSLMDS [k=48] [kQuality=46] (HSLocalMDS)","HSLMDS (HSLocalMDS)",48,NA,0.78,0.55,1,NA,22.62,0.923,1,0.846,0.867,1,0.929,16,9.495,0.593,0.416
"HSLMDS [k=48] [kQuality=47] (HSLocalMDS)","HSLMDS [k=48] [kQuality=47] (HSLocalMDS)","HSLMDS (HSLocalMDS)",48,NA,0.78,0.55,1,NA,22.58,0.923,1,0.846,0.867,1,0.929,16,9.495,0.593,0.416
"HSLMDS [k=48] [kQuality=48] (HSLocalMDS)","HSLMDS [k=48] [kQuality=48] (HSLocalMDS)","HSLMDS (HSLocalMDS)",48,NA,0.78,0.55,1,NA,22.519,0.923,1,0.846,0.867,1,0.929,16,9.495,0.593,0.416
"HSLMDS [k=48] [kQuality=49] (HSLocalMDS)","HSLMDS [k=48] [kQuality=49] (HSLocalMDS)","HSLMDS (HSLocalMDS)",48,NA,0.78,0.55,1,NA,22.672,0.923,1,0.846,0.867,1,0.929,16,9.495,0.593,0.416
"HSLMDS [k=48] [kQuality=50] (HSLocalMDS)","HSLMDS [k=48] [kQuality=50] (HSLocalMDS)","HSLMDS (HSLocalMDS)",48,NA,0.78,0.55,1,NA,22.69,0.923,1,0.846,0.867,1,0.929,16,9.495,0.593,0.416
"HSLMDS [k=48] [kQuality=51] (HSLocalMDS)","HSLMDS [k=48] [kQuality=51] (HSLocalMDS)","HSLMDS (HSLocalMDS)",48,NA,0.78,0.55,1,NA,62.468,0.885,0.923,0.846,0.857,0.923,0.889,13,7.286,0.56,0.416
"HSLMDS [k=51] [kQuality=48] (HSLocalMDS)","HSLMDS [k=51] [kQuality=48] (HSLocalMDS)","HSLMDS (HSLocalMDS)",51,NA,0.78,0.55,1,NA,17.401,0.923,1,0.846,0.867,1,0.929,27,19.165,0.71,0.41
"HSLMDS [k=51] [kQuality=49] (HSLocalMDS)","HSLMDS [k=51] [kQuality=49] (HSLocalMDS)","HSLMDS (HSLocalMDS)",51,NA,0.78,0.55,1,NA,17.432,0.923,1,0.846,0.867,1,0.929,27,19.165,0.71,0.41
"HSLMDS [k=51] [kQuality=50] (HSLocalMDS)","HSLMDS [k=51] [kQuality=50] (HSLocalMDS)","HSLMDS (HSLocalMDS)",51,NA,0.78,0.55,1,NA,17.332,0.923,1,0.846,0.867,1,0.929,27,19.165,0.71,0.41
