"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"HSLMDS [k=51] [kQuality=51] (HSLocalMDS)","HSLMDS [k=51] [kQuality=51] (HSLocalMDS)","HSLMDS (HSLocalMDS)",51,NA,0.78,0.55,1,NA,17.393,0.923,1,0.846,0.867,1,0.929,27,19.165,0.71,0.41
"HSLMDS [k=51] [kQuality=52] (HSLocalMDS)","HSLMDS [k=51] [kQuality=52] (HSLocalMDS)","HSLMDS (HSLocalMDS)",51,NA,0.78,0.55,1,NA,17.368,0.923,1,0.846,0.867,1,0.929,27,19.165,0.71,0.41
"HSLMDS [k=51] [kQuality=53] (HSLocalMDS)","HSLMDS [k=51] [kQuality=53] (HSLocalMDS)","HSLMDS (HSLocalMDS)",51,NA,0.78,0.55,1,NA,17.399,0.923,1,0.846,0.867,1,0.929,27,19.165,0.71,0.41
"HSLMDS [k=51] [kQuality=54] (HSLocalMDS)","HSLMDS [k=51] [kQuality=54] (HSLocalMDS)","HSLMDS (HSLocalMDS)",51,NA,0.78,0.55,1,NA,17.343,0.923,1,0.846,0.867,1,0.929,27,19.165,0.71,0.41
"HSLMDS [k=54] [kQuality=51] (HSLocalMDS)","HSLMDS [k=54] [kQuality=51] (HSLocalMDS)","HSLMDS (HSLocalMDS)",54,NA,0.79,0.58,1,NA,17.27,0.885,1,0.769,0.812,1,0.897,24,17.165,0.715,0.449
"HSLMDS [k=54] [kQuality=52] (HSLocalMDS)","HSLMDS [k=54] [kQuality=52] (HSLocalMDS)","HSLMDS (HSLocalMDS)",54,NA,0.79,0.58,1,NA,17.2,0.885,1,0.769,0.812,1,0.897,24,17.165,0.715,0.449
"HSLMDS [k=54] [kQuality=53] (HSLocalMDS)","HSLMDS [k=54] [kQuality=53] (HSLocalMDS)","HSLMDS (HSLocalMDS)",54,NA,0.78,0.55,1,NA,10.409,0.923,1,0.846,0.867,1,0.929,13,7.143,0.549,0.405
"HSLMDS [k=54] [kQuality=54] (HSLocalMDS)","HSLMDS [k=54] [kQuality=54] (HSLocalMDS)","HSLMDS (HSLocalMDS)",54,NA,0.78,0.55,1,NA,10.422,0.923,1,0.846,0.867,1,0.929,13,7.143,0.549,0.405
"HSLMDS [k=54] [kQuality=55] (HSLocalMDS)","HSLMDS [k=54] [kQuality=55] (HSLocalMDS)","HSLMDS (HSLocalMDS)",54,NA,0.78,0.55,1,NA,11.008,0.923,1,0.846,0.867,1,0.929,13,7.143,0.549,0.405
"HSLMDS [k=54] [kQuality=56] (HSLocalMDS)","HSLMDS [k=54] [kQuality=56] (HSLocalMDS)","HSLMDS (HSLocalMDS)",54,NA,0.78,0.55,1,NA,10.972,0.923,1,0.846,0.867,1,0.929,13,7.143,0.549,0.405
"HSLMDS [k=54] [kQuality=57] (HSLocalMDS)","HSLMDS [k=54] [kQuality=57] (HSLocalMDS)","HSLMDS (HSLocalMDS)",54,NA,0.78,0.55,1,NA,10.376,0.923,1,0.846,0.867,1,0.929,13,7.143,0.549,0.405
"HSLMDS [k=57] [kQuality=54] (HSLocalMDS)","HSLMDS [k=57] [kQuality=54] (HSLocalMDS)","HSLMDS (HSLocalMDS)",57,NA,0.79,0.58,1,NA,52.599,0.885,1,0.769,0.812,1,0.897,24,17.275,0.72,0.453
"HSLMDS [k=57] [kQuality=55] (HSLocalMDS)","HSLMDS [k=57] [kQuality=55] (HSLocalMDS)","HSLMDS (HSLocalMDS)",57,NA,0.78,0.55,1,NA,186.107,0.962,1,0.923,0.929,1,0.963,13,7.176,0.552,0.408
"HSLMDS [k=57] [kQuality=56] (HSLocalMDS)","HSLMDS [k=57] [kQuality=56] (HSLocalMDS)","HSLMDS (HSLocalMDS)",57,NA,0.78,0.55,1,NA,20.895,0.962,1,0.923,0.929,1,0.963,13,7.176,0.552,0.408
"HSLMDS [k=57] [kQuality=57] (HSLocalMDS)","HSLMDS [k=57] [kQuality=57] (HSLocalMDS)","HSLMDS (HSLocalMDS)",57,NA,0.78,0.55,1,NA,20.963,0.962,1,0.923,0.929,1,0.963,13,7.176,0.552,0.408
"HSLMDS [k=57] [kQuality=58] (HSLocalMDS)","HSLMDS [k=57] [kQuality=58] (HSLocalMDS)","HSLMDS (HSLocalMDS)",57,NA,0.78,0.55,1,NA,186.148,0.962,1,0.923,0.929,1,0.963,13,7.176,0.552,0.408
"HSLMDS [k=57] [kQuality=59] (HSLocalMDS)","HSLMDS [k=57] [kQuality=59] (HSLocalMDS)","HSLMDS (HSLocalMDS)",57,NA,0.78,0.55,1,NA,13.309,0.962,1,0.923,0.929,1,0.963,13,7.275,0.56,0.415
"HSLMDS [k=57] [kQuality=60] (HSLocalMDS)","HSLMDS [k=57] [kQuality=60] (HSLocalMDS)","HSLMDS (HSLocalMDS)",57,NA,0.78,0.55,1,NA,186.29,0.962,1,0.923,0.929,1,0.963,13,7.176,0.552,0.408
"HSLMDS [k=6] [kQuality=3] (HSLocalMDS)","HSLMDS [k=6] [kQuality=3] (HSLocalMDS)","HSLMDS (HSLocalMDS)",6,NA,0.71,0.41,1,NA,17.232,0.923,1,0.846,0.867,1,0.929,21,12.571,0.599,0.365
"HSLMDS [k=6] [kQuality=4] (HSLocalMDS)","HSLMDS [k=6] [kQuality=4] (HSLocalMDS)","HSLMDS (HSLocalMDS)",6,NA,0.71,0.41,1,NA,26.703,0.923,1,0.846,0.867,1,0.929,21,12.527,0.597,0.363
"HSLMDS [k=6] [kQuality=5] (HSLocalMDS)","HSLMDS [k=6] [kQuality=5] (HSLocalMDS)","HSLMDS (HSLocalMDS)",6,NA,0.72,0.43,1,NA,36.71,0.923,1,0.846,0.867,1,0.929,16,9.231,0.577,0.399
"HSLMDS [k=6] [kQuality=6] (HSLocalMDS)","HSLMDS [k=6] [kQuality=6] (HSLocalMDS)","HSLMDS (HSLocalMDS)",6,NA,0.72,0.43,1,NA,36.755,0.923,1,0.846,0.867,1,0.929,16,9.231,0.577,0.399
"HSLMDS [k=6] [kQuality=7] (HSLocalMDS)","HSLMDS [k=6] [kQuality=7] (HSLocalMDS)","HSLMDS (HSLocalMDS)",6,NA,0.72,0.43,1,NA,168.486,0.923,1,0.846,0.867,1,0.929,16,9.22,0.576,0.398
"HSLMDS [k=6] [kQuality=8] (HSLocalMDS)","HSLMDS [k=6] [kQuality=8] (HSLocalMDS)","HSLMDS (HSLocalMDS)",6,NA,0.72,0.43,1,NA,47.594,0.923,1,0.846,0.867,1,0.929,16,9.143,0.571,0.394
"HSLMDS [k=6] [kQuality=9] (HSLocalMDS)","HSLMDS [k=6] [kQuality=9] (HSLocalMDS)","HSLMDS (HSLocalMDS)",6,NA,0.72,0.43,1,NA,171.073,0.923,1,0.846,0.867,1,0.929,16,9.22,0.576,0.398
"HSLMDS [k=60] [kQuality=57] (HSLocalMDS)","HSLMDS [k=60] [kQuality=57] (HSLocalMDS)","HSLMDS (HSLocalMDS)",60,NA,0.78,0.56,1,NA,16.075,0.962,1,0.923,0.929,1,0.963,27,19.286,0.714,0.414
"HSLMDS [k=60] [kQuality=58] (HSLocalMDS)","HSLMDS [k=60] [kQuality=58] (HSLocalMDS)","HSLMDS (HSLocalMDS)",60,NA,0.78,0.56,1,NA,16.004,0.962,1,0.923,0.929,1,0.963,27,19.286,0.714,0.414
"HSLMDS [k=60] [kQuality=59] (HSLocalMDS)","HSLMDS [k=60] [kQuality=59] (HSLocalMDS)","HSLMDS (HSLocalMDS)",60,NA,0.78,0.56,1,NA,15.313,0.962,1,0.923,0.929,1,0.963,27,19.286,0.714,0.414
"HSLMDS [k=60] [kQuality=60] (HSLocalMDS)","HSLMDS [k=60] [kQuality=60] (HSLocalMDS)","HSLMDS (HSLocalMDS)",60,NA,0.78,0.56,1,NA,15.443,0.962,1,0.923,0.929,1,0.963,27,19.286,0.714,0.414
"HSLMDS [k=60] [kQuality=61] (HSLocalMDS)","HSLMDS [k=60] [kQuality=61] (HSLocalMDS)","HSLMDS (HSLocalMDS)",60,NA,0.77,0.54,1,NA,14.705,0.885,1,0.769,0.812,1,0.897,26,18.088,0.696,0.407
"HSLMDS [k=60] [kQuality=62] (HSLocalMDS)","HSLMDS [k=60] [kQuality=62] (HSLocalMDS)","HSLMDS (HSLocalMDS)",60,NA,0.77,0.54,1,NA,14.458,0.885,1,0.769,0.812,1,0.897,26,18.088,0.696,0.407
"HSLMDS [k=60] [kQuality=63] (HSLocalMDS)","HSLMDS [k=60] [kQuality=63] (HSLocalMDS)","HSLMDS (HSLocalMDS)",60,NA,0.77,0.54,1,NA,14.54,0.885,1,0.769,0.812,1,0.897,26,18.088,0.696,0.407
"HSLMDS [k=63] [kQuality=60] (HSLocalMDS)","HSLMDS [k=63] [kQuality=60] (HSLocalMDS)","HSLMDS (HSLocalMDS)",63,NA,0.79,0.58,1,NA,10.671,0.962,1,0.923,0.929,1,0.963,26,19.077,0.734,0.445
"HSLMDS [k=63] [kQuality=61] (HSLocalMDS)","HSLMDS [k=63] [kQuality=61] (HSLocalMDS)","HSLMDS (HSLocalMDS)",63,NA,0.78,0.56,1,NA,19.17,0.846,1,0.692,0.765,1,0.867,17,10.396,0.612,0.423
"HSLMDS [k=63] [kQuality=62] (HSLocalMDS)","HSLMDS [k=63] [kQuality=62] (HSLocalMDS)","HSLMDS (HSLocalMDS)",63,NA,0.78,0.56,1,NA,19.124,0.846,1,0.692,0.765,1,0.867,17,10.396,0.612,0.423
"HSLMDS [k=63] [kQuality=63] (HSLocalMDS)","HSLMDS [k=63] [kQuality=63] (HSLocalMDS)","HSLMDS (HSLocalMDS)",63,NA,0.78,0.56,1,NA,19.084,0.846,1,0.692,0.765,1,0.867,17,10.396,0.612,0.423
"HSLMDS [k=63] [kQuality=64] (HSLocalMDS)","HSLMDS [k=63] [kQuality=64] (HSLocalMDS)","HSLMDS (HSLocalMDS)",63,NA,0.77,0.54,1,NA,37.233,0.962,1,0.923,0.929,1,0.963,13,7,0.538,0.394
"HSLMDS [k=63] [kQuality=65] (HSLocalMDS)","HSLMDS [k=63] [kQuality=65] (HSLocalMDS)","HSLMDS (HSLocalMDS)",63,NA,0.78,0.56,1,NA,19.074,0.846,1,0.692,0.765,1,0.867,17,10.396,0.612,0.423
"HSLMDS [k=63] [kQuality=66] (HSLocalMDS)","HSLMDS [k=63] [kQuality=66] (HSLocalMDS)","HSLMDS (HSLocalMDS)",63,NA,0.77,0.54,1,NA,37.411,0.962,1,0.923,0.929,1,0.963,13,7,0.538,0.394
"HSLMDS [k=66] [kQuality=63] (HSLocalMDS)","HSLMDS [k=66] [kQuality=63] (HSLocalMDS)","HSLMDS (HSLocalMDS)",66,NA,0.78,0.55,1,NA,25.079,0.885,1,0.769,0.812,1,0.897,24,16.604,0.692,0.425
"HSLMDS [k=66] [kQuality=64] (HSLocalMDS)","HSLMDS [k=66] [kQuality=64] (HSLocalMDS)","HSLMDS (HSLocalMDS)",66,NA,0.78,0.55,1,NA,25.088,0.885,1,0.769,0.812,1,0.897,24,16.604,0.692,0.425
"HSLMDS [k=66] [kQuality=65] (HSLocalMDS)","HSLMDS [k=66] [kQuality=65] (HSLocalMDS)","HSLMDS (HSLocalMDS)",66,NA,0.77,0.54,1,NA,18.901,0.962,1,0.923,0.929,1,0.963,16,9.374,0.586,0.408
"HSLMDS [k=66] [kQuality=66] (HSLocalMDS)","HSLMDS [k=66] [kQuality=66] (HSLocalMDS)","HSLMDS (HSLocalMDS)",66,NA,0.77,0.53,1,NA,20.488,0.962,1,0.923,0.929,1,0.963,13,7.066,0.544,0.399
"HSLMDS [k=66] [kQuality=67] (HSLocalMDS)","HSLMDS [k=66] [kQuality=67] (HSLocalMDS)","HSLMDS (HSLocalMDS)",66,NA,0.77,0.53,1,NA,20.571,0.962,1,0.923,0.929,1,0.963,13,7.066,0.544,0.399
"HSLMDS [k=66] [kQuality=68] (HSLocalMDS)","HSLMDS [k=66] [kQuality=68] (HSLocalMDS)","HSLMDS (HSLocalMDS)",66,NA,0.77,0.53,1,NA,20.475,0.962,1,0.923,0.929,1,0.963,13,7.066,0.544,0.399
"HSLMDS [k=66] [kQuality=69] (HSLocalMDS)","HSLMDS [k=66] [kQuality=69] (HSLocalMDS)","HSLMDS (HSLocalMDS)",66,NA,0.77,0.53,1,NA,20.494,0.962,1,0.923,0.929,1,0.963,13,7.066,0.544,0.399
"HSLMDS [k=69] [kQuality=66] (HSLocalMDS)","HSLMDS [k=69] [kQuality=66] (HSLocalMDS)","HSLMDS (HSLocalMDS)",69,NA,0.77,0.54,1,NA,31.79,0.923,1,0.846,0.867,1,0.929,25,17.11,0.684,0.407
"HSLMDS [k=69] [kQuality=67] (HSLocalMDS)","HSLMDS [k=69] [kQuality=67] (HSLocalMDS)","HSLMDS (HSLocalMDS)",69,NA,0.77,0.54,1,NA,20.007,0.923,1,0.846,0.867,1,0.929,25,17.11,0.684,0.407
"HSLMDS [k=69] [kQuality=68] (HSLocalMDS)","HSLMDS [k=69] [kQuality=68] (HSLocalMDS)","HSLMDS (HSLocalMDS)",69,NA,0.77,0.54,1,NA,19.969,0.923,1,0.846,0.867,1,0.929,25,17.11,0.684,0.407
"HSLMDS [k=69] [kQuality=69] (HSLocalMDS)","HSLMDS [k=69] [kQuality=69] (HSLocalMDS)","HSLMDS (HSLocalMDS)",69,NA,0.77,0.54,1,NA,20.02,0.923,1,0.846,0.867,1,0.929,25,17.11,0.684,0.407
"HSLMDS [k=69] [kQuality=70] (HSLocalMDS)","HSLMDS [k=69] [kQuality=70] (HSLocalMDS)","HSLMDS (HSLocalMDS)",69,NA,0.77,0.54,1,NA,19.996,0.923,1,0.846,0.867,1,0.929,25,17.11,0.684,0.407
"HSLMDS [k=69] [kQuality=71] (HSLocalMDS)","HSLMDS [k=69] [kQuality=71] (HSLocalMDS)","HSLMDS (HSLocalMDS)",69,NA,0.77,0.54,1,NA,31.816,0.923,1,0.846,0.867,1,0.929,25,17.11,0.684,0.407
"HSLMDS [k=69] [kQuality=72] (HSLocalMDS)","HSLMDS [k=69] [kQuality=72] (HSLocalMDS)","HSLMDS (HSLocalMDS)",69,NA,0.77,0.54,1,NA,31.831,0.923,1,0.846,0.867,1,0.929,25,17.11,0.684,0.407
"HSLMDS [k=72] [kQuality=69] (HSLocalMDS)","HSLMDS [k=72] [kQuality=69] (HSLocalMDS)","HSLMDS (HSLocalMDS)",72,NA,0.78,0.55,1,NA,22.406,0.962,1,0.923,0.929,1,0.963,26,18.692,0.719,0.43
"HSLMDS [k=72] [kQuality=70] (HSLocalMDS)","HSLMDS [k=72] [kQuality=70] (HSLocalMDS)","HSLMDS (HSLocalMDS)",72,NA,0.78,0.55,1,NA,22.494,0.962,1,0.923,0.929,1,0.963,26,18.692,0.719,0.43
"HSLMDS [k=72] [kQuality=71] (HSLocalMDS)","HSLMDS [k=72] [kQuality=71] (HSLocalMDS)","HSLMDS (HSLocalMDS)",72,NA,0.78,0.55,1,NA,22.5,0.962,1,0.923,0.929,1,0.963,26,18.692,0.719,0.43
"HSLMDS [k=72] [kQuality=72] (HSLocalMDS)","HSLMDS [k=72] [kQuality=72] (HSLocalMDS)","HSLMDS (HSLocalMDS)",72,NA,0.78,0.55,1,NA,22.463,0.962,1,0.923,0.929,1,0.963,26,18.692,0.719,0.43
"HSLMDS [k=72] [kQuality=73] (HSLocalMDS)","HSLMDS [k=72] [kQuality=73] (HSLocalMDS)","HSLMDS (HSLocalMDS)",72,NA,0.76,0.51,1,NA,17.721,0.923,1,0.846,0.867,1,0.929,24,16,0.667,0.4
"HSLMDS [k=72] [kQuality=74] (HSLocalMDS)","HSLMDS [k=72] [kQuality=74] (HSLocalMDS)","HSLMDS (HSLocalMDS)",72,NA,0.76,0.51,1,NA,17.747,0.923,1,0.846,0.867,1,0.929,24,16,0.667,0.4
"HSLMDS [k=72] [kQuality=75] (HSLocalMDS)","HSLMDS [k=72] [kQuality=75] (HSLocalMDS)","HSLMDS (HSLocalMDS)",72,NA,0.76,0.51,1,NA,17.725,0.923,1,0.846,0.867,1,0.929,24,16,0.667,0.4
"HSLMDS [k=75] [kQuality=72] (HSLocalMDS)","HSLMDS [k=75] [kQuality=72] (HSLocalMDS)","HSLMDS (HSLocalMDS)",75,NA,0.78,0.56,1,NA,16.502,0.923,1,0.846,0.867,1,0.929,25,18.132,0.725,0.447
"HSLMDS [k=75] [kQuality=73] (HSLocalMDS)","HSLMDS [k=75] [kQuality=73] (HSLocalMDS)","HSLMDS (HSLocalMDS)",75,NA,0.78,0.56,1,NA,16.522,0.923,1,0.846,0.867,1,0.929,25,18.132,0.725,0.447
"HSLMDS [k=75] [kQuality=74] (HSLocalMDS)","HSLMDS [k=75] [kQuality=74] (HSLocalMDS)","HSLMDS (HSLocalMDS)",75,NA,0.78,0.56,1,NA,16.6,0.923,1,0.846,0.867,1,0.929,25,18.132,0.725,0.447
"HSLMDS [k=75] [kQuality=75] (HSLocalMDS)","HSLMDS [k=75] [kQuality=75] (HSLocalMDS)","HSLMDS (HSLocalMDS)",75,NA,0.78,0.56,1,NA,16.601,0.923,1,0.846,0.867,1,0.929,25,18.132,0.725,0.447
"HSLMDS [k=75] [kQuality=76] (HSLocalMDS)","HSLMDS [k=75] [kQuality=76] (HSLocalMDS)","HSLMDS (HSLocalMDS)",75,NA,0.78,0.56,1,NA,16.47,0.923,1,0.846,0.867,1,0.929,25,18.132,0.725,0.447
"HSLMDS [k=75] [kQuality=77] (HSLocalMDS)","HSLMDS [k=75] [kQuality=77] (HSLocalMDS)","HSLMDS (HSLocalMDS)",75,NA,0.76,0.52,1,NA,24.961,0.923,1,0.846,0.867,1,0.929,24,16.582,0.691,0.424
"HSLMDS [k=75] [kQuality=78] (HSLocalMDS)","HSLMDS [k=75] [kQuality=78] (HSLocalMDS)","HSLMDS (HSLocalMDS)",75,NA,0.76,0.52,1,NA,24.898,0.923,1,0.846,0.867,1,0.929,24,16.582,0.691,0.424
"HSLMDS [k=78] [kQuality=75] (HSLocalMDS)","HSLMDS [k=78] [kQuality=75] (HSLocalMDS)","HSLMDS (HSLocalMDS)",78,NA,0.79,0.58,1,NA,12.593,1,1,1,1,1,1,25,18.253,0.73,0.452
"HSLMDS [k=78] [kQuality=76] (HSLocalMDS)","HSLMDS [k=78] [kQuality=76] (HSLocalMDS)","HSLMDS (HSLocalMDS)",78,NA,0.79,0.58,1,NA,12.509,1,1,1,1,1,1,25,18.253,0.73,0.452
"HSLMDS [k=78] [kQuality=77] (HSLocalMDS)","HSLMDS [k=78] [kQuality=77] (HSLocalMDS)","HSLMDS (HSLocalMDS)",78,NA,0.77,0.54,1,NA,25.154,1,1,1,1,1,1,25,17.923,0.717,0.439
"HSLMDS [k=78] [kQuality=78] (HSLocalMDS)","HSLMDS [k=78] [kQuality=78] (HSLocalMDS)","HSLMDS (HSLocalMDS)",78,NA,0.77,0.54,1,NA,25.156,1,1,1,1,1,1,25,17.923,0.717,0.439
"HSLMDS [k=78] [kQuality=79] (HSLocalMDS)","HSLMDS [k=78] [kQuality=79] (HSLocalMDS)","HSLMDS (HSLocalMDS)",78,NA,0.77,0.54,1,NA,24.963,1,1,1,1,1,1,25,17.923,0.717,0.439
"HSLMDS [k=78] [kQuality=80] (HSLocalMDS)","HSLMDS [k=78] [kQuality=80] (HSLocalMDS)","HSLMDS (HSLocalMDS)",78,NA,0.77,0.54,1,NA,28.513,1,1,1,1,1,1,25,17.923,0.717,0.439
"HSLMDS [k=78] [kQuality=81] (HSLocalMDS)","HSLMDS [k=78] [kQuality=81] (HSLocalMDS)","HSLMDS (HSLocalMDS)",78,NA,0.77,0.54,1,NA,25.116,1,1,1,1,1,1,25,17.923,0.717,0.439
"HSLMDS [k=81] [kQuality=78] (HSLocalMDS)","HSLMDS [k=81] [kQuality=78] (HSLocalMDS)","HSLMDS (HSLocalMDS)",81,NA,0.79,0.58,1,NA,15.953,1,1,1,1,1,1,23,16.187,0.704,0.448
"HSLMDS [k=81] [kQuality=79] (HSLocalMDS)","HSLMDS [k=81] [kQuality=79] (HSLocalMDS)","HSLMDS (HSLocalMDS)",81,NA,0.79,0.58,1,NA,16.023,1,1,1,1,1,1,23,16.187,0.704,0.448
"HSLMDS [k=81] [kQuality=80] (HSLocalMDS)","HSLMDS [k=81] [kQuality=80] (HSLocalMDS)","HSLMDS (HSLocalMDS)",81,NA,0.79,0.58,1,NA,44.413,1,1,1,1,1,1,23,16.187,0.704,0.448
"HSLMDS [k=81] [kQuality=81] (HSLocalMDS)","HSLMDS [k=81] [kQuality=81] (HSLocalMDS)","HSLMDS (HSLocalMDS)",81,NA,0.78,0.55,1,NA,28.847,0.962,1,0.923,0.929,1,0.963,25,17.879,0.715,0.437
"HSLMDS [k=81] [kQuality=82] (HSLocalMDS)","HSLMDS [k=81] [kQuality=82] (HSLocalMDS)","HSLMDS (HSLocalMDS)",81,NA,0.78,0.55,1,NA,28.814,0.962,1,0.923,0.929,1,0.963,25,17.879,0.715,0.437
"HSLMDS [k=81] [kQuality=83] (HSLocalMDS)","HSLMDS [k=81] [kQuality=83] (HSLocalMDS)","HSLMDS (HSLocalMDS)",81,NA,0.79,0.58,1,NA,44.584,1,1,1,1,1,1,23,16.187,0.704,0.448
"HSLMDS [k=81] [kQuality=84] (HSLocalMDS)","HSLMDS [k=81] [kQuality=84] (HSLocalMDS)","HSLMDS (HSLocalMDS)",81,NA,0.78,0.55,1,NA,17.402,1,1,1,1,1,1,25,18.011,0.72,0.443
"HSLMDS [k=84] [kQuality=81] (HSLocalMDS)","HSLMDS [k=84] [kQuality=81] (HSLocalMDS)","HSLMDS (HSLocalMDS)",84,NA,0.79,0.57,1,NA,22.408,1,1,1,1,1,1,23,16.055,0.698,0.442
"HSLMDS [k=84] [kQuality=82] (HSLocalMDS)","HSLMDS [k=84] [kQuality=82] (HSLocalMDS)","HSLMDS (HSLocalMDS)",84,NA,0.79,0.57,1,NA,22.434,1,1,1,1,1,1,23,16.055,0.698,0.442
"HSLMDS [k=84] [kQuality=83] (HSLocalMDS)","HSLMDS [k=84] [kQuality=83] (HSLocalMDS)","HSLMDS (HSLocalMDS)",84,NA,0.79,0.57,1,NA,22.378,1,1,1,1,1,1,23,16.055,0.698,0.442
"HSLMDS [k=84] [kQuality=84] (HSLocalMDS)","HSLMDS [k=84] [kQuality=84] (HSLocalMDS)","HSLMDS (HSLocalMDS)",84,NA,0.79,0.57,1,NA,16.425,1,1,1,1,1,1,16,10.011,0.626,0.448
"HSLMDS [k=84] [kQuality=85] (HSLocalMDS)","HSLMDS [k=84] [kQuality=85] (HSLocalMDS)","HSLMDS (HSLocalMDS)",84,NA,0.79,0.57,1,NA,22.404,1,1,1,1,1,1,23,16.055,0.698,0.442
"HSLMDS [k=84] [kQuality=86] (HSLocalMDS)","HSLMDS [k=84] [kQuality=86] (HSLocalMDS)","HSLMDS (HSLocalMDS)",84,NA,0.79,0.57,1,NA,22.267,0.962,1,0.923,0.929,1,0.963,24,17.516,0.73,0.463
"HSLMDS [k=84] [kQuality=87] (HSLocalMDS)","HSLMDS [k=84] [kQuality=87] (HSLocalMDS)","HSLMDS (HSLocalMDS)",84,NA,0.79,0.57,1,NA,22.302,0.962,1,0.923,0.929,1,0.963,24,17.516,0.73,0.463
"HSLMDS [k=87] [kQuality=84] (HSLocalMDS)","HSLMDS [k=87] [kQuality=84] (HSLocalMDS)","HSLMDS (HSLocalMDS)",87,NA,0.79,0.57,1,NA,30.922,0.962,1,0.923,0.929,1,0.963,21,14.077,0.67,0.437
"HSLMDS [k=87] [kQuality=85] (HSLocalMDS)","HSLMDS [k=87] [kQuality=85] (HSLocalMDS)","HSLMDS (HSLocalMDS)",87,NA,0.79,0.57,1,NA,30.915,0.962,1,0.923,0.929,1,0.963,21,14.077,0.67,0.437
"HSLMDS [k=87] [kQuality=86] (HSLocalMDS)","HSLMDS [k=87] [kQuality=86] (HSLocalMDS)","HSLMDS (HSLocalMDS)",87,NA,0.79,0.57,1,NA,30.945,0.962,1,0.923,0.929,1,0.963,21,14.077,0.67,0.437
"HSLMDS [k=87] [kQuality=87] (HSLocalMDS)","HSLMDS [k=87] [kQuality=87] (HSLocalMDS)","HSLMDS (HSLocalMDS)",87,NA,0.79,0.57,1,NA,74.617,0.962,1,0.923,0.929,1,0.963,21,14.077,0.67,0.437
"HSLMDS [k=87] [kQuality=88] (HSLocalMDS)","HSLMDS [k=87] [kQuality=88] (HSLocalMDS)","HSLMDS (HSLocalMDS)",87,NA,0.78,0.56,1,NA,15.979,0.962,1,0.923,0.929,1,0.963,25,17.912,0.716,0.439
"HSLMDS [k=87] [kQuality=89] (HSLocalMDS)","HSLMDS [k=87] [kQuality=89] (HSLocalMDS)","HSLMDS (HSLocalMDS)",87,NA,0.79,0.57,1,NA,17.569,0.923,1,0.846,0.867,1,0.929,25,18.22,0.729,0.451
"HSLMDS [k=87] [kQuality=90] (HSLocalMDS)","HSLMDS [k=87] [kQuality=90] (HSLocalMDS)","HSLMDS (HSLocalMDS)",87,NA,0.79,0.57,1,NA,11.419,0.962,0.923,1,1,0.923,0.96,16,9.945,0.622,0.444
"HSLMDS [k=9] [kQuality=10] (HSLocalMDS)","HSLMDS [k=9] [kQuality=10] (HSLocalMDS)","HSLMDS (HSLocalMDS)",9,NA,0.74,0.48,1,NA,60.745,0.962,1,0.923,0.929,1,0.963,13,7.484,0.576,0.431
"HSLMDS [k=9] [kQuality=11] (HSLocalMDS)","HSLMDS [k=9] [kQuality=11] (HSLocalMDS)","HSLMDS (HSLocalMDS)",9,NA,0.74,0.47,1,NA,70.569,0.962,1,0.923,0.929,1,0.963,19,12.11,0.637,0.426
"HSLMDS [k=9] [kQuality=12] (HSLocalMDS)","HSLMDS [k=9] [kQuality=12] (HSLocalMDS)","HSLMDS (HSLocalMDS)",9,NA,0.75,0.49,1,NA,26.873,0.885,1,0.769,0.812,1,0.897,15,9.176,0.612,0.445
"HSLMDS [k=9] [kQuality=6] (HSLocalMDS)","HSLMDS [k=9] [kQuality=6] (HSLocalMDS)","HSLMDS (HSLocalMDS)",9,NA,0.74,0.47,1,NA,43.485,0.923,0.923,0.923,0.923,0.923,0.923,13,7.418,0.571,0.426
"HSLMDS [k=9] [kQuality=7] (HSLocalMDS)","HSLMDS [k=9] [kQuality=7] (HSLocalMDS)","HSLMDS (HSLocalMDS)",9,NA,0.74,0.47,1,NA,70.62,0.962,1,0.923,0.929,1,0.963,19,12.11,0.637,0.426
"HSLMDS [k=9] [kQuality=8] (HSLocalMDS)","HSLMDS [k=9] [kQuality=8] (HSLocalMDS)","HSLMDS (HSLocalMDS)",9,NA,0.74,0.47,1,NA,70.579,0.962,1,0.923,0.929,1,0.963,19,12.11,0.637,0.426
"HSLMDS [k=9] [kQuality=9] (HSLocalMDS)","HSLMDS [k=9] [kQuality=9] (HSLocalMDS)","HSLMDS (HSLocalMDS)",9,NA,0.74,0.48,1,NA,44.051,0.962,1,0.923,0.929,1,0.963,16,9.769,0.611,0.433
"HSLMDS [k=90] [kQuality=87] (HSLocalMDS)","HSLMDS [k=90] [kQuality=87] (HSLocalMDS)","HSLMDS (HSLocalMDS)",90,NA,0.8,0.6,1,NA,21.983,0.923,1,0.846,0.867,1,0.929,26,19.736,0.759,0.47
"HSLMDS [k=90] [kQuality=88] (HSLocalMDS)","HSLMDS [k=90] [kQuality=88] (HSLocalMDS)","HSLMDS (HSLocalMDS)",90,NA,0.8,0.6,1,NA,21.936,0.923,1,0.846,0.867,1,0.929,26,19.736,0.759,0.47
