"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"HSLMDS [k=49] [kQuality=47] (NLDR)","HSLMDS [k=49] [kQuality=47] (NLDR)","HSLMDS (NLDR)",49,NA,0.74,0.47,1,NA,0.624,0.8,NA,NA,NA,NA,NA,21,12.398,0.59,0.349
"HSLMDS [k=49] [kQuality=48] (NLDR)","HSLMDS [k=49] [kQuality=48] (NLDR)","HSLMDS (NLDR)",49,NA,0.74,0.47,1,NA,0.635,0.8,NA,NA,NA,NA,NA,21,12.398,0.59,0.349
"HSLMDS [k=49] [kQuality=49] (NLDR)","HSLMDS [k=49] [kQuality=49] (NLDR)","HSLMDS (NLDR)",49,NA,0.74,0.47,1,NA,0.643,0.8,NA,NA,NA,NA,NA,21,12.398,0.59,0.349
"HSLMDS [k=49] [kQuality=50] (NLDR)","HSLMDS [k=49] [kQuality=50] (NLDR)","HSLMDS (NLDR)",49,NA,0.74,0.47,1,NA,0.643,0.8,NA,NA,NA,NA,NA,21,12.398,0.59,0.349
"HSLMDS [k=49] [kQuality=51] (NLDR)","HSLMDS [k=49] [kQuality=51] (NLDR)","HSLMDS (NLDR)",49,NA,0.73,0.46,1,NA,1.899,0.84,NA,NA,NA,NA,NA,21,12.318,0.587,0.345
"HSLMDS [k=49] [kQuality=52] (NLDR)","HSLMDS [k=49] [kQuality=52] (NLDR)","HSLMDS (NLDR)",49,NA,0.73,0.46,1,NA,1.017,0.84,NA,NA,NA,NA,NA,21,12.341,0.588,0.346
"HSLMDS [k=52] (rNLDR)","HSLMDS [k=52] (rNLDR)","HSLMDS (rNLDR)",52,NA,0.77,0.53,1,NA,66.6,0.84,NA,NA,NA,NA,NA,17,10.102,0.594,0.399
"HSLMDS [k=52] [kQuality=49] (NLDR)","HSLMDS [k=52] [kQuality=49] (NLDR)","HSLMDS (NLDR)",52,NA,0.74,0.48,1,NA,0.785,0.76,NA,NA,NA,NA,NA,18,10.352,0.575,0.368
"HSLMDS [k=52] [kQuality=50] (NLDR)","HSLMDS [k=52] [kQuality=50] (NLDR)","HSLMDS (NLDR)",52,NA,0.74,0.47,1,NA,0.633,0.76,NA,NA,NA,NA,NA,20,11.83,0.591,0.362
"HSLMDS [k=52] [kQuality=51] (NLDR)","HSLMDS [k=52] [kQuality=51] (NLDR)","HSLMDS (NLDR)",52,NA,0.77,0.53,1,NA,0.609,0.84,NA,NA,NA,NA,NA,18,10.966,0.609,0.402
"HSLMDS [k=52] [kQuality=52] (NLDR)","HSLMDS [k=52] [kQuality=52] (NLDR)","HSLMDS (NLDR)",52,NA,0.77,0.53,1,NA,0.633,0.84,NA,NA,NA,NA,NA,17,10.102,0.594,0.399
"HSLMDS [k=52] [kQuality=53] (NLDR)","HSLMDS [k=52] [kQuality=53] (NLDR)","HSLMDS (NLDR)",52,NA,0.73,0.46,1,NA,0.571,0.76,NA,NA,NA,NA,NA,19,10.67,0.562,0.343
"HSLMDS [k=52] [kQuality=54] (NLDR)","HSLMDS [k=52] [kQuality=54] (NLDR)","HSLMDS (NLDR)",52,NA,0.77,0.53,1,NA,0.63,0.84,NA,NA,NA,NA,NA,17,10.102,0.594,0.399
"HSLMDS [k=52] [kQuality=55] (NLDR)","HSLMDS [k=52] [kQuality=55] (NLDR)","HSLMDS (NLDR)",52,NA,0.73,0.46,1,NA,0.57,0.76,NA,NA,NA,NA,NA,19,10.67,0.562,0.343
"HSLMDS [k=55] (rNLDR)","HSLMDS [k=55] (rNLDR)","HSLMDS (rNLDR)",55,NA,0.76,0.51,1,NA,62.538,0.84,NA,NA,NA,NA,NA,20,12,0.6,0.37
"HSLMDS [k=55] [kQuality=52] (NLDR)","HSLMDS [k=55] [kQuality=52] (NLDR)","HSLMDS (NLDR)",55,NA,0.74,0.47,1,NA,0.556,0.8,NA,NA,NA,NA,NA,17,9.341,0.549,0.354
"HSLMDS [k=55] [kQuality=53] (NLDR)","HSLMDS [k=55] [kQuality=53] (NLDR)","HSLMDS (NLDR)",55,NA,0.74,0.48,1,NA,0.56,0.8,NA,NA,NA,NA,NA,17,9.455,0.556,0.361
"HSLMDS [k=55] [kQuality=54] (NLDR)","HSLMDS [k=55] [kQuality=54] (NLDR)","HSLMDS (NLDR)",55,NA,0.74,0.48,1,NA,0.561,0.8,NA,NA,NA,NA,NA,17,9.455,0.556,0.361
"HSLMDS [k=55] [kQuality=55] (NLDR)","HSLMDS [k=55] [kQuality=55] (NLDR)","HSLMDS (NLDR)",55,NA,0.74,0.48,1,NA,0.576,0.84,NA,NA,NA,NA,NA,17,9.545,0.561,0.366
"HSLMDS [k=55] [kQuality=56] (NLDR)","HSLMDS [k=55] [kQuality=56] (NLDR)","HSLMDS (NLDR)",55,NA,0.74,0.48,1,NA,0.527,0.84,NA,NA,NA,NA,NA,17,9.534,0.561,0.365
"HSLMDS [k=55] [kQuality=57] (NLDR)","HSLMDS [k=55] [kQuality=57] (NLDR)","HSLMDS (NLDR)",55,NA,0.74,0.48,1,NA,0.56,0.8,NA,NA,NA,NA,NA,17,9.455,0.556,0.361
"HSLMDS [k=55] [kQuality=58] (NLDR)","HSLMDS [k=55] [kQuality=58] (NLDR)","HSLMDS (NLDR)",55,NA,0.74,0.47,1,NA,0.563,0.8,NA,NA,NA,NA,NA,17,9.341,0.549,0.354
"HSLMDS [k=58] (rNLDR)","HSLMDS [k=58] (rNLDR)","HSLMDS (rNLDR)",58,NA,0.76,0.51,1,NA,62.049,0.88,NA,NA,NA,NA,NA,18,10.273,0.571,0.364
"HSLMDS [k=58] [kQuality=55] (NLDR)","HSLMDS [k=58] [kQuality=55] (NLDR)","HSLMDS (NLDR)",58,NA,0.72,0.43,1,NA,2.396,0.76,NA,NA,NA,NA,NA,19,10.125,0.533,0.315
"HSLMDS [k=58] [kQuality=56] (NLDR)","HSLMDS [k=58] [kQuality=56] (NLDR)","HSLMDS (NLDR)",58,NA,0.72,0.44,1,NA,1.213,0.84,NA,NA,NA,NA,NA,17,8.989,0.529,0.333
"HSLMDS [k=58] [kQuality=57] (NLDR)","HSLMDS [k=58] [kQuality=57] (NLDR)","HSLMDS (NLDR)",58,NA,0.72,0.44,1,NA,1.176,0.84,NA,NA,NA,NA,NA,17,8.989,0.529,0.333
"HSLMDS [k=58] [kQuality=58] (NLDR)","HSLMDS [k=58] [kQuality=58] (NLDR)","HSLMDS (NLDR)",58,NA,0.72,0.44,1,NA,1.235,0.84,NA,NA,NA,NA,NA,17,8.989,0.529,0.333
"HSLMDS [k=58] [kQuality=59] (NLDR)","HSLMDS [k=58] [kQuality=59] (NLDR)","HSLMDS (NLDR)",58,NA,0.72,0.44,1,NA,1.237,0.84,NA,NA,NA,NA,NA,17,8.989,0.529,0.333
"HSLMDS [k=58] [kQuality=60] (NLDR)","HSLMDS [k=58] [kQuality=60] (NLDR)","HSLMDS (NLDR)",58,NA,0.72,0.44,1,NA,1.175,0.84,NA,NA,NA,NA,NA,17,8.989,0.529,0.333
"HSLMDS [k=58] [kQuality=61] (NLDR)","HSLMDS [k=58] [kQuality=61] (NLDR)","HSLMDS (NLDR)",58,NA,0.72,0.44,1,NA,1.181,0.84,NA,NA,NA,NA,NA,17,8.989,0.529,0.333
"HSLMDS [k=6] (rNLDR)","HSLMDS [k=6] (rNLDR)","HSLMDS (rNLDR)",6,NA,0.7,0.4,1,NA,60.033,0.84,NA,NA,NA,NA,NA,13,7.011,0.539,0.39
"HSLMDS [k=6] [kQuality=3] (NLDR)","HSLMDS [k=6] [kQuality=3] (NLDR)","HSLMDS (NLDR)",6,NA,0.7,0.4,1,NA,0.594,0.84,NA,NA,NA,NA,NA,11,5.727,0.521,0.394
"HSLMDS [k=6] [kQuality=4] (NLDR)","HSLMDS [k=6] [kQuality=4] (NLDR)","HSLMDS (NLDR)",6,NA,0.69,0.37,1,NA,0.636,0.84,NA,NA,NA,NA,NA,13,6.75,0.519,0.37
"HSLMDS [k=6] [kQuality=5] (NLDR)","HSLMDS [k=6] [kQuality=5] (NLDR)","HSLMDS (NLDR)",6,NA,0.67,0.34,1,NA,0.608,0.76,NA,NA,NA,NA,NA,9,4,0.444,0.341
"HSLMDS [k=6] [kQuality=6] (NLDR)","HSLMDS [k=6] [kQuality=6] (NLDR)","HSLMDS (NLDR)",6,NA,0.67,0.34,1,NA,0.584,0.76,NA,NA,NA,NA,NA,9,4,0.444,0.341
"HSLMDS [k=6] [kQuality=7] (NLDR)","HSLMDS [k=6] [kQuality=7] (NLDR)","HSLMDS (NLDR)",6,NA,0.67,0.34,1,NA,0.594,0.76,NA,NA,NA,NA,NA,9,4,0.444,0.341
"HSLMDS [k=6] [kQuality=8] (NLDR)","HSLMDS [k=6] [kQuality=8] (NLDR)","HSLMDS (NLDR)",6,NA,0.67,0.34,1,NA,0.605,0.76,NA,NA,NA,NA,NA,9,4,0.444,0.341
"HSLMDS [k=6] [kQuality=9] (NLDR)","HSLMDS [k=6] [kQuality=9] (NLDR)","HSLMDS (NLDR)",6,NA,0.67,0.34,1,NA,0.605,0.76,NA,NA,NA,NA,NA,9,4,0.444,0.341
"HSLMDS [k=61] (rNLDR)","HSLMDS [k=61] (rNLDR)","HSLMDS (rNLDR)",61,NA,0.75,0.5,1,NA,54.38,0.84,NA,NA,NA,NA,NA,30,20.92,0.697,0.353
"HSLMDS [k=61] [kQuality=58] (NLDR)","HSLMDS [k=61] [kQuality=58] (NLDR)","HSLMDS (NLDR)",61,NA,0.73,0.45,1,NA,2.866,0.8,NA,NA,NA,NA,NA,19,10.455,0.55,0.332
"HSLMDS [k=61] [kQuality=59] (NLDR)","HSLMDS [k=61] [kQuality=59] (NLDR)","HSLMDS (NLDR)",61,NA,0.73,0.45,1,NA,2.973,0.8,NA,NA,NA,NA,NA,19,10.455,0.55,0.332
"HSLMDS [k=61] [kQuality=60] (NLDR)","HSLMDS [k=61] [kQuality=60] (NLDR)","HSLMDS (NLDR)",61,NA,0.73,0.45,1,NA,2.89,0.8,NA,NA,NA,NA,NA,19,10.455,0.55,0.332
"HSLMDS [k=61] [kQuality=61] (NLDR)","HSLMDS [k=61] [kQuality=61] (NLDR)","HSLMDS (NLDR)",61,NA,0.72,0.44,1,NA,1.272,0.92,NA,NA,NA,NA,NA,18,9.659,0.537,0.33
"HSLMDS [k=61] [kQuality=62] (NLDR)","HSLMDS [k=61] [kQuality=62] (NLDR)","HSLMDS (NLDR)",61,NA,0.72,0.43,1,NA,1.196,0.76,NA,NA,NA,NA,NA,19,10.261,0.54,0.322
"HSLMDS [k=61] [kQuality=63] (NLDR)","HSLMDS [k=61] [kQuality=63] (NLDR)","HSLMDS (NLDR)",61,NA,0.72,0.43,1,NA,1.237,0.76,NA,NA,NA,NA,NA,19,10.261,0.54,0.322
"HSLMDS [k=61] [kQuality=64] (NLDR)","HSLMDS [k=61] [kQuality=64] (NLDR)","HSLMDS (NLDR)",61,NA,0.72,0.44,1,NA,1.319,0.92,NA,NA,NA,NA,NA,18,9.659,0.537,0.33
"HSLMDS [k=64] (rNLDR)","HSLMDS [k=64] (rNLDR)","HSLMDS (rNLDR)",64,NA,0.76,0.51,1,NA,59.504,0.84,NA,NA,NA,NA,NA,30,20.955,0.698,0.354
"HSLMDS [k=64] [kQuality=61] (NLDR)","HSLMDS [k=64] [kQuality=61] (NLDR)","HSLMDS (NLDR)",64,NA,0.76,0.52,1,NA,0.631,0.76,NA,NA,NA,NA,NA,17,9.898,0.582,0.387
"HSLMDS [k=64] [kQuality=62] (NLDR)","HSLMDS [k=64] [kQuality=62] (NLDR)","HSLMDS (NLDR)",64,NA,0.76,0.52,1,NA,0.652,0.76,NA,NA,NA,NA,NA,17,9.898,0.582,0.387
"HSLMDS [k=64] [kQuality=63] (NLDR)","HSLMDS [k=64] [kQuality=63] (NLDR)","HSLMDS (NLDR)",64,NA,0.76,0.52,1,NA,0.652,0.76,NA,NA,NA,NA,NA,17,9.898,0.582,0.387
"HSLMDS [k=64] [kQuality=64] (NLDR)","HSLMDS [k=64] [kQuality=64] (NLDR)","HSLMDS (NLDR)",64,NA,0.76,0.52,1,NA,0.651,0.76,NA,NA,NA,NA,NA,17,9.898,0.582,0.387
"HSLMDS [k=64] [kQuality=65] (NLDR)","HSLMDS [k=64] [kQuality=65] (NLDR)","HSLMDS (NLDR)",64,NA,0.73,0.44,1,NA,0.678,0.88,NA,NA,NA,NA,NA,29,19.136,0.66,0.327
"HSLMDS [k=64] [kQuality=66] (NLDR)","HSLMDS [k=64] [kQuality=66] (NLDR)","HSLMDS (NLDR)",64,NA,0.74,0.48,1,NA,0.561,0.84,NA,NA,NA,NA,NA,30,20.648,0.688,0.343
"HSLMDS [k=64] [kQuality=67] (NLDR)","HSLMDS [k=64] [kQuality=67] (NLDR)","HSLMDS (NLDR)",64,NA,0.73,0.44,1,NA,0.683,0.88,NA,NA,NA,NA,NA,29,19.136,0.66,0.327
"HSLMDS [k=67] (rNLDR)","HSLMDS [k=67] (rNLDR)","HSLMDS (rNLDR)",67,NA,0.74,0.47,1,NA,55.919,0.84,NA,NA,NA,NA,NA,28,18.705,0.668,0.346
"HSLMDS [k=67] [kQuality=64] (NLDR)","HSLMDS [k=67] [kQuality=64] (NLDR)","HSLMDS (NLDR)",67,NA,0.73,0.44,1,NA,0.621,0.76,NA,NA,NA,NA,NA,20,11.568,0.578,0.349
"HSLMDS [k=67] [kQuality=65] (NLDR)","HSLMDS [k=67] [kQuality=65] (NLDR)","HSLMDS (NLDR)",67,NA,0.71,0.42,1,NA,0.568,0.8,NA,NA,NA,NA,NA,17,8.682,0.511,0.315
"HSLMDS [k=67] [kQuality=66] (NLDR)","HSLMDS [k=67] [kQuality=66] (NLDR)","HSLMDS (NLDR)",67,NA,0.72,0.43,1,NA,0.906,0.8,NA,NA,NA,NA,NA,30,19.83,0.661,0.316
"HSLMDS [k=67] [kQuality=67] (NLDR)","HSLMDS [k=67] [kQuality=67] (NLDR)","HSLMDS (NLDR)",67,NA,0.72,0.43,1,NA,0.921,0.8,NA,NA,NA,NA,NA,30,19.83,0.661,0.316
"HSLMDS [k=67] [kQuality=68] (NLDR)","HSLMDS [k=67] [kQuality=68] (NLDR)","HSLMDS (NLDR)",67,NA,0.72,0.43,1,NA,0.889,0.8,NA,NA,NA,NA,NA,30,19.83,0.661,0.316
"HSLMDS [k=67] [kQuality=69] (NLDR)","HSLMDS [k=67] [kQuality=69] (NLDR)","HSLMDS (NLDR)",67,NA,0.72,0.43,1,NA,0.927,0.8,NA,NA,NA,NA,NA,30,19.83,0.661,0.316
"HSLMDS [k=67] [kQuality=70] (NLDR)","HSLMDS [k=67] [kQuality=70] (NLDR)","HSLMDS (NLDR)",67,NA,0.72,0.43,1,NA,0.921,0.8,NA,NA,NA,NA,NA,30,19.83,0.661,0.316
"HSLMDS [k=70] (rNLDR)","HSLMDS [k=70] (rNLDR)","HSLMDS (rNLDR)",70,NA,0.74,0.47,1,NA,56.943,0.72,NA,NA,NA,NA,NA,30,20.523,0.684,0.339
"HSLMDS [k=70] [kQuality=67] (NLDR)","HSLMDS [k=70] [kQuality=67] (NLDR)","HSLMDS (NLDR)",70,NA,0.74,0.48,1,NA,0.638,0.6,NA,NA,NA,NA,NA,16,8.795,0.55,0.366
"HSLMDS [k=70] [kQuality=68] (NLDR)","HSLMDS [k=70] [kQuality=68] (NLDR)","HSLMDS (NLDR)",70,NA,0.74,0.48,1,NA,0.64,0.6,NA,NA,NA,NA,NA,16,8.761,0.548,0.364
"HSLMDS [k=70] [kQuality=69] (NLDR)","HSLMDS [k=70] [kQuality=69] (NLDR)","HSLMDS (NLDR)",70,NA,0.73,0.46,1,NA,0.617,0.76,NA,NA,NA,NA,NA,18,9.92,0.551,0.344
"HSLMDS [k=70] [kQuality=70] (NLDR)","HSLMDS [k=70] [kQuality=70] (NLDR)","HSLMDS (NLDR)",70,NA,0.74,0.48,1,NA,0.639,0.6,NA,NA,NA,NA,NA,16,8.795,0.55,0.366
"HSLMDS [k=70] [kQuality=71] (NLDR)","HSLMDS [k=70] [kQuality=71] (NLDR)","HSLMDS (NLDR)",70,NA,0.73,0.46,1,NA,0.633,0.76,NA,NA,NA,NA,NA,18,9.92,0.551,0.344
"HSLMDS [k=70] [kQuality=72] (NLDR)","HSLMDS [k=70] [kQuality=72] (NLDR)","HSLMDS (NLDR)",70,NA,0.71,0.41,1,NA,0.675,0.76,NA,NA,NA,NA,NA,30,19.455,0.648,0.304
"HSLMDS [k=70] [kQuality=73] (NLDR)","HSLMDS [k=70] [kQuality=73] (NLDR)","HSLMDS (NLDR)",70,NA,0.7,0.4,1,NA,0.869,0.8,NA,NA,NA,NA,NA,30,19.625,0.654,0.309
"HSLMDS [k=73] (rNLDR)","HSLMDS [k=73] (rNLDR)","HSLMDS (rNLDR)",73,NA,0.71,0.42,1,NA,104.811,0.84,NA,NA,NA,NA,NA,30,20.011,0.667,0.322
"HSLMDS [k=73] [kQuality=70] (NLDR)","HSLMDS [k=73] [kQuality=70] (NLDR)","HSLMDS (NLDR)",73,NA,0.75,0.5,1,NA,0.686,0.84,NA,NA,NA,NA,NA,26,18.091,0.696,0.397
"HSLMDS [k=73] [kQuality=71] (NLDR)","HSLMDS [k=73] [kQuality=71] (NLDR)","HSLMDS (NLDR)",73,NA,0.75,0.49,1,NA,0.713,0.76,NA,NA,NA,NA,NA,27,18.795,0.696,0.386
"HSLMDS [k=73] [kQuality=72] (NLDR)","HSLMDS [k=73] [kQuality=72] (NLDR)","HSLMDS (NLDR)",73,NA,0.75,0.5,1,NA,0.678,0.84,NA,NA,NA,NA,NA,26,18.091,0.696,0.397
"HSLMDS [k=73] [kQuality=73] (NLDR)","HSLMDS [k=73] [kQuality=73] (NLDR)","HSLMDS (NLDR)",73,NA,0.72,0.43,1,NA,0.757,0.72,NA,NA,NA,NA,NA,32,22.568,0.705,0.337
"HSLMDS [k=73] [kQuality=74] (NLDR)","HSLMDS [k=73] [kQuality=74] (NLDR)","HSLMDS (NLDR)",73,NA,0.72,0.43,1,NA,0.757,0.72,NA,NA,NA,NA,NA,32,22.568,0.705,0.337
"HSLMDS [k=73] [kQuality=75] (NLDR)","HSLMDS [k=73] [kQuality=75] (NLDR)","HSLMDS (NLDR)",73,NA,0.7,0.39,1,NA,0.64,0.76,NA,NA,NA,NA,NA,33,22.705,0.688,0.309
"HSLMDS [k=73] [kQuality=76] (NLDR)","HSLMDS [k=73] [kQuality=76] (NLDR)","HSLMDS (NLDR)",73,NA,0.7,0.39,1,NA,0.645,0.76,NA,NA,NA,NA,NA,33,22.705,0.688,0.309
"HSLMDS [k=75] (rNLDR)","HSLMDS [k=75] (rNLDR)","HSLMDS (rNLDR)",75,NA,0.71,0.41,1,NA,62.217,0.8,NA,NA,NA,NA,NA,30,19.784,0.659,0.315
"HSLMDS [k=75] [kQuality=72] (NLDR)","HSLMDS [k=75] [kQuality=72] (NLDR)","HSLMDS (NLDR)",75,NA,0.75,0.48,1,NA,0.821,0.68,NA,NA,NA,NA,NA,28,19.602,0.7,0.378
"HSLMDS [k=75] [kQuality=73] (NLDR)","HSLMDS [k=75] [kQuality=73] (NLDR)","HSLMDS (NLDR)",75,NA,0.75,0.5,1,NA,0.759,0.64,NA,NA,NA,NA,NA,28,19.92,0.711,0.39
"HSLMDS [k=75] [kQuality=74] (NLDR)","HSLMDS [k=75] [kQuality=74] (NLDR)","HSLMDS (NLDR)",75,NA,0.71,0.41,1,NA,0.663,0.76,NA,NA,NA,NA,NA,30,19.852,0.662,0.317
"HSLMDS [k=75] [kQuality=75] (NLDR)","HSLMDS [k=75] [kQuality=75] (NLDR)","HSLMDS (NLDR)",75,NA,0.71,0.41,1,NA,0.674,0.76,NA,NA,NA,NA,NA,30,19.852,0.662,0.317
"HSLMDS [k=75] [kQuality=76] (NLDR)","HSLMDS [k=75] [kQuality=76] (NLDR)","HSLMDS (NLDR)",75,NA,0.73,0.45,1,NA,0.782,0.68,NA,NA,NA,NA,NA,27,17.898,0.663,0.353
"HSLMDS [k=75] [kQuality=77] (NLDR)","HSLMDS [k=75] [kQuality=77] (NLDR)","HSLMDS (NLDR)",75,NA,0.74,0.46,1,NA,0.768,0.72,NA,NA,NA,NA,NA,28,19.5,0.696,0.375
"HSLMDS [k=75] [kQuality=78] (NLDR)","HSLMDS [k=75] [kQuality=78] (NLDR)","HSLMDS (NLDR)",75,NA,0.73,0.45,1,NA,0.778,0.68,NA,NA,NA,NA,NA,27,17.898,0.663,0.353
"HSLMDS [k=78] (rNLDR)","HSLMDS [k=78] (rNLDR)","HSLMDS (rNLDR)",78,NA,0.75,0.49,1,NA,80.059,0.8,NA,NA,NA,NA,NA,28,20.148,0.72,0.398
"HSLMDS [k=78] [kQuality=75] (NLDR)","HSLMDS [k=78] [kQuality=75] (NLDR)","HSLMDS (NLDR)",78,NA,0.7,0.38,1,NA,0.667,0.72,NA,NA,NA,NA,NA,32,21.511,0.672,0.304
"HSLMDS [k=78] [kQuality=76] (NLDR)","HSLMDS [k=78] [kQuality=76] (NLDR)","HSLMDS (NLDR)",78,NA,0.7,0.38,1,NA,0.667,0.72,NA,NA,NA,NA,NA,32,21.511,0.672,0.304
"HSLMDS [k=78] [kQuality=77] (NLDR)","HSLMDS [k=78] [kQuality=77] (NLDR)","HSLMDS (NLDR)",78,NA,0.7,0.38,1,NA,0.64,0.72,NA,NA,NA,NA,NA,32,21.511,0.672,0.304
"HSLMDS [k=78] [kQuality=78] (NLDR)","HSLMDS [k=78] [kQuality=78] (NLDR)","HSLMDS (NLDR)",78,NA,0.7,0.38,1,NA,0.669,0.72,NA,NA,NA,NA,NA,32,21.511,0.672,0.304
"HSLMDS [k=78] [kQuality=79] (NLDR)","HSLMDS [k=78] [kQuality=79] (NLDR)","HSLMDS (NLDR)",78,NA,0.7,0.38,1,NA,0.667,0.72,NA,NA,NA,NA,NA,32,21.511,0.672,0.304
"HSLMDS [k=78] [kQuality=80] (NLDR)","HSLMDS [k=78] [kQuality=80] (NLDR)","HSLMDS (NLDR)",78,NA,0.74,0.46,1,NA,2.03,0.68,NA,NA,NA,NA,NA,30,21.432,0.714,0.37
"HSLMDS [k=78] [kQuality=81] (NLDR)","HSLMDS [k=78] [kQuality=81] (NLDR)","HSLMDS (NLDR)",78,NA,0.74,0.46,1,NA,2.124,0.68,NA,NA,NA,NA,NA,30,21.432,0.714,0.37
"HSLMDS [k=81] (rNLDR)","HSLMDS [k=81] (rNLDR)","HSLMDS (rNLDR)",81,NA,0.71,0.41,1,NA,70.962,0.84,NA,NA,NA,NA,NA,33,22.307,0.676,0.297
"HSLMDS [k=81] [kQuality=78] (NLDR)","HSLMDS [k=81] [kQuality=78] (NLDR)","HSLMDS (NLDR)",81,NA,0.7,0.4,1,NA,0.845,0.88,NA,NA,NA,NA,NA,33,22.261,0.675,0.295
"HSLMDS [k=81] [kQuality=79] (NLDR)","HSLMDS [k=81] [kQuality=79] (NLDR)","HSLMDS (NLDR)",81,NA,0.7,0.4,1,NA,0.833,0.88,NA,NA,NA,NA,NA,33,22.261,0.675,0.295
"HSLMDS [k=81] [kQuality=80] (NLDR)","HSLMDS [k=81] [kQuality=80] (NLDR)","HSLMDS (NLDR)",81,NA,0.7,0.4,1,NA,0.856,0.88,NA,NA,NA,NA,NA,33,22.261,0.675,0.295
"HSLMDS [k=81] [kQuality=81] (NLDR)","HSLMDS [k=81] [kQuality=81] (NLDR)","HSLMDS (NLDR)",81,NA,0.7,0.4,1,NA,0.859,0.88,NA,NA,NA,NA,NA,33,22.261,0.675,0.295
"HSLMDS [k=81] [kQuality=82] (NLDR)","HSLMDS [k=81] [kQuality=82] (NLDR)","HSLMDS (NLDR)",81,NA,0.7,0.4,1,NA,0.836,0.88,NA,NA,NA,NA,NA,33,22.261,0.675,0.295
"HSLMDS [k=81] [kQuality=83] (NLDR)","HSLMDS [k=81] [kQuality=83] (NLDR)","HSLMDS (NLDR)",81,NA,0.7,0.4,1,NA,0.826,0.88,NA,NA,NA,NA,NA,33,22.261,0.675,0.295
"HSLMDS [k=81] [kQuality=84] (NLDR)","HSLMDS [k=81] [kQuality=84] (NLDR)","HSLMDS (NLDR)",81,NA,0.7,0.4,1,NA,0.831,0.88,NA,NA,NA,NA,NA,33,22.261,0.675,0.295
"HSLMDS [k=84] (rNLDR)","HSLMDS [k=84] (rNLDR)","HSLMDS (rNLDR)",84,NA,0.76,0.51,1,NA,66.467,0.8,NA,NA,NA,NA,NA,17,9.67,0.569,0.373
"HSLMDS [k=84] [kQuality=81] (NLDR)","HSLMDS [k=84] [kQuality=81] (NLDR)","HSLMDS (NLDR)",84,NA,0.77,0.54,1,NA,0.732,0.8,NA,NA,NA,NA,NA,25,17.398,0.696,0.409
"HSLMDS [k=84] [kQuality=82] (NLDR)","HSLMDS [k=84] [kQuality=82] (NLDR)","HSLMDS (NLDR)",84,NA,0.75,0.49,1,NA,1.729,0.84,NA,NA,NA,NA,NA,17,9.239,0.543,0.348
"HSLMDS [k=84] [kQuality=83] (NLDR)","HSLMDS [k=84] [kQuality=83] (NLDR)","HSLMDS (NLDR)",84,NA,0.77,0.54,1,NA,0.727,0.8,NA,NA,NA,NA,NA,25,17.398,0.696,0.409
"HSLMDS [k=84] [kQuality=84] (NLDR)","HSLMDS [k=84] [kQuality=84] (NLDR)","HSLMDS (NLDR)",84,NA,0.75,0.49,1,NA,1.676,0.84,NA,NA,NA,NA,NA,17,9.239,0.543,0.348
"HSLMDS [k=84] [kQuality=85] (NLDR)","HSLMDS [k=84] [kQuality=85] (NLDR)","HSLMDS (NLDR)",84,NA,0.75,0.49,1,NA,1.732,0.84,NA,NA,NA,NA,NA,17,9.239,0.543,0.348
"HSLMDS [k=84] [kQuality=86] (NLDR)","HSLMDS [k=84] [kQuality=86] (NLDR)","HSLMDS (NLDR)",84,NA,0.76,0.52,1,NA,0.777,0.72,NA,NA,NA,NA,NA,18,10.25,0.569,0.363
"HSLMDS [k=84] [kQuality=87] (NLDR)","HSLMDS [k=84] [kQuality=87] (NLDR)","HSLMDS (NLDR)",84,NA,0.76,0.52,1,NA,0.817,0.84,NA,NA,NA,NA,NA,19,11.898,0.626,0.408
"HSLMDS [k=87] (rNLDR)","HSLMDS [k=87] (rNLDR)","HSLMDS (rNLDR)",87,NA,0.77,0.53,1,NA,62.968,0.92,NA,NA,NA,NA,NA,24,16.523,0.688,0.413
"HSLMDS [k=87] [kQuality=84] (NLDR)","HSLMDS [k=87] [kQuality=84] (NLDR)","HSLMDS (NLDR)",87,NA,0.75,0.49,1,NA,0.873,0.84,NA,NA,NA,NA,NA,30,20.216,0.674,0.329
"HSLMDS [k=87] [kQuality=85] (NLDR)","HSLMDS [k=87] [kQuality=85] (NLDR)","HSLMDS (NLDR)",87,NA,0.75,0.49,1,NA,0.87,0.84,NA,NA,NA,NA,NA,30,20.216,0.674,0.329
"HSLMDS [k=87] [kQuality=86] (NLDR)","HSLMDS [k=87] [kQuality=86] (NLDR)","HSLMDS (NLDR)",87,NA,0.75,0.49,1,NA,0.872,0.84,NA,NA,NA,NA,NA,30,20.216,0.674,0.329
"HSLMDS [k=87] [kQuality=87] (NLDR)","HSLMDS [k=87] [kQuality=87] (NLDR)","HSLMDS (NLDR)",87,NA,0.77,0.53,1,NA,1.119,0.84,NA,NA,NA,NA,NA,23,15.602,0.678,0.414
"HSLMDS [k=9] (rNLDR)","HSLMDS [k=9] (rNLDR)","HSLMDS (rNLDR)",9,NA,0.71,0.41,1,NA,61.535,0.88,NA,NA,NA,NA,NA,9,4.432,0.492,0.389
