"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"LMDS [k=11] [kQuality=10] (NLDR)","LMDS [k=11] [kQuality=10] (NLDR)","LMDS (NLDR)",11,NA,0.71,0.39,1,NA,0.028,0.5,NA,NA,NA,NA,NA,11,8.103,0.737,0.344
"LMDS [k=11] [kQuality=11] (NLDR)","LMDS [k=11] [kQuality=11] (NLDR)","LMDS (NLDR)",11,NA,0.71,0.39,1,NA,0.029,0.5,NA,NA,NA,NA,NA,11,8.103,0.737,0.344
"LMDS [k=11] [kQuality=12] (NLDR)","LMDS [k=11] [kQuality=12] (NLDR)","LMDS (NLDR)",11,NA,0.71,0.39,1,NA,0.028,0.5,NA,NA,NA,NA,NA,11,8.103,0.737,0.344
"LMDS [k=11] [kQuality=13] (NLDR)","LMDS [k=11] [kQuality=13] (NLDR)","LMDS (NLDR)",11,NA,0.71,0.39,1,NA,0.028,0.5,NA,NA,NA,NA,NA,11,8.103,0.737,0.344
"LMDS [k=11] [kQuality=14] (NLDR)","LMDS [k=11] [kQuality=14] (NLDR)","LMDS (NLDR)",11,NA,0.71,0.39,1,NA,0.028,0.5,NA,NA,NA,NA,NA,11,8.103,0.737,0.344
"LMDS [k=11] [kQuality=8] (NLDR)","LMDS [k=11] [kQuality=8] (NLDR)","LMDS (NLDR)",11,NA,0.71,0.39,1,NA,0.028,0.5,NA,NA,NA,NA,NA,11,8.103,0.737,0.344
"LMDS [k=11] [kQuality=9] (NLDR)","LMDS [k=11] [kQuality=9] (NLDR)","LMDS (NLDR)",11,NA,0.71,0.39,1,NA,0.028,0.5,NA,NA,NA,NA,NA,11,8.103,0.737,0.344
"LMDS [k=12] (rNLDR)","LMDS [k=12] (rNLDR)","LMDS (rNLDR)",12,NA,0.72,0.42,1,NA,1.008,0.5,NA,NA,NA,NA,NA,10,7,0.7,0.343
"LMDS [k=12] (smacofx)","LMDS [k=12] (smacofx)","LMDS (smacofx)",12,NA,0.67,0.31,1,NA,0.204,0.625,NA,NA,NA,NA,NA,2,0.759,0.379,0.308
"LMDS [k=12] [kQuality=10] (NLDR)","LMDS [k=12] [kQuality=10] (NLDR)","LMDS (NLDR)",12,NA,0.72,0.42,1,NA,1.139,0.5,NA,NA,NA,NA,NA,11,8.034,0.73,0.338
"LMDS [k=12] [kQuality=11] (NLDR)","LMDS [k=12] [kQuality=11] (NLDR)","LMDS (NLDR)",12,NA,0.72,0.42,1,NA,1.168,0.5,NA,NA,NA,NA,NA,11,8.034,0.73,0.338
"LMDS [k=12] [kQuality=12] (NLDR)","LMDS [k=12] [kQuality=12] (NLDR)","LMDS (NLDR)",12,NA,0.72,0.42,1,NA,1.133,0.5,NA,NA,NA,NA,NA,11,8.034,0.73,0.338
"LMDS [k=12] [kQuality=13] (NLDR)","LMDS [k=12] [kQuality=13] (NLDR)","LMDS (NLDR)",12,NA,0.72,0.42,1,NA,1.165,0.5,NA,NA,NA,NA,NA,11,8.034,0.73,0.338
"LMDS [k=12] [kQuality=14] (NLDR)","LMDS [k=12] [kQuality=14] (NLDR)","LMDS (NLDR)",12,NA,0.72,0.42,1,NA,1.166,0.5,NA,NA,NA,NA,NA,11,8.034,0.73,0.338
"LMDS [k=12] [kQuality=15] (NLDR)","LMDS [k=12] [kQuality=15] (NLDR)","LMDS (NLDR)",12,NA,0.72,0.42,1,NA,1.14,0.5,NA,NA,NA,NA,NA,11,8.034,0.73,0.338
"LMDS [k=12] [kQuality=9] (NLDR)","LMDS [k=12] [kQuality=9] (NLDR)","LMDS (NLDR)",12,NA,0.72,0.42,1,NA,1.165,0.5,NA,NA,NA,NA,NA,11,8.034,0.73,0.338
"LMDS [k=13] (rNLDR)","LMDS [k=13] (rNLDR)","LMDS (rNLDR)",13,NA,0.71,0.41,1,NA,0.805,0.625,NA,NA,NA,NA,NA,12,9.069,0.756,0.327
"LMDS [k=13] (smacofx)","LMDS [k=13] (smacofx)","LMDS (smacofx)",13,NA,0.67,0.31,1,NA,0.468,0.625,NA,NA,NA,NA,NA,2,0.759,0.379,0.308
"LMDS [k=13] [kQuality=10] (NLDR)","LMDS [k=13] [kQuality=10] (NLDR)","LMDS (NLDR)",13,NA,0.72,0.41,1,NA,0.023,0.375,NA,NA,NA,NA,NA,10,6.897,0.69,0.333
"LMDS [k=13] [kQuality=11] (NLDR)","LMDS [k=13] [kQuality=11] (NLDR)","LMDS (NLDR)",13,NA,0.72,0.41,1,NA,0.023,0.375,NA,NA,NA,NA,NA,10,6.897,0.69,0.333
"LMDS [k=13] [kQuality=12] (NLDR)","LMDS [k=13] [kQuality=12] (NLDR)","LMDS (NLDR)",13,NA,0.72,0.41,1,NA,0.021,0.375,NA,NA,NA,NA,NA,10,6.897,0.69,0.333
"LMDS [k=13] [kQuality=13] (NLDR)","LMDS [k=13] [kQuality=13] (NLDR)","LMDS (NLDR)",13,NA,0.71,0.41,1,NA,0.032,0.625,NA,NA,NA,NA,NA,12,9.069,0.756,0.327
"LMDS [k=13] [kQuality=14] (NLDR)","LMDS [k=13] [kQuality=14] (NLDR)","LMDS (NLDR)",13,NA,0.71,0.41,1,NA,0.032,0.625,NA,NA,NA,NA,NA,12,9.069,0.756,0.327
"LMDS [k=13] [kQuality=15] (NLDR)","LMDS [k=13] [kQuality=15] (NLDR)","LMDS (NLDR)",13,NA,0.71,0.41,1,NA,0.032,0.625,NA,NA,NA,NA,NA,12,9.069,0.756,0.327
"LMDS [k=13] [kQuality=16] (NLDR)","LMDS [k=13] [kQuality=16] (NLDR)","LMDS (NLDR)",13,NA,0.72,0.41,1,NA,0.021,0.375,NA,NA,NA,NA,NA,10,6.897,0.69,0.333
"LMDS [k=14] (rNLDR)","LMDS [k=14] (rNLDR)","LMDS (rNLDR)",14,NA,0.71,0.4,1,NA,2.353,0.625,NA,NA,NA,NA,NA,11,8.069,0.734,0.341
"LMDS [k=14] (smacofx)","LMDS [k=14] (smacofx)","LMDS (smacofx)",14,NA,0.67,0.31,1,NA,0.126,0.625,NA,NA,NA,NA,NA,2,0.759,0.379,0.308
"LMDS [k=14] [kQuality=11] (NLDR)","LMDS [k=14] [kQuality=11] (NLDR)","LMDS (NLDR)",14,NA,0.71,0.4,1,NA,0.116,0.625,NA,NA,NA,NA,NA,11,8.069,0.734,0.341
"LMDS [k=14] [kQuality=12] (NLDR)","LMDS [k=14] [kQuality=12] (NLDR)","LMDS (NLDR)",14,NA,0.71,0.4,1,NA,0.114,0.625,NA,NA,NA,NA,NA,11,8.069,0.734,0.341
"LMDS [k=14] [kQuality=13] (NLDR)","LMDS [k=14] [kQuality=13] (NLDR)","LMDS (NLDR)",14,NA,0.71,0.4,1,NA,0.113,0.625,NA,NA,NA,NA,NA,11,8.069,0.734,0.341
"LMDS [k=14] [kQuality=14] (NLDR)","LMDS [k=14] [kQuality=14] (NLDR)","LMDS (NLDR)",14,NA,0.71,0.4,1,NA,0.117,0.625,NA,NA,NA,NA,NA,11,8.069,0.734,0.341
"LMDS [k=14] [kQuality=15] (NLDR)","LMDS [k=14] [kQuality=15] (NLDR)","LMDS (NLDR)",14,NA,0.71,0.4,1,NA,0.115,0.625,NA,NA,NA,NA,NA,11,8.069,0.734,0.341
"LMDS [k=14] [kQuality=16] (NLDR)","LMDS [k=14] [kQuality=16] (NLDR)","LMDS (NLDR)",14,NA,0.71,0.4,1,NA,0.115,0.625,NA,NA,NA,NA,NA,11,8.069,0.734,0.341
"LMDS [k=14] [kQuality=17] (NLDR)","LMDS [k=14] [kQuality=17] (NLDR)","LMDS (NLDR)",14,NA,0.71,0.4,1,NA,0.114,0.625,NA,NA,NA,NA,NA,11,8.069,0.734,0.341
"LMDS [k=15] (rNLDR)","LMDS [k=15] (rNLDR)","LMDS (rNLDR)",15,NA,0.73,0.43,1,NA,2.8,0.625,NA,NA,NA,NA,NA,11,8.034,0.73,0.338
"LMDS [k=15] (smacofx)","LMDS [k=15] (smacofx)","LMDS (smacofx)",15,NA,0.67,0.31,1,NA,0.142,0.625,NA,NA,NA,NA,NA,2,0.759,0.379,0.308
"LMDS [k=15] [kQuality=12] (NLDR)","LMDS [k=15] [kQuality=12] (NLDR)","LMDS (NLDR)",15,NA,0.73,0.43,1,NA,0.019,0.625,NA,NA,NA,NA,NA,11,8.034,0.73,0.338
"LMDS [k=15] [kQuality=13] (NLDR)","LMDS [k=15] [kQuality=13] (NLDR)","LMDS (NLDR)",15,NA,0.73,0.43,1,NA,0.019,0.625,NA,NA,NA,NA,NA,11,8.034,0.73,0.338
"LMDS [k=15] [kQuality=14] (NLDR)","LMDS [k=15] [kQuality=14] (NLDR)","LMDS (NLDR)",15,NA,0.73,0.43,1,NA,0.019,0.625,NA,NA,NA,NA,NA,11,8.034,0.73,0.338
"LMDS [k=15] [kQuality=15] (NLDR)","LMDS [k=15] [kQuality=15] (NLDR)","LMDS (NLDR)",15,NA,0.73,0.43,1,NA,0.019,0.625,NA,NA,NA,NA,NA,11,8.034,0.73,0.338
"LMDS [k=15] [kQuality=16] (NLDR)","LMDS [k=15] [kQuality=16] (NLDR)","LMDS (NLDR)",15,NA,0.73,0.43,1,NA,0.019,0.625,NA,NA,NA,NA,NA,11,8.034,0.73,0.338
"LMDS [k=15] [kQuality=17] (NLDR)","LMDS [k=15] [kQuality=17] (NLDR)","LMDS (NLDR)",15,NA,0.73,0.43,1,NA,0.019,0.625,NA,NA,NA,NA,NA,11,8.034,0.73,0.338
"LMDS [k=15] [kQuality=18] (NLDR)","LMDS [k=15] [kQuality=18] (NLDR)","LMDS (NLDR)",15,NA,0.73,0.43,1,NA,0.019,0.625,NA,NA,NA,NA,NA,11,8.034,0.73,0.338
"LMDS [k=16] (rNLDR)","LMDS [k=16] (rNLDR)","LMDS (rNLDR)",16,NA,0.73,0.43,1,NA,0.955,0.75,NA,NA,NA,NA,NA,8,4.966,0.621,0.335
"LMDS [k=16] (smacofx)","LMDS [k=16] (smacofx)","LMDS (smacofx)",16,NA,0.67,0.31,1,NA,0.115,0.625,NA,NA,NA,NA,NA,2,0.759,0.379,0.308
"LMDS [k=16] [kQuality=13] (NLDR)","LMDS [k=16] [kQuality=13] (NLDR)","LMDS (NLDR)",16,NA,0.72,0.43,1,NA,0.02,0.75,NA,NA,NA,NA,NA,12,9.207,0.767,0.339
"LMDS [k=16] [kQuality=14] (NLDR)","LMDS [k=16] [kQuality=14] (NLDR)","LMDS (NLDR)",16,NA,0.72,0.43,1,NA,0.019,0.75,NA,NA,NA,NA,NA,12,9.207,0.767,0.339
"LMDS [k=16] [kQuality=15] (NLDR)","LMDS [k=16] [kQuality=15] (NLDR)","LMDS (NLDR)",16,NA,0.72,0.43,1,NA,0.019,0.75,NA,NA,NA,NA,NA,12,9.207,0.767,0.339
"LMDS [k=16] [kQuality=16] (NLDR)","LMDS [k=16] [kQuality=16] (NLDR)","LMDS (NLDR)",16,NA,0.72,0.43,1,NA,0.02,0.75,NA,NA,NA,NA,NA,12,9.207,0.767,0.339
"LMDS [k=16] [kQuality=17] (NLDR)","LMDS [k=16] [kQuality=17] (NLDR)","LMDS (NLDR)",16,NA,0.72,0.43,1,NA,0.019,0.75,NA,NA,NA,NA,NA,12,9.207,0.767,0.339
"LMDS [k=16] [kQuality=18] (NLDR)","LMDS [k=16] [kQuality=18] (NLDR)","LMDS (NLDR)",16,NA,0.72,0.43,1,NA,0.019,0.75,NA,NA,NA,NA,NA,12,9.207,0.767,0.339
"LMDS [k=16] [kQuality=19] (NLDR)","LMDS [k=16] [kQuality=19] (NLDR)","LMDS (NLDR)",16,NA,0.72,0.43,1,NA,0.022,0.75,NA,NA,NA,NA,NA,12,9.207,0.767,0.339
"LMDS [k=17] (rNLDR)","LMDS [k=17] (rNLDR)","LMDS (rNLDR)",17,NA,0.72,0.42,1,NA,1.718,0.75,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=17] (smacofx)","LMDS [k=17] (smacofx)","LMDS (smacofx)",17,NA,0.67,0.31,1,NA,0.099,0.625,NA,NA,NA,NA,NA,2,0.759,0.379,0.308
"LMDS [k=17] [kQuality=14] (NLDR)","LMDS [k=17] [kQuality=14] (NLDR)","LMDS (NLDR)",17,NA,0.72,0.42,1,NA,0.051,0.75,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=17] [kQuality=15] (NLDR)","LMDS [k=17] [kQuality=15] (NLDR)","LMDS (NLDR)",17,NA,0.72,0.42,1,NA,0.051,0.75,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=17] [kQuality=16] (NLDR)","LMDS [k=17] [kQuality=16] (NLDR)","LMDS (NLDR)",17,NA,0.72,0.42,1,NA,0.051,0.75,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=17] [kQuality=17] (NLDR)","LMDS [k=17] [kQuality=17] (NLDR)","LMDS (NLDR)",17,NA,0.72,0.42,1,NA,0.051,0.75,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=17] [kQuality=18] (NLDR)","LMDS [k=17] [kQuality=18] (NLDR)","LMDS (NLDR)",17,NA,0.72,0.42,1,NA,0.052,0.75,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=17] [kQuality=19] (NLDR)","LMDS [k=17] [kQuality=19] (NLDR)","LMDS (NLDR)",17,NA,0.72,0.42,1,NA,0.05,0.75,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=17] [kQuality=20] (NLDR)","LMDS [k=17] [kQuality=20] (NLDR)","LMDS (NLDR)",17,NA,0.72,0.42,1,NA,0.051,0.75,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=18] (rNLDR)","LMDS [k=18] (rNLDR)","LMDS (rNLDR)",18,NA,0.71,0.4,1,NA,2.042,0.625,NA,NA,NA,NA,NA,10,6.586,0.659,0.301
"LMDS [k=18] (smacofx)","LMDS [k=18] (smacofx)","LMDS (smacofx)",18,NA,0.67,0.31,1,NA,0.137,0.625,NA,NA,NA,NA,NA,2,0.759,0.379,0.308
"LMDS [k=18] [kQuality=15] (NLDR)","LMDS [k=18] [kQuality=15] (NLDR)","LMDS (NLDR)",18,NA,0.72,0.41,1,NA,0.022,0.625,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=18] [kQuality=16] (NLDR)","LMDS [k=18] [kQuality=16] (NLDR)","LMDS (NLDR)",18,NA,0.72,0.41,1,NA,0.022,0.625,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=18] [kQuality=17] (NLDR)","LMDS [k=18] [kQuality=17] (NLDR)","LMDS (NLDR)",18,NA,0.72,0.41,1,NA,0.029,0.625,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=18] [kQuality=18] (NLDR)","LMDS [k=18] [kQuality=18] (NLDR)","LMDS (NLDR)",18,NA,0.72,0.41,1,NA,0.025,0.625,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=18] [kQuality=19] (NLDR)","LMDS [k=18] [kQuality=19] (NLDR)","LMDS (NLDR)",18,NA,0.71,0.41,1,NA,0.028,0.75,NA,NA,NA,NA,NA,10,6.793,0.679,0.322
"LMDS [k=18] [kQuality=20] (NLDR)","LMDS [k=18] [kQuality=20] (NLDR)","LMDS (NLDR)",18,NA,0.71,0.41,1,NA,0.026,0.75,NA,NA,NA,NA,NA,10,6.793,0.679,0.322
"LMDS [k=18] [kQuality=21] (NLDR)","LMDS [k=18] [kQuality=21] (NLDR)","LMDS (NLDR)",18,NA,0.72,0.41,1,NA,0.021,0.625,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=19] (rNLDR)","LMDS [k=19] (rNLDR)","LMDS (rNLDR)",19,NA,0.71,0.4,1,NA,1.098,0.5,NA,NA,NA,NA,NA,12,9.069,0.756,0.327
"LMDS [k=19] (smacofx)","LMDS [k=19] (smacofx)","LMDS (smacofx)",19,NA,0.67,0.31,1,NA,0.164,0.625,NA,NA,NA,NA,NA,2,0.759,0.379,0.308
"LMDS [k=19] [kQuality=16] (NLDR)","LMDS [k=19] [kQuality=16] (NLDR)","LMDS (NLDR)",19,NA,0.71,0.39,1,NA,0.022,0.625,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=19] [kQuality=17] (NLDR)","LMDS [k=19] [kQuality=17] (NLDR)","LMDS (NLDR)",19,NA,0.71,0.39,1,NA,0.02,0.625,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=19] [kQuality=18] (NLDR)","LMDS [k=19] [kQuality=18] (NLDR)","LMDS (NLDR)",19,NA,0.71,0.39,1,NA,0.019,0.625,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=19] [kQuality=19] (NLDR)","LMDS [k=19] [kQuality=19] (NLDR)","LMDS (NLDR)",19,NA,0.71,0.39,1,NA,0.02,0.625,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=19] [kQuality=20] (NLDR)","LMDS [k=19] [kQuality=20] (NLDR)","LMDS (NLDR)",19,NA,0.71,0.39,1,NA,0.02,0.625,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=19] [kQuality=21] (NLDR)","LMDS [k=19] [kQuality=21] (NLDR)","LMDS (NLDR)",19,NA,0.71,0.39,1,NA,0.019,0.625,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=19] [kQuality=22] (NLDR)","LMDS [k=19] [kQuality=22] (NLDR)","LMDS (NLDR)",19,NA,0.71,0.39,1,NA,0.02,0.625,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"LMDS [k=20] (rNLDR)","LMDS [k=20] (rNLDR)","LMDS (rNLDR)",20,NA,0.71,0.39,1,NA,0.934,0.625,NA,NA,NA,NA,NA,11,7.793,0.708,0.316
"LMDS [k=20] (smacofx)","LMDS [k=20] (smacofx)","LMDS (smacofx)",20,NA,0.67,0.31,1,NA,0.423,0.625,NA,NA,NA,NA,NA,2,0.759,0.379,0.308
"LMDS [k=20] [kQuality=17] (NLDR)","LMDS [k=20] [kQuality=17] (NLDR)","LMDS (NLDR)",20,NA,0.71,0.4,1,NA,0.168,0.625,NA,NA,NA,NA,NA,11,7.828,0.712,0.319
"LMDS [k=20] [kQuality=18] (NLDR)","LMDS [k=20] [kQuality=18] (NLDR)","LMDS (NLDR)",20,NA,0.71,0.41,1,NA,0.037,0.375,NA,NA,NA,NA,NA,10,6.931,0.693,0.336
"LMDS [k=20] [kQuality=19] (NLDR)","LMDS [k=20] [kQuality=19] (NLDR)","LMDS (NLDR)",20,NA,0.71,0.41,1,NA,0.038,0.375,NA,NA,NA,NA,NA,10,6.931,0.693,0.336
"LMDS [k=20] [kQuality=20] (NLDR)","LMDS [k=20] [kQuality=20] (NLDR)","LMDS (NLDR)",20,NA,0.71,0.41,1,NA,0.037,0.375,NA,NA,NA,NA,NA,10,6.931,0.693,0.336
"LMDS [k=20] [kQuality=21] (NLDR)","LMDS [k=20] [kQuality=21] (NLDR)","LMDS (NLDR)",20,NA,0.71,0.4,1,NA,0.161,0.625,NA,NA,NA,NA,NA,11,7.828,0.712,0.319
"LMDS [k=20] [kQuality=22] (NLDR)","LMDS [k=20] [kQuality=22] (NLDR)","LMDS (NLDR)",20,NA,0.71,0.4,1,NA,0.161,0.625,NA,NA,NA,NA,NA,11,7.828,0.712,0.319
"LMDS [k=20] [kQuality=23] (NLDR)","LMDS [k=20] [kQuality=23] (NLDR)","LMDS (NLDR)",20,NA,0.71,0.4,1,NA,0.162,0.625,NA,NA,NA,NA,NA,11,7.828,0.712,0.319
"LMDS [k=21] (rNLDR)","LMDS [k=21] (rNLDR)","LMDS (rNLDR)",21,NA,0.71,0.4,1,NA,1.415,0.375,NA,NA,NA,NA,NA,9,5.69,0.632,0.311
"LMDS [k=21] (smacofx)","LMDS [k=21] (smacofx)","LMDS (smacofx)",21,NA,0.67,0.31,1,NA,0.126,0.625,NA,NA,NA,NA,NA,2,0.759,0.379,0.308
"LMDS [k=21] [kQuality=18] (NLDR)","LMDS [k=21] [kQuality=18] (NLDR)","LMDS (NLDR)",21,NA,0.71,0.4,1,NA,0.189,0.375,NA,NA,NA,NA,NA,9,5.793,0.644,0.322
"LMDS [k=21] [kQuality=19] (NLDR)","LMDS [k=21] [kQuality=19] (NLDR)","LMDS (NLDR)",21,NA,0.71,0.4,1,NA,0.189,0.375,NA,NA,NA,NA,NA,9,5.793,0.644,0.322
"LMDS [k=21] [kQuality=20] (NLDR)","LMDS [k=21] [kQuality=20] (NLDR)","LMDS (NLDR)",21,NA,0.71,0.4,1,NA,0.189,0.375,NA,NA,NA,NA,NA,9,5.793,0.644,0.322
"LMDS [k=21] [kQuality=21] (NLDR)","LMDS [k=21] [kQuality=21] (NLDR)","LMDS (NLDR)",21,NA,0.71,0.4,1,NA,0.189,0.375,NA,NA,NA,NA,NA,9,5.793,0.644,0.322
"LMDS [k=21] [kQuality=22] (NLDR)","LMDS [k=21] [kQuality=22] (NLDR)","LMDS (NLDR)",21,NA,0.71,0.4,1,NA,0.189,0.375,NA,NA,NA,NA,NA,9,5.793,0.644,0.322
"LMDS [k=21] [kQuality=23] (NLDR)","LMDS [k=21] [kQuality=23] (NLDR)","LMDS (NLDR)",21,NA,0.71,0.4,1,NA,0.189,0.375,NA,NA,NA,NA,NA,9,5.793,0.644,0.322
"LMDS [k=21] [kQuality=24] (NLDR)","LMDS [k=21] [kQuality=24] (NLDR)","LMDS (NLDR)",21,NA,0.71,0.4,1,NA,0.191,0.375,NA,NA,NA,NA,NA,9,5.793,0.644,0.322
"LMDS [k=22] (rNLDR)","LMDS [k=22] (rNLDR)","LMDS (rNLDR)",22,NA,0.72,0.42,1,NA,27.745,0.625,NA,NA,NA,NA,NA,9,5.931,0.659,0.338
"LMDS [k=22] (smacofx)","LMDS [k=22] (smacofx)","LMDS (smacofx)",22,NA,0.67,0.31,1,NA,0.179,0.625,NA,NA,NA,NA,NA,2,0.759,0.379,0.308
"LMDS [k=22] [kQuality=19] (NLDR)","LMDS [k=22] [kQuality=19] (NLDR)","LMDS (NLDR)",22,NA,0.72,0.42,1,NA,0.054,0.625,NA,NA,NA,NA,NA,9,5.897,0.655,0.334
"LMDS [k=22] [kQuality=20] (NLDR)","LMDS [k=22] [kQuality=20] (NLDR)","LMDS (NLDR)",22,NA,0.72,0.43,1,NA,0.131,0.5,NA,NA,NA,NA,NA,10,7.103,0.71,0.353
"LMDS [k=22] [kQuality=21] (NLDR)","LMDS [k=22] [kQuality=21] (NLDR)","LMDS (NLDR)",22,NA,0.72,0.43,1,NA,0.118,0.5,NA,NA,NA,NA,NA,10,7.103,0.71,0.353
"LMDS [k=22] [kQuality=22] (NLDR)","LMDS [k=22] [kQuality=22] (NLDR)","LMDS (NLDR)",22,NA,0.72,0.42,1,NA,0.053,0.625,NA,NA,NA,NA,NA,9,5.897,0.655,0.334
"LMDS [k=22] [kQuality=23] (NLDR)","LMDS [k=22] [kQuality=23] (NLDR)","LMDS (NLDR)",22,NA,0.72,0.43,1,NA,0.119,0.5,NA,NA,NA,NA,NA,10,7.103,0.71,0.353
"LMDS [k=22] [kQuality=24] (NLDR)","LMDS [k=22] [kQuality=24] (NLDR)","LMDS (NLDR)",22,NA,0.72,0.43,1,NA,0.118,0.5,NA,NA,NA,NA,NA,10,7.103,0.71,0.353
"LMDS [k=22] [kQuality=25] (NLDR)","LMDS [k=22] [kQuality=25] (NLDR)","LMDS (NLDR)",22,NA,0.72,0.43,1,NA,0.127,0.5,NA,NA,NA,NA,NA,10,7.103,0.71,0.353
"LMDS [k=23] (rNLDR)","LMDS [k=23] (rNLDR)","LMDS (rNLDR)",23,NA,0.71,0.41,1,NA,29.896,0.5,NA,NA,NA,NA,NA,9,5.828,0.648,0.326
"LMDS [k=23] (smacofx)","LMDS [k=23] (smacofx)","LMDS (smacofx)",23,NA,0.67,0.31,1,NA,0.23,0.625,NA,NA,NA,NA,NA,2,0.759,0.379,0.308
"LMDS [k=23] [kQuality=20] (NLDR)","LMDS [k=23] [kQuality=20] (NLDR)","LMDS (NLDR)",23,NA,0.71,0.41,1,NA,0.042,0.75,NA,NA,NA,NA,NA,8,4.793,0.599,0.313
"LMDS [k=23] [kQuality=21] (NLDR)","LMDS [k=23] [kQuality=21] (NLDR)","LMDS (NLDR)",23,NA,0.71,0.41,1,NA,0.041,0.75,NA,NA,NA,NA,NA,8,4.793,0.599,0.313
"LMDS [k=23] [kQuality=22] (NLDR)","LMDS [k=23] [kQuality=22] (NLDR)","LMDS (NLDR)",23,NA,0.71,0.41,1,NA,0.041,0.75,NA,NA,NA,NA,NA,8,4.793,0.599,0.313
"LMDS [k=23] [kQuality=23] (NLDR)","LMDS [k=23] [kQuality=23] (NLDR)","LMDS (NLDR)",23,NA,0.71,0.41,1,NA,0.041,0.75,NA,NA,NA,NA,NA,8,4.793,0.599,0.313
"LMDS [k=23] [kQuality=24] (NLDR)","LMDS [k=23] [kQuality=24] (NLDR)","LMDS (NLDR)",23,NA,0.72,0.41,1,NA,0.037,0.5,NA,NA,NA,NA,NA,11,7.793,0.708,0.316
"LMDS [k=23] [kQuality=25] (NLDR)","LMDS [k=23] [kQuality=25] (NLDR)","LMDS (NLDR)",23,NA,0.72,0.41,1,NA,0.037,0.5,NA,NA,NA,NA,NA,11,7.793,0.708,0.316
"LMDS [k=23] [kQuality=26] (NLDR)","LMDS [k=23] [kQuality=26] (NLDR)","LMDS (NLDR)",23,NA,0.71,0.41,1,NA,0.042,0.75,NA,NA,NA,NA,NA,8,4.793,0.599,0.313
"LMDS [k=24] (rNLDR)","LMDS [k=24] (rNLDR)","LMDS (rNLDR)",24,NA,0.7,0.37,1,NA,3.314,0.625,NA,NA,NA,NA,NA,9,5.517,0.613,0.292
"LMDS [k=24] (smacofx)","LMDS [k=24] (smacofx)","LMDS (smacofx)",24,NA,0.67,0.31,1,NA,0.165,0.625,NA,NA,NA,NA,NA,2,0.759,0.379,0.308
"LMDS [k=24] [kQuality=21] (NLDR)","LMDS [k=24] [kQuality=21] (NLDR)","LMDS (NLDR)",24,NA,0.7,0.37,1,NA,0.039,0.625,NA,NA,NA,NA,NA,11,7.448,0.677,0.284
"LMDS [k=24] [kQuality=22] (NLDR)","LMDS [k=24] [kQuality=22] (NLDR)","LMDS (NLDR)",24,NA,0.7,0.37,1,NA,0.036,0.625,NA,NA,NA,NA,NA,11,7.448,0.677,0.284
"LMDS [k=24] [kQuality=23] (NLDR)","LMDS [k=24] [kQuality=23] (NLDR)","LMDS (NLDR)",24,NA,0.7,0.37,1,NA,0.035,0.625,NA,NA,NA,NA,NA,11,7.448,0.677,0.284
"LMDS [k=24] [kQuality=24] (NLDR)","LMDS [k=24] [kQuality=24] (NLDR)","LMDS (NLDR)",24,NA,0.7,0.37,1,NA,0.036,0.625,NA,NA,NA,NA,NA,11,7.448,0.677,0.284
"LMDS [k=24] [kQuality=25] (NLDR)","LMDS [k=24] [kQuality=25] (NLDR)","LMDS (NLDR)",24,NA,0.7,0.37,1,NA,0.036,0.625,NA,NA,NA,NA,NA,11,7.448,0.677,0.284
"LMDS [k=24] [kQuality=26] (NLDR)","LMDS [k=24] [kQuality=26] (NLDR)","LMDS (NLDR)",24,NA,0.71,0.4,1,NA,0.044,0.5,NA,NA,NA,NA,NA,12,8.759,0.73,0.301
